Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
1,Robert Tonyan Jr.,GB,WR,10,13,1.3,2,0,15.4,7.7,15.4,12.4,95.4
2,Tim White,BAL,WR,3,2,0.7,0.8,0,50,50,50,2.4,120
3,Isaiah McKenzie,BUF,WR,2,10,5,6.8,30,10,40,40,5.6,56
4,Curtis Samuel,CAR,WR,6,96,16,21.8,4.2,16.7,16.7,20.8,51.7,53.9
5,Brandon Zylstra,MIN,WR,9,6,0.7,1,0,16.7,16.7,16.7,3.3,55
6,Aldrick Robinson,MIN,WR,7,89,12.7,19.2,0,14.6,7.9,14.6,36.5,41
7,Dwayne Harris,OAK,WR,8,14,1.8,2.7,14.3,35.7,50,50,9.3,66.4
8,Albert Wilson,MIA,WR,7,231,33,48.2,3.5,15.2,15.2,19,99.78,43.2
9,DeSean Jackson,TB,WR,9,335,37.2,51.9,1.2,16.4,11,17.6,143.2,42.7
10,Tavon Austin,DAL,WR,6,106,17.7,20.8,5.7,9.4,12.3,15.1,37.5,35.4
11,Tyreek Hill,KC,WR,10,563,56.3,87.6,2.3,14.2,12.1,16.5,221.2,39.3
12,Calvin Ridley,ATL,WR,9,356,39.6,57.6,1.4,13.8,11.5,15.2,133.2,37.4
12,Cordarrelle Patterson,NE,WR,10,161,16.1,23.4,19.9,9.9,27.3,29.8,61.7,38.3
14,De'Anthony Thomas,KC,WR,5,36,7.2,10.7,2.8,13.9,11.1,16.7,12.5,34.7
15,Michael Thomas,NO,WR,9,539,59.9,87.6,0,16.1,14.5,16.1,222,41.2
16,Davante Adams,GB,WR,10,622,62.2,93.4,0,17,11.6,17,233.3,37.5
17,Adam Thielen,MIN,WR,9,586,65.1,96.4,0.3,17.9,13.7,18.3,239.7,40.9
17,Julio Jones,ATL,WR,9,494,54.9,79.9,0.2,20.6,13.8,20.9,201.1,40.7
19,AJ Green,CIN,WR,8,442,55.2,79.4,0,17.2,10.2,17.2,154.7,35
20,Cooper Kupp,LAR,WR,8,439,54.9,72,0.9,12.8,10,13.7,138.1,31.5
21,Antonio Brown,PIT,WR,9,604,67.1,94.5,0,15.9,9.4,15.9,192,31.8
22,DeAndre Hopkins,HOU,WR,9,619,68.8,99.4,0.2,14.5,10.5,14.9,204.7,33.1
22,Odell Beckham Jr,NYG,WR,9,551,61.2,95.5,0.7,18.5,12.7,19.4,195.88,35.5
22,Ryan Switzer,PIT,WR,9,93,10.3,14.6,4.3,23.7,23.7,28,37.3,40.1
25,Tyler Boyd,CIN,WR,9,480,53.3,86.2,0.4,14.6,11.2,15,159.8,33.3
25,Mike Williams,LAC,WR,9,318,35.3,59.6,1.3,10.1,6.9,11.3,83.4,26.2
27,Derrick Willies,CLE,WR,5,30,6,7.7,0,16.7,10,16.7,9.1,30.3
28,Leonte Carroo,MIA,WR,3,17,5.7,8.9,5.9,5.9,11.8,11.8,4.4,25.9
29,Emmanuel Sanders,DEN,WR,9,524,58.2,86,0.6,14.1,11.5,14.9,169.52,32.4
30,Will Fuller,HOU,WR,7,375,53.6,77,0,12,8.5,12,115.3,30.7
31,Mike Evans,TB,WR,9,537,59.7,83.1,0,15.6,9.3,15.6,168.7,31.4
31,Golden Tate,PHI,WR,8,385,48.1,73.8,0.8,19,12.7,19.7,127.8,33.2
33,Keenan Allen,LAC,WR,9,441,49,82.6,1.6,17,13.6,18.6,146.1,33.1
34,Tyrell Williams,LAC,WR,9,424,47.1,79.4,0.5,8.5,6.6,9,113.2,26.7
35,Chris Godwin,TB,WR,9,380,42.2,58.8,0,14.2,9.7,14.2,113.3,29.8
36,Brandin Cooks,LAR,WR,10,602,60.2,89.7,1,12,9.5,13,176.8,29.4
37,John Brown,BAL,WR,9,450,50,66.9,0.4,14.9,8,15.3,124.5,27.7
38,JuJu Smith-Schuster,PIT,WR,9,529,58.8,82.8,0.2,15.7,10.8,15.9,165.5,31.3
39,Stefon Diggs,MIN,WR,8,485,60.6,79.8,1.4,17.7,13.4,19.2,155.3,32
40,Tyler Lockett,SEA,WR,10,565,56.5,85.1,1.2,8.7,8,9.9,140.4,24.8
41,Marvin Hall,ATL,WR,9,111,12.3,18,0,9.9,8.1,9.9,28.9,26
42,Anthony Miller,CHI,WR,8,331,41.4,61.8,0.6,12.4,7.9,13,85.8,25.9
43,T.Y. Hilton,IND,WR,7,378,54,77,0,14.3,7.7,14.3,99,26.2
43,Alshon Jeffery,PHI,WR,6,356,59.3,74.5,0,14.6,9.3,14.6,98.9,27.8
45,Geronimo Allison,GB,WR,5,241,48.2,59.1,0,12.4,8.3,12.4,62.3,25.9
46,Robert Woods,LAR,WR,10,646,64.6,96.3,2,12.2,10.5,14.2,176.3,27.3
47,Marcus Johnson,IND,WR,5,95,19,26.2,1.1,8.4,7.4,9.5,22,23.2
48,Josh Gordon,NE,WR,8,405,50.6,68.2,0,12.8,6.7,12.8,100.4,24.8
49,Ted Ginn,NO,WR,4,170,42.5,60.9,1.8,12.9,8.8,14.7,41.1,24.2
50,Julian Edelman,NE,WR,6,373,62.2,88,1.3,15,12.6,16.9,107.12,28.7
51,Sammy Watkins,KC,WR,9,457,50.8,71.1,1.1,11.8,9.6,12.9,119.7,26.2
52,Chad Beebe,MIN,WR,1,13,13,26.5,0,23.1,23.1,23.1,5.1,39.2
53,Marquise Goodwin,SF,WR,8,367,45.9,73,1.1,8.7,5.7,9.8,78.8,21.5
