Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Zach Ertz,PHI,TE,9,100,75,75,789,5,34,7.9,10.5,0,0,0,0,0,0,21.8,195.9
2,Travis Kelce,KC,TE,10,86,57,66.3,787,6,43,9.2,13.8,0,0,0,0,1,0,18.1,180.7
3,George Kittle,SF,TE,10,71,50,70.4,775,3,82,10.9,15.5,0,0,0,0,0,0,15.4,153.5
4,Eric Ebron,IND,TE,9,65,39,60,463,9,53,7.1,11.9,2,1,0.5,1,0,0,16.5,148.4
5,Jared Cook,OAK,TE,9,59,42,71.2,546,3,45,9.3,13,0,0,0,0,0,0,13.4,120.6
6,Trey Burton,CHI,TE,9,45,33,73.3,411,5,47,9.1,12.5,1,2,2,0,0,0,12.1,109.3
7,Austin Hooper,ATL,TE,9,55,46,83.6,418,3,36,7.6,9.1,0,0,0,0,0,0,12,107.8
8,OJ Howard,TB,TE,9,42,29,69,487,5,75,11.6,16.8,0,0,0,0,0,0,12,107.7
9,Jimmy Graham,GB,TE,9,56,33,58.9,439,2,54,7.8,13.3,0,0,0,0,0,0,10.2,91.9
10,David Njoku,CLE,TE,10,58,36,62.1,368,2,24,6.3,10.2,0,0,0,0,0,0,8.5,84.8
11,Vance McDonald,PIT,TE,8,38,30,78.9,390,2,75,10.3,13,0,0,0,0,2,1,10.4,83
12,Rob Gronkowski,NE,TE,7,43,29,67.4,448,1,42,10.4,15.4,0,0,0,0,1,1,11.7,81.8
13,Jordan Reed,WAS,TE,9,59,37,62.7,391,1,34,6.6,10.6,0,0,0,0,1,1,9,81.1
14,Kyle Rudolph,MIN,TE,9,44,34,77.3,349,2,25,7.9,10.3,0,0,0,0,0,0,9,80.9
15,Jesse James,PIT,TE,9,28,22,78.6,344,2,51,12.3,15.6,0,0,0,0,0,0,7.9,71.4
16,Benjamin Watson,NO,TE,9,34,27,79.4,293,2,32,8.6,10.9,0,0,0,0,0,0,7.6,68.3
17,Greg Olsen,CAR,TE,6,30,22,73.3,258,3,23,8.6,11.7,0,0,0,0,0,0,11,65.8
18,Chris Herndon IV,NYJ,TE,8,26,19,73.1,257,3,32,9.9,13.5,0,0,0,0,1,0,7.8,62.7
19,Jeff Heuerman,DEN,TE,9,40,25,62.5,217,2,36,5.4,8.7,0,0,0,0,0,0,6.5,58.7
20,Mark Andrews,BAL,TE,9,32,21,65.6,244,2,30,7.6,11.6,0,0,0,0,0,0,6.4,57.4
21,Ricky Seals-Jones,ARI,TE,9,48,24,50,267,1,40,5.6,11.1,0,0,0,0,0,0,6.3,56.7
22,Dallas Goedert,PHI,TE,9,21,18,85.7,188,3,32,9,10.4,0,0,0,0,0,0,6.1,54.8
23,Evan Engram,NYG,TE,6,31,21,67.7,191,2,31,6.2,9.1,1,10,10,0,0,0,8.8,53.1
24,CJ Uzomah,CIN,TE,9,27,20,74.1,207,2,29,7.7,10.4,0,0,0,0,0,0,5.9,52.7
25,Nick Vannett,SEA,TE,8,31,20,64.5,186,2,32,6,9.3,0,0,0,0,1,0,6.3,50.6
26,Geoff Swaim,DAL,TE,8,27,22,81.5,218,1,43,8.1,9.9,0,0,0,0,0,0,6.2,49.8
27,Cameron Brate,TB,TE,9,23,15,65.2,143,3,21,6.2,9.5,0,0,0,0,1,1,5.1,46.3
28,Vernon Davis,WAS,TE,9,21,15,71.4,232,1,50,11,15.5,0,0,0,0,0,0,4.9,44.2
29,Jack Doyle,IND,TE,4,25,18,72,186,1,20,7.4,10.3,0,0,0,0,1,1,10.4,41.6
30,Jordan Thomas,HOU,TE,9,14,9,64.3,127,3,39,9.1,14.1,0,0,0,0,0,0,4.4,39.7
31,Gerald Everett,LAR,TE,10,23,15,65.2,161,1,22,7,10.7,0,0,0,0,0,0,3.9,39.1
32,Tyler Eifert,CIN,TE,4,19,15,78.9,179,1,29,9.4,11.9,0,0,0,0,0,0,9.7,38.9
33,Will Dissly,SEA,TE,4,14,8,57.1,156,2,66,11.1,19.5,0,0,0,0,0,0,9.6,38.6
34,Jason Croom,BUF,TE,10,21,13,61.9,131,1,26,6.2,10.1,0,0,0,1,1,1,3.7,37.1
35,Tyler Higbee,LAR,TE,10,18,11,61.1,135,2,33,7.5,12.3,0,0,0,0,0,0,3.6,36.5
36,Virgil Green,LAC,TE,9,16,13,81.2,162,1,25,10.1,12.5,0,0,0,0,0,0,3.9,35.2
37,Antonio Gates,LAC,TE,9,23,13,56.5,141,1,27,6.1,10.8,0,0,0,0,0,0,3.9,35.1
38,Charles Clay,BUF,TE,9,31,19,61.3,169,0,21,5.5,8.9,0,0,0,0,1,1,3.9,34.9
39,Rhett Ellison,NYG,TE,8,18,14,77.8,123,1,17,6.8,8.8,0,0,0,0,0,0,4.3,34.3
40,Jonnu Smith,TEN,TE,9,18,10,55.6,122,2,29,6.8,12.2,0,0,0,0,1,0,3.8,34.2
41,Erik Swoope,IND,TE,5,8,7,87.5,83,3,26,10.4,11.9,0,0,0,0,0,0,6.7,33.3
42,Michael Roberts,DET,TE,6,12,6,50,84,3,29,7,14,0,0,0,0,0,0,5.4,32.4
43,Mike Gesicki,MIA,TE,10,24,17,70.8,151,0,27,6.3,8.9,0,0,0,0,0,0,3.2,32.1
44,Josh Hill,NO,TE,9,12,10,83.3,134,1,23,11.2,13.4,0,0,0,0,0,0,3.3,29.4
45,Mo Alie-Cox,IND,TE,5,10,6,60,112,2,34,11.2,18.7,0,0,0,0,0,0,5.8,29.2
46,James O'Shaughnessy,JAX,TE,7,23,14,60.9,147,0,17,6.4,10.5,0,0,0,0,0,0,4.1,28.7
47,Nick Boyle,BAL,TE,9,27,14,51.9,136,0,25,5,9.7,0,0,0,0,0,0,3.1,27.6
48,Maxx Williams,BAL,TE,7,14,14,100,127,0,25,9.1,9.1,2,8,4,0,0,0,3.9,27.5
49,Demetrius Harris,KC,TE,9,11,5,45.5,94,2,35,8.5,18.8,0,0,0,0,0,0,2.9,26.4
50,Ryan Griffin,HOU,TE,7,27,11,40.7,153,0,32,5.7,13.9,0,0,0,0,0,0,3.8,26.3
51,Austin Seferian-Jenkins,JAX,TE,5,20,11,55,90,1,21,4.5,8.2,0,0,0,0,0,0,5.2,26
52,Lance Kendricks,GB,TE,9,14,9,64.3,91,1,22,6.5,10.1,0,0,0,0,0,0,2.7,24.1
53,Matt LaCosse,DEN,TE,9,15,10,66.7,128,0,44,8.5,12.8,0,0,0,0,0,0,2.5,22.8
54,Luke Stocker,TEN,TE,9,11,8,72.7,79,1,31,7.2,9.9,0,0,0,0,0,0,2.4,21.9
55,Darren Fells,CLE,TE,10,7,6,85.7,90,1,49,12.9,15,0,0,0,0,0,0,2.1,21
56,Nick O'Leary,MIA,TE,4,8,7,87.5,77,1,19,9.6,11,0,0,0,0,0,0,5.2,20.7
57,Ian Thomas,CAR,TE,9,17,11,64.7,87,0,27,5.1,7.9,0,0,0,0,0,0,2.2,19.7
58,Niles Paul,JAX,TE,6,13,10,76.9,98,0,22,7.5,9.8,1,-3,-3,0,0,0,3.2,19.5
59,Logan Thomas,BUF,TE,8,13,11,84.6,72,0,24,5.5,6.5,0,0,0,0,0,0,2.4,18.8
60,Luke Willson,DET,TE,8,15,11,73.3,75,0,13,5,6.8,0,0,0,0,0,0,2.3,18.5
61,Jordan Akins,HOU,TE,9,14,9,64.3,89,0,18,6.4,9.9,0,0,0,0,0,0,2,17.9
62,Ed Dickson,SEA,TE,3,4,3,75,78,1,42,19.5,26,0,0,0,0,0,0,5.6,16.8
63,Jake Butt,DEN,TE,3,12,8,66.7,85,0,22,7.1,10.6,0,0,0,0,0,0,5.5,16.5
64,Logan Paulsen,ATL,TE,9,5,5,100,51,1,17,10.2,10.2,0,0,0,0,0,0,1.8,16.1
65,Hayden Hurst,BAL,TE,5,10,4,40,57,1,26,5.7,14.2,1,0,0,0,0,0,3.1,15.7
66,Jordan Leggett,NYJ,TE,9,11,6,54.5,35,1,10,3.2,5.8,0,0,0,0,0,0,1.7,15.5
67,Seth DeValve,CLE,TE,7,4,3,75,54,1,26,13.5,18,0,0,0,0,0,0,2.1,14.4
68,AJ Derby,MIA,TE,4,5,3,60,48,1,19,9.6,16,0,0,0,0,0,0,3.4,13.8
69,Eric Tomlinson,NYJ,TE,10,13,7,53.8,61,0,24,4.7,8.7,0,0,0,0,0,0,1.3,13.1
70,David Grinnage,JAX,TE,3,8,6,75,61,0,24,7.6,10.2,0,0,0,0,0,0,4,12.1
71,Garrett Celek,SF,TE,10,5,3,60,29,1,11,5.8,9.7,0,0,0,0,0,0,1.2,11.9
72,Jermaine Gresham,ARI,TE,7,7,6,85.7,68,0,26,9.7,11.3,0,0,0,0,1,1,1.7,11.8
73,Joshua Perkins,PHI,TE,9,11,5,45.5,67,0,30,6.1,13.4,0,0,0,0,0,0,1.3,11.7
74,Levine Toilolo,DET,TE,9,6,5,83.3,47,0,16,7.8,9.4,0,0,0,0,0,0,1.1,9.7
75,Delanie Walker,TEN,TE,1,7,4,57.1,52,0,16,7.4,13,0,0,0,0,0,0,9.2,9.2
75,Jacob Hollister,NE,TE,4,5,4,80,52,0,23,10.4,13,0,0,0,0,0,0,2.3,9.2
77,Derek Carrier,OAK,TE,9,10,5,50,38,0,12,3.8,7.6,0,0,0,0,0,0,1,8.8
78,David Morgan,MIN,TE,8,6,5,83.3,36,0,13,6,7.2,0,0,0,0,0,0,1.1,8.6
79,Blake Jarwin,DAL,TE,9,8,4,50,42,0,16,5.2,10.5,0,0,0,0,0,0,0.9,8.2
80,Antony Auclair,TB,TE,9,5,5,100,28,0,8,5.6,5.6,0,0,0,0,0,0,0.9,7.8
