Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
43,Nick Foles,PHI,QB,2,151,75.5,23.9,2.6,0.7,57.6,57.6,26.24,17.4
44,Blaine Gabbert,TEN,QB,3,101,33.7,20.4,2,0,46.5,46.5,12.88,12.8
45,Sam Bradford,ARI,QB,3,135,45,47,1.5,0,60.7,60.7,18.7,13.9
46,Nathan Peterman,BUF,QB,4,148,37,22.4,6.8,0,61.5,61.5,19.84,13.4
47,Derek Anderson,BUF,QB,2,118,59,41.5,0.8,0,60.2,60.2,12.5,10.6
48,Taylor Heinicke,CAR,QB,2,6,3,1,33.3,0,50,50,0.32,5.3
49,Joshua Dobbs,PIT,QB,4,11,2.8,1.7,18.2,0,45.5,45.5,0.36,3.3
50,Josh McCown,NYJ,QB,1,56,56,9,1.8,0,62.5,62.5,3.8,6.8
50,AJ McCarron,OAK,QB,1,10,10,1.7,10,0,40,40,0.32,3.2
52,Matt Schaub,ATL,QB,2,10,5,1.6,10,10,90,90,1.1,11
52,Sean Mannion,LAR,QB,1,10,10,1.5,30,0,30,30,0.1,1
54,Geno Smith,LAC,QB,2,8,4,1.5,37.5,0,50,50,0.02,0.2
55,Joe Webb,HOU,QB,9,3,0.3,0.5,0,0,0,0,0,0
55,Cooper Rush,DAL,QB,1,6,6,1,0,0,0,0,0,0
57,Brian Hoyer,NE,QB,3,14,4.7,2,42.9,0,50,50,-0.02,-0.1
58,Teddy Bridgewater,NO,QB,3,15,5,2.4,40,0,46.7,46.7,-0.6,-4
59,Jacoby Brissett,IND,QB,2,9,4.5,1.4,44.4,0,55.6,55.6,-0.4,-4.4
60,Chase Daniel,CHI,QB,3,7,2.3,1.2,71.4,0,71.4,71.4,-0.5,-7.1
61,Brandon Weeden,HOU,QB,1,1,1,0.2,100,0,100,100,-0.1,-10
61,Chad Kelly,DEN,QB,1,1,1,0.2,100,0,100,100,-0.1,-10
63,Deshone Kizer,GB,QB,1,14,14,2.1,0,0,50,50,0.2,1.4
64,Matt Cassel,DET,QB,1,7,7,1.2,14.3,0,100,100,-0.54,-7.7
