Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Travis Kelce,KC,TE,16,DEN,12,11,91.7,160,1,80,13.3,14.5,0,0,0,0,0,0,36,36
2,Jimmy Graham,SEA,TE,9,BUF,8,8,100,103,2,18,12.9,12.9,0,0,0,0,0,0,33.3,33.3
3,Rob Gronkowski,NE,TE,6,CIN,9,7,77.8,162,1,38,18,23.1,0,0,0,0,0,0,32.2,32.2
4,Jordan Reed,WAS,TE,12,DAL,12,10,83.3,95,2,33,7.9,9.5,0,0,0,0,0,0,31.5,31.5
5,Martellus Bennett,NE,TE,5,CLE,8,6,75,67,3,37,8.4,11.2,0,0,0,0,0,0,30.7,30.7
6,Jason Witten,DAL,TE,9,CLE,10,8,80,134,1,35,13.4,16.8,0,0,0,0,0,0,30.4,30.4
6,Delanie Walker,TEN,TE,10,GB,11,9,81.8,124,1,41,11.3,13.8,0,0,0,0,0,0,30.4,30.4
8,Greg Olsen,CAR,TE,5,TB,13,9,69.2,181,0,34,13.9,20.1,0,0,0,0,0,0,30.1,30.1
9,Dwayne Allen,IND,TE,13,NYJ,4,4,100,72,3,23,18,18,0,0,0,0,0,0,29.2,29.2
10,Dennis Pitta,BAL,TE,13,MIA,11,9,81.8,90,2,25,8.2,10,0,0,0,0,1,1,29,29
11,Charles Clay,BUF,TE,16,MIA,10,8,80,85,2,18,8.5,10.6,0,0,0,0,0,0,28.5,28.5
12,Jordan Reed,WAS,TE,4,CLE,10,9,90,73,2,26,7.3,8.1,0,0,0,0,0,0,28.3,28.3
13,Tyler Eifert,CIN,TE,8,WAS,12,9,75,102,1,22,8.5,11.3,0,0,0,0,0,0,28.2,28.2
14,Zach Miller,CHI,TE,3,DAL,9,8,88.9,78,2,26,8.7,9.8,0,0,0,0,0,0,27.8,27.8
15,Coby Fleener,NO,TE,3,ATL,11,7,63.6,109,1,36,9.9,15.6,0,0,0,0,0,0,26.9,26.9
16,Greg Olsen,CAR,TE,2,SF,8,5,62.5,122,1,78,15.2,24.4,0,0,0,0,0,0,26.2,26.2
17,Travis Kelce,KC,TE,8,IND,10,7,70,101,1,21,10.1,14.4,0,0,0,0,0,0,26.1,26.1
18,Ladarius Green,PIT,TE,13,NYG,11,6,54.5,110,1,37,10,18.3,0,0,0,0,0,0,26,26
19,Coby Fleener,NO,TE,6,CAR,7,6,85.7,74,1,50,10.6,12.3,1,2,2,1,0,0,25.6,25.6
20,Martellus Bennett,NE,TE,2,MIA,6,5,83.3,114,1,37,19,22.8,0,0,0,0,0,0,25.4,25.4
21,Travis Kelce,KC,TE,13,ATL,8,8,100,140,0,35,17.5,17.5,0,0,0,0,0,0,25,25
22,Rob Gronkowski,NE,TE,8,BUF,7,5,71.4,109,1,53,15.6,21.8,0,0,0,0,0,0,24.9,24.9
22,Jordan Reed,WAS,TE,8,CIN,13,9,69.2,99,1,23,7.6,11,0,0,0,0,0,0,24.9,24.9
24,Jared Cook,GB,TE,11,WAS,11,6,54.5,105,1,47,9.5,17.5,0,0,0,0,1,1,24.5,24.5
25,Zach Ertz,PHI,TE,14,WAS,13,10,76.9,112,0,29,8.6,11.2,0,0,0,0,0,0,24.2,24.2
26,Jimmy Graham,SEA,TE,3,SF,9,6,66.7,100,1,40,11.1,16.7,0,0,0,0,1,1,24,24
27,Antonio Gates,LAC,TE,16,CLE,13,8,61.5,94,1,25,7.2,11.8,0,0,0,0,0,0,23.4,23.4
28,Zach Ertz,PHI,TE,13,CIN,15,9,60,79,1,20,5.3,8.8,0,0,0,0,0,0,22.9,22.9
29,Jack Doyle,IND,TE,7,TEN,10,9,90,78,1,24,7.8,8.7,0,0,0,0,0,0,22.8,22.8
30,Dennis Pitta,BAL,TE,2,CLE,12,9,75,102,0,30,8.5,11.3,0,0,0,0,0,0,22.2,22.2
31,Tyler Eifert,CIN,TE,14,CLE,6,5,83.3,48,2,14,8,9.6,0,0,0,0,0,0,21.8,21.8
32,Cameron Brate,TB,TE,3,LAR,10,5,50,46,2,20,4.6,9.2,0,0,0,0,0,0,21.6,21.6
32,Greg Olsen,CAR,TE,4,ATL,13,6,46.2,76,1,24,5.8,12.7,0,0,0,0,0,0,21.6,21.6
34,Delanie Walker,TEN,TE,7,IND,8,7,87.5,84,1,26,10.5,12,0,0,0,0,0,0,21.4,21.4
34,Cameron Brate,TB,TE,10,CHI,7,7,100,84,1,16,12,12,0,0,0,0,0,0,21.4,21.4
36,Travis Kelce,KC,TE,12,DEN,15,8,53.3,101,0,21,6.7,12.6,0,0,0,0,0,0,21.1,21.1
37,Travis Kelce,KC,TE,3,NYJ,7,6,85.7,89,1,42,12.7,14.8,0,0,0,0,0,0,20.9,20.9
38,Cameron Brate,TB,TE,13,LAC,9,6,66.7,86,1,38,9.6,14.3,0,0,0,0,0,0,20.6,20.6
39,CJ Fiedorowicz,HOU,TE,6,IND,7,6,85.7,85,1,26,12.1,14.2,0,0,0,0,0,0,20.5,20.5
40,Hunter Henry,LAC,TE,6,DEN,8,6,75,83,1,27,10.4,13.8,0,0,0,0,0,0,20.3,20.3
40,Delanie Walker,TEN,TE,2,DET,6,6,100,83,1,32,13.8,13.8,0,0,0,0,0,0,20.3,20.3
40,Jimmy Graham,SEA,TE,4,NYJ,8,6,75,113,0,27,14.1,18.8,0,0,0,0,0,0,20.3,20.3
40,Travis Kelce,KC,TE,11,TB,9,7,77.8,108,0,44,12,15.4,1,-5,-5,0,0,0,20.3,20.3
44,Charles Clay,BUF,TE,15,CLE,7,7,100,72,1,19,10.3,10.3,0,0,0,0,0,0,20.2,20.2
44,Martellus Bennett,NE,TE,10,SEA,7,7,100,102,0,36,14.6,14.6,0,0,0,0,0,0,20.2,20.2
46,Kyle Rudolph,MIN,TE,3,CAR,10,7,70,70,1,18,7,10,0,0,0,0,0,0,20,20
47,Rob Gronkowski,NE,TE,7,PIT,4,4,100,93,1,37,23.2,23.2,0,0,0,0,0,0,19.3,19.3
48,Dion Sims,MIA,TE,15,NYJ,4,4,100,31,2,28,7.8,7.8,0,0,0,0,0,0,19.1,19.1
49,Martellus Bennett,NE,TE,4,BUF,6,5,83.3,109,0,58,18.2,21.8,0,0,0,0,0,0,18.9,18.9
49,Rob Gronkowski,NE,TE,5,CLE,7,5,71.4,109,0,37,15.6,21.8,0,0,0,0,0,0,18.9,18.9
51,Jack Doyle,IND,TE,1,DET,4,3,75,35,2,16,8.8,11.7,0,0,0,0,0,0,18.5,18.5
51,Antonio Gates,LAC,TE,9,TEN,9,5,55.6,75,1,17,8.3,15,0,0,0,0,0,0,18.5,18.5
51,Jacob Tamme,ATL,TE,2,OAK,8,5,62.5,75,1,19,9.4,15,0,0,0,0,0,0,18.5,18.5
54,Cameron Brate,TB,TE,15,DAL,8,5,62.5,73,1,22,9.1,14.6,0,0,0,0,0,0,18.3,18.3
54,Jimmy Graham,SEA,TE,13,CAR,9,6,66.7,63,1,18,7,10.5,0,0,0,0,0,0,18.3,18.3
56,Travis Kelce,KC,TE,14,OAK,8,5,62.5,101,0,34,12.6,20.2,0,0,0,0,0,0,18.1,18.1
57,Kyle Rudolph,MIN,TE,10,WAS,8,5,62.5,69,1,20,8.6,13.8,0,0,0,0,0,0,17.9,17.9
58,Tyler Eifert,CIN,TE,12,BAL,11,5,45.5,68,1,25,6.2,13.6,0,0,0,0,0,0,17.8,17.8
59,Zach Ertz,PHI,TE,9,NYG,8,8,100,97,0,30,12.1,12.1,0,0,0,0,0,0,17.7,17.7
59,Kyle Rudolph,MIN,TE,15,IND,10,8,80,97,0,28,9.7,12.1,0,0,0,0,0,0,17.7,17.7
61,Delanie Walker,TEN,TE,5,MIA,8,5,62.5,66,1,29,8.2,13.2,0,0,0,0,1,0,17.6,17.6
62,Vance McDonald,SF,TE,9,NO,6,3,50,84,1,65,14,28,0,0,0,0,0,0,17.4,17.4
62,Julius Thomas,JAX,TE,1,GB,5,5,100,64,1,22,12.8,12.8,0,0,0,0,0,0,17.4,17.4
64,Dwayne Allen,IND,TE,1,DET,6,4,66.7,53,1,19,8.8,13.2,0,0,0,0,0,0,17.3,17.3
64,Eric Ebron,DET,TE,16,DAL,12,8,66.7,93,0,21,7.8,11.6,0,0,0,0,0,0,17.3,17.3
66,Martellus Bennett,NE,TE,14,BAL,4,4,100,70,1,27,17.5,17.5,0,0,0,0,0,0,17,17
66,Clive Walford,OAK,TE,2,ATL,7,6,85.7,50,1,31,7.1,8.3,0,0,0,0,0,0,17,17
66,Dwayne Allen,IND,TE,5,CHI,6,6,100,50,1,20,8.3,8.3,0,0,0,0,1,0,17,17
69,Kyle Rudolph,MIN,TE,4,NYG,7,5,71.4,55,1,16,7.9,11,0,0,0,0,0,0,16.5,16.5
69,Ryan Griffin,HOU,TE,15,JAX,8,8,100,85,0,23,10.6,10.6,0,0,0,0,0,0,16.5,16.5
71,Hunter Henry,LAC,TE,5,OAK,4,3,75,74,1,59,18.5,24.7,0,0,0,0,0,0,16.4,16.4
72,Antonio Gates,LAC,TE,10,MIA,9,4,44.4,63,1,19,7,15.8,0,0,0,0,0,0,16.3,16.3
72,Jesse James,PIT,TE,5,NYJ,8,6,75,43,1,14,5.4,7.2,0,0,0,0,0,0,16.3,16.3
74,Greg Olsen,CAR,TE,9,LAR,7,5,71.4,52,1,18,7.4,10.4,0,0,0,0,0,0,16.2,16.2
74,Eric Ebron,DET,TE,9,MIN,8,7,87.5,92,0,23,11.5,13.1,0,0,0,0,0,0,16.2,16.2
76,Eric Ebron,DET,TE,11,JAX,5,3,60,70,0,61,14,23.3,1,1,1,1,0,0,16.1,16.1
76,Hunter Henry,LAC,TE,4,NO,7,4,57.1,61,1,20,8.7,15.2,0,0,0,0,0,0,16.1,16.1
78,Kyle Rudolph,MIN,TE,14,JAX,8,4,50,60,1,44,7.5,15,0,0,0,0,0,0,16,16
78,Lance Kendricks,LAR,TE,9,CAR,12,7,58.3,90,0,25,7.5,12.9,0,0,0,0,0,0,16,16
80,Levine Toilolo,ATL,TE,6,SEA,4,3,75,69,1,46,17.2,23,0,0,0,0,0,0,15.9,15.9
80,Jordan Cameron,MIA,TE,2,NE,7,5,71.4,49,1,13,7,9.8,0,0,0,0,0,0,15.9,15.9
80,Trey Burton,PHI,TE,2,CHI,7,5,71.4,49,1,14,7,9.8,0,0,0,0,0,0,15.9,15.9
83,Zach Miller,CHI,TE,8,MIN,10,7,70,88,0,21,8.8,12.6,0,0,0,0,0,0,15.8,15.8
