Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Jimmy Graham,SEA,TE,9,BUF,2,2,100,35,2,18,17.5,17.5,0,0,0,0,0,0,17.5,17.5
1,Dennis Pitta,BAL,TE,13,MIA,3,3,100,25,2,13,8.3,8.3,0,0,0,0,0,0,17.5,17.5
3,Jordan Reed,WAS,TE,12,DAL,4,3,75,20,2,8,5,6.7,0,0,0,0,0,0,17,17
4,Jordan Reed,WAS,TE,4,CLE,3,3,100,19,2,9,6.3,6.3,0,0,0,0,0,0,16.9,16.9
4,Zach Miller,CHI,TE,3,DAL,4,3,75,19,2,11,4.8,6.3,0,0,0,0,0,0,16.9,16.9
6,Charles Clay,BUF,TE,16,MIA,3,2,66.7,25,2,18,8.3,12.5,0,0,0,0,0,0,16.5,16.5
7,Jack Doyle,IND,TE,1,DET,2,2,100,22,2,16,11,11,0,0,0,0,0,0,16.2,16.2
8,Tyler Eifert,CIN,TE,14,CLE,3,2,66.7,19,2,14,6.3,9.5,0,0,0,0,0,0,15.9,15.9
9,Martellus Bennett,NE,TE,5,CLE,2,2,100,12,2,7,6,6,0,0,0,0,0,0,15.2,15.2
10,Cameron Brate,TB,TE,3,LAR,5,2,40,4,2,3,0.8,2,0,0,0,0,0,0,14.4,14.4
11,Dion Sims,MIA,TE,15,NYJ,2,2,100,2,2,1,1,1,0,0,0,0,0,0,14.2,14.2
12,Greg Olsen,CAR,TE,4,ATL,3,2,66.7,23,1,14,7.7,11.5,0,0,0,0,0,0,12.3,12.3
13,Jack Doyle,IND,TE,7,TEN,5,4,80,17,1,7,3.4,4.2,0,0,0,0,0,0,11.7,11.7
14,Travis Kelce,KC,TE,3,NYJ,3,3,100,26,1,15,8.7,8.7,0,0,0,0,0,0,11.6,11.6
15,Kyle Rudolph,MIN,TE,10,WAS,2,2,100,33,1,20,16.5,16.5,0,0,0,0,0,0,11.3,11.3
15,Jared Cook,GB,TE,11,WAS,5,3,60,23,1,9,4.6,7.7,0,0,0,0,0,0,11.3,11.3
17,Jimmy Graham,SEA,TE,3,SF,2,2,100,30,1,18,15,15,0,0,0,0,0,0,11,11
17,Antonio Gates,LAC,TE,9,TEN,3,2,66.7,30,1,17,10,15,0,0,0,0,0,0,11,11
19,Dwayne Allen,IND,TE,1,DET,1,1,100,19,1,19,19,19,0,0,0,0,0,0,10.9,10.9
20,Kyle Rudolph,MIN,TE,14,JAX,4,3,75,16,1,11,4,5.3,0,0,0,0,0,0,10.6,10.6
21,Charles Clay,BUF,TE,15,CLE,2,2,100,21,1,19,10.5,10.5,0,0,0,0,0,0,10.1,10.1
22,Luke Willson,SEA,TE,15,LAR,2,2,100,17,1,9,8.5,8.5,0,0,0,0,0,0,9.7,9.7
23,Rob Gronkowski,NE,TE,6,CIN,3,2,66.7,16,1,12,5.3,8,0,0,0,0,0,0,9.6,9.6
24,Jimmy Graham,SEA,TE,13,CAR,5,2,40,13,1,12,2.6,6.5,0,0,0,0,0,0,9.3,9.3
24,Julius Thomas,JAX,TE,7,OAK,3,2,66.7,13,1,9,4.3,6.5,0,0,0,0,0,0,9.3,9.3
26,Delanie Walker,TEN,TE,12,CHI,2,2,100,12,1,8,6,6,0,0,0,0,0,0,9.2,9.2
27,Xavier Grimble,PIT,TE,2,CIN,1,1,100,20,1,20,20,20,0,0,0,0,0,0,9,9
27,Martellus Bennett,NE,TE,2,MIA,1,1,100,20,1,20,20,20,0,0,0,0,0,0,9,9
27,Ladarius Green,PIT,TE,13,NYG,2,1,50,20,1,20,10,20,0,0,0,0,0,0,9,9
27,Hunter Henry,LAC,TE,4,NO,2,1,50,20,1,20,10,20,0,0,0,0,0,0,9,9
27,Delanie Walker,TEN,TE,5,MIA,1,1,100,20,1,20,20,20,0,0,0,0,0,0,9,9
27,Xavier Grimble,PIT,TE,16,BAL,1,1,100,20,1,20,20,20,0,0,0,0,0,0,9,9
27,Cameron Brate,TB,TE,9,ATL,2,2,100,10,1,8,5,5,0,0,0,0,0,0,9,9
34,Martellus Bennett,NE,TE,14,BAL,2,1,50,19,1,19,9.5,19,0,0,0,0,0,0,8.9,8.9
34,Zach Miller,CHI,TE,11,NYG,1,1,100,19,1,19,19,19,0,0,0,0,0,0,8.9,8.9
34,Coby Fleener,NO,TE,11,CAR,2,2,100,9,1,8,4.5,4.5,0,0,0,0,1,0,8.9,8.9
37,Vance McDonald,SF,TE,11,NE,1,1,100,18,1,18,18,18,0,0,0,0,0,0,8.8,8.8
37,Matt Lengel,NE,TE,16,NYJ,1,1,100,18,1,18,18,18,0,0,0,0,0,0,8.8,8.8
