Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
38,Peyton Barber,TB,RB,12,SF,22,17,3900,8.7
39,Ito Smith,ATL,RB,12,NO,18,3,3400,8.39
40,Austin Ekeler,LAC,RB,12,ARI,13,30,3700,8.33
41,Giovani Bernard,CIN,RB,12,CLE,27,26,4000,7.9
42,LeGarrette Blount,DET,RB,12,CHI,2,1,null,7.35
43,TJ Yeldon,JAX,RB,12,BUF,3,21,4100,7.32
44,Mike Davis,SEA,RB,12,CAR,20,8,4000,7.21
45,Alex Collins,BAL,RB,12,OAK,28,27,4500,6.97
46,Derrick Henry,TEN,RB,12,HOU,8,12,3700,6.81
47,Royce Freeman,DEN,RB,12,PIT,12,9,3600,6.7
47,Chris Thompson,WAS,RB,12,DAL,4,7,4800,6.7
49,Latavius Murray,MIN,RB,12,GB,15,18,3700,6.26
50,Kerryon Johnson,DET,RB,12,CHI,2,1,null,6.06
51,Rashaad Penny,SEA,RB,12,CAR,20,8,3700,6
52,Alfred Morris,SF,RB,12,TB,31,25,3300,5.77
53,Corey Clement,PHI,RB,12,NYG,19,23,3000,5.54
54,Alfred Blue,HOU,RB,12,TEN,5,4,3500,5.27
55,Kyle Juszczyk,SF,FB,12,TB,31,25,3200,5.21
56,Chris Ivory,BUF,RB,12,JAX,7,5,3400,5.1
57,Wendell Smallwood,PHI,RB,12,NYG,19,23,3300,4.85
58,Devontae Booker,DEN,RB,12,PIT,12,9,3600,4.16
59,Deandre Washington,OAK,RB,12,BAL,1,2,3000,4.07
60,Jamaal Williams,GB,RB,12,MIN,6,6,3300,3.79
61,Ronald Jones II,TB,RB,12,SF,22,17,3400,3.59
62,Jacquizz Rodgers,TB,RB,12,SF,22,17,3200,2.95
63,Jordan Wilkins,IND,RB,12,MIA,21,28,3300,2.89
64,Kapri Bibbs,WAS,RB,12,DAL,4,7,3300,2.85
65,Carlos Hyde,JAX,RB,12,BUF,3,21,3300,2.8
66,Zach Zenner,DET,RB,12,CHI,2,1,null,2.79
67,Trenton Cannon,NYJ,RB,12,NE,23,16,3000,2.75
68,Wayne Gallman,NYG,RB,12,PHI,24,11,3600,2.69
69,Javorius Allen,BAL,RB,12,OAK,28,27,3400,2.49
70,Chase Edmonds,ARI,RB,12,LAC,9,19,3800,2.4
71,Ty Montgomery,BAL,RB,12,OAK,28,27,3200,2.39
72,Cameron Artis-Payne,CAR,RB,12,SEA,11,13,3000,2.22
73,Marcus Murphy,BUF,RB,12,JAX,7,5,3200,2.21
74,Jaylen Samuels,PIT,FB,12,DEN,17,22,3600,2.15
75,Rod Smith,DAL,RB,12,WAS,10,10,4300,2.01
76,Kenneth Dixon,BAL,RB,12,OAK,28,27,3000,1.56
77,D'Onta Foreman,HOU,RB,12,TEN,5,4,3500,1.49
78,Travaris Cadet,CAR,RB,12,SEA,11,13,3000,1.34
79,Gregory Howell Jr.,HOU,RB,12,TEN,5,4,3000,1
80,Darren Sproles,PHI,RB,12,NYG,19,23,3500,0.99
81,Kalen Ballage,MIA,RB,12,IND,14,14,3200,0.94
82,Ameer Abdullah,MIN,RB,12,GB,15,18,3000,0.87
83,James Develin,NE,RB,12,NYJ,16,20,3000,0.86
84,Stevan Ridley,PIT,RB,12,DEN,17,22,3600,0.73
85,Tra Carson,GB,RB,12,MIN,6,6,3000,0.67
86,Brandon Bolden,MIA,RB,12,IND,14,14,3000,0.59
87,Rob Kelley,WAS,RB,12,DAL,4,7,3000,0.58
88,Dontrell Hilliard,CLE,RB,12,CIN,32,32,3000,0.52
89,Mark Walton,CIN,RB,12,CLE,27,26,3500,0.5
90,Andy Janovich,DEN,FB,12,PIT,12,9,3000,0.47
90,Dwayne Washington,NO,RB,12,ATL,30,29,3000,0.47
92,TJ Logan,ARI,RB,12,LAC,9,19,3000,0.46
93,Patrick DiMarco,BUF,FB,12,JAX,7,5,3000,0.43
93,Justin Jackson,LAC,RB,12,ARI,13,30,3000,0.43
95,Kenjon Barner,CAR,RB,12,SEA,11,13,3000,0.42
96,CJ Ham,MIN,RB,12,GB,15,18,3000,0.41
97,Senorise Perry,MIA,RB,12,IND,14,14,3000,0.39
97,Keith Smith,OAK,FB,12,BAL,1,2,3000,0.39
99,Alex Armah,CAR,RB,12,SEA,11,13,3000,0.38
99,Roosevelt Nix,PIT,RB,12,DEN,17,22,3000,0.38
101,Zach Line,NO,FB,12,ATL,30,29,3000,0.36
102,Brian Hill,ATL,RB,12,NO,18,3,3000,0.35
103,Taquan Mizzell,CHI,RB,12,DET,25,24,null,0.31
104,Elijhaa Penny,NYG,RB,12,PHI,24,11,3000,0.29
105,Derrick Coleman,ARI,FB,12,LAC,9,19,3000,0.28
106,Benjamin Cunningham,CHI,RB,12,DET,25,24,null,0.26
107,Michael Burton,CHI,FB,12,DET,25,24,null,0.23
107,Ricky Ortiz,ATL,RB,12,NO,18,3,3000,0.23
109,Jamize Olawale,DAL,FB,12,WAS,10,10,3000,0.22
109,Matt Dayes,SF,RB,12,TB,31,25,3000,0.22
111,De'Lance Turner,BAL,RB,12,OAK,28,27,null,0.21
112,Tre Madden,SEA,RB,12,CAR,20,8,3000,0.2
113,Shaun Wilson,TB,RB,12,SF,22,17,null,0.19
114,Tommy Bohanon,JAX,FB,12,BUF,3,21,3000,0.18
115,Derek Watt,LAC,FB,12,ARI,13,30,3000,0.15
116,CJ Prosise,SEA,RB,12,CAR,20,8,3000,0.14
116,Mike Boone,MIN,RB,12,GB,15,18,3000,0.14
116,Dalyn Dawkins,TEN,RB,12,HOU,8,12,3000,0.14
119,Samaje Perine,WAS,RB,12,DAL,4,7,3000,0.12
120,David Fluellen,TEN,RB,12,HOU,8,12,3000,0.08
121,Detrez Newsome,LAC,RB,12,ARI,13,30,3000,0.04
121,David Williams,JAX,RB,12,BUF,3,21,3000,0.04
123,Taiwan Jones,BUF,RB,12,JAX,7,5,null,0.02
124,Nick Bawden,DET,FB,12,CHI,2,1,null,0
124,Byron Marshall,WAS,RB,12,DAL,4,7,3000,0
124,Devonta Freeman,ATL,RB,12,NO,18,3,3000,0
124,Daniel Lasco,NO,RB,12,ATL,30,29,null,0
124,Marshawn Lynch,OAK,RB,12,BAL,1,2,3000,0
124,Chris Warren III,OAK,RB,12,BAL,1,2,null,0
124,Corey Grant,JAX,RB,12,BUF,3,21,3000,0
124,Fozzy Whittaker,CAR,RB,12,SEA,11,13,null,0
124,JD McKissic,SEA,RB,12,CAR,20,8,3000,0
124,Elijah Hood,CAR,RB,12,SEA,11,13,3000,0
124,Robert Turbin,IND,RB,12,MIA,21,28,3000,0
124,Bilal Powell,NYJ,RB,12,NE,23,16,3000,0
124,Rex Burkhead,NE,RB,12,NYJ,16,20,3300,0
124,Jeremy Hill,NE,RB,12,NYJ,16,20,null,0
124,Jonathan Stewart,NYG,RB,12,PHI,24,11,3300,0
124,Jay Ajayi,PHI,RB,12,NYG,19,23,3000,0
124,Paul Perkins,NYG,RB,12,PHI,24,11,null,0
124,Jerick McKinnon,SF,RB,12,TB,31,25,null,0
124,Raheem Mostert,SF,RB,12,TB,31,25,null,0
124,Alan Cross,TB,FB,12,SF,22,17,2500,0
124,DJ Foster,ARI,RB,12,LAC,9,19,null,0
124,Le'Veon Bell,PIT,RB,12,DEN,17,22,3000,0
124,Joe Kerridge,GB,FB,12,MIN,6,6,null,0
124,Roc Thomas,MIN,RB,12,GB,15,18,null,0
124,Mack Brown,WAS,RB,12,DAL,4,7,null,0
124,Jamaal Charles,JAX,RB,12,BUF,3,21,null,0
124,De'Angelo Henderson,NYJ,RB,12,NE,23,16,null,0
124,Trey Edmunds,PIT,RB,12,DEN,17,22,null,0
124,Bo Scarbrough,JAX,RB,12,BUF,3,21,null,0
124,Donnel Pumphrey,PHI,RB,12,NYG,19,23,null,0
124,Jalston Fowler,TEN,RB,12,HOU,8,12,null,0
124,Tyler Ervin,BAL,RB,12,OAK,28,27,null,0
