Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Alvin Kamara,NO,RB,12,ATL,30,29,8300,25.43
2,Saquon Barkley,NYG,RB,12,PHI,24,11,9100,22.68
3,Melvin Gordon,LAC,RB,12,ARI,13,30,8600,22.48
4,Christian McCaffrey,CAR,RB,12,SEA,11,13,7900,21.37
5,Ezekiel Elliott,DAL,RB,12,WAS,10,10,8600,20.64
6,James Conner,PIT,RB,12,DEN,17,22,7800,20.26
7,David Johnson,ARI,RB,12,LAC,9,19,7300,18.28
8,James White,NE,RB,12,NYJ,16,20,7400,16.95
9,Joe Mixon,CIN,RB,12,CLE,27,26,6800,15.95
10,Leonard Fournette,JAX,RB,12,BUF,3,21,6700,15.75
11,Nick Chubb,CLE,RB,12,CIN,32,32,6300,15.71
12,Aaron Jones,GB,RB,12,MIN,6,6,6000,15.45
13,Marlon Mack,IND,RB,12,MIA,21,28,5500,15.21
14,Mark Ingram,NO,RB,12,ATL,30,29,6100,14.62
15,Matt Breida,SF,RB,12,TB,31,25,5700,14.56
16,Tevin Coleman,ATL,RB,12,NO,18,3,5200,14.4
17,Dalvin Cook,MIN,RB,12,GB,15,18,5400,14.07
18,Phillip Lindsay,DEN,RB,12,PIT,12,9,5600,14
19,Adrian Peterson,WAS,RB,12,DAL,4,7,5100,13.3
20,Tarik Cohen,CHI,RB,12,DET,25,24,null,13.02
21,Lamar Miller,HOU,RB,12,TEN,5,4,4500,12.96
22,Sony Michel,NE,RB,12,NYJ,16,20,5800,12.67
23,Dion Lewis,TEN,RB,12,HOU,8,12,4800,12.46
24,Theo Riddick,DET,RB,12,CHI,2,1,null,12.23
25,LeSean McCoy,BUF,RB,12,JAX,7,5,4200,12.09
26,Duke Johnson,CLE,RB,12,CIN,32,32,5100,11.76
27,Jordan Howard,CHI,RB,12,DET,25,24,null,11.6
28,Chris Carson,SEA,RB,12,CAR,20,8,4600,11.38
29,Kenyan Drake,MIA,RB,12,IND,14,14,4700,10.78
30,Isaiah Crowell,NYJ,RB,12,NE,23,16,4100,9.99
31,Frank Gore,MIA,RB,12,IND,14,14,3600,9.74
32,Jalen Richard,OAK,RB,12,BAL,1,2,4300,9.53
33,Doug Martin,OAK,RB,12,BAL,1,2,3900,9.24
34,Josh Adams,PHI,RB,12,NYG,19,23,3800,9.21
35,Gus Edwards,BAL,RB,12,OAK,28,27,4400,8.96
36,Elijah McGuire,NYJ,RB,12,NE,23,16,3600,8.8
37,Nyheim Hines,IND,RB,12,MIA,21,28,3600,8.71
