Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,10,ARI,12,2,7200,27.1
2,Drew Brees,NO,QB,10,CIN,31,29,6300,24.86
3,Philip Rivers,LAC,QB,10,OAK,30,26,6000,24.57
4,Matt Ryan,ATL,QB,10,CLE,26,15,6200,24.33
5,Ben Roethlisberger,PIT,QB,10,CAR,16,21,6300,24.06
6,Cam Newton,CAR,QB,10,PIT,21,28,6100,22.75
7,Aaron Rodgers,GB,QB,10,MIA,24,7,6400,22.7
8,Mitch Trubisky,CHI,QB,10,DET,22,12,5600,21.31
9,Ryan Fitzpatrick,TB,QB,10,WAS,11,23,5900,20.27
10,Jared Goff,LAR,QB,10,SEA,6,1,6100,20.15
11,Andy Dalton,CIN,QB,10,NO,28,31,5800,20.09
12,Tom Brady,NE,QB,10,TEN,3,6,6000,19.61
13,Carson Wentz,PHI,QB,10,DAL,2,16,5700,18.87
14,Andrew Luck,IND,QB,10,JAX,5,4,5500,18.64
15,Alex Smith,WAS,QB,10,TB,32,32,5300,18.6
16,Baker Mayfield,CLE,QB,10,ATL,29,30,5400,17.99
17,Russell Wilson,SEA,QB,10,LAR,15,14,5700,17.94
18,Blake Bortles,JAX,QB,10,IND,17,19,4900,17.31
19,Dak Prescott,DAL,QB,10,PHI,10,22,4900,16.95
20,Eli Manning,NYG,QB,10,SF,25,24,4700,16.92
21,Matthew Stafford,DET,QB,10,CHI,4,8,5000,16.88
22,Nick Mullens,SF,QB,10,NYG,18,17,5200,16.64
23,Marcus Mariota,TEN,QB,10,NE,23,25,4700,16.62
24,Derek Carr,OAK,QB,10,LAC,13,20,4700,16.37
25,Brock Osweiler,MIA,QB,10,GB,20,18,4600,14.77
26,Josh Rosen,ARI,QB,10,KC,27,27,4800,14.46
27,Sam Darnold,NYJ,QB,10,BUF,9,3,4500,13.36
28,Derek Anderson,BUF,QB,10,NYJ,14,13,4300,7.02
29,Josh Allen,BUF,QB,10,NYJ,14,13,4500,4.58
30,Nathan Peterman,BUF,QB,10,NYJ,14,13,4000,2.44
31,Taysom Hill,NO,QB,10,CIN,31,29,4000,2.16
32,CJ Beathard,SF,QB,10,NYG,18,17,5000,1.93
33,Jameis Winston,TB,QB,10,WAS,11,23,5000,1.04
34,Cody Kessler,JAX,QB,10,IND,17,19,4500,0.37
35,Tyrod Taylor,CLE,QB,10,ATL,29,30,4500,0.24
36,Josh McCown,NYJ,QB,10,BUF,9,3,4300,0.18
37,Mike Glennon,ARI,QB,10,KC,27,27,4500,0.17
37,Nick Foles,PHI,QB,10,DAL,2,16,4500,0.17
39,Blaine Gabbert,TEN,QB,10,NE,23,25,4500,0.16
40,Teddy Bridgewater,NO,QB,10,CIN,31,29,4500,0.15
40,Brian Hoyer,NE,QB,10,TEN,3,6,4500,0.15
40,Colt McCoy,WAS,QB,10,TB,32,32,4400,0.15
40,Cooper Rush,DAL,QB,10,PHI,10,22,4200,0.15
44,Chase Daniel,CHI,QB,10,DET,22,12,4300,0.14
44,Chad Henne,KC,QB,10,ARI,12,2,4300,0.14
44,Brett Hundley,SEA,QB,10,LAR,15,14,4300,0.14
47,Deshone Kizer,GB,QB,10,MIA,24,7,4300,0.11
48,Jacoby Brissett,IND,QB,10,JAX,5,4,4500,0.1
49,AJ McCarron,OAK,QB,10,LAC,13,20,4400,0.08
49,Geno Smith,LAC,QB,10,OAK,30,26,4300,0.08
49,Kyle Lauletta,NYG,QB,10,SF,25,24,4200,0.08
52,Matt Cassel,DET,QB,10,CHI,4,8,4400,0.07
52,Sean Mannion,LAR,QB,10,SEA,6,1,4400,0.07
54,Joshua Dobbs,PIT,QB,10,CAR,16,21,4400,0.06
54,Matt Schaub,ATL,QB,10,CLE,26,15,4400,0.06
54,David Fales,MIA,QB,10,GB,20,18,4000,0.06
57,Jeff Driskel,CIN,QB,10,NO,28,31,4400,0.05
58,Taylor Heinicke,CAR,QB,10,PIT,21,28,4000,0.02
58,Alex Tanney,NYG,QB,10,SF,25,24,4000,0.02
60,Mason Rudolph,PIT,QB,10,CAR,16,21,4400,0.01
61,Connor Cook,CAR,QB,10,PIT,21,28,null,0
61,Jake Rudock,DET,QB,10,CHI,4,8,null,0
61,Christian Hackenberg,CIN,QB,10,NO,28,31,null,0
61,Drew Stanton,CLE,QB,10,ATL,29,30,4000,0
61,Ryan Tannehill,MIA,QB,10,GB,20,18,5000,0
61,Bryce Petty,MIA,QB,10,GB,20,18,null,0
61,Tim Boyle,GB,QB,10,MIA,24,7,4000,0
61,Luke Falk,MIA,QB,10,GB,20,18,null,0
61,Landry Jones,JAX,QB,10,IND,17,19,4000,0
61,Brad Kaaya,IND,QB,10,JAX,5,4,null,0
61,Sam Bradford,ARI,QB,10,KC,27,27,null,0
61,Matt Barkley,BUF,QB,10,NYJ,14,13,4000,0
61,Ryan Griffin,TB,QB,10,WAS,11,23,4000,0
61,Cardale Jones,LAC,QB,10,OAK,30,26,null,0
61,Brandon Allen,LAR,QB,10,SEA,6,1,null,0
61,Mike White,DAL,QB,10,PHI,10,22,4000,0
61,Jameill Showers,DAL,QB,10,PHI,10,22,null,0
61,Nate Sudfeld,PHI,QB,10,DAL,2,16,4000,0
61,Jimmy Garoppolo,SF,QB,10,NYG,18,17,4000,0
61,Tom Savage,SF,QB,10,NYG,18,17,4000,0
