Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Travis Kelce,KC,TE,10,ARI,12,7,7000,17.74
2,Zach Ertz,PHI,TE,10,DAL,2,8,6300,14.85
3,George Kittle,SF,TE,10,NYG,18,9,5900,13.14
4,Greg Olsen,CAR,TE,10,PIT,21,28,5100,11.85
5,Rob Gronkowski,NE,TE,10,TEN,3,1,5600,11.48
6,Jimmy Graham,GB,TE,10,MIA,24,22,4600,11.26
7,Jack Doyle,IND,TE,10,JAX,5,10,4300,10.56
8,Jared Cook,OAK,TE,10,LAC,13,16,4700,10.51
9,Jordan Reed,WAS,TE,10,TB,32,31,4400,10.39
10,OJ Howard,TB,TE,10,WAS,11,10,5300,10.3
11,Trey Burton,CHI,TE,10,DET,22,18,3900,10.22
12,Evan Engram,NYG,TE,10,SF,25,13,3600,9.41
13,David Njoku,CLE,TE,10,ATL,29,17,4200,9.35
14,Austin Hooper,ATL,TE,10,CLE,26,23,3800,9.31
15,Vance McDonald,PIT,TE,10,CAR,16,32,3600,8.93
16,Eric Ebron,IND,TE,10,JAX,5,10,3500,8.37
17,Benjamin Watson,NO,TE,10,CIN,31,30,3400,8.3
18,CJ Uzomah,CIN,TE,10,NO,28,6,3700,8.19
19,Ricky Seals-Jones,ARI,TE,10,KC,27,26,3000,7.38
20,Nick Vannett,SEA,TE,10,LAR,15,19,2700,6.43
21,Vernon Davis,WAS,TE,10,TB,32,31,2800,5.9
22,Chris Herndon IV,NYJ,TE,10,BUF,9,12,3100,5.59
23,Jesse James,PIT,TE,10,CAR,16,32,2700,5.56
24,Cameron Brate,TB,TE,10,WAS,11,10,2600,5.04
25,James O'Shaughnessy,JAX,TE,10,IND,17,24,2500,4.78
26,Antonio Gates,LAC,TE,10,OAK,30,29,2600,4.7
27,Michael Roberts,DET,TE,10,CHI,4,15,2500,4.5
28,Dallas Goedert,PHI,TE,10,DAL,2,8,2600,4.29
29,Nick O'Leary,MIA,TE,10,GB,20,3,2600,4.25
30,Jason Croom,BUF,TE,10,NYJ,14,5,2500,4.23
31,Gerald Everett,LAR,TE,10,SEA,6,2,2600,4.16
32,Ed Dickson,SEA,TE,10,LAR,15,19,2900,4
32,David Grinnage,JAX,TE,10,IND,17,24,2500,4
34,Logan Thomas,BUF,TE,10,NYJ,14,5,2600,3.95
35,Charles Clay,BUF,TE,10,NYJ,14,5,2700,3.93
36,Mike Gesicki,MIA,TE,10,GB,20,3,2600,3.71
37,Geoff Swaim,DAL,TE,10,PHI,10,4,2700,3.62
38,Josh Hill,NO,TE,10,CIN,31,30,2600,3.59
39,Jonnu Smith,TEN,TE,10,NE,23,27,2500,3.46
40,Luke Willson,DET,TE,10,CHI,4,15,2500,3.32
41,Virgil Green,LAC,TE,10,OAK,30,29,2500,3.19
42,Jermaine Gresham,ARI,TE,10,KC,27,26,2600,3.13
43,Rhett Ellison,NYG,TE,10,SF,25,13,2500,2.99
44,Tyler Higbee,LAR,TE,10,SEA,6,2,2500,2.95
45,Demetrius Harris,KC,TE,10,ARI,12,7,2500,2.8
46,Luke Stocker,TEN,TE,10,NE,23,27,2500,2.74
47,Tyler Kroft,CIN,TE,10,NO,28,6,2500,2.59
48,AJ Derby,MIA,TE,10,GB,20,3,2500,2.35
49,Lance Kendricks,GB,TE,10,MIA,24,22,2500,2.25
50,Adam Shaheen,CHI,TE,10,DET,22,18,2500,2.16
50,Seth DeValve,CLE,TE,10,ATL,29,17,2600,2.16
52,Darren Fells,CLE,TE,10,ATL,29,17,2500,1.99
52,Jordan Franks,CIN,TE,10,NO,28,6,2500,1.99
54,Blake Bell,JAX,TE,10,IND,17,24,2500,1.95
55,Rico Gathers,DAL,TE,10,PHI,10,4,2500,1.92
56,Dwayne Allen,NE,TE,10,TEN,3,1,2500,1.9
57,Levine Toilolo,DET,TE,10,CHI,4,15,2500,1.76
58,Garrett Celek,SF,TE,10,NYG,18,9,2500,1.7
59,Richard Rodgers,PHI,TE,10,DAL,2,8,2500,1.58
60,Mo Alie-Cox,IND,TE,10,JAX,5,10,2500,1.54
