Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Michael Thomas,NO,WR,10,CIN,31,27,8100,25.82
2,Julio Jones,ATL,WR,10,CLE,26,22,8300,23.61
3,Antonio Brown,PIT,WR,10,CAR,16,12,8500,21.13
4,Davante Adams,GB,WR,10,MIA,24,11,7800,20.93
5,Odell Beckham Jr,NYG,WR,10,SF,25,20,7900,20
6,Keenan Allen,LAC,WR,10,OAK,30,26,7100,18.94
7,Tyreek Hill,KC,WR,10,ARI,12,6,7300,17.46
8,JuJu Smith-Schuster,PIT,WR,10,CAR,16,12,6900,16.82
9,Mike Evans,TB,WR,10,WAS,11,23,7000,16.39
10,Tyler Boyd,CIN,WR,10,NO,28,32,7500,16.09
11,Jarvis Landry,CLE,WR,10,ATL,29,30,6200,15.76
12,Julian Edelman,NE,WR,10,TEN,3,24,6800,15.37
13,Robert Woods,LAR,WR,10,SEA,6,18,6600,15.17
14,Cooper Kupp,LAR,WR,10,SEA,6,18,6400,14.42
15,Brandin Cooks,LAR,WR,10,SEA,6,18,6700,14.38
16,T.Y. Hilton,IND,WR,10,JAX,5,1,5700,13.46
17,Alshon Jeffery,PHI,WR,10,DAL,2,2,5600,13.44
18,Josh Gordon,NE,WR,10,TEN,3,24,6000,12.94
19,Marvin Jones,DET,WR,10,CHI,4,17,5500,12.79
20,Larry Fitzgerald,ARI,WR,10,KC,27,15,5400,12.65
21,Kenny Golladay,DET,WR,10,CHI,4,17,5100,12.42
22,Sammy Watkins,KC,WR,10,ARI,12,6,5400,12.26
22,Golden Tate,PHI,WR,10,DAL,2,2,5200,12.26
24,Sterling Shepard,NYG,WR,10,SF,25,20,4900,12.25
25,Calvin Ridley,ATL,WR,10,CLE,26,22,5900,12.12
26,Devin Funchess,CAR,WR,10,PIT,21,25,5300,12.08
27,Marquez Valdes-Scantling,GB,WR,10,MIA,24,11,5000,11.99
28,Doug Baldwin,SEA,WR,10,LAR,15,21,5200,11.8
29,Amari Cooper,DAL,WR,10,PHI,10,28,5000,11.69
30,Corey Davis,TEN,WR,10,NE,23,13,4500,11.62
31,Randall Cobb,GB,WR,10,MIA,24,11,4900,11.36
32,Christian Kirk,ARI,WR,10,KC,27,15,4900,11.33
33,Dede Westbrook,JAX,WR,10,IND,17,9,4700,11.13
34,DeSean Jackson,TB,WR,10,WAS,11,23,4900,10.86
35,Tyrell Williams,LAC,WR,10,OAK,30,26,4500,10.31
36,Mohamed Sanu,ATL,WR,10,CLE,26,22,5300,10.25
36,Danny Amendola,MIA,WR,10,GB,20,29,4500,10.25
38,Tyler Lockett,SEA,WR,10,LAR,15,21,4800,10.24
39,Taylor Gabriel,CHI,WR,10,DET,22,10,4900,9.93
40,Jordy Nelson,OAK,WR,10,LAC,13,16,3800,9.83
41,Quincy Enunwa,NYJ,WR,10,BUF,9,4,3700,9.81
42,Chris Godwin,TB,WR,10,WAS,11,23,4000,9.79
43,Donte Moncrief,JAX,WR,10,IND,17,9,4700,9.71
44,Marquise Goodwin,SF,WR,10,NYG,18,8,5000,9.64
45,Allen Robinson,CHI,WR,10,DET,22,10,5000,9.62
46,Mike Williams,LAC,WR,10,OAK,30,26,3800,9.53
46,Tre'Quan Smith,NO,WR,10,CIN,31,27,4600,9.53
48,Anthony Miller,CHI,WR,10,DET,22,10,3800,9.2
48,Adam Humphries,TB,WR,10,WAS,11,23,3900,9.2
50,Keelan Cole,JAX,WR,10,IND,17,9,4500,9.16
50,Jamison Crowder,WAS,WR,10,TB,32,31,4200,9.16
52,Robby Anderson,NYJ,WR,10,BUF,9,4,3800,8.98
53,Kenny Stills,MIA,WR,10,GB,20,29,4100,8.9
54,Cole Beasley,DAL,WR,10,PHI,10,28,4300,8.81
55,D.J. Moore,CAR,WR,10,PIT,21,25,4700,8.74
56,Maurice Harris,WAS,WR,10,TB,32,31,3900,8.62
57,Pierre Garcon,SF,WR,10,NYG,18,8,4300,8.4
58,Devante Parker,MIA,WR,10,GB,20,29,4200,8.38
59,Nelson Agholor,PHI,WR,10,DAL,2,2,4300,8.32
60,David Moore,SEA,WR,10,LAR,15,21,3900,8.23
61,Antonio Callaway,CLE,WR,10,ATL,29,30,4000,7.95
62,John Ross,CIN,WR,10,NO,28,32,3900,7.64
63,Tajae Sharpe,TEN,WR,10,NE,23,13,3600,7.59
64,Josh Doctson,WAS,WR,10,TB,32,31,4300,7.44
65,Brandon LaFell,OAK,WR,10,LAC,13,16,3300,7.42
66,Chester Rogers,IND,WR,10,JAX,5,1,3700,7.34
67,Kelvin Benjamin,BUF,WR,10,NYJ,14,19,3400,7.29
68,Taywan Taylor,TEN,WR,10,NE,23,13,3400,7.26
69,Zay Jones,BUF,WR,10,NYJ,14,19,3300,6.93
70,Cordarrelle Patterson,NE,WR,10,TEN,3,24,4000,6.84
71,Rashard Higgins,CLE,WR,10,ATL,29,30,3500,6.81
72,Chris Hogan,NE,WR,10,TEN,3,24,3900,6.8
73,Alex Erickson,CIN,WR,10,NO,28,32,3400,6.31
73,Jermaine Kearse,NYJ,WR,10,BUF,9,4,3500,6.31
