Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,DeAndre Hopkins,HOU,WR,8,MIA,22,9,null,25.13
2,Adam Thielen,MIN,WR,8,NO,25,32,null,24.36
3,Antonio Brown,PIT,WR,8,CLE,21,24,8500,20.82
4,AJ Green,CIN,WR,8,TB,32,30,8000,20.34
5,Michael Thomas,NO,WR,8,MIN,13,5,null,20.01
6,Odell Beckham Jr,NYG,WR,8,WAS,7,19,7500,18.74
7,Tyreek Hill,KC,WR,8,DEN,18,12,8600,18.54
8,Davante Adams,GB,WR,8,LAR,6,15,7900,18.37
9,Robert Woods,LAR,WR,8,GB,9,21,6800,17.71
10,Juju Smith-Schuster,PIT,WR,8,CLE,21,24,7400,16.98
11,Mike Evans,TB,WR,8,CIN,30,20,7800,16.83
12,Stefon Diggs,MIN,WR,8,NO,25,32,null,16.8
13,Emmanuel Sanders,DEN,WR,8,KC,29,17,6500,16.64
14,T.Y. Hilton,IND,WR,8,OAK,27,28,6300,16.63
15,Brandin Cooks,LAR,WR,8,GB,9,21,6900,16.44
16,Tyler Boyd,CIN,WR,8,TB,32,30,6700,15.41
17,Golden Tate,DET,WR,8,SEA,4,11,6000,14.98
18,Jarvis Landry,CLE,WR,8,PIT,26,29,7200,14.9
19,Demaryius Thomas,DEN,WR,8,KC,29,17,4900,14.56
20,Alshon Jeffery,PHI,WR,8,JAX,3,1,null,14.19
21,Will Fuller,HOU,WR,8,MIA,22,9,null,13.85
22,Julian Edelman,NE,WR,8,BUF,10,3,null,13.76
23,Kenny Golladay,DET,WR,8,SEA,4,11,5700,13.54
24,Jordy Nelson,OAK,WR,8,IND,16,8,4700,12.93
25,Cooper Kupp,LAR,WR,8,GB,9,21,6000,12.73
26,Michael Crabtree,BAL,WR,8,CAR,15,14,4800,12.69
27,Doug Baldwin,SEA,WR,8,DET,23,10,5500,12.65
28,John Brown,BAL,WR,8,CAR,15,14,5900,12.45
29,Josh Gordon,NE,WR,8,BUF,10,3,null,12.33
30,Sterling Shepard,NYG,WR,8,WAS,7,19,5200,11.99
31,Tyler Lockett,SEA,WR,8,DET,23,10,5200,11.47
32,Marvin Jones,DET,WR,8,SEA,4,11,4800,11.42
33,DeSean Jackson,TB,WR,8,CIN,30,20,5300,11.32
34,Keelan Cole,JAX,WR,8,PHI,11,27,null,11.28
34,Dede Westbrook,JAX,WR,8,PHI,11,27,null,11.28
36,Devin Funchess,CAR,WR,8,BAL,1,7,5400,11.24
37,Allen Robinson,CHI,WR,8,NYJ,20,26,5600,11.1
38,Sammy Watkins,KC,WR,8,DEN,18,12,4600,11.01
39,Chris Godwin,TB,WR,8,CIN,30,20,4500,10.98
40,Larry Fitzgerald,ARI,WR,8,SF,28,23,4400,10.73
41,Robby Anderson,NYJ,WR,8,CHI,12,25,4100,10.65
42,Danny Amendola,MIA,WR,8,HOU,8,4,null,10.58
43,Christian Kirk,ARI,WR,8,SF,28,23,4500,10.52
44,Marquise Goodwin,SF,WR,8,ARI,17,6,5000,10.32
45,Willie Snead,BAL,WR,8,CAR,15,14,4200,10.21
46,Nelson Agholor,PHI,WR,8,JAX,3,1,null,10.04
47,Donte Moncrief,JAX,WR,8,PHI,11,27,null,9.96
48,Martavis Bryant,OAK,WR,8,IND,16,8,3700,9.78
49,Geronimo Allison,GB,WR,8,LAR,6,15,5000,9.68
50,Taylor Gabriel,CHI,WR,8,NYJ,20,26,5100,9.6
51,Randall Cobb,GB,WR,8,LAR,6,15,4900,9.49
52,Chester Rogers,IND,WR,8,OAK,27,28,4200,9.37
53,Tre'Quan Smith,NO,WR,8,MIN,13,5,null,8.89
54,Jermaine Kearse,NYJ,WR,8,CHI,12,25,4300,8.77
55,Keke Coutee,HOU,WR,8,MIA,22,9,null,8.46
56,Courtland Sutton,DEN,WR,8,KC,29,17,3800,8.43
57,Jakeem Grant,MIA,WR,8,HOU,8,4,null,8.15
58,Paul Richardson,WAS,WR,8,NYG,19,13,4000,8.07
59,Kelvin Benjamin,BUF,WR,8,NE,24,16,null,7.98
60,Chris Hogan,NE,WR,8,BUF,10,3,null,7.82
61,Anthony Miller,CHI,WR,8,NYJ,20,26,3400,7.6
62,Devante Parker,MIA,WR,8,HOU,8,4,null,7.29
62,Ryan Grant,IND,WR,8,OAK,27,28,3900,7.29
64,David Moore,SEA,WR,8,DET,23,10,3600,7.26
65,Antonio Callaway,CLE,WR,8,PIT,26,29,3800,7.25
66,Zay Jones,BUF,WR,8,NE,24,16,null,7.13
67,Cameron Meredith,NO,WR,8,MIN,13,5,null,7.08
68,Adam Humphries,TB,WR,8,CIN,30,20,3400,7.04
69,Jamison Crowder,WAS,WR,8,NYG,19,13,4400,7.03
70,Pierre Garcon,SF,WR,8,ARI,17,6,4300,6.91
71,Seth Roberts,OAK,WR,8,IND,16,8,3400,6.81
72,Josh Doctson,WAS,WR,8,NYG,19,13,3700,6.79
73,Laquon Treadwell,MIN,WR,8,NO,25,32,null,6.37
74,D.J. Moore,CAR,WR,8,BAL,1,7,3600,6.19
75,Kenny Stills,MIA,WR,8,HOU,8,4,null,5.61
76,John Ross,CIN,WR,8,TB,32,30,3600,5.46
77,Damion Ratley,CLE,WR,8,PIT,26,29,3600,5.42
78,Josh Reynolds,LAR,WR,8,GB,9,21,3600,5.18
79,Maurice Harris,WAS,WR,8,NYG,19,13,3300,4.89
80,Chad Williams,ARI,WR,8,SF,28,23,3000,4.71
80,Jarius Wright,CAR,WR,8,BAL,1,7,3400,4.71
82,Marquez Valdes-Scantling,GB,WR,8,LAR,6,15,4600,4.58
83,Ryan Switzer,PIT,WR,8,CLE,21,24,3100,4.53
84,Chris Conley,KC,WR,8,DEN,18,12,3200,4.41
85,Trent Taylor,SF,WR,8,ARI,17,6,4100,4.4
86,Jordan Matthews,PHI,WR,8,JAX,3,1,null,4.35
87,Rashard Higgins,CLE,WR,8,PIT,26,29,3800,4.33
88,Curtis Samuel,CAR,WR,8,BAL,1,7,3600,4.25
89,Andre Holmes,BUF,WR,8,NE,24,16,null,4.08
90,Torrey Smith,CAR,WR,8,BAL,1,7,3500,4.03
91,James Washington,PIT,WR,8,CLE,21,24,3400,3.84
92,Alex Erickson,CIN,WR,8,TB,32,30,3000,3.66
93,Cordarrelle Patterson,NE,WR,8,BUF,10,3,null,3.52
94,D.J. Chark,JAX,WR,8,PHI,11,27,null,3.28
95,Dante Pettis,SF,WR,8,ARI,17,6,3500,3.27
96,Andre Roberts,NYJ,WR,8,CHI,12,25,3100,3.01
97,Brandon Marshall,SEA,WR,8,DET,23,10,3500,2.98
98,Aldrick Robinson,MIN,WR,8,NO,25,32,null,2.92
99,Equanimeous St. Brown,GB,WR,8,LAR,6,15,3500,2.91
100,Kendrick Bourne,SF,WR,8,ARI,17,6,3500,2.87
101,Chris Moore,BAL,WR,8,CAR,15,14,3000,2.81
102,Jaron Brown,SEA,WR,8,DET,23,10,3200,2.75
103,Breshad Perriman,CLE,WR,8,PIT,26,29,3000,2.72
104,Sammie Coates,HOU,WR,8,MIA,22,9,null,2.67
105,Demarcus Robinson,KC,WR,8,DEN,18,12,3000,2.24
106,TJ Jones,DET,WR,8,SEA,4,11,3000,2.1
106,Kevin White,CHI,WR,8,NYJ,20,26,3000,2.1
108,Russell Shepard,NYG,WR,8,WAS,7,19,3000,2.08
109,Josh Bellamy,CHI,WR,8,NYJ,20,26,3000,2.03
109,Phillip Dorsett,NE,WR,8,BUF,10,3,null,2.03
111,Zach Pascal,IND,WR,8,OAK,27,28,3300,1.97
112,Khadarel Hodge,LAR,WR,8,GB,9,21,3000,1.95
113,JJ Nelson,ARI,WR,8,SF,28,23,3000,1.86
114,Victor Bolden Jr.,SF,WR,8,ARI,17,6,3000,1.79
115,Dwayne Harris,OAK,WR,8,IND,16,8,3300,1.68
116,Bennie Fowler,NYG,WR,8,WAS,7,19,3300,1.63
117,Charone Peake,NYJ,WR,8,CHI,12,25,3000,1.47
118,Vyncint Smith,HOU,WR,8,MIA,22,9,null,1.45
119,Austin Carr,NO,WR,8,MIN,13,5,null,1.44
120,J'mon Moore,GB,WR,8,LAR,6,15,3000,1.42
121,Brandon LaFell,OAK,WR,8,IND,16,8,3000,1.33
122,Leonte Carroo,MIA,WR,8,HOU,8,4,null,1.32
123,Cody Core,CIN,WR,8,TB,32,30,3000,1.29
124,Richie James,SF,WR,8,ARI,17,6,3000,1.25
125,Michael Floyd,WAS,WR,8,NYG,19,13,3400,1.19
126,Jawill Davis,NYG,WR,8,WAS,7,19,3000,1.09
127,Tim Patrick,DEN,WR,8,KC,29,17,3000,1.03
128,Eli Rogers,PIT,WR,8,CLE,21,24,3000,0.94
128,Damiere Byrd,CAR,WR,8,BAL,1,7,3000,0.94
130,Jojo Natson,LAR,WR,8,GB,9,21,3000,0.92
131,Marcus Johnson,IND,WR,8,OAK,27,28,null,0.85
131,Brian Quick,WAS,WR,8,NYG,19,13,3000,0.85
133,Cam Phillips,BUF,WR,8,NE,24,16,null,0.84
134,Andy Jones,DET,WR,8,SEA,4,11,null,0.77
134,Jordan Taylor,DEN,WR,8,KC,29,17,3000,0.77
136,Justin Hunter,PIT,WR,8,CLE,21,24,3000,0.76
137,Daesean Hamilton,DEN,WR,8,KC,29,17,3000,0.72
137,Dan Arnold,NO,WR,8,MIN,13,5,null,0.72
139,Justin Watson,TB,WR,8,CIN,30,20,3000,0.68
139,Ray-Ray McCloud,BUF,WR,8,NE,24,16,null,0.68
141,Brandon Zylstra,MIN,WR,8,NO,25,32,null,0.63
142,Shelton Gibson,PHI,WR,8,JAX,3,1,null,0.54
143,Deandre Carter,PHI,WR,8,JAX,3,1,null,0.53
144,Nick Williams,LAR,WR,8,GB,9,21,3000,0.52
145,Javon Wims,CHI,WR,8,NYJ,20,26,3000,0.5
145,Marcus Kemp,KC,WR,8,DEN,18,12,3000,0.5
145,Tommylee Lewis,NO,WR,8,MIN,13,5,null,0.5
148,Braxton Miller,PHI,WR,8,JAX,3,1,null,0.49
149,Jehu Chesson,WAS,WR,8,NYG,19,13,3000,0.48
150,Josh Malone,CIN,WR,8,TB,32,30,3000,0.47
151,Tim White,BAL,WR,8,CAR,15,14,null,0.44
152,Darrius Heyward-Bey,PIT,WR,8,CLE,21,24,3000,0.39
153,Trent Sherfield,ARI,WR,8,SF,28,23,3000,0.34
154,Rashad Greene,JAX,WR,8,PHI,11,27,null,0.29
154,Stacy Coley,NYG,WR,8,WAS,7,19,null,0.29
156,Brandon Powell,DET,WR,8,SEA,4,11,3000,0.27
157,Kamar Aiken,PHI,WR,8,JAX,3,1,null,0.22
157,Matthew Slater,NE,WR,8,BUF,10,3,null,0.22
159,Khalif Raymond,NYG,WR,8,WAS,7,19,null,0.1
160,Albert Wilson,MIA,WR,8,HOU,8,4,null,0
160,Bruce Ellington,HOU,WR,8,MIA,22,9,null,0
160,Tevaun Smith,JAX,WR,8,PHI,11,27,null,0
160,Mike Wallace,PHI,WR,8,JAX,3,1,null,0
160,Jaydon Mickens,JAX,WR,8,PHI,11,27,null,0
160,Mack Hollins,PHI,WR,8,JAX,3,1,null,0
160,Terrelle Pryor,NYJ,WR,8,CHI,12,25,null,0
160,Marlon Brown,CHI,WR,8,NYJ,20,26,null,0
160,Quincy Enunwa,NYJ,WR,8,CHI,12,25,4000,0
160,Neal Sterling,NYJ,WR,8,CHI,12,25,2500,0
160,Daniel Brown,CHI,WR,8,NYJ,20,26,2500,0
160,Tanner Gentry,CHI,WR,8,NYJ,20,26,null,0
160,Ardarius Stewart,NYJ,WR,8,CHI,12,25,3000,0
160,Deontay Burnett,NYJ,WR,8,CHI,12,25,3000,0
160,Freddie Martino,TB,WR,8,CIN,30,20,null,0
160,Auden Tate,CIN,WR,8,TB,32,30,null,0
160,Amara Darboh,SEA,WR,8,DET,23,10,null,0
160,Keenan Reynolds,SEA,WR,8,DET,23,10,null,0
160,Isaiah McKenzie,DEN,WR,8,KC,29,17,null,0
160,De'Anthony Thomas,KC,WR,8,DEN,18,12,null,0
160,Cody Latimer,NYG,WR,8,WAS,7,19,3000,0
160,Robert Davis,WAS,WR,8,NYG,19,13,null,0
160,Trey Quinn,WAS,WR,8,NYG,19,13,null,0
160,Kaelin Clay,NYG,WR,8,WAS,7,19,null,0
160,Da'mari Scott,CLE,WR,8,PIT,26,29,3000,0
160,Rod Streater,CLE,WR,8,PIT,26,29,null,0
160,Ricardo Louis,CLE,WR,8,PIT,26,29,null,0
160,Derrick Willies,CLE,WR,8,PIT,26,29,null,0
160,Jaleel Scott,BAL,WR,8,CAR,15,14,3000,0
160,Jordan Lasley,BAL,WR,8,CAR,15,14,3000,0
160,Mose Frazier,CAR,WR,8,BAL,1,7,null,0
160,KJ Brent,IND,WR,8,OAK,27,28,null,0
160,Krishawn Hogan,IND,WR,8,OAK,27,28,null,0
160,Johnny Holton,OAK,WR,8,IND,16,8,null,0
160,Marcell Ateman,OAK,WR,8,IND,16,8,null,0
160,James Wright,IND,WR,8,OAK,27,28,null,0
160,Jake Kumerow,GB,WR,8,LAR,6,15,3000,0
160,Pharoh Cooper,LAR,WR,8,GB,9,21,null,0
160,Trevor Davis,GB,WR,8,LAR,6,15,null,0
160,Mike Thomas,LAR,WR,8,GB,9,21,null,0
160,Kendall Wright,ARI,WR,8,SF,28,23,null,0
160,Ted Ginn,NO,WR,8,MIN,13,5,null,0
160,Brandon Tate,NO,WR,8,MIN,13,5,null,0
160,Tavarres King,MIN,WR,8,NO,25,32,null,0
160,Justin Hardee,NO,WR,8,MIN,13,5,null,0
160,Tanner McEvoy,NO,WR,8,MIN,13,5,null,0
160,Riley McCarron,NE,WR,8,BUF,10,3,null,0
160,Braxton Berrios,NE,WR,8,BUF,10,3,null,0
160,Robert Foster,BUF,WR,8,NE,24,16,null,0
