Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Zach Ertz,PHI,TE,8,JAX,3,3,null,17.03
2,Travis Kelce,KC,TE,8,DEN,18,23,6800,16.93
3,Eric Ebron,IND,TE,8,OAK,27,11,4900,13.26
4,Rob Gronkowski,NE,TE,8,BUF,10,14,null,12.89
5,George Kittle,SF,TE,8,ARI,17,8,5500,12.88
6,Jared Cook,OAK,TE,8,IND,16,19,5000,11.53
7,Jimmy Graham,GB,TE,8,LAR,6,24,4700,11.23
8,Trey Burton,CHI,TE,8,NYJ,20,13,4800,10.6
9,David Njoku,CLE,TE,8,PIT,26,30,4600,10.42
10,Jordan Reed,WAS,TE,8,NYG,19,9,4500,10.35
11,Kyle Rudolph,MIN,TE,8,NO,25,4,null,10.08
12,Greg Olsen,CAR,TE,8,BAL,1,10,4200,9.51
13,OJ Howard,TB,TE,8,CIN,30,28,3900,9.4
14,Evan Engram,NYG,TE,8,WAS,7,12,4300,9.26
15,Vance McDonald,PIT,TE,8,CLE,21,15,3700,9.23
16,Benjamin Watson,NO,TE,8,MIN,13,26,null,8.75
17,Ricky Seals-Jones,ARI,TE,8,SF,28,25,3000,7.71
18,CJ Uzomah,CIN,TE,8,TB,32,32,3500,7.59
19,Charles Clay,BUF,TE,8,NE,24,29,null,6.48
20,Ryan Griffin,HOU,TE,8,MIA,22,17,null,6.11
21,James O'Shaughnessy,JAX,TE,8,PHI,11,5,null,6.02
22,Nick Vannett,SEA,TE,8,DET,23,22,2900,5.95
23,Jeff Heuerman,DEN,TE,8,KC,29,27,2600,5.69
24,Jesse James,PIT,TE,8,CLE,21,15,2900,5.62
25,Cameron Brate,TB,TE,8,CIN,30,28,2700,5.06
25,Dallas Goedert,PHI,TE,8,JAX,3,3,null,5.06
27,Nick O'Leary,MIA,TE,8,HOU,8,21,null,5.03
28,Vernon Davis,WAS,TE,8,NYG,19,9,2800,4.61
29,Erik Swoope,IND,TE,8,OAK,27,11,2500,4.36
30,Ed Dickson,SEA,TE,8,DET,23,22,2500,4.26
30,Mark Andrews,BAL,TE,8,CAR,15,31,2700,4.26
32,Mike Gesicki,MIA,TE,8,HOU,8,21,null,4.14
33,Gerald Everett,LAR,TE,8,GB,9,7,2600,3.51
34,AJ Derby,MIA,TE,8,HOU,8,21,null,3.5
35,Nick Boyle,BAL,TE,8,CAR,15,31,2500,3.46
36,Rhett Ellison,NYG,TE,8,WAS,7,12,2500,3.33
37,Hayden Hurst,BAL,TE,8,CAR,15,31,2500,3.3
38,Michael Roberts,DET,TE,8,SEA,4,2,2500,3.24
39,Blake Bell,JAX,TE,8,PHI,11,5,null,2.93
40,Josh Hill,NO,TE,8,MIN,13,26,null,2.92
41,Demetrius Harris,KC,TE,8,DEN,18,23,2500,2.9
42,Jordan Akins,HOU,TE,8,MIA,22,17,null,2.88
42,Jordan Thomas,HOU,TE,8,MIA,22,17,null,2.88
44,Tyler Higbee,LAR,TE,8,GB,9,7,2600,2.81
45,Matt LaCosse,DEN,TE,8,KC,29,27,2500,2.77
46,David Grinnage,JAX,TE,8,PHI,11,5,null,2.76
47,Jermaine Gresham,ARI,TE,8,SF,28,25,2600,2.72
47,Luke Willson,DET,TE,8,SEA,4,2,2500,2.72
49,Jason Croom,BUF,TE,8,NE,24,29,null,2.54
50,Maxx Williams,BAL,TE,8,CAR,15,31,2500,2.51
51,Ian Thomas,CAR,TE,8,BAL,1,10,2500,2.41
52,Lance Kendricks,GB,TE,8,LAR,6,24,2500,2.35
53,Darren Fells,CLE,TE,8,PIT,26,30,2500,2.33
54,Niles Paul,JAX,TE,8,PHI,11,5,null,2.21
55,Dwayne Allen,NE,TE,8,BUF,10,14,null,2.17
56,Mo Alie-Cox,IND,TE,8,OAK,27,11,2500,2.14
57,Jordan Leggett,NYJ,TE,8,CHI,12,20,2500,2.11
58,Tyler Kroft,CIN,TE,8,TB,32,32,2500,2.07
58,Garrett Celek,SF,TE,8,ARI,17,8,2500,2.07
60,Seth DeValve,CLE,TE,8,PIT,26,30,2500,1.95
61,Eric Tomlinson,NYJ,TE,8,CHI,12,20,2500,1.85
62,David Morgan,MIN,TE,8,NO,25,4,null,1.81
63,Jack Doyle,IND,TE,8,OAK,27,11,4400,1.71
64,Jacob Hollister,NE,TE,8,BUF,10,14,null,1.59
65,Tyrone Swoopes,SEA,TE,8,DET,23,22,2500,1.48
66,Matt Lengel,CIN,TE,8,TB,32,32,2500,1.35
67,Logan Thomas,BUF,TE,8,NE,24,29,null,1.32
67,Derek Carrier,OAK,TE,8,IND,16,19,2500,1.32
69,Dion Sims,CHI,TE,8,NYJ,20,13,2500,1.14
70,Levine Toilolo,DET,TE,8,SEA,4,2,2500,0.98
71,Jerell Adams,HOU,TE,8,MIA,22,17,null,0.91
72,Lee Smith,OAK,TE,8,IND,16,19,2500,0.85
73,Darrell Daniels,SEA,TE,8,DET,23,22,2500,0.73
74,Mason Schreck,CIN,TE,8,TB,32,32,2500,0.67
75,Xavier Grimble,PIT,TE,8,CLE,21,15,2500,0.65
76,Antony Auclair,TB,TE,8,CIN,30,28,2500,0.63
77,Bucky Hodges,PIT,TE,8,CLE,21,15,null,0.62
78,Orson Charles,CLE,TE,8,PIT,26,30,2500,0.59
79,Gabe Holmes,ARI,TE,8,SF,28,25,2500,0.57
80,Adam Shaheen,CHI,TE,8,NYJ,20,13,2500,0.52
80,Scott Simonson,NYG,TE,8,WAS,7,12,2500,0.52
82,Joshua Perkins,PHI,TE,8,JAX,3,3,null,0.48
83,Tyler Conklin,MIN,TE,8,NO,25,4,null,0.47
84,Durham Smythe,MIA,TE,8,HOU,8,21,null,0.45
85,Chris Manhertz,CAR,TE,8,BAL,1,10,2500,0.4
86,Ben Braunecker,CHI,TE,8,NYJ,20,13,2500,0.3
87,Jeremy Sprinkle,WAS,TE,8,NYG,19,9,2500,0.27
88,Brian Parker,DEN,TE,8,KC,29,27,2500,0.26
89,Marcedes Lewis,GB,TE,8,LAR,6,24,2500,0.22
90,MarQueis Gray,MIA,TE,8,HOU,8,21,null,0
90,Richard Rodgers,PHI,TE,8,JAX,3,3,null,0
90,Austin Seferian-Jenkins,JAX,TE,8,PHI,11,5,null,0
90,Tyler Eifert,CIN,TE,8,TB,32,32,2500,0
90,Cethan Carter,CIN,TE,8,TB,32,32,null,0
90,Hakeem Valles,DET,TE,8,SEA,4,2,null,0
90,Will Dissly,SEA,TE,8,DET,23,22,2500,0
90,Alex Ellis,KC,TE,8,DEN,18,23,null,0
90,Jake Butt,DEN,TE,8,KC,29,27,null,0
90,Troy Fumagalli,DEN,TE,8,KC,29,27,null,0
90,Garrett Dickerson,NYG,TE,8,WAS,7,12,null,0
90,Ryan Malleck,PIT,TE,8,CLE,21,15,null,0
