Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Todd Gurley,LAR,RB,8,47,129,2.7,11,13,7,65,3,0,0,14.6,116.4
2,Alvin Kamara,NO,RB,7,30,88,2.9,6,17,13,84,2,0,0,11.7,82.2
3,Melvin Gordon,LAC,RB,6,15,92,6.1,6,10,6,33,3,2,0,12.8,76.5
4,Kareem Hunt,KC,RB,8,20,54,2.7,5,8,5,38,3,0,0,7.8,62.2
5,James White,NE,RB,8,9,16,1.8,1,12,9,67,6,0,0,7.4,59.3
6,James Conner,PIT,RB,7,20,55,2.8,6,3,2,8,0,1,0,6.9,48.3
7,Alex Collins,BAL,RB,8,14,58,4.1,5,4,2,11,1,1,1,5.5,43.9
8,Javorius Allen,BAL,RB,8,11,12,1.1,3,5,5,37,2,0,0,5,39.9
9,Saquon Barkley,NYG,RB,8,16,30,1.9,3,9,6,39,1,0,0,4.9,38.9
10,Joe Mixon,CIN,RB,6,16,33,2.1,4,4,3,25,1,0,0,6.5,38.8
11,David Johnson,ARI,RB,8,16,36,2.2,5,6,3,3,0,0,0,4.6,36.9
12,TJ Yeldon,JAX,RB,8,11,41,3.7,1,7,4,41,3,0,0,4.5,36.2
13,Carlos Hyde,JAX,RB,7,17,33,1.9,5,2,0,0,0,1,0,4.8,33.3
14,Adrian Peterson,WAS,RB,7,21,34,1.6,3,2,2,15,1,1,1,4.3,29.9
15,Nyheim Hines,IND,RB,8,11,33,3,1,5,4,32,2,0,0,3.6,28.5
16,Marlon Mack,IND,RB,4,16,58,3.6,3,1,1,4,0,0,0,6.8,27.2
16,Ezekiel Elliott,DAL,RB,7,14,39,2.8,3,7,4,13,0,1,0,3.9,27.2
18,Christian McCaffrey,CAR,RB,7,12,23,1.9,1,5,4,30,2,1,1,3.8,26.3
19,Marshawn Lynch,OAK,RB,6,14,28,2,3,5,4,5,0,0,0,4.2,25.3
20,Ito Smith,ATL,RB,7,14,38,2.7,3,2,2,13,0,1,0,3.6,25.1
20,Tevin Coleman,ATL,RB,7,7,21,3,1,4,3,20,2,0,0,3.6,25.1
