Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Julio Jones,ATL,WR,14,GB,14,29,7900,22.9
2,Davante Adams,GB,WR,14,ATL,28,26,8400,20.3
3,Antonio Brown,PIT,WR,14,OAK,29,15,9000,20.07
4,DeAndre Hopkins,HOU,WR,14,IND,10,5,7800,18.79
5,Michael Thomas,NO,WR,14,TB,31,31,8600,18.6
6,Keenan Allen,LAC,WR,14,CIN,32,18,7400,18.28
7,Odell Beckham Jr,NYG,WR,14,WAS,12,27,8300,18.13
8,Tyreek Hill,KC,WR,14,BAL,1,3,8000,17.65
9,JuJu Smith-Schuster,PIT,WR,14,OAK,29,15,8200,17.52
10,Adam Thielen,MIN,WR,14,SEA,11,23,8100,17.24
11,Stefon Diggs,MIN,WR,14,SEA,11,23,7300,16.62
12,T.Y. Hilton,IND,WR,14,HOU,9,7,6300,16.61
13,Mike Evans,TB,WR,14,NO,17,32,7500,16.42
14,Amari Cooper,DAL,WR,14,PHI,18,28,6600,15.93
15,Robert Woods,LAR,WR,14,CHI,5,17,6700,15.35
16,Kenny Golladay,DET,WR,14,ARI,16,11,6400,14.74
17,Brandin Cooks,LAR,WR,14,CHI,5,17,6800,14.72
18,Julian Edelman,NE,WR,14,MIA,25,13,7100,14.28
19,Adam Humphries,TB,WR,14,NO,17,32,4900,13.74
20,Chris Godwin,TB,WR,14,NO,17,32,4900,13.49
21,Tyler Boyd,CIN,WR,14,LAC,6,9,6100,13.34
22,Josh Gordon,NE,WR,14,MIA,25,13,6000,13.22
23,Jarvis Landry,CLE,WR,14,CAR,24,22,5800,12.98
24,Larry Fitzgerald,ARI,WR,14,DET,22,20,4900,12.96
25,Allen Robinson,CHI,WR,14,LAR,23,24,5600,12.75
26,Golden Tate,PHI,WR,14,DAL,2,2,4800,12.7
27,Corey Davis,TEN,WR,14,JAX,3,4,5100,12.56
28,D.J. Moore,CAR,WR,14,CLE,27,19,5700,12.3
29,Courtland Sutton,DEN,WR,14,SF,26,30,4500,12.23
30,Calvin Ridley,ATL,WR,14,GB,14,29,5200,11.94
31,Tyler Lockett,SEA,WR,14,MIN,7,6,5600,11.82
32,Doug Baldwin,SEA,WR,14,MIN,7,6,4800,11.32
33,Demaryius Thomas,HOU,WR,14,IND,10,5,4100,10.85
34,Bruce Ellington,DET,WR,14,ARI,16,11,3800,10.6
35,Dante Pettis,SF,WR,14,DEN,19,16,4400,10.56
36,Curtis Samuel,CAR,WR,14,CLE,27,19,4000,10.5
37,Alshon Jeffery,PHI,WR,14,DAL,2,2,5500,10.44
38,Zay Jones,BUF,WR,14,NYJ,21,25,4200,10.34
39,Mohamed Sanu,ATL,WR,14,GB,14,29,4300,10.25
40,Anthony Miller,CHI,WR,14,LAR,23,24,4300,9.97
41,Tre'Quan Smith,NO,WR,14,TB,31,31,4500,9.77
42,Antonio Callaway,CLE,WR,14,CAR,24,22,3900,9.74
43,Jordy Nelson,OAK,WR,14,PIT,13,14,4200,9.66
44,Josh Reynolds,LAR,WR,14,CHI,5,17,4600,9.65
45,Devante Parker,MIA,WR,14,NE,15,10,4300,9.64
46,Randall Cobb,GB,WR,14,ATL,28,26,4300,9.53
47,Sterling Shepard,NYG,WR,14,WAS,12,27,4400,9.52
48,Kenny Stills,MIA,WR,14,NE,15,10,4100,9.46
49,Dede Westbrook,JAX,WR,14,TEN,8,21,3900,9.45
50,Michael Gallup,DAL,WR,14,PHI,18,28,3700,9.43
51,Marquise Goodwin,SF,WR,14,DEN,19,16,4700,9.41
52,Taylor Gabriel,CHI,WR,14,LAR,23,24,3900,9.38
53,Mike Williams,LAC,WR,14,CIN,32,18,3900,9.33
54,Donte Moncrief,JAX,WR,14,TEN,8,21,3800,9.17
55,Quincy Enunwa,NYJ,WR,14,BUF,4,1,3700,9.14
56,Devin Funchess,CAR,WR,14,CLE,27,19,4700,8.92
57,Michael Crabtree,BAL,WR,14,KC,30,12,4300,8.85
58,Marquez Valdes-Scantling,GB,WR,14,ATL,28,26,4400,8.79
59,Josh Doctson,WAS,WR,14,NYG,20,8,4500,8.58
60,Rashard Higgins,CLE,WR,14,CAR,24,22,3600,8.53
61,John Ross,CIN,WR,14,LAC,6,9,3800,8.43
62,Robby Anderson,NYJ,WR,14,BUF,4,1,3600,8.34
63,DeSean Jackson,TB,WR,14,NO,17,32,4800,8.31
64,Jamison Crowder,WAS,WR,14,NYG,20,8,4000,8.21
65,Chris Conley,KC,WR,14,BAL,1,3,3800,8.2
66,Tyrell Williams,LAC,WR,14,CIN,32,18,4600,8.13
67,Marcell Ateman,OAK,WR,14,PIT,13,14,3700,7.92
67,Dontrelle Inman,IND,WR,14,HOU,9,7,3700,7.92
69,David Moore,SEA,WR,14,MIN,7,6,4100,7.81
70,Daesean Hamilton,DEN,WR,14,SF,26,30,3000,7.66
71,Nelson Agholor,PHI,WR,14,DAL,2,2,3600,7.61
72,Jermaine Kearse,NYJ,WR,14,BUF,4,1,3600,7.14
73,Seth Roberts,OAK,WR,14,PIT,13,14,3500,7.02
74,Tajae Sharpe,TEN,WR,14,JAX,3,4,3300,6.81
75,Willie Snead,BAL,WR,14,KC,30,12,3700,6.45
76,Taywan Taylor,TEN,WR,14,JAX,3,4,3400,6.29
77,Aldrick Robinson,MIN,WR,14,SEA,11,23,3200,6.23
78,Kendrick Bourne,SF,WR,14,DEN,19,16,3400,6.19
79,Robert Foster,BUF,WR,14,NYJ,21,25,3300,6.11
80,Cole Beasley,DAL,WR,14,PHI,18,28,3700,6.08
81,Keke Coutee,HOU,WR,14,IND,10,5,4400,6.01
82,John Brown,BAL,WR,14,KC,30,12,4200,5.96
83,Travis Benjamin,LAC,WR,14,CIN,32,18,3000,5.92
84,Chris Hogan,NE,WR,14,MIA,25,13,3400,5.9
85,Tim Patrick,DEN,WR,14,SF,26,30,3000,5.68
86,Keith Kirkwood,NO,WR,14,TB,31,31,3500,5.63
87,Chad Williams,ARI,WR,14,DET,22,20,3000,5.37
88,Keelan Cole,JAX,WR,14,TEN,8,21,3000,5.29
89,Cordarrelle Patterson,NE,WR,14,MIA,25,13,3300,5.21
90,Isaiah McKenzie,BUF,WR,14,NYJ,21,25,3400,5.19
91,Danny Amendola,MIA,WR,14,NE,15,10,4000,5.09
92,Ryan Switzer,PIT,WR,14,OAK,29,15,3600,5.08
93,Jarius Wright,CAR,WR,14,CLE,27,19,3000,4.82
94,Ryan Grant,IND,WR,14,HOU,9,7,3200,4.65
95,TJ Jones,DET,WR,14,ARI,16,11,3000,4.53
96,Sammy Watkins,KC,WR,14,BAL,1,3,5000,4.42
97,Equanimeous St. Brown,GB,WR,14,ATL,28,26,3100,4.32
98,James Washington,PIT,WR,14,OAK,29,15,3000,4.15
99,Maurice Harris,WAS,WR,14,NYG,20,8,3400,4.12
100,Trent Sherfield,ARI,WR,14,DET,22,20,3000,3.99
101,Cody Latimer,NYG,WR,14,WAS,12,27,3000,3.96
102,Breshad Perriman,CLE,WR,14,CAR,24,22,3000,3.9
103,Allen Hurns,DAL,WR,14,PHI,18,28,3000,3.85
104,Trent Taylor,SF,WR,14,DEN,19,16,3100,3.79
105,Jaron Brown,SEA,WR,14,MIN,7,6,3000,3.78
106,Jordan Matthews,PHI,WR,14,DAL,2,2,3000,3.74
107,Demarcus Robinson,KC,WR,14,BAL,1,3,3000,3.67
108,Pierre Garcon,SF,WR,14,DEN,19,16,3700,3.56
109,Laquon Treadwell,MIN,WR,14,SEA,11,23,3100,3.5
110,Deonte Thompson,BUF,WR,14,NYJ,21,25,3000,3.45
111,Cameron Batson,TEN,WR,14,JAX,3,4,3000,3.44
112,Brice Butler,MIA,WR,14,NE,15,10,3000,3.35
113,Chester Rogers,IND,WR,14,HOU,9,7,3000,3.32
114,Alex Erickson,CIN,WR,14,LAC,6,9,3000,3.15
115,JJ Nelson,ARI,WR,14,DET,22,20,3000,3.09
115,Cody Core,CIN,WR,14,LAC,6,9,3500,3.09
117,Torrey Smith,CAR,WR,14,CLE,27,19,3200,2.94
118,Chris Moore,BAL,WR,14,KC,30,12,3000,2.9
119,Russell Shepard,NYG,WR,14,WAS,12,27,3200,2.75
120,Bennie Fowler,NYG,WR,14,WAS,12,27,3000,2.7
121,Austin Carr,NO,WR,14,TB,31,31,3000,2.61
122,Richie James,SF,WR,14,DEN,19,16,3000,2.5
123,Leonte Carroo,MIA,WR,14,NE,15,10,3000,2.44
124,Tavon Austin,DAL,WR,14,PHI,18,28,3000,2.4
125,Brandon Marshall,NO,WR,14,TB,31,31,3300,2.32
126,Josh Bellamy,CHI,WR,14,LAR,23,24,3000,2.3
127,Damion Ratley,CLE,WR,14,CAR,24,22,3000,2.19
128,Justin Hardy,ATL,WR,14,GB,14,29,3000,2.15
129,Auden Tate,CIN,WR,14,LAC,6,9,3000,2.12
130,Ray-Ray McCloud,BUF,WR,14,NYJ,21,25,3000,2.01
131,Chad Beebe,MIN,WR,14,SEA,11,23,3000,1.93
132,Marvin Hall,ATL,WR,14,GB,14,29,3000,1.92
133,Justin Watson,TB,WR,14,NO,17,32,3000,1.82
134,Lance Lenoir,DAL,WR,14,PHI,18,28,3000,1.74
135,Rishard Matthews,NYJ,WR,14,BUF,4,1,3000,1.67
136,Phillip Dorsett,NE,WR,14,MIA,25,13,3000,1.61
137,Jesus Wilson,TB,WR,14,NO,17,32,3000,1.55
138,River Cracraft,DEN,WR,14,SF,26,30,3000,1.52
139,Deandre Carter,HOU,WR,14,IND,10,5,3200,1.34
140,Tommylee Lewis,NO,WR,14,TB,31,31,3000,1.26
141,Zach Pascal,IND,WR,14,HOU,9,7,3000,1.22
142,Noah Brown,DAL,WR,14,PHI,18,28,3000,1.2
143,Kevin White,CHI,WR,14,LAR,23,24,3000,1.19
144,Trey Quinn,WAS,WR,14,NYG,20,8,4000,1.15
145,Brian Quick,WAS,WR,14,NYG,20,8,null,1.13
146,Corey Coleman,NYG,WR,14,WAS,12,27,3000,1.07
147,Darius Jennings,TEN,WR,14,JAX,3,4,3000,1.05
148,Rashad Greene,JAX,WR,14,TEN,8,21,3000,1.04
149,Andre Holmes,DEN,WR,14,SF,26,30,3000,1.02
150,Michael Floyd,WAS,WR,14,NYG,20,8,3000,0.96
151,Andre Roberts,NYJ,WR,14,BUF,4,1,3000,0.95
151,Dwayne Harris,OAK,WR,14,PIT,13,14,3000,0.95
153,Isaiah Ford,MIA,WR,14,NE,15,10,3000,0.89
154,Eli Rogers,PIT,WR,14,OAK,29,15,3000,0.87
155,Marcus Johnson,IND,WR,14,HOU,9,7,null,0.85
156,Malik Turner,SEA,WR,14,MIN,7,6,3000,0.83
157,Vyncint Smith,HOU,WR,14,IND,10,5,3000,0.82
158,Jake Kumerow,GB,WR,14,ATL,28,26,3000,0.78
159,Jordan Taylor,DEN,WR,14,SF,26,30,3000,0.68
159,Gehrig Dieter,KC,WR,14,BAL,1,3,3000,0.68
161,Sammie Coates,HOU,WR,14,IND,10,5,3000,0.61
162,Jojo Natson,LAR,WR,14,CHI,5,17,3000,0.58
163,Keon Hatcher,OAK,WR,14,PIT,13,14,3000,0.55
164,Darrius Heyward-Bey,PIT,WR,14,OAK,29,15,3000,0.51
165,Andy Jones,DET,WR,14,ARI,16,11,3000,0.48
165,Brandon Powell,DET,WR,14,ARI,16,11,3000,0.48
167,J'mon Moore,GB,WR,14,ATL,28,26,3000,0.47
168,Shelton Gibson,PHI,WR,14,DAL,2,2,3000,0.46
169,Tim White,BAL,WR,14,KC,30,12,null,0.45
170,Brandon Zylstra,MIN,WR,14,SEA,11,23,3000,0.44
171,Charone Peake,NYJ,WR,14,BUF,4,1,3000,0.39
172,Johnny Holton,OAK,WR,14,PIT,13,14,null,0.37
172,Pharoh Cooper,LAR,WR,14,CHI,5,17,3000,0.37
174,Nick Williams,LAR,WR,14,CHI,5,17,null,0.34
175,Russell Gage,ATL,WR,14,GB,14,29,3000,0.33
176,Javon Wims,CHI,WR,14,LAR,23,24,3000,0.32
177,Khadarel Hodge,LAR,WR,14,CHI,5,17,3000,0.29
178,Matthew Slater,NE,WR,14,MIA,25,13,3000,0.25
179,Marcus Kemp,KC,WR,14,BAL,1,3,3000,0.23
179,Geremy Davis,LAC,WR,14,CIN,32,18,3000,0.23
179,Josh Malone,CIN,WR,14,LAC,6,9,3000,0.23
182,Jawill Davis,NYG,WR,14,WAS,12,27,3000,0.09
183,Justin Hunter,PIT,WR,14,OAK,29,15,3000,0.03
184,Jehu Chesson,WAS,WR,14,NYG,20,8,3000,0.02
185,Michael Campanaro,TEN,WR,14,JAX,3,4,3000,0
185,Jaydon Mickens,JAX,WR,14,TEN,8,21,null,0
185,D.J. Chark,JAX,WR,14,TEN,8,21,3500,0
185,Tevaun Smith,JAX,WR,14,TEN,8,21,null,0
185,Deontay Burnett,NYJ,WR,14,BUF,4,1,3000,0
185,Neal Sterling,NYJ,WR,14,BUF,4,1,null,0
185,Cam Phillips,BUF,WR,14,NYJ,21,25,null,0
185,Daniel Brown,CHI,WR,14,LAR,23,24,2500,0
185,Mike Thomas,LAR,WR,14,CHI,5,17,null,0
185,Cooper Kupp,LAR,WR,14,CHI,5,17,null,0
185,Tanner Gentry,CHI,WR,14,LAR,23,24,null,0
185,Austin Proehl,LAR,WR,14,CHI,5,17,null,0
185,Rod Streater,CLE,WR,14,CAR,24,22,null,0
185,Damiere Byrd,CAR,WR,14,CLE,27,19,null,0
185,Ricardo Louis,CLE,WR,14,CAR,24,22,null,0
185,Mose Frazier,CAR,WR,14,CLE,27,19,null,0
185,Derrick Willies,CLE,WR,14,CAR,24,22,null,0
185,Trevor Davis,GB,WR,14,ATL,28,26,null,0
185,Geronimo Allison,GB,WR,14,ATL,28,26,3000,0
185,De'Anthony Thomas,KC,WR,14,BAL,1,3,null,0
185,Jaleel Scott,BAL,WR,14,KC,30,12,3000,0
185,Jordan Lasley,BAL,WR,14,KC,30,12,3000,0
185,Albert Wilson,MIA,WR,14,NE,15,10,3000,0
185,Jakeem Grant,MIA,WR,14,NE,15,10,null,0
185,Riley McCarron,NE,WR,14,MIA,25,13,null,0
185,Braxton Berrios,NE,WR,14,MIA,25,13,3000,0
185,Dez Bryant,NO,WR,14,TB,31,31,null,0
185,Bernard Reedy,TB,WR,14,NO,17,32,null,0
185,Tanner McEvoy,NO,WR,14,TB,31,31,null,0
185,Ted Ginn,NO,WR,14,TB,31,31,3000,0
185,Cameron Meredith,NO,WR,14,TB,31,31,null,0
185,Justin Hardee,NO,WR,14,TB,31,31,null,0
185,Paul Richardson,WAS,WR,14,NYG,20,8,null,0
185,Khalif Raymond,NYG,WR,14,WAS,12,27,null,0
185,Robert Davis,WAS,WR,14,NYG,20,8,null,0
185,Cam Sims,WAS,WR,14,NYG,20,8,null,0
185,Kaelin Clay,NYG,WR,14,WAS,12,27,null,0
