Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
133,Jay Ajayi,PHI,RB,14,DAL,2,5,3000,0
133,Donnel Pumphrey,PHI,RB,14,DAL,2,5,null,0
133,DJ Foster,ARI,RB,14,DET,22,23,null,0
133,Nick Bawden,DET,FB,14,ARI,16,31,null,0
133,Marshawn Lynch,OAK,RB,14,PIT,13,9,3000,0
133,Le'Veon Bell,PIT,RB,14,OAK,29,27,3000,0
133,James Conner,PIT,RB,14,OAK,29,27,7600,0
133,Chris Warren III,OAK,RB,14,PIT,13,9,null,0
133,CJ Prosise,SEA,RB,14,MIN,7,10,null,0
133,JD McKissic,SEA,RB,14,MIN,7,10,3000,0
133,Roc Thomas,MIN,RB,14,SEA,11,19,null,0
