Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Travis Kelce,KC,TE,14,BAL,1,18,6700,18.38
2,Zach Ertz,PHI,TE,14,DAL,2,19,6400,16.58
3,George Kittle,SF,TE,14,DEN,19,21,5500,14.15
4,Eric Ebron,IND,TE,14,HOU,9,26,5700,13.19
5,Rob Gronkowski,NE,TE,14,MIA,25,24,4800,11.8
6,Jared Cook,OAK,TE,14,PIT,13,20,5200,11.38
7,Austin Hooper,ATL,TE,14,GB,14,3,4300,10.93
8,Jordan Reed,WAS,TE,14,NYG,20,17,4600,10.66
9,Vance McDonald,PIT,TE,14,OAK,29,32,3800,9.58
10,Jimmy Graham,GB,TE,14,ATL,28,11,4400,9.21
11,Cameron Brate,TB,TE,14,NO,17,2,3500,8.63
12,David Njoku,CLE,TE,14,CAR,24,30,3900,8.6
13,Kyle Rudolph,MIN,TE,14,SEA,11,5,3500,8.58
14,Evan Engram,NYG,TE,14,WAS,12,8,3700,8.14
15,Trey Burton,CHI,TE,14,LAR,23,25,3400,7.97
16,CJ Uzomah,CIN,TE,14,LAC,6,10,3500,7.52
17,Chris Herndon IV,NYJ,TE,14,BUF,4,6,3000,7.45
18,Ian Thomas,CAR,TE,14,CLE,27,23,2700,6.54
19,Matt LaCosse,DEN,TE,14,SF,26,12,2700,6.05
20,Jonnu Smith,TEN,TE,14,JAX,3,22,3100,5.81
21,Gerald Everett,LAR,TE,14,CHI,5,9,2700,5.73
22,Mark Andrews,BAL,TE,14,KC,30,31,2800,5.57
23,Ricky Seals-Jones,ARI,TE,14,DET,22,15,2700,5.48
23,Jesse James,PIT,TE,14,OAK,29,32,3300,5.48
25,Charles Clay,BUF,TE,14,NYJ,21,14,2500,5.21
26,Nick Vannett,SEA,TE,14,MIN,7,13,2600,5.01
27,Antonio Gates,LAC,TE,14,CIN,32,27,2800,4.95
28,Michael Roberts,DET,TE,14,ARI,16,7,2500,4.87
28,Tyler Higbee,LAR,TE,14,CHI,5,9,2600,4.87
30,Benjamin Watson,NO,TE,14,TB,31,29,2900,4.78
31,Dan Arnold,NO,TE,14,TB,31,29,2500,4.76
32,Vernon Davis,WAS,TE,14,NYG,20,17,2900,4.62
33,James O'Shaughnessy,JAX,TE,14,TEN,8,1,2500,4.53
34,Anthony Firkser,TEN,TE,14,JAX,3,22,2600,4.42
35,Jordan Thomas,HOU,TE,14,IND,10,16,3000,4.2
36,Rhett Ellison,NYG,TE,14,WAS,12,8,2700,4.07
37,Ryan Griffin,HOU,TE,14,IND,10,16,2500,3.81
38,Demetrius Harris,KC,TE,14,BAL,1,18,2500,3.59
