Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
39,Nick Boyle,BAL,TE,14,KC,30,31,2500,3.54
40,Dallas Goedert,PHI,TE,14,DAL,2,19,2500,3.34
41,Virgil Green,LAC,TE,14,CIN,32,27,2500,3.27
42,Mike Gesicki,MIA,TE,14,NE,15,28,2500,3.22
43,Jermaine Gresham,ARI,TE,14,DET,22,15,2500,3.06
44,Jason Croom,BUF,TE,14,NYJ,21,14,2500,3.05
44,Clive Walford,IND,TE,14,HOU,9,26,2500,3.05
44,Blake Jarwin,DAL,TE,14,PHI,18,4,2500,3.05
47,Josh Hill,NO,TE,14,TB,31,29,2500,2.98
48,Hayden Hurst,BAL,TE,14,KC,30,31,2500,2.95
49,Nick O'Leary,MIA,TE,14,NE,15,28,2500,2.91
49,Dalton Schultz,DAL,TE,14,PHI,18,4,2500,2.91
51,Erik Swoope,IND,TE,14,HOU,9,26,2500,2.81
52,Mo Alie-Cox,IND,TE,14,HOU,9,26,2500,2.8
53,Ed Dickson,SEA,TE,14,MIN,7,13,2500,2.77
54,Adam Shaheen,CHI,TE,14,LAR,23,25,2500,2.71
55,Luke Willson,DET,TE,14,ARI,16,7,2500,2.63
56,Jordan Akins,HOU,TE,14,IND,10,16,2500,2.56
56,Lance Kendricks,GB,TE,14,ATL,28,11,2500,2.56
58,Jordan Leggett,NYJ,TE,14,BUF,4,6,2500,2.41
59,Lee Smith,OAK,TE,14,PIT,13,20,2500,2.23
59,Derek Carrier,OAK,TE,14,PIT,13,20,2500,2.23
61,Levine Toilolo,DET,TE,14,ARI,16,7,2600,2.11
62,Antony Auclair,TB,TE,14,NO,17,2,2500,2.1
63,Matt Lengel,CIN,TE,14,LAC,6,10,2500,2.07
64,Blake Bell,JAX,TE,14,TEN,8,1,2500,2.05
65,Brian Parker,DEN,TE,14,SF,26,12,2500,2.01
66,Logan Thomas,BUF,TE,14,NYJ,21,14,2500,1.99
67,Garrett Celek,SF,TE,14,DEN,19,21,2500,1.92
68,Seth DeValve,CLE,TE,14,CAR,24,30,2500,1.91
68,Logan Paulsen,ATL,TE,14,GB,14,3,2500,1.91
70,AJ Derby,MIA,TE,14,NE,15,28,2500,1.84
71,Darren Fells,CLE,TE,14,CAR,24,30,2500,1.77
72,Rico Gathers,DAL,TE,14,PHI,18,4,2500,1.73
73,Durham Smythe,MIA,TE,14,NE,15,28,2500,1.67
74,Jerell Adams,HOU,TE,14,IND,10,16,null,1.56
75,Eric Tomlinson,NYJ,TE,14,BUF,4,6,2500,1.33
76,Maxx Williams,BAL,TE,14,KC,30,31,2500,1.32
77,Luke Stocker,TEN,TE,14,JAX,3,22,2500,1.28
78,Ben Koyack,JAX,TE,14,TEN,8,1,2500,1.25
79,Jacob Hollister,NE,TE,14,MIA,25,24,2500,1.16
80,Temarrick Hemingway,DEN,TE,14,SF,26,12,2500,1.13
81,Robert Tonyan Jr.,GB,TE,14,ATL,28,11,2500,1.11
82,David Morgan,MIN,TE,14,SEA,11,5,2500,1.04
83,MyCole Pruitt,TEN,TE,14,JAX,3,22,2500,1.01
84,Ross Dwelley,SF,TE,14,DEN,19,21,2500,0.96
85,Marcedes Lewis,GB,TE,14,ATL,28,11,2500,0.88
86,Chris Manhertz,CAR,TE,14,CLE,27,23,2500,0.8
87,Eric Saubert,ATL,TE,14,GB,14,3,2500,0.77
88,Richard Rodgers,PHI,TE,14,DAL,2,19,2500,0.7
89,Dwayne Allen,NE,TE,14,MIA,25,24,2500,0.65
90,Xavier Grimble,PIT,TE,14,OAK,29,32,2500,0.64
91,Sean Culkin,LAC,TE,14,CIN,32,27,2500,0.46
92,Scott Simonson,NYG,TE,14,WAS,12,8,2500,0.45
92,Tyler Conklin,MIN,TE,14,SEA,11,5,2500,0.45
94,Dion Sims,CHI,TE,14,LAR,23,25,null,0.41
95,Jordan Franks,CIN,TE,14,LAC,6,10,2500,0.4
96,Joshua Perkins,PHI,TE,14,DAL,2,19,null,0.31
97,Ben Braunecker,CHI,TE,14,LAR,23,25,2500,0.22
98,Orson Charles,CLE,TE,14,CAR,24,30,2500,0.18
98,Jeremy Sprinkle,WAS,TE,14,NYG,20,17,2500,0.18
100,John Phillips,ARI,TE,14,DET,22,15,2500,0.16
100,Darrell Daniels,ARI,TE,14,DET,22,15,2500,0.16
102,Delanie Walker,TEN,TE,14,JAX,3,22,2500,0
102,Niles Paul,JAX,TE,14,TEN,8,1,2500,0
102,Austin Seferian-Jenkins,JAX,TE,14,TEN,8,1,2500,0
102,David Grinnage,JAX,TE,14,TEN,8,1,null,0
102,Greg Olsen,CAR,TE,14,CLE,27,23,2500,0
102,Alex Ellis,KC,TE,14,BAL,1,18,null,0
102,MarQueis Gray,MIA,TE,14,NE,15,28,null,0
102,Ryan Izzo,NE,TE,14,MIA,25,24,null,0
102,Stephen Anderson,NE,TE,14,MIA,25,24,null,0
102,Michael Hoomanawanui,NO,TE,14,TB,31,29,null,0
102,Garrett Griffin,NO,TE,14,TB,31,29,null,0
102,OJ Howard,TB,TE,14,NO,17,2,null,0
102,Garrett Dickerson,NYG,TE,14,WAS,12,8,2500,0
102,Jack Doyle,IND,TE,14,HOU,9,26,null,0
102,Ross Travis,IND,TE,14,HOU,9,26,null,0
102,Tyler Eifert,CIN,TE,14,LAC,6,10,2500,0
102,Tyler Kroft,CIN,TE,14,LAC,6,10,null,0
102,Mason Schreck,CIN,TE,14,LAC,6,10,null,0
102,Cethan Carter,CIN,TE,14,LAC,6,10,null,0
102,Jeff Heuerman,DEN,TE,14,SF,26,12,null,0
102,Cole Wick,SF,TE,14,DEN,19,21,null,0
102,Jake Butt,DEN,TE,14,SF,26,12,null,0
102,Troy Fumagalli,DEN,TE,14,SF,26,12,null,0
102,Geoff Swaim,DAL,TE,14,PHI,18,4,2500,0
102,Gabe Holmes,ARI,TE,14,DET,22,15,null,0
102,Bucky Hodges,PIT,TE,14,OAK,29,32,null,0
102,Ryan Malleck,PIT,TE,14,OAK,29,32,null,0
102,Tyrone Swoopes,SEA,TE,14,MIN,7,13,null,0
102,Will Dissly,SEA,TE,14,MIN,7,13,2500,0
