Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Eric Ebron,IND,TE,9,16,8,50,86,7,20,5.4,10.8,2,1,0.5,1,0,0,7.2,64.7
2,Travis Kelce,KC,TE,10,15,9,60,79,5,19,5.3,8.8,0,0,0,0,0,0,4.7,46.9
3,Zach Ertz,PHI,TE,9,17,10,58.8,66,5,15,3.9,6.6,0,0,0,0,0,0,5.2,46.6
4,Trey Burton,CHI,TE,9,9,8,88.9,42,4,15,4.7,5.2,1,2,2,0,0,0,4.3,38.4
5,OJ Howard,TB,TE,9,7,5,71.4,50,4,18,7.1,10,0,0,0,0,0,0,3.8,34
6,Austin Hooper,ATL,TE,9,10,8,80,48,3,11,4.8,6,0,0,0,0,0,0,3.6,32.8
7,Jared Cook,OAK,TE,9,11,9,81.8,53,2,13,4.8,5.9,0,0,0,0,0,0,2.9,26.3
8,Erik Swoope,IND,TE,5,4,4,100,39,3,17,9.8,9.8,0,0,0,0,0,0,5.2,25.9
9,George Kittle,SF,TE,10,11,7,63.6,47,2,10,4.3,6.7,0,0,0,0,0,0,2.6,25.7
10,Jordan Thomas,HOU,TE,9,5,4,80,30,3,13,6,7.5,0,0,0,0,0,0,2.8,25
11,Cameron Brate,TB,TE,9,5,3,60,35,3,16,7,11.7,0,0,0,0,0,0,2.7,24.5
12,Michael Roberts,DET,TE,6,5,3,60,34,3,15,6.8,11.3,0,0,0,0,0,0,4.1,24.4
13,Greg Olsen,CAR,TE,6,3,3,100,29,3,17,9.7,9.7,0,0,0,0,0,0,4,23.9
14,Chris Herndon IV,NYJ,TE,8,4,4,100,58,2,17,14.5,14.5,0,0,0,0,1,0,2.7,21.8
15,Benjamin Watson,NO,TE,9,8,5,62.5,28,2,13,3.5,5.6,0,0,0,0,0,0,2.2,19.8
16,Jimmy Graham,GB,TE,9,8,4,50,35,2,15,4.4,8.8,0,0,0,0,0,0,2.2,19.5
17,Jeff Heuerman,DEN,TE,9,13,4,30.8,25,2,12,1.9,6.2,0,0,0,0,0,0,2.1,18.5
18,Evan Engram,NYG,TE,6,5,3,60,29,2,18,5.8,9.7,0,0,0,0,0,0,3,17.9
19,Kyle Rudolph,MIN,TE,9,7,3,42.9,23,2,11,3.3,7.7,0,0,0,0,0,0,1.9,17.3
20,Nick Vannett,SEA,TE,8,4,3,75,22,2,8,5.5,7.3,0,0,0,0,0,0,2.2,17.2
21,Demetrius Harris,KC,TE,9,2,2,100,30,2,17,15,15,0,0,0,0,0,0,1.9,17
22,Dallas Goedert,PHI,TE,9,5,3,60,19,2,13,3.8,6.3,0,0,0,0,0,0,1.9,16.9
23,Mark Andrews,BAL,TE,9,6,3,50,17,2,8,2.8,5.7,0,0,0,0,0,0,1.9,16.7
24,Jonnu Smith,TEN,TE,9,4,3,75,14,2,7,3.5,4.7,0,0,0,0,0,0,1.8,16.4
25,Will Dissly,SEA,TE,4,2,2,100,17,2,15,8.5,8.5,0,0,0,0,0,0,3.9,15.7
26,David Njoku,CLE,TE,10,3,2,66.7,16,2,15,5.3,8,0,0,0,0,0,0,1.6,15.6
27,Tyler Higbee,LAR,TE,10,5,2,40,13,2,10,2.6,6.5,0,0,0,0,0,0,1.5,15.3
28,CJ Uzomah,CIN,TE,9,3,2,66.7,5,2,4,1.7,2.5,0,0,0,0,0,0,1.6,14.5
29,Gerald Everett,LAR,TE,10,6,4,66.7,20,1,10,3.3,5,0,0,0,0,0,0,1.4,14
30,Rhett Ellison,NYG,TE,8,4,3,75,27,1,16,6.8,9,0,0,0,0,0,0,1.7,13.7
31,Jack Doyle,IND,TE,4,5,4,80,35,1,12,7,8.8,0,0,0,0,0,0,3.4,13.5
32,Virgil Green,LAC,TE,9,4,3,75,22,1,13,5.5,7.3,0,0,0,0,0,0,1.2,11.2
33,Logan Paulsen,ATL,TE,9,2,2,100,22,1,17,11,11,0,0,0,0,0,0,1.1,10.2
34,Antonio Gates,LAC,TE,9,5,1,20,5,1,5,1,5,0,0,0,0,0,0,1.1,9.5
34,Jesse James,PIT,TE,9,4,2,50,15,1,8,3.8,7.5,0,0,0,0,0,0,1.1,9.5
36,Vance McDonald,PIT,TE,8,3,2,66.7,12,1,12,4,6,0,0,0,0,1,0,1.2,9.2
37,AJ Derby,MIA,TE,4,2,1,50,19,1,19,9.5,19,0,0,0,0,0,0,2.2,8.9
38,Mo Alie-Cox,IND,TE,5,3,2,66.7,8,1,7,2.7,4,0,0,0,0,0,0,1.8,8.8
39,Tyler Eifert,CIN,TE,4,2,1,50,15,1,15,7.5,15,0,0,0,0,0,0,2.1,8.5
39,Lance Kendricks,GB,TE,9,2,2,100,5,1,4,2.5,2.5,0,0,0,0,0,0,0.9,8.5
41,Jordan Leggett,NYJ,TE,9,2,2,100,4,1,2,2,2,0,0,0,0,0,0,0.9,8.4
42,Ed Dickson,SEA,TE,3,2,1,50,12,1,12,6,12,0,0,0,0,0,0,2.7,8.2
42,Geoff Swaim,DAL,TE,8,3,2,66.7,2,1,1,0.7,1,0,0,0,0,0,0,1,8.2
44,Garrett Celek,SF,TE,10,2,1,50,11,1,11,5.5,11,0,0,0,0,0,0,0.8,8.1
45,Nick O'Leary,MIA,TE,4,1,1,100,5,1,5,5,5,0,0,0,0,0,0,1.9,7.5
46,Jordan Reed,WAS,TE,9,3,1,33.3,4,1,4,1.3,4,0,0,0,0,0,0,0.8,7.4
46,Austin Seferian-Jenkins,JAX,TE,5,2,1,50,4,1,4,2,4,0,0,0,0,0,0,1.5,7.4
48,Luke Stocker,TEN,TE,9,2,1,50,1,1,1,0.5,1,0,0,0,0,0,0,0.8,7.1
48,Josh Hill,NO,TE,9,1,1,100,1,1,1,1,1,0,0,0,0,0,0,0.8,7.1
50,Jason Croom,BUF,TE,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,6
51,Mike Gesicki,MIA,TE,10,4,3,75,21,0,11,5.2,7,0,0,0,0,0,0,0.5,5.1
52,Maxx Williams,BAL,TE,7,4,3,75,12,0,6,3,4,0,0,0,0,0,0,0.6,4.2
53,Ian Thomas,CAR,TE,9,3,2,66.7,15,0,8,5,7.5,0,0,0,0,0,0,0.4,3.5
54,Nick Boyle,BAL,TE,9,6,2,33.3,6,0,4,1,3,0,0,0,0,0,0,0.3,2.6
55,Ryan Griffin,HOU,TE,7,9,1,11.1,13,0,13,1.4,13,0,0,0,0,0,0,0.3,2.3
56,Anthony Firkser,TEN,TE,3,1,1,100,11,0,11,11,11,0,0,0,0,0,0,0.7,2.1
56,Jermaine Gresham,ARI,TE,7,1,1,100,11,0,11,11,11,0,0,0,0,0,0,0.3,2.1
58,Vernon Davis,WAS,TE,9,1,1,100,10,0,10,10,10,0,0,0,0,0,0,0.2,2
59,David Morgan,MIN,TE,8,1,1,100,9,0,9,9,9,0,0,0,0,0,0,0.2,1.9
60,Joshua Perkins,PHI,TE,9,1,1,100,8,0,8,8,8,0,0,0,0,0,0,0.2,1.8
60,Ross Dwelley,SF,TE,4,1,1,100,8,0,8,8,8,0,0,0,0,0,0,0.4,1.8
