Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Davante Adams,GB,WR,9,21,10,47.6,100,9,25,4.8,10,0,0,0,0,0,0,8.2,74
2,Michael Thomas,NO,WR,9,19,16,84.2,120,6,17,6.3,7.5,0,0,0,0,0,0,7.1,64
3,DeAndre Hopkins,HOU,WR,9,15,9,60,69,5,16,4.6,7.7,0,0,0,0,0,0,5.1,45.9
4,Tyreek Hill,KC,WR,10,11,9,81.8,45,5,14,4.1,5,0,0,0,0,0,0,4.4,43.5
5,Adam Thielen,MIN,WR,9,15,11,73.3,59,4,15,3.9,5.4,0,0,0,0,1,1,4.4,39.9
6,Tyler Boyd,CIN,WR,9,8,8,100,66,4,14,8.2,8.2,0,0,0,0,0,0,4.3,38.6
7,Brandin Cooks,LAR,WR,10,12,10,83.3,76,2,19,6.3,7.6,2,16,8,1,1,0,3.7,37.2
8,Alshon Jeffery,PHI,WR,6,10,6,60,56,4,16,5.6,9.3,0,0,0,0,0,0,5.9,35.6
9,AJ Green,CIN,WR,8,15,6,40,49,4,17,3.3,8.2,0,0,0,0,0,0,4.4,34.9
10,Calvin Ridley,ATL,WR,9,5,5,100,56,4,18,11.2,11.2,0,0,0,0,0,0,3.8,34.6
11,Chris Godwin,TB,WR,9,10,4,40,30,4,9,3,7.5,0,0,0,0,0,0,3.7,33
12,JuJu Smith-Schuster,PIT,WR,9,20,11,55,78,2,18,3.9,7.1,0,0,0,0,0,0,3.6,32.8
13,Cooper Kupp,LAR,WR,8,12,8,66.7,40,3,19,3.3,5,2,1,0.5,0,0,0,3.8,30.1
14,Sterling Shepard,NYG,WR,9,14,7,50,27,3,7,1.9,3.9,0,0,0,0,1,0,3.3,29.7
15,T.Y. Hilton,IND,WR,7,12,4,33.3,14,4,5,1.2,3.5,0,0,0,0,0,0,4.2,29.4
16,Sammy Watkins,KC,WR,9,10,5,50,61,3,16,6.1,12.2,2,1,0.5,0,0,0,3.2,29.2
17,Marvin Jones,DET,WR,9,11,5,45.5,50,3,19,4.5,10,0,0,0,0,0,0,3.1,28
18,Jordy Nelson,OAK,WR,9,5,4,80,35,3,19,7,8.8,0,0,0,0,0,0,3.1,27.5
19,Odell Beckham Jr,NYG,WR,9,17,5,29.4,45,3,20,2.6,9,1,-1,-1,0,0,0,3,27.4
20,Kendrick Bourne,SF,WR,10,7,6,85.7,23,3,8,3.3,3.8,0,0,0,0,0,0,2.6,26.3
21,Jaron Brown,SEA,WR,9,4,4,100,38,3,16,9.5,9.5,0,0,0,0,0,0,2.9,25.8
22,Jarvis Landry,CLE,WR,10,16,7,43.8,45,2,16,2.8,6.4,0,0,0,0,0,0,2.6,25.5
23,Julian Edelman,NE,WR,6,11,7,63.6,64,2,17,5.8,9.1,0,0,0,0,0,0,4.2,25.4
24,David Moore,SEA,WR,9,5,3,60,37,3,19,7.4,12.3,0,0,0,0,0,0,2.7,24.7
25,Antonio Brown,PIT,WR,9,13,4,30.8,19,3,9,1.5,4.8,0,0,0,0,0,0,2.7,23.9
26,Larry Fitzgerald,ARI,WR,9,9,5,55.6,40,2,16,4.4,8,0,0,0,0,0,0,2.6,23
26,Keenan Allen,LAC,WR,9,7,5,71.4,60,2,20,8.6,12,0,0,0,0,0,0,2.6,23
28,Demaryius Thomas,HOU,WR,9,8,7,87.5,37,2,11,4.6,5.3,0,0,0,0,0,0,2.5,22.7
29,Kenny Golladay,DET,WR,9,6,3,50,14,3,5,2.3,4.7,0,0,0,0,0,0,2.5,22.4
30,Devin Funchess,CAR,WR,9,9,6,66.7,42,2,18,4.7,7,0,0,0,0,0,0,2.5,22.2
31,Cole Beasley,DAL,WR,9,7,5,71.4,48,2,17,6.9,9.6,0,0,0,0,0,0,2.4,21.8
