Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Eric Ebron,IND,TE,11,18,10,55.6,112,9,20,6.2,11.2,2,1,0.5,1,0,0,7.4,81.3
2,Zach Ertz,PHI,TE,11,18,11,61.1,81,6,15,4.5,7.4,0,0,0,0,0,0,5,55.1
3,Travis Kelce,KC,TE,11,17,10,58.8,83,6,19,4.9,8.3,0,0,0,0,0,0,4.9,54.3
4,Trey Burton,CHI,TE,11,10,8,80,42,4,15,4.2,5.2,1,2,2,0,0,0,3.5,38.4
5,Jared Cook,OAK,TE,11,12,10,83.3,69,3,16,5.8,6.9,0,0,0,0,0,0,3.2,34.9
6,Cameron Brate,TB,TE,11,7,5,71.4,51,4,16,7.3,10.2,0,0,0,0,0,0,3.1,34.1
7,OJ Howard,TB,TE,10,8,5,62.5,50,4,18,6.2,10,0,0,0,0,0,0,3.4,34
8,Austin Hooper,ATL,TE,11,11,8,72.7,48,3,11,4.4,6,0,0,0,0,0,0,3,32.8
9,Greg Olsen,CAR,TE,8,6,5,83.3,35,4,17,5.8,7,0,0,0,0,0,0,4.1,32.5
10,Erik Swoope,IND,TE,5,4,4,100,39,3,17,9.8,9.8,0,0,0,0,0,0,5.2,25.9
11,George Kittle,SF,TE,11,11,7,63.6,47,2,10,4.3,6.7,0,0,0,0,0,0,2.3,25.7
12,Jordan Thomas,HOU,TE,11,5,4,80,30,3,13,6,7.5,0,0,0,0,0,0,2.3,25
13,Michael Roberts,DET,TE,7,7,3,42.9,34,3,15,4.9,11.3,0,0,0,0,0,0,3.5,24.4
14,David Njoku,CLE,TE,11,4,3,75,22,3,15,5.5,7.3,0,0,0,0,0,0,2.1,23.2
15,Jack Doyle,IND,TE,6,7,6,85.7,41,2,12,5.9,6.8,0,0,0,0,0,0,3.7,22.1
16,Chris Herndon IV,NYJ,TE,9,4,4,100,58,2,17,14.5,14.5,0,0,0,0,1,0,2.4,21.8
17,Gerald Everett,LAR,TE,11,8,5,62.5,27,2,10,3.4,5.4,0,0,0,0,0,0,2,21.7
18,Kyle Rudolph,MIN,TE,11,10,5,50,36,2,11,3.6,7.2,0,0,0,0,0,0,1.9,20.6
19,Nick Vannett,SEA,TE,10,5,4,80,39,2,17,7.8,9.8,0,0,0,0,0,0,2,19.9
20,Benjamin Watson,NO,TE,11,8,5,62.5,28,2,13,3.5,5.6,0,0,0,0,0,0,1.8,19.8
21,Jimmy Graham,GB,TE,11,8,4,50,35,2,15,4.4,8.8,0,0,0,0,0,0,1.8,19.5
22,Jeff Heuerman,DEN,TE,11,13,4,30.8,25,2,12,1.9,6.2,0,0,0,0,0,0,1.7,18.5
23,Evan Engram,NYG,TE,7,5,3,60,29,2,18,5.8,9.7,0,0,0,0,0,0,2.6,17.9
24,Vance McDonald,PIT,TE,10,5,3,60,23,2,12,4.6,7.7,0,0,0,0,1,0,1.7,17.3
