Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Davante Adams,GB,WR,11,24,12,50,121,10,25,5,10.1,0,0,0,0,0,0,7.6,84.1
2,Michael Thomas,NO,WR,11,19,16,84.2,120,6,17,6.3,7.5,0,0,0,0,0,0,5.8,64
3,DeAndre Hopkins,HOU,WR,11,17,10,58.8,85,6,16,5,8.5,0,0,0,0,0,0,5,54.5
4,Adam Thielen,MIN,WR,11,16,12,75,73,5,15,4.6,6.1,0,0,0,0,1,1,4.6,50.3
5,Tyreek Hill,KC,WR,11,11,9,81.8,45,5,14,4.1,5,0,0,0,0,0,0,4,43.5
6,Calvin Ridley,ATL,WR,11,7,6,85.7,58,5,18,8.3,9.7,0,0,0,0,1,1,3.7,40.8
6,Keenan Allen,LAC,WR,11,11,9,81.8,78,4,20,7.1,8.7,0,0,0,0,0,0,3.7,40.8
8,Larry Fitzgerald,ARI,WR,11,11,7,63.6,63,4,18,5.7,9,0,0,0,0,0,0,3.6,39.3
9,Demaryius Thomas,HOU,WR,11,10,9,90,59,4,12,5.9,6.6,0,0,0,0,0,0,3.5,38.9
10,Brandin Cooks,LAR,WR,11,13,11,84.6,82,2,19,6.3,7.5,2,16,8,1,1,0,3.5,38.8
11,Tyler Boyd,CIN,WR,11,8,8,100,66,4,14,8.2,8.2,0,0,0,0,0,0,3.5,38.6
12,T.Y. Hilton,IND,WR,9,13,5,38.5,28,5,14,2.2,5.6,0,0,0,0,0,0,4.2,37.8
13,Alshon Jeffery,PHI,WR,8,10,6,60,56,4,16,5.6,9.3,0,0,0,0,0,0,4.4,35.6
14,Odell Beckham Jr,NYG,WR,11,19,6,31.6,53,4,20,2.8,8.8,1,-1,-1,0,0,0,3.2,35.2
15,AJ Green,CIN,WR,8,15,6,40,49,4,17,3.3,8.2,0,0,0,0,0,0,4.4,34.9
16,JuJu Smith-Schuster,PIT,WR,11,23,12,52.2,78,2,18,3.4,6.5,0,0,0,0,0,0,3.1,33.8
17,Mike Williams,LAC,WR,11,8,5,62.5,44,4,20,5.5,8.8,1,3,3,0,0,0,3.1,33.7
18,Chris Godwin,TB,WR,11,10,4,40,30,4,9,3,7.5,0,0,0,0,0,0,3,33
19,Curtis Samuel,CAR,WR,8,3,3,100,38,3,19,12.7,12.7,1,14,14,1,0,0,4,32.2
20,Chris Conley,KC,WR,11,5,4,80,37,4,15,7.4,9.2,0,0,0,0,0,0,2.9,31.7
21,Kenny Golladay,DET,WR,11,10,4,40,33,4,19,3.3,8.2,0,0,0,0,0,0,2.8,31.3
22,Sterling Shepard,NYG,WR,11,15,8,53.3,32,3,7,2.1,4,0,0,0,0,1,0,2.8,31.2
23,Cooper Kupp,LAR,WR,8,12,8,66.7,40,3,19,3.3,5,2,1,0.5,0,0,0,3.8,30.1
24,Sammy Watkins,KC,WR,10,10,5,50,61,3,16,6.1,12.2,2,1,0.5,0,0,0,2.9,29.2
25,Stefon Diggs,MIN,WR,10,12,7,58.3,19,3,6,1.6,2.7,0,0,0,0,0,0,2.9,28.9
26,Kendrick Bourne,SF,WR,11,8,7,87.5,33,3,10,4.1,4.7,0,0,0,0,0,0,2.6,28.3
27,Josh Reynolds,LAR,WR,11,6,5,83.3,54,3,19,9,10.8,1,-2,-2,0,0,0,2.6,28.2
28,Marvin Jones,DET,WR,9,11,5,45.5,50,3,19,4.5,10,0,0,0,0,0,0,3.1,28
28,Julian Edelman,NE,WR,7,12,8,66.7,80,2,17,6.7,10,0,0,0,0,0,0,4,28
