Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Jimmy Graham,SEA,TE,8,HOU,4,3,75,28,2,18,7,9.3,0,0,0,0,0,0,17.8,17.8
2,Trey Burton,PHI,TE,14,LAR,2,2,100,31,2,20,15.5,15.5,0,0,0,0,0,0,17.1,17.1
3,Darren Fells,DET,TE,5,CAR,2,2,100,24,2,20,12,12,0,0,0,0,0,0,16.4,16.4
3,Jimmy Graham,SEA,TE,10,ARI,4,3,75,14,2,6,3.5,4.7,0,0,0,0,0,0,16.4,16.4
5,Marcedes Lewis,JAX,TE,3,BAL,3,2,66.7,21,2,17,7,10.5,0,0,0,0,0,0,16.1,16.1
6,Rob Gronkowski,NE,TE,12,MIA,2,2,100,20,2,15,10,10,0,0,0,0,0,0,16,16
7,Tyler Kroft,CIN,TE,4,CLE,2,2,100,19,2,16,9.5,9.5,0,0,0,0,0,0,15.9,15.9
8,Zach Ertz,PHI,TE,6,CAR,2,2,100,18,2,17,9,9,0,0,0,0,0,0,15.8,15.8
9,Jordan Reed,WAS,TE,7,PHI,2,2,100,17,2,12,8.5,8.5,0,0,0,0,0,0,15.7,15.7
10,Jesse James,PIT,TE,1,CLE,3,2,66.7,6,2,4,2,3,0,0,0,0,0,0,14.6,14.6
11,Jimmy Graham,SEA,TE,11,ATL,5,3,60,27,1,12,5.4,9,0,0,0,0,0,0,13.7,13.7
12,James O'Shaughnessy,JAX,TE,16,SF,4,3,75,29,1,11,7.2,9.7,0,0,0,0,0,0,11.9,11.9
13,Coby Fleener,NO,TE,1,MIN,3,3,100,25,1,10,8.3,8.3,0,0,0,0,0,0,11.5,11.5
14,Evan Engram,NYG,TE,2,DET,2,2,100,25,1,18,12.5,12.5,0,0,0,0,0,0,10.5,10.5
15,Rob Gronkowski,NE,TE,16,BUF,3,2,66.7,24,1,17,8,12,0,0,0,0,0,0,10.4,10.4
16,Jermaine Gresham,ARI,TE,10,SEA,3,2,66.7,22,1,14,7.3,11,0,0,0,0,0,0,10.2,10.2
17,George Kittle,SF,TE,5,IND,4,3,75,11,1,5,2.8,3.7,0,0,0,0,0,0,10.1,10.1
18,Kyle Rudolph,MIN,TE,1,NO,2,2,100,20,1,15,10,10,0,0,0,0,0,0,10,10
18,Travis Kelce,KC,TE,2,PHI,3,2,66.7,20,1,15,6.7,10,0,0,0,0,0,0,10,10
20,Zach Ertz,PHI,TE,5,ARI,3,2,66.7,18,1,11,6,9,0,0,0,0,0,0,9.8,9.8
21,Ryan Griffin,HOU,TE,3,NE,2,2,100,15,1,12,7.5,7.5,0,0,0,0,0,0,9.5,9.5
21,Trey Burton,PHI,TE,15,NYG,2,2,100,15,1,13,7.5,7.5,0,0,0,0,0,0,9.5,9.5
21,Austin Hooper,ATL,TE,10,DAL,2,2,100,15,1,14,7.5,7.5,0,0,0,0,0,0,9.5,9.5
