Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
15,Ed Dickson,CAR,TE,5,DET,5,5,100,175,0,64,35,35,0,0,0,0,0,0,25.5,25.5
16,Travis Kelce,KC,TE,13,NYJ,8,4,50,94,2,36,11.8,23.5,0,0,0,0,0,0,25.4,25.4
17,Rob Gronkowski,NE,TE,12,MIA,8,5,62.5,82,2,21,10.2,16.4,0,0,0,0,0,0,25.2,25.2
18,Tyler Kroft,CIN,TE,4,CLE,7,6,85.7,68,2,21,9.7,11.3,0,0,0,0,0,0,24.8,24.8
19,Trey Burton,PHI,TE,14,LAR,6,5,83.3,71,2,20,11.8,14.2,0,0,0,0,0,0,24.1,24.1
20,Austin Hooper,ATL,TE,1,CHI,2,2,100,128,1,88,64,64,0,0,0,0,0,0,23.8,23.8
21,Jared Cook,OAK,TE,9,MIA,9,8,88.9,126,0,35,14,15.8,0,0,0,0,0,0,23.6,23.6
22,Evan Engram,NYG,TE,13,OAK,8,7,87.5,99,1,29,12.4,14.1,0,0,0,0,0,0,22.9,22.9
22,Rob Gronkowski,NE,TE,3,HOU,10,8,80,89,1,22,8.9,11.1,0,0,0,0,1,0,22.9,22.9
24,Kyle Rudolph,MIN,TE,12,DET,4,4,100,63,2,34,15.8,15.8,0,0,0,0,0,0,22.3,22.3
25,Jesse James,PIT,TE,1,CLE,8,6,75,41,2,19,5.1,6.8,0,0,0,0,0,0,22.1,22.1
26,George Kittle,SF,TE,5,IND,9,7,77.8,83,1,27,9.2,11.9,0,0,0,0,0,0,21.3,21.3
27,Travis Kelce,KC,TE,11,NYG,14,8,57.1,109,0,32,7.8,13.6,0,0,0,0,0,0,20.9,20.9
28,Jimmy Graham,SEA,TE,11,ATL,11,7,63.6,58,1,12,5.3,8.3,0,0,0,0,0,0,20.8,20.8
29,Jimmy Graham,SEA,TE,10,ARI,9,6,66.7,27,2,6,3,4.5,0,0,0,0,0,0,20.7,20.7
30,Ricky Seals-Jones,ARI,TE,11,HOU,5,3,60,54,2,28,10.8,18,0,0,0,0,0,0,20.4,20.4
30,Julius Thomas,MIA,TE,9,OAK,8,6,75,84,1,27,10.5,14,0,0,0,0,0,0,20.4,20.4
32,Travis Kelce,KC,TE,9,DAL,9,7,77.8,73,1,22,8.1,10.4,0,0,0,0,0,0,20.3,20.3
33,Antonio Gates,LAC,TE,16,NYJ,8,6,75,81,1,27,10.1,13.5,0,0,0,0,0,0,20.1,20.1
34,Jimmy Graham,SEA,TE,8,HOU,5,4,80,39,2,18,7.8,9.8,0,0,0,0,0,0,19.9,19.9
34,Zach Ertz,PHI,TE,7,WAS,5,5,100,89,1,46,17.8,17.8,0,0,0,0,0,0,19.9,19.9
36,Jared Cook,OAK,TE,7,KC,7,6,85.7,107,0,28,15.3,17.8,0,0,0,0,0,0,19.7,19.7
36,Jesse James,PIT,TE,14,BAL,12,10,83.3,97,0,18,8.1,9.7,0,0,0,0,0,0,19.7,19.7
38,Cameron Brate,TB,TE,6,ARI,8,6,75,76,1,21,9.5,12.7,0,0,0,0,0,0,19.6,19.6
39,Eric Ebron,DET,TE,16,CIN,8,5,62.5,83,1,33,10.4,16.6,0,0,0,0,0,0,19.3,19.3
40,Evan Engram,NYG,TE,6,DEN,7,5,71.4,82,1,26,11.7,16.4,0,0,0,0,0,0,19.2,19.2
40,Charles Clay,BUF,TE,4,ATL,7,5,71.4,112,0,44,16,22.4,0,0,0,0,0,0,19.2,19.2
42,Stephen Anderson,HOU,TE,13,TEN,12,5,41.7,79,1,25,6.6,15.8,0,0,0,0,0,0,18.9,18.9
42,Jason Witten,DAL,TE,1,NYG,9,7,77.8,59,1,12,6.6,8.4,0,0,0,0,0,0,18.9,18.9
44,Hunter Henry,LAC,TE,12,DAL,5,5,100,76,1,27,15.2,15.2,0,0,0,0,0,0,18.6,18.6
45,Jared Cook,OAK,TE,14,KC,6,5,83.3,75,1,29,12.5,15,0,0,0,0,0,0,18.5,18.5
45,Zach Ertz,PHI,TE,3,NYG,10,8,80,55,1,12,5.5,6.9,0,0,0,0,1,1,18.5,18.5
47,Eric Ebron,DET,TE,14,TB,11,10,90.9,94,0,21,8.5,9.4,0,0,0,0,1,1,18.4,18.4
48,Zach Ertz,PHI,TE,5,ARI,12,6,50,61,1,14,5.1,10.2,0,0,0,0,0,0,18.1,18.1
48,Evan Engram,NYG,TE,15,PHI,13,8,61.5,87,0,28,6.7,10.9,1,14,14,0,0,0,18.1,18.1
50,Cameron Brate,TB,TE,4,NYG,6,4,66.7,80,1,35,13.3,20,0,0,0,0,0,0,18,18
50,Evan Engram,NYG,TE,7,SEA,12,6,50,60,1,25,5,10,0,0,0,0,0,0,18,18
52,Cameron Brate,TB,TE,13,GB,6,2,33.3,39,2,28,6.5,19.5,0,0,0,0,0,0,17.9,17.9
53,Cameron Brate,TB,TE,5,NE,9,5,55.6,68,1,18,7.6,13.6,0,0,0,0,0,0,17.8,17.8
53,Travis Kelce,KC,TE,5,HOU,11,8,72.7,98,0,26,8.9,12.2,0,0,0,0,0,0,17.8,17.8
55,Richard Rodgers,GB,TE,15,CAR,4,4,100,77,1,36,19.2,19.2,0,0,0,0,0,0,17.7,17.7
55,Rob Gronkowski,NE,TE,16,BUF,7,5,71.4,67,1,18,9.6,13.4,0,0,0,0,0,0,17.7,17.7
57,Zach Ertz,PHI,TE,15,NYG,9,6,66.7,56,1,17,6.2,9.3,0,0,0,0,0,0,17.6,17.6
57,Austin Seferian-Jenkins,NYJ,TE,6,NE,11,8,72.7,46,1,12,4.2,5.8,0,0,0,0,1,1,17.6,17.6
59,AJ Derby,DEN,TE,4,OAK,6,4,66.7,75,1,29,12.5,18.8,0,0,0,0,0,0,17.5,17.5
60,Benjamin Watson,BAL,TE,15,CLE,4,4,100,74,1,33,18.5,18.5,0,0,0,0,0,0,17.4,17.4
60,David Njoku,CLE,TE,13,LAC,6,4,66.7,74,1,33,12.3,18.5,0,0,0,0,0,0,17.4,17.4
60,Jermaine Gresham,ARI,TE,10,SEA,7,5,71.4,64,1,20,9.1,12.8,0,0,0,0,0,0,17.4,17.4
63,Delanie Walker,TEN,TE,13,HOU,5,5,100,63,1,24,12.6,12.6,0,0,0,0,0,0,17.3,17.3
63,Zach Ertz,PHI,TE,1,WAS,8,8,100,93,0,23,11.6,11.6,0,0,0,0,0,0,17.3,17.3
65,Ricky Seals-Jones,ARI,TE,12,JAX,6,4,66.7,72,1,29,12,18,0,0,0,0,0,0,17.2,17.2
66,Ryan Griffin,HOU,TE,3,NE,6,5,83.3,61,1,35,10.2,12.2,0,0,0,0,0,0,17.1,17.1
66,Benjamin Watson,BAL,TE,2,CLE,8,8,100,91,0,23,11.4,11.4,0,0,0,0,0,0,17.1,17.1
66,Zach Ertz,PHI,TE,16,OAK,14,9,64.3,81,0,25,5.8,9,0,0,0,0,0,0,17.1,17.1
69,Evan Engram,NYG,TE,9,LAR,10,4,40,70,1,26,7,17.5,0,0,0,0,0,0,17,17
69,Jack Doyle,IND,TE,6,TEN,11,7,63.6,50,1,11,4.5,7.1,0,0,0,0,1,1,17,17
71,Austin Hooper,ATL,TE,10,DAL,6,6,100,49,1,14,8.2,8.2,0,0,0,0,0,0,16.9,16.9
72,Vernon Davis,WAS,TE,3,OAK,5,5,100,58,1,26,11.6,11.6,0,0,0,0,0,0,16.8,16.8
73,Garrett Celek,SF,TE,10,NYG,6,4,66.7,67,1,47,11.2,16.8,0,0,0,0,0,0,16.7,16.7
73,Rob Gronkowski,NE,TE,8,LAC,9,5,55.6,57,1,26,6.3,11.4,0,0,0,0,0,0,16.7,16.7
75,Kyle Rudolph,MIN,TE,5,CHI,9,6,66.7,45,1,13,5,7.5,0,0,0,0,0,0,16.5,16.5
76,Darren Fells,DET,TE,5,CAR,2,2,100,24,2,20,12,12,0,0,0,0,0,0,16.4,16.4
76,Coby Fleener,NO,TE,1,MIN,6,5,83.3,54,1,24,9,10.8,0,0,0,0,0,0,16.4,16.4
76,Jack Doyle,IND,TE,12,TEN,8,7,87.5,94,0,26,11.8,13.4,0,0,0,0,0,0,16.4,16.4
79,Delanie Walker,TEN,TE,12,IND,5,4,80,63,1,37,12.6,15.8,0,0,0,0,0,0,16.3,16.3
80,Delanie Walker,TEN,TE,2,JAX,4,4,100,61,0,19,15.2,15.2,1,1,1,1,0,0,16.2,16.2
81,Charles Clay,BUF,TE,3,DEN,6,6,100,39,1,10,6.5,6.5,0,0,0,0,0,0,15.9,15.9
81,Jack Doyle,IND,TE,2,ARI,8,8,100,79,0,15,9.9,9.9,0,0,0,0,0,0,15.9,15.9
83,Zach Ertz,PHI,TE,6,CAR,5,2,40,18,2,17,3.6,9,0,0,0,0,0,0,15.8,15.8
84,Jimmy Graham,SEA,TE,5,LAR,8,6,75,37,1,9,4.6,6.2,0,0,0,0,0,0,15.7,15.7
85,Jason Witten,DAL,TE,7,SF,4,4,100,54,1,18,13.5,13.5,0,0,0,0,0,0,15.4,15.4
86,Garrett Celek,SF,TE,15,TEN,3,3,100,63,1,41,21,21,0,0,0,0,0,0,15.3,15.3
86,Charles Clay,BUF,TE,1,NYJ,9,4,44.4,53,1,35,5.9,13.2,0,0,0,0,0,0,15.3,15.3
88,Eric Ebron,DET,TE,2,NYG,5,5,100,42,1,17,8.4,8.4,0,0,0,0,0,0,15.2,15.2
88,Delanie Walker,TEN,TE,11,PIT,9,6,66.7,92,0,42,10.2,15.3,0,0,0,0,0,0,15.2,15.2
90,Evan Engram,NYG,TE,10,SF,9,6,66.7,31,1,9,3.4,5.2,0,0,0,0,0,0,15.1,15.1
90,Hunter Henry,LAC,TE,13,CLE,9,7,77.8,81,0,25,9,11.6,0,0,0,0,0,0,15.1,15.1
92,Hunter Henry,LAC,TE,14,WAS,6,4,66.7,50,1,20,8.3,12.5,0,0,0,0,0,0,15,15
92,Hunter Henry,LAC,TE,2,MIA,7,7,100,80,0,17,11.4,11.4,0,0,0,0,0,0,15,15
94,Evan Engram,NYG,TE,2,DET,7,4,57.1,49,1,18,7,12.2,0,0,0,0,0,0,14.9,14.9
94,James O'Shaughnessy,JAX,TE,16,SF,6,5,83.3,39,1,11,6.5,7.8,0,0,0,0,0,0,14.9,14.9
94,Austin Seferian-Jenkins,NYJ,TE,5,CLE,8,6,75,29,1,9,3.6,4.8,0,0,0,0,0,0,14.9,14.9
97,Garrett Celek,SF,TE,14,HOU,4,2,50,67,1,61,16.8,33.5,0,0,0,0,0,0,14.7,14.7
97,Austin Hooper,ATL,TE,8,NYJ,6,4,66.7,47,1,21,7.8,11.8,0,0,0,0,0,0,14.7,14.7
97,Travis Kelce,KC,TE,16,MIA,8,4,50,47,1,18,5.9,11.8,0,0,0,0,0,0,14.7,14.7
97,Zach Ertz,PHI,TE,2,KC,10,5,50,97,0,53,9.7,19.4,0,0,0,0,0,0,14.7,14.7
97,Kyle Rudolph,MIN,TE,8,CLE,7,6,85.7,27,1,6,3.9,4.5,0,0,0,0,0,0,14.7,14.7
102,Delanie Walker,TEN,TE,1,OAK,9,7,77.8,76,0,23,8.4,10.9,0,0,0,0,0,0,14.6,14.6
102,Vernon Davis,WAS,TE,10,MIN,11,7,63.6,76,0,16,6.9,10.9,0,0,0,0,0,0,14.6,14.6
104,Adam Shaheen,CHI,TE,14,CIN,5,4,80,44,1,18,8.8,11,0,0,0,0,0,0,14.4,14.4
104,OJ Howard,TB,TE,14,DET,6,4,66.7,54,1,21,9,13.5,0,0,0,0,1,1,14.4,14.4
104,Travis Kelce,KC,TE,14,OAK,13,7,53.8,74,0,20,5.7,10.6,0,0,0,0,0,0,14.4,14.4
107,OJ Howard,TB,TE,4,NYG,4,2,50,63,1,58,15.8,31.5,0,0,0,0,0,0,14.3,14.3
107,Luke Willson,SEA,TE,3,TEN,4,3,75,53,1,27,13.2,17.7,0,0,0,0,0,0,14.3,14.3
107,Jared Cook,OAK,TE,3,WAS,6,4,66.7,43,1,21,7.2,10.8,0,0,0,0,0,0,14.3,14.3
107,Eric Ebron,DET,TE,15,CHI,7,5,71.4,33,1,19,4.7,6.6,0,0,0,0,0,0,14.3,14.3
107,Jack Doyle,IND,TE,9,HOU,9,8,88.9,63,0,11,7,7.9,0,0,0,0,0,0,14.3,14.3
112,OJ Howard,TB,TE,11,MIA,4,3,75,52,1,24,13,17.3,0,0,0,0,0,0,14.2,14.2
112,Jimmy Graham,SEA,TE,3,TEN,11,7,63.6,72,0,26,6.5,10.3,0,0,0,0,0,0,14.2,14.2
114,Jimmy Graham,SEA,TE,7,NYG,6,3,50,51,1,29,8.5,17,0,0,0,0,0,0,14.1,14.1
114,Adam Shaheen,CHI,TE,11,DET,4,4,100,41,1,22,10.2,10.2,0,0,0,0,0,0,14.1,14.1
114,Coby Fleener,NO,TE,11,WAS,5,5,100,91,0,29,18.2,18.2,0,0,0,0,0,0,14.1,14.1
117,Hunter Henry,LAC,TE,6,OAK,7,5,71.4,90,0,34,12.9,18,0,0,0,0,0,0,14,14
118,David Njoku,CLE,TE,5,NYJ,3,3,100,48,1,21,16,16,1,1,1,0,0,0,13.9,13.9
119,Tyler Higbee,LAR,TE,5,SEA,8,4,50,98,0,35,12.2,24.5,0,0,0,0,0,0,13.8,13.8
120,Delanie Walker,TEN,TE,15,SF,10,5,50,37,1,13,3.7,7.4,0,0,0,0,1,1,13.7,13.7
121,Kyle Rudolph,MIN,TE,13,ATL,5,4,80,36,1,16,7.2,9,0,0,0,0,0,0,13.6,13.6
122,Zach Ertz,PHI,TE,8,SF,6,4,66.7,34,1,14,5.7,8.5,0,0,0,0,0,0,13.4,13.4
123,Travis Kelce,KC,TE,7,OAK,5,4,80,33,1,10,6.6,8.2,0,0,0,0,0,0,13.3,13.3
123,Cameron Brate,TB,TE,3,MIN,4,4,100,33,1,18,8.2,8.2,0,0,0,0,0,0,13.3,13.3
125,Lance Kendricks,GB,TE,3,CIN,3,2,66.7,52,1,51,17.3,26,0,0,0,0,0,0,13.2,13.2
125,Hunter Henry,LAC,TE,5,NYG,8,3,37.5,42,1,25,5.2,14,0,0,0,0,0,0,13.2,13.2
125,George Kittle,SF,TE,16,JAX,3,3,100,42,1,21,14,14,0,0,0,0,0,0,13.2,13.2
125,Vernon Davis,WAS,TE,9,SEA,9,6,66.7,72,0,23,8,12,0,0,0,0,0,0,13.2,13.2
129,Kyle Rudolph,MIN,TE,14,CAR,5,3,60,41,1,18,8.2,13.7,0,0,0,0,0,0,13.1,13.1
129,Jesse James,PIT,TE,11,TEN,8,5,62.5,21,1,11,2.6,4.2,0,0,0,0,0,0,13.1,13.1
129,Zach Ertz,PHI,TE,4,LAC,8,5,62.5,81,0,38,10.1,16.2,0,0,0,0,0,0,13.1,13.1
129,Jason Witten,DAL,TE,5,GB,10,8,80,61,0,14,6.1,7.6,0,0,0,0,1,1,13.1,13.1
133,Zach Miller,CHI,TE,5,MIN,7,3,42.9,39,1,20,5.6,13,0,0,0,0,0,0,12.9,12.9
133,Jason Witten,DAL,TE,10,ATL,7,7,100,59,0,21,8.4,8.4,0,0,0,0,0,0,12.9,12.9
135,Austin Seferian-Jenkins,NYJ,TE,10,TB,9,6,66.7,67,0,28,7.4,11.2,0,0,0,0,0,0,12.7,12.7
136,Gerald Everett,LAR,TE,2,WAS,3,3,100,95,0,69,31.7,31.7,0,0,0,0,0,0,12.5,12.5
137,Jeff Heuerman,DEN,TE,15,IND,1,1,100,54,1,54,54,54,0,0,0,0,0,0,12.4,12.4
137,Jimmy Graham,SEA,TE,12,SF,6,3,50,34,1,25,5.7,11.3,0,0,0,0,0,0,12.4,12.4
139,Coby Fleener,NO,TE,2,NE,4,3,75,33,1,20,8.2,11,0,0,0,0,0,0,12.3,12.3
139,Ed Dickson,CAR,TE,10,MIA,5,3,60,33,1,20,6.6,11,0,0,0,0,0,0,12.3,12.3
139,Tyler Kroft,CIN,TE,7,PIT,4,4,100,23,1,10,5.8,5.8,0,0,0,0,0,0,12.3,12.3
139,Delanie Walker,TEN,TE,10,CIN,9,6,66.7,63,0,20,7,10.5,0,0,0,0,0,0,12.3,12.3
139,Delanie Walker,TEN,TE,7,CLE,10,7,70,63,0,16,6.3,9,0,0,0,0,1,1,12.3,12.3
144,Dion Sims,CHI,TE,6,BAL,4,2,50,42,1,27,10.5,21,0,0,0,0,0,0,12.2,12.2
144,Vernon Davis,WAS,TE,16,DEN,3,2,66.7,42,1,31,14,21,0,0,0,0,0,0,12.2,12.2
144,Evan Engram,NYG,TE,4,TB,11,6,54.5,62,0,21,5.6,10.3,0,0,0,0,0,0,12.2,12.2
147,Trey Burton,PHI,TE,9,DEN,4,2,50,41,1,27,10.2,20.5,0,0,0,0,0,0,12.1,12.1
147,Delanie Walker,TEN,TE,9,BAL,5,5,100,71,0,25,14.2,14.2,0,0,0,0,0,0,12.1,12.1
149,Rhett Ellison,NYG,TE,14,DAL,5,4,80,20,1,8,4,5,0,0,0,0,0,0,12,12
149,Rob Gronkowski,NE,TE,4,CAR,5,4,80,80,0,43,16,20,0,0,0,0,0,0,12,12
149,Cameron Brate,TB,TE,7,BUF,9,6,66.7,60,0,14,6.7,10,0,0,0,0,1,0,12,12
152,Eric Ebron,DET,TE,10,CLE,3,2,66.7,39,1,29,13,19.5,0,0,0,0,0,0,11.9,11.9
153,Charles Clay,BUF,TE,15,MIA,9,5,55.6,68,0,29,7.6,13.6,0,0,0,0,0,0,11.8,11.8
153,Austin Hooper,ATL,TE,6,MIA,9,7,77.8,48,0,11,5.3,6.9,0,0,0,0,0,0,11.8,11.8
155,David Njoku,CLE,TE,2,BAL,4,3,75,27,1,23,6.8,9,0,0,0,0,0,0,11.7,11.7
155,Jack Doyle,IND,TE,15,DEN,8,7,87.5,47,0,15,5.9,6.7,0,0,0,0,0,0,11.7,11.7
157,Kyle Rudolph,MIN,TE,1,NO,3,3,100,26,1,15,8.7,8.7,0,0,0,0,0,0,11.6,11.6
157,Jimmy Graham,SEA,TE,13,PHI,4,3,75,26,1,11,6.5,8.7,0,0,0,0,0,0,11.6,11.6
157,AJ Derby,DEN,TE,7,LAC,7,6,85.7,66,0,23,9.4,11,0,0,0,0,1,1,11.6,11.6
160,Anthony Fasano,MIA,TE,7,NYJ,4,3,75,25,1,22,6.2,8.3,0,0,0,0,1,0,11.5,11.5
161,Benjamin Watson,BAL,TE,13,DET,5,3,60,24,1,18,4.8,8,0,0,0,0,0,0,11.4,11.4
161,Rob Gronkowski,NE,TE,10,DEN,7,4,57.1,74,0,26,10.6,18.5,0,0,0,0,0,0,11.4,11.4
161,Jason Witten,DAL,TE,12,LAC,7,7,100,44,0,8,6.3,6.3,0,0,0,0,0,0,11.4,11.4
164,Hunter Henry,LAC,TE,7,DEN,5,4,80,73,0,34,14.6,18.2,0,0,0,0,0,0,11.3,11.3
165,Levine Toilolo,ATL,TE,11,SEA,2,2,100,31,1,25,15.5,15.5,0,0,0,0,0,0,11.1,11.1
165,Austin Seferian-Jenkins,NYJ,TE,7,MIA,5,3,60,21,1,10,4.2,7,0,0,0,0,0,0,11.1,11.1
165,Benjamin Watson,BAL,TE,9,TEN,10,7,70,41,0,16,4.1,5.9,0,0,0,0,0,0,11.1,11.1
168,Jonnu Smith,TEN,TE,2,JAX,3,2,66.7,30,1,32,10,15,0,0,0,0,0,0,11,11
168,Julius Thomas,MIA,TE,13,DEN,3,3,100,20,1,9,6.7,6.7,0,0,0,0,0,0,11,11
170,Marcedes Lewis,JAX,TE,7,IND,3,2,66.7,29,1,24,9.7,14.5,0,0,0,0,0,0,10.9,10.9
170,Nick Vannett,SEA,TE,12,SF,4,2,50,29,1,17,7.2,14.5,0,0,0,0,0,0,10.9,10.9
170,Vernon Davis,WAS,TE,4,KC,3,2,66.7,89,0,69,29.7,44.5,0,0,0,0,0,0,10.9,10.9
170,Jimmy Graham,SEA,TE,9,WAS,8,5,62.5,59,0,21,7.4,11.8,0,0,0,0,0,0,10.9,10.9
174,Kyle Rudolph,MIN,TE,11,LAR,7,5,71.4,58,0,28,8.3,11.6,0,0,0,0,0,0,10.8,10.8
174,Jordan Reed,WAS,TE,2,LAR,6,6,100,48,0,16,8,8,0,0,0,0,1,0,10.8,10.8
176,Michael Hoomanawanui,NO,TE,6,DET,3,2,66.7,27,1,25,9,13.5,0,0,0,0,0,0,10.7,10.7
176,Vernon Davis,WAS,TE,7,PHI,4,4,100,67,0,31,16.8,16.8,0,0,0,0,0,0,10.7,10.7
178,Darren Fells,DET,TE,6,NO,4,2,50,26,1,22,6.5,13,0,0,0,0,0,0,10.6,10.6
178,Marcedes Lewis,JAX,TE,11,CLE,2,2,100,26,1,16,13,13,0,0,0,0,0,0,10.6,10.6
178,Vernon Davis,WAS,TE,14,LAC,7,2,28.6,26,1,23,3.7,13,0,0,0,0,0,0,10.6,10.6
178,Marcedes Lewis,JAX,TE,13,IND,5,4,80,46,0,16,9.2,11.5,0,0,0,0,0,0,10.6,10.6
178,Jared Cook,OAK,TE,1,TEN,5,5,100,56,0,22,11.2,11.2,0,0,0,0,0,0,10.6,10.6
178,Travis Kelce,KC,TE,15,LAC,7,6,85.7,46,0,21,6.6,7.7,0,0,0,0,0,0,10.6,10.6
184,Zach Miller,CHI,TE,6,BAL,3,2,66.7,25,1,21,8.3,12.5,0,0,0,0,0,0,10.5,10.5
185,Jeff Heuerman,DEN,TE,6,NYG,2,2,100,24,1,13,12,12,0,0,0,0,0,0,10.4,10.4
185,Tyler Kroft,CIN,TE,12,CLE,4,3,75,14,1,8,3.5,4.7,0,0,0,0,0,0,10.4,10.4
185,Cameron Brate,TB,TE,8,CAR,5,4,80,64,0,23,12.8,16,0,0,0,0,0,0,10.4,10.4
185,Nick O'Leary,BUF,TE,5,CIN,6,5,83.3,54,0,19,9,10.8,0,0,0,0,0,0,10.4,10.4
185,Jack Doyle,IND,TE,7,JAX,7,6,85.7,44,0,12,6.3,7.3,0,0,0,0,0,0,10.4,10.4
190,Jermaine Gresham,ARI,TE,9,SF,3,2,66.7,23,1,12,7.7,11.5,0,0,0,0,0,0,10.3,10.3
191,Benjamin Watson,BAL,TE,3,JAX,3,3,100,12,1,6,4,4,0,0,0,0,0,0,10.2,10.2
191,Ryan Griffin,HOU,TE,6,CLE,8,3,37.5,52,0,21,6.5,17.3,0,0,0,0,0,0,10.2,10.2
191,Julius Thomas,MIA,TE,12,NE,6,5,83.3,52,0,17,8.7,10.4,0,0,0,0,0,0,10.2,10.2
191,Zach Miller,CHI,TE,2,TB,9,6,66.7,42,0,12,4.7,7,0,0,0,0,0,0,10.2,10.2
195,AJ Derby,DEN,TE,8,KC,4,2,50,21,1,11,5.2,10.5,0,0,0,0,0,0,10.1,10.1
195,Jimmy Graham,SEA,TE,4,IND,6,4,66.7,61,0,33,10.2,15.2,0,0,0,0,0,0,10.1,10.1
197,OJ Howard,TB,TE,15,ATL,1,1,100,30,1,30,30,30,0,0,0,0,0,0,10,10
197,Troy Niklas,ARI,TE,6,TB,2,2,100,20,1,14,10,10,0,0,0,0,0,0,10,10
197,Charles Clay,BUF,TE,12,KC,4,4,100,60,0,33,15,15,0,0,0,0,0,0,10,10
197,Rhett Ellison,NYG,TE,16,ARI,7,4,57.1,60,0,27,8.6,15,0,0,0,0,0,0,10,10
197,Seth DeValve,CLE,TE,10,DET,6,4,66.7,70,0,35,11.7,17.5,0,0,0,0,1,1,10,10
197,Austin Hooper,ATL,TE,4,BUF,7,5,71.4,50,0,18,7.1,10,0,0,0,0,0,0,10,10
203,Tyler Kroft,CIN,TE,9,JAX,2,2,100,79,0,59,39.5,39.5,0,0,0,0,0,0,9.9,9.9
203,Martellus Bennett,GB,TE,4,CHI,7,6,85.7,39,0,26,5.6,6.5,0,0,0,0,0,0,9.9,9.9
205,James Hanna,DAL,TE,4,LAR,1,1,100,28,1,28,28,28,0,0,0,0,0,0,9.8,9.8
206,Kyle Rudolph,MIN,TE,15,CIN,2,2,100,17,1,16,8.5,8.5,0,0,0,0,0,0,9.7,9.7
206,Vernon Davis,WAS,TE,11,NO,6,3,50,67,0,36,11.2,22.3,0,0,0,0,0,0,9.7,9.7
206,Clive Walford,OAK,TE,13,NYG,4,4,100,57,0,26,14.2,14.2,0,0,0,0,0,0,9.7,9.7
206,Jared Cook,OAK,TE,8,BUF,5,4,80,57,0,17,11.4,14.2,0,0,0,0,0,0,9.7,9.7
206,Martellus Bennett,GB,TE,2,ATL,11,5,45.5,47,0,18,4.3,9.4,0,0,0,0,0,0,9.7,9.7
206,Jermaine Gresham,ARI,TE,3,DAL,9,5,55.6,47,0,20,5.2,9.4,0,0,0,0,0,0,9.7,9.7
206,Kyle Rudolph,MIN,TE,6,GB,9,5,55.6,47,0,16,5.2,9.4,0,0,0,0,0,0,9.7,9.7
213,Luke Willson,SEA,TE,15,LAR,2,1,50,26,1,26,13,26,0,0,0,0,0,0,9.6,9.6
213,Phillip Supernaw,TEN,TE,5,MIA,2,2,100,16,1,11,8,8,0,0,0,0,0,0,9.6,9.6
213,Trey Burton,PHI,TE,5,ARI,2,2,100,16,1,15,8,8,0,0,0,0,0,0,9.6,9.6
213,Vance McDonald,PIT,TE,10,IND,2,2,100,16,1,9,8,8,0,0,0,0,0,0,9.6,9.6
213,Hunter Henry,LAC,TE,4,PHI,3,2,66.7,16,1,12,5.3,8,0,0,0,0,0,0,9.6,9.6
