Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Travis Kelce,KC,TE,8,DEN,10,6,60,79,1,18,7.9,13.2,0,0,0,0,0,0,19.9,19.9
2,Jack Doyle,IND,TE,8,OAK,7,6,85.7,70,1,17,10,11.7,0,0,0,0,0,0,19,19
3,Jordan Thomas,HOU,TE,8,MIA,4,4,100,29,2,13,7.2,7.2,0,0,0,0,0,0,18.9,18.9
4,Jared Cook,OAK,TE,8,IND,5,4,80,74,1,30,14.8,18.5,0,0,0,0,0,0,17.4,17.4
5,OJ Howard,TB,TE,8,CIN,4,4,100,68,1,20,17,17,0,0,0,0,0,0,16.8,16.8
6,Greg Olsen,CAR,TE,8,BAL,4,4,100,56,1,17,14,14,0,0,0,0,0,0,15.6,15.6
7,Evan Engram,NYG,TE,8,WAS,9,5,55.6,25,1,11,2.8,5,0,0,0,0,0,0,13.5,13.5
8,Ed Dickson,SEA,TE,8,DET,2,2,100,54,1,42,27,27,0,0,0,0,0,0,13.4,13.4
9,Eric Ebron,IND,TE,8,OAK,3,3,100,37,1,20,12.3,12.3,0,0,0,0,0,0,12.7,12.7
10,Zach Ertz,PHI,TE,8,JAX,6,4,66.7,26,1,15,4.3,6.5,0,0,0,0,0,0,12.6,12.6
11,Hayden Hurst,BAL,TE,8,CAR,3,2,66.7,29,1,26,9.7,14.5,0,0,0,0,0,0,10.9,10.9
12,Seth DeValve,CLE,TE,8,PIT,2,2,100,28,1,24,14,14,0,0,0,0,0,0,10.8,10.8
12,Jordan Reed,WAS,TE,8,NYG,12,7,58.3,38,0,7,3.2,5.4,0,0,0,0,0,0,10.8,10.8
14,George Kittle,SF,TE,8,ARI,8,5,62.5,57,0,20,7.1,11.4,0,0,0,0,0,0,10.7,10.7
15,Dallas Goedert,PHI,TE,8,JAX,1,1,100,32,1,32,32,32,0,0,0,0,0,0,10.2,10.2
16,Mo Alie-Cox,IND,TE,8,OAK,1,1,100,26,1,26,26,26,0,0,0,0,0,0,9.6,9.6
17,Chris Herndon IV,NYJ,TE,8,CHI,2,1,50,16,1,16,8,16,0,0,0,0,0,0,8.6,8.6
18,Kyle Rudolph,MIN,TE,8,NO,7,4,57.1,39,0,25,5.6,9.8,0,0,0,0,0,0,7.9,7.9
19,Vance McDonald,PIT,TE,8,CLE,3,3,100,47,0,22,15.7,15.7,0,0,0,0,0,0,7.7,7.7
20,Jeff Heuerman,DEN,TE,8,KC,5,1,20,4,1,4,0.8,4,0,0,0,0,0,0,7.4,7.4
21,Rob Gronkowski,NE,TE,8,BUF,8,3,37.5,43,0,22,5.4,14.3,0,0,0,0,0,0,7.3,7.3
22,Mark Andrews,BAL,TE,8,CAR,5,4,80,31,0,10,6.2,7.8,0,0,0,0,0,0,7.1,7.1
23,Matt LaCosse,DEN,TE,8,KC,5,4,80,29,0,8,5.8,7.2,0,0,0,0,0,0,6.9,6.9
24,David Grinnage,JAX,TE,8,PHI,5,3,60,37,0,24,7.4,12.3,0,0,0,0,0,0,6.7,6.7
25,Charles Clay,BUF,TE,8,NE,6,3,50,36,0,21,6,12,0,0,0,0,0,0,6.6,6.6
26,Mike Gesicki,MIA,TE,8,HOU,5,4,80,14,0,10,2.8,3.5,0,0,0,0,0,0,5.4,5.4
27,Luke Willson,DET,TE,8,SEA,4,3,75,21,0,9,5.2,7,0,0,0,0,0,0,5.1,5.1
28,Trey Burton,CHI,TE,8,NYJ,4,3,75,18,0,18,4.5,6,0,0,0,0,0,0,4.8,4.8
29,Jordan Franks,CIN,TE,8,TB,1,1,100,32,0,32,32,32,0,0,0,0,0,0,4.2,4.2
29,Jermaine Gresham,ARI,TE,8,SF,3,3,100,22,0,13,7.3,7.3,0,0,0,0,1,1,4.2,4.2
31,Gerald Everett,LAR,TE,8,GB,2,1,50,22,0,22,11,22,0,0,0,0,0,0,3.2,3.2
