Rank,Name,Team,Position,Week,Opponent,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
87,Corey Davis,TEN,WR,4,PHI,60,84.5,0,25,15,25,34.1,56.8
87,Jaron Brown,SEA,WR,9,LAC,19,23.5,0,10.5,5.3,10.5,8,42.1
89,Calvin Ridley,ATL,WR,2,CAR,35,55.6,2.9,14.3,14.3,17.1,16.7,47.7
90,Albert Wilson,MIA,WR,2,NYJ,29,48.3,6.9,17.2,17.2,24.1,13.5,46.6
91,AJ Green,CIN,WR,2,BAL,69,90.8,0,13,7.2,13,29.9,43.3
91,Michael Thomas,NO,WR,1,TB,61,95.3,0,27.9,26.2,27.9,42,68.9
93,Brandin Cooks,LAR,WR,4,MIN,52,94.5,1.9,15.4,15.4,17.3,28.6,55
94,Keenan Allen,LAC,WR,9,SEA,43,84.3,4.7,23.3,18.6,27.9,24.2,56.3
95,Demaryius Thomas,DEN,WR,5,NYJ,47,61,0,12.8,10.6,12.8,24.5,52.1
96,Ryan Switzer,PIT,WR,6,CIN,2,2.7,0,50,50,50,1.7,85
97,David Moore,SEA,WR,8,DET,45,71.4,0,8.9,8.9,8.9,19.7,43.8
98,Equanimeous St. Brown,GB,WR,8,LAR,9,17.3,0,22.2,22.2,22.2,5.1,56.7
99,DeAndre Hopkins,HOU,WR,8,MIA,59,96.7,0,11.9,10.2,11.9,26.2,44.4
100,Mike Evans,TB,WR,8,CIN,70,79.5,0,18.6,8.6,18.6,32.9,47
101,Seth Roberts,OAK,WR,8,IND,30,60,0,13.3,6.7,13.3,12.2,40.7
102,Marquez Valdes-Scantling,GB,WR,8,LAR,31,59.6,0,16.1,6.5,16.1,12.5,40.3
103,Mike Evans,TB,WR,3,PIT,59,79.7,0,18.6,10.2,18.6,28.7,48.6
104,Josh Gordon,NE,WR,9,GB,57,80.3,0,15.8,8.8,15.8,27,47.4
104,Marvin Hall,ATL,WR,2,CAR,9,14.3,0,11.1,11.1,11.1,4,44.4
104,Bruce Ellington,HOU,WR,3,NYG,3,4.4,0,33.3,33.3,33.3,2,66.7
107,Davante Adams,GB,WR,8,LAR,40,76.9,0,17.5,12.5,17.5,21.3,53.2
108,Odell Beckham Jr,NYG,WR,7,ATL,61,95.3,1.6,18,14.8,19.7,31.2,51.1
109,Alshon Jeffery,PHI,WR,6,NYG,59,83.1,0,20.3,13.6,20.3,27.4,46.4
109,Julio Jones,ATL,WR,9,WAS,55,80.9,0,18.2,12.7,18.2,28.1,51.1
109,Marcus Johnson,IND,WR,6,NYJ,34,49.3,0,8.8,5.9,8.8,13.2,38.8
112,Tyler Boyd,CIN,WR,8,TB,60,92.3,1.7,16.7,16.7,18.3,31.6,52.7
113,Michael Thomas,NO,WR,2,CLE,58,87.9,0,22.4,20.7,22.4,31.9,55
114,TJ Jones,DET,WR,7,MIA,8,12.5,0,12.5,12.5,12.5,3.6,45
115,Kenny Golladay,DET,WR,5,GB,49,79,0,18.4,8.2,18.4,19.8,40.4
116,Mohamed Sanu,ATL,WR,6,TB,33,49.3,0,6.1,6.1,6.1,12.6,38.2
117,Robert Woods,LAR,WR,3,LAC,74,96.1,4.1,14.9,17.6,18.9,36.7,49.6
117,Julio Jones,ATL,WR,4,CIN,54,77.1,0,22.2,16.7,22.2,29.3,54.3
117,Kevin White,CHI,WR,7,NE,20,24.4,0,10,10,10,8.4,42
120,Tyler Boyd,CIN,WR,6,PIT,57,93.4,0,15.8,12.3,15.8,25.2,44.2
121,Dan Arnold,NO,WR,7,BAL,11,15.5,0,27.3,18.2,27.3,5.5,50
122,Julio Jones,ATL,WR,1,PHI,57,81.4,1.8,33.3,19.3,35.1,31,54.4
123,Will Fuller,HOU,WR,2,TEN,55,82.1,0,16.4,14.5,16.4,28.3,51.5
123,Tyler Lockett,SEA,WR,5,LAR,52,86.7,1.9,9.6,7.7,11.5,19.4,37.3
125,Pierre Garcon,SF,WR,9,OAK,37,67.3,0,13.5,8.1,13.5,14.6,39.5
125,Chris Godwin,TB,WR,6,ATL,37,56.1,0,24.3,16.2,24.3,17.6,47.6
127,Emmanuel Sanders,DEN,WR,6,LAR,56,84.8,0,17.9,12.5,17.9,27.5,49.1
128,Quincy Enunwa,NYJ,WR,1,DET,40,66.7,0,25,15,25,18.3,45.8
128,Chris Godwin,TB,WR,3,PIT,37,50,0,27,13.5,27,17.4,47
130,Geronimo Allison,GB,WR,1,CHI,42,70,0,19,11.9,19,17.9,42.6
131,Ted Ginn,NO,WR,1,TB,50,78.1,2,12,12,14,20.3,40.6
132,Emmanuel Sanders,DEN,WR,1,SEA,64,86.5,0,17.2,15.6,17.2,32.5,50.8
132,Cordarrelle Patterson,NE,WR,4,MIA,41,50.6,2.4,12.2,9.8,14.6,15.5,37.8
134,Kenny Stills,MIA,WR,3,OAK,40,90.9,0,12.5,7.5,12.5,15.1,37.8
135,Josh Bellamy,CHI,WR,2,SEA,2,3,0,50,50,50,1.6,80
136,Keelan Cole,JAX,WR,2,NE,59,83.1,0,13.6,11.9,13.6,27.6,46.8
137,Antonio Callaway,CLE,WR,2,NO,50,80.6,4,8,10,12,17.8,35.6
138,Brandin Cooks,LAR,WR,9,NO,59,98.3,0,13.6,10.2,13.6,26.4,44.7
138,Chris Hogan,NE,WR,2,JAX,55,90.2,0,9.1,5.5,9.1,19.2,34.9
138,Jaron Brown,SEA,WR,6,OAK,22,34.4,0,4.5,4.5,4.5,7.5,34.1
141,Tyreek Hill,KC,WR,2,PIT,51,87.9,0,11.8,9.8,11.8,20,39.2
142,Adam Thielen,MIN,WR,5,PHI,60,96.8,0,16.7,11.7,16.7,27.6,46
142,Robert Woods,LAR,WR,4,MIN,55,100,0,9.1,9.1,9.1,24.1,43.8
142,Torrey Smith,CAR,WR,6,WAS,42,70,0,11.9,11.9,11.9,17.3,41.2
145,Cordarrelle Patterson,NE,WR,8,BUF,13,17.1,76.9,0,76.9,76.9,3.8,29.2
146,Calvin Ridley,ATL,WR,9,WAS,47,69.1,2.1,19.1,14.9,21.3,19.7,41.9
147,DeSean Jackson,TB,WR,8,CIN,46,52.3,2.2,17.4,8.7,19.6,16.2,35.2
147,DeSean Jackson,TB,WR,4,CHI,39,61.9,0,20.5,12.8,20.5,19.2,49.2
149,Brandon Marshall,SEA,WR,1,DEN,37,64.9,0,16.2,8.1,16.2,13.6,36.8
150,Jamison Crowder,WAS,WR,3,GB,37,60.7,2.7,10.8,13.5,13.5,14.5,39.2
150,Jarius Wright,CAR,WR,7,PHI,32,54.2,3.1,6.2,9.4,9.4,11.1,34.7
152,Sterling Shepard,NYG,WR,7,ATL,59,92.2,0,13.6,8.5,13.6,24.7,41.9
153,Davante Adams,GB,WR,5,DET,71,87.7,0,16.9,12.7,16.9,32,45.1
153,Donte Moncrief,JAX,WR,4,NYJ,60,77.9,0,8.3,8.3,8.3,24.9,41.5
153,Julio Jones,ATL,WR,6,TB,51,76.1,0,27.5,19.6,27.5,27.4,53.7
156,Tajae Sharpe,TEN,WR,4,PHI,31,43.7,0,9.7,6.5,9.7,10.7,34.5
157,Stefon Diggs,MIN,WR,8,NO,64,87.7,0,17.2,15.6,17.2,30.9,48.3
157,D.J. Moore,CAR,WR,8,BAL,46,70.8,4.3,13,15.2,17.4,17.9,38.9
159,Antonio Brown,PIT,WR,8,CLE,70,98.6,0,11.4,8.6,11.4,25.4,36.3
160,Larry Fitzgerald,ARI,WR,8,SF,66,100,0,18.2,12.1,18.2,29.2,44.2
161,Jordan Matthews,PHI,WR,8,JAX,34,54.8,0,14.7,11.8,14.7,13.3,39.1
162,Adam Thielen,MIN,WR,2,GB,70,95.9,0,18.6,17.1,18.6,34.1,48.7
162,Sammy Watkins,KC,WR,2,PIT,48,82.8,2.1,14.6,14.6,16.7,22.1,46
164,D.J. Chark,JAX,WR,5,KC,25,30.1,0,16,8,16,8.8,35.2
165,Jarius Wright,CAR,WR,2,ATL,45,67.2,0,15.6,11.1,15.6,17.2,38.2
166,DeAndre Hopkins,HOU,WR,9,DEN,61,98.4,0,19.7,16.4,19.7,29.5,48.4
166,Jawill Davis,NYG,WR,5,CAR,10,17.9,0,40,20,40,4.7,47
168,Adam Thielen,MIN,WR,4,LAR,73,98.6,0,16.4,11,16.4,30.5,41.8
168,Dede Westbrook,JAX,WR,2,NE,51,71.8,2,9.8,9.8,11.8,17.6,34.5
168,T.Y. Hilton,IND,WR,4,HOU,43,47.8,0,14,9.3,14,18.5,43
168,Cordarrelle Patterson,NE,WR,6,KC,6,7.7,16.7,16.7,33.3,33.3,2.6,43.3
172,DeAndre Hopkins,HOU,WR,4,IND,86,100,0,14,11.6,14,35.9,41.7
172,Sterling Shepard,NYG,WR,4,NO,59,95.2,0,16.9,16.9,16.9,25.7,43.6
172,Terrelle Pryor,NYJ,WR,6,IND,44,62,0,13.6,11.4,13.6,16.7,38
175,Adam Thielen,MIN,WR,6,ARI,69,97.2,0,21.7,15.9,21.7,32.3,46.8
176,Zach Pascal,IND,WR,4,HOU,44,48.9,0,22.7,13.6,22.7,17.6,40
176,Keenan Allen,LAC,WR,6,CLE,39,65,10.3,15.4,20.5,25.6,14.3,36.7
178,Robby Anderson,NYJ,WR,1,DET,35,58.3,2.9,2.9,5.7,5.7,10.2,29.1
179,Antonio Brown,PIT,WR,6,CIN,63,86.3,0,9.5,7.9,9.5,24.5,38.9
179,Danny Amendola,MIA,WR,7,DET,55,98.2,0,12.7,10.9,12.7,20.4,37.1
179,Geronimo Allison,GB,WR,3,WAS,52,75.4,0,7.7,3.8,7.7,15.6,30
179,Tyreek Hill,KC,WR,7,CIN,52,74.3,3.8,19.2,17.3,23.1,20.6,39.6
179,Brandin Cooks,LAR,WR,7,SF,50,82,2,10,10,12,17.1,34.2
179,JuJu Smith-Schuster,PIT,WR,6,CIN,50,68.5,0,20,14,20,23.1,46.2
179,Mike Evans,TB,WR,2,PHI,47,81,0,25.5,21.3,25.5,23.3,49.6
186,Richie James,SF,WR,9,OAK,23,41.8,0,13,8.7,13,8,34.8
187,Tyler Boyd,CIN,WR,2,BAL,58,76.3,0,15.5,10.3,15.5,21.1,36.4
187,T.Y. Hilton,IND,WR,2,WAS,55,90.2,0,20,12.7,20,21.3,38.7
187,Willie Snead,BAL,WR,1,BUF,42,52.5,0,14.3,9.5,14.3,14.9,35.5
187,Travis Benjamin,LAC,WR,7,TEN,5,11.4,0,20,20,20,2.3,46
191,Taylor Gabriel,CHI,WR,6,MIA,46,65.7,2.2,10.9,13,13,19.9,43.3
192,Adam Thielen,MIN,WR,7,NYJ,66,95.7,0,15.2,13.6,15.2,29,43.9
193,Albert Wilson,MIA,WR,7,DET,14,25,14.3,21.4,35.7,35.7,6.6,47.1
194,DeAndre Hopkins,HOU,WR,2,TEN,67,100,0,16.4,9,16.4,26,38.8
194,Alshon Jeffery,PHI,WR,4,TEN,65,83.3,0,13.8,12.3,13.8,27.5,42.3
194,AJ Green,CIN,WR,1,IND,52,94.5,0,15.4,11.5,15.4,20.2,38.8
197,Michael Gallup,DAL,WR,7,WAS,56,84.8,0,8.9,5.4,8.9,17.1,30.5
197,Dante Pettis,SF,WR,1,MIN,48,72.7,0,10.4,4.2,10.4,14.1,29.4
199,Davante Adams,GB,WR,1,CHI,59,98.3,0,13.6,8.5,13.6,19.8,33.6
200,Chester Rogers,IND,WR,6,NYJ,46,66.7,0,21.7,8.7,21.7,15.5,33.7
200,Phillip Dorsett,NE,WR,9,GB,12,16.9,0,25,25,25,6,50
202,Cooper Kupp,LAR,WR,9,NO,60,100,0,10,8.3,10,19.9,33.2
203,Jordan Matthews,PHI,WR,4,TEN,47,60.3,0,6.4,2.1,6.4,12.6,26.8
203,DeSean Jackson,TB,WR,6,ATL,34,51.5,2.9,26.5,14.7,29.4,12.4,36.5
205,Golden Tate,DET,WR,1,NYJ,57,81.4,0,26.3,12.3,26.3,20.9,36.7
205,Devin Funchess,CAR,WR,3,CIN,52,77.6,0,13.5,7.7,13.5,16.7,32.1
205,AJ Green,CIN,WR,7,KC,48,81.4,0,29.2,14.6,29.2,21.7,45.2
205,Demaryius Thomas,DEN,WR,6,LAR,48,72.7,0,8.3,6.2,8.3,14.7,30.6
209,Tyler Lockett,SEA,WR,8,DET,44,69.8,4.5,4.5,9.1,9.1,12.7,28.9
209,Christian Kirk,ARI,WR,3,CHI,37,74,0,21.6,18.9,21.6,16,43.2
211,Trent Taylor,SF,WR,5,ARI,50,51,0,16,14,16,19.1,38.2
212,JuJu Smith-Schuster,PIT,WR,2,KC,76,92.7,0,25,17.1,25,34.1,44.9
213,Will Fuller,HOU,WR,3,NYG,68,100,0,16.2,7.4,16.2,24.1,35.4
213,Sterling Shepard,NYG,WR,3,HOU,59,95.2,0,11.9,10.2,11.9,20,33.9
215,Amari Cooper,DAL,WR,9,TEN,50,84.7,0,16,10,16,16.8,33.6
215,Paul Richardson,WAS,WR,3,GB,45,73.8,0,4.4,2.2,4.4,11.6,25.8
217,Amari Cooper,OAK,WR,4,CLE,80,87,0,13.8,10,13.8,29.8,37.2
217,Derrick Willies,CLE,WR,5,BAL,26,32.5,0,19.2,11.5,19.2,9.1,35
219,Jarvis Landry,CLE,WR,7,TB,67,98.5,0,22.4,14.9,22.4,25.7,38.4
220,Keenan Allen,LAC,WR,1,KC,72,87.8,0,15.3,11.1,15.3,27.8,38.6
220,Tyler Lockett,SEA,WR,3,DAL,61,88.4,1.6,9.8,8.2,11.5,18.2,29.8
220,De'Anthony Thomas,KC,WR,4,DEN,9,11.5,11.1,22.2,22.2,33.3,3.1,34.4
223,Josh Reynolds,LAR,WR,8,GB,69,88.5,1.4,7.2,5.8,8.7,19,27.5
223,Demaryius Thomas,DEN,WR,1,SEA,53,71.6,0,18.9,11.3,18.9,18.3,34.5
225,Alshon Jeffery,PHI,WR,7,CAR,64,95.5,0,15.6,10.9,15.6,21.8,34.1
225,Devin Funchess,CAR,WR,6,WAS,58,96.7,0,13.8,8.6,13.8,18.4,31.7
225,D.J. Moore,CAR,WR,5,NYG,29,40.8,3.4,13.8,17.2,17.2,10.7,36.9
228,Adam Thielen,MIN,WR,8,NO,69,94.5,1.4,10.1,11.6,11.6,26.8,38.8
229,John Brown,BAL,WR,2,CIN,67,78.8,0,14.9,6,14.9,19.2,28.7
230,Devin Funchess,CAR,WR,7,PHI,54,91.5,0,20.4,11.1,20.4,18.2,33.7
231,Mohamed Sanu,ATL,WR,5,PIT,59,81.9,0,11.9,6.8,11.9,17.3,29.3
232,AJ Green,CIN,WR,8,TB,61,93.8,0,11.5,8.2,11.5,18.6,30.5
232,Dede Westbrook,JAX,WR,6,DAL,44,91.7,0,11.4,6.8,11.4,12.8,29.1
232,Mike Williams,LAC,WR,2,BUF,39,68.4,0,5.1,5.1,5.1,10.7,27.4
235,Emmanuel Sanders,DEN,WR,3,BAL,60,88.2,1.7,13.3,10,15,18.3,30.5
236,Brandin Cooks,LAR,WR,2,ARI,72,100,0,12.5,9.7,12.5,25.9,36
236,Phillip Dorsett,NE,WR,1,HOU,57,76,0,12.3,12.3,12.3,19.6,34.4
238,Robert Woods,LAR,WR,5,SEA,66,100,3,10.6,10.6,13.6,19.5,29.5
238,AJ Green,CIN,WR,5,MIA,51,85,0,19.6,11.8,19.6,20.2,39.6
238,Chris Godwin,TB,WR,1,NO,46,69.7,0,8.7,6.5,8.7,13.1,28.5
238,Courtland Sutton,DEN,WR,7,ARI,40,67.8,0,7.5,2.5,7.5,9.8,24.5
242,Stefon Diggs,MIN,WR,5,PHI,53,85.5,3.8,20.8,22.6,24.5,21.6,40.8
242,John Brown,BAL,WR,1,BUF,48,60,2.1,8.3,8.3,10.4,13.5,28.1
242,Jordy Nelson,OAK,WR,5,LAC,47,90.4,0,8.5,8.5,8.5,14.3,30.4
242,Martavis Bryant,OAK,WR,9,SF,21,36.8,4.8,9.5,14.3,14.3,6.6,31.4
246,Anthony Miller,CHI,WR,8,NYJ,48,72.7,2.1,14.6,8.3,16.7,13.4,27.9
246,Anthony Miller,CHI,WR,6,MIA,41,58.6,0,9.8,2.4,9.8,9.9,24.1
248,DeSean Jackson,TB,WR,7,CLE,43,45.3,4.7,9.3,9.3,14,11.3,26.3
249,Amari Cooper,OAK,WR,2,DEN,54,83.1,0,18.5,18.5,18.5,24.6,45.6
249,Brandon LaFell,OAK,WR,8,IND,46,92,0,8.7,6.5,8.7,12.9,28
251,Cody Core,CIN,WR,7,KC,14,23.7,0,21.4,21.4,21.4,6,42.9
252,Dede Westbrook,JAX,WR,4,NYJ,57,74,1.8,22.8,17.5,24.6,25.1,44
252,Tyler Lockett,SEA,WR,1,DEN,56,98.2,0,7.1,5.4,7.1,14.9,26.6
254,JuJu Smith-Schuster,PIT,WR,3,TB,55,83.3,0,20,16.4,20,23.6,42.9
255,Kenny Golladay,DET,WR,2,SF,71,92.2,0,12.7,8.5,12.7,20.9,29.4
255,Cooper Kupp,LAR,WR,1,OAK,61,96.8,3.3,14.8,11.5,18,17.8,29.2
255,Allen Robinson,CHI,WR,6,MIA,59,84.3,0,10.2,8.5,10.2,17.4,29.5
255,Marquise Goodwin,SF,WR,3,KC,42,61.8,2.4,9.5,9.5,11.9,11.8,28.1
259,Cameron Meredith,NO,WR,3,ATL,34,43,0,2.9,2.9,2.9,8.1,23.8
260,Nelson Agholor,PHI,WR,2,TB,72,91.1,1.4,16.7,12.5,18.1,23,31.9
261,Maurice Harris,WAS,WR,9,ATL,60,87,0,20,16.7,20,25.4,42.3
262,Christian Kirk,ARI,WR,8,SF,50,75.8,0,14,6,14,13.2,26.4
262,Terrelle Pryor,NYJ,WR,1,DET,24,40,0,12.5,12.5,12.5,7.9,32.9
264,Odell Beckham Jr,NYG,WR,8,WAS,67,95.7,0,16.4,11.9,16.4,24.6,36.7
264,Devante Parker,MIA,WR,8,HOU,66,100,0,13.6,9.1,13.6,22.4,33.9
264,Antonio Brown,PIT,WR,4,BAL,60,95.2,0,18.3,8.3,18.3,17.2,28.7
264,Torrey Smith,CAR,WR,7,PHI,30,50.8,0,20,13.3,20,10.1,33.7
268,DeAndre Hopkins,HOU,WR,6,BUF,61,100,0,9.8,9.8,11.5,17.3,28.4
268,Phillip Dorsett,NE,WR,4,MIA,57,70.4,0,12.3,7,12.3,15.5,27.2
268,Mohamed Sanu,ATL,WR,4,CIN,55,78.6,0,16.4,10.9,16.4,20.1,36.5
271,Tyler Lockett,SEA,WR,2,CHI,60,90.9,0,11.7,8.3,11.7,17,28.3
271,Andre Roberts,NYJ,WR,5,DEN,2,3.2,0,100,50,100,1.4,70
273,Sammy Watkins,KC,WR,3,SF,68,89.5,2.9,11.8,10.3,14.7,18.5,27.2
274,Stefon Diggs,MIN,WR,4,LAR,62,83.8,0,24.2,17.7,24.2,26.3,42.4
274,Keke Coutee,HOU,WR,5,DAL,57,71.2,1.8,12.3,12.3,14,17.3,30.4
274,Kelvin Benjamin,BUF,WR,2,LAC,40,64.5,0,7.5,5,7.5,9.9,24.8
277,Mohamed Sanu,ATL,WR,3,NO,59,86.8,0,11.9,6.8,11.9,15.6,26.4
