Name,DraftKingsSalary,DPointsAllowed,Home,PointSpread,OverUnder,total,Rank,Team,TargetsGame,RecGame,RecPercentage,RecYardsGame,RecTdGame,YardsTarget,RecYardsRec,RushesGame,RushYardsGame,YardAttempt,RushTdGame,PointsGame,RZTargetsGame,RZRecGame,RZRecPercentage,RZRecYardsGame,RZRecTdGame,RZYardsTarget,RZRecYardsRec,RZRushesGame,RZRushYardsGame,RZYardAttempt,RZRushTdGame,RZPointsGame,Projections,Score
Evan Engram,4300.0,11.28,True,1.0,43.0,21.0,29.0,NYG,4.25,3.0,70.6,30.0,0.25,7.1,10.0,0.25,2.5,10.0,0.0,7.8,0.75,0.25,33.3,4.5,0.25,6.0,18.0,0.0,0.0,0.0,0.0,2.2,11.447995402065235,13.5
Rhett Ellison,2500.0,11.28,True,1.0,43.0,21.0,27.0,NYG,2.6666666666666665,2.1666666666666665,81.2,19.5,0.16666666666666666,7.3,9.0,0.0,0.0,0.0,0.0,5.4,0.6666666666666666,0.5,75.0,4.5,0.16666666666666666,6.8,9.0,0.0,0.0,0.0,0.0,2.3,9.73314326526804,0.0
Scott Simonson,2500.0,11.28,True,1.0,43.0,21.0,80.0,NYG,0.8571428571428571,0.2857142857142857,33.3,4.428571428571429,0.0,5.2,15.5,0.0,0.0,0.0,0.0,0.7,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5071435944581184,0.0
Jordan Leggett,2500.0,11.12,False,7.5,44.5,18.5,59.0,NYJ,1.1666666666666667,0.6666666666666666,57.1,3.8333333333333335,0.16666666666666666,3.3,5.8,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.3333333333333333,100.0,0.6666666666666666,0.16666666666666666,2.0,2.0,0.0,0.0,0.0,0.0,1.4,6.436820090624908,0.0
Eric Tomlinson,2500.0,11.12,False,7.5,44.5,18.5,62.0,NYJ,1.4285714285714286,0.8571428571428571,60.0,7.857142857142857,0.0,5.5,9.2,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.496355422861624,0.0
Jared Cook,5000.0,13.77,True,3.0,50.0,23.5,5.0,OAK,7.166666666666667,5.333333333333333,74.4,66.66666666666667,0.3333333333333333,9.3,12.5,0.0,0.0,0.0,0.0,15.0,1.8333333333333333,1.5,81.8,8.833333333333334,0.3333333333333333,4.8,5.9,0.0,0.0,0.0,0.0,4.4,16.853328396101773,17.4
Derek Carrier,2500.0,13.77,True,3.0,50.0,23.5,77.0,OAK,0.8333333333333334,0.5,60.0,4.166666666666667,0.0,5.0,8.3,0.0,0.0,0.0,0.0,0.9,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5792863632746945,0.0
Lee Smith,2500.0,13.77,True,3.0,50.0,23.5,79.0,OAK,0.6666666666666666,0.5,75.0,3.8333333333333335,0.0,5.8,7.7,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.522011808941797,0.0
Vance McDonald,3700.0,12.87,True,-8.0,51.0,29.5,13.0,PIT,5.0,4.0,80.0,54.8,0.2,11.0,13.7,0.0,0.0,0.0,0.0,11.1,0.4,0.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,10.328731545440725,7.7
Jesse James,2900.0,12.87,True,-8.0,51.0,29.5,15.0,PIT,3.5,2.8333333333333335,81.0,45.666666666666664,0.16666666666666666,13.0,16.1,0.0,0.0,0.0,0.0,8.9,0.3333333333333333,0.16666666666666666,50.0,1.1666666666666667,0.0,3.5,7.0,0.0,0.0,0.0,0.0,0.3,10.310887604596651,2.9
Xavier Grimble,2500.0,12.87,True,-8.0,51.0,29.5,73.0,PIT,0.6666666666666666,0.5,75.0,7.333333333333333,0.0,11.0,14.7,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.827294297992615,0.0
Nick Vannett,2900.0,12.03,False,3.0,49.5,23.25,43.0,SEA,3.6,2.4,66.7,22.0,0.0,6.1,9.2,0.0,0.0,0.0,0.0,4.6,0.2,0.2,100.0,1.6,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.4,7.68929030277117,2.6
Darrell Daniels,2500.0,12.03,False,3.0,49.5,23.25,96.0,SEA,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3127824629354725,0.0
George Kittle,5500.0,8.93,False,1.0,43.0,21.0,4.0,SF,7.0,4.571428571428571,65.3,75.28571428571429,0.2857142857142857,10.8,16.5,0.0,0.0,0.0,0.0,14.5,1.1428571428571428,0.5714285714285714,50.0,4.428571428571429,0.14285714285714285,3.9,7.8,0.0,0.0,0.0,0.0,2.2,13.45046291932115,10.7
Garrett Celek,2500.0,8.93,False,1.0,43.0,21.0,60.0,SF,0.7142857142857143,0.42857142857142855,60.0,4.142857142857143,0.14285714285714285,5.8,9.7,0.0,0.0,0.0,0.0,1.7,0.2857142857142857,0.14285714285714285,50.0,1.5714285714285714,0.14285714285714285,5.5,11.0,0.0,0.0,0.0,0.0,1.2,5.7862821179876835,0.0
Ross Dwelley,2500.0,8.93,False,1.0,43.0,21.0,96.0,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2257940541223382,0.0
OJ Howard,3900.0,17.69,False,4.0,54.5,25.25,12.0,TB,5.0,3.3333333333333335,66.7,58.5,0.3333333333333333,11.7,17.6,0.0,0.0,0.0,0.0,11.2,0.5,0.3333333333333333,66.7,4.166666666666667,0.16666666666666666,8.3,12.5,0.0,0.0,0.0,0.0,1.8,13.050848149368331,16.8
Cameron Brate,2700.0,17.69,False,4.0,54.5,25.25,25.0,TB,2.5,1.6666666666666667,66.7,16.833333333333332,0.5,6.7,10.1,0.0,0.0,0.0,0.0,6.2,0.6666666666666666,0.5,75.0,5.833333333333333,0.5,8.8,11.7,0.0,0.0,0.0,0.0,4.1,11.543040121055796,2.3
Antony Auclair,2500.0,17.69,False,4.0,54.5,25.25,70.0,TB,0.8333333333333334,0.8333333333333334,100.0,4.666666666666667,0.0,5.6,5.6,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.213436673506591,0.0
Jordan Reed,4500.0,10.0,False,-1.0,43.0,22.0,14.0,WAS,5.833333333333333,3.6666666666666665,62.9,44.666666666666664,0.16666666666666666,7.7,12.2,0.0,0.0,0.0,0.0,9.0,0.5,0.16666666666666666,33.3,0.6666666666666666,0.16666666666666666,1.3,4.0,0.0,0.0,0.0,0.0,1.2,9.019583435454724,10.8
Vernon Davis,2800.0,10.0,False,-1.0,43.0,22.0,30.0,WAS,1.6666666666666667,1.5,90.0,24.833333333333332,0.16666666666666666,14.9,16.6,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.936744788031774,3.1
Jeremy Sprinkle,2500.0,10.0,False,-1.0,43.0,22.0,96.0,WAS,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3285777792044984,0.0
