Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Todd Gurley,LAR,RB,13,62,198,3.2,15,16,8,69,3,0,0,11.4,148.7
2,Alvin Kamara,NO,RB,13,46,147,3.2,10,23,19,121,3,0,0,10,129.8
3,Christian McCaffrey,CAR,RB,13,39,112,2.9,7,13,11,69,5,2,1,7.7,100.1
4,Melvin Gordon,LAC,RB,10,20,111,5.6,7,13,8,33,3,2,0,8.6,86.4
5,James Conner,PIT,RB,12,33,88,2.7,9,7,6,36,1,1,0,6.9,82.4
6,Kareem Hunt,KC,RB,11,27,69,2.6,7,9,6,54,3,0,0,7.1,78.3
7,James White,NE,RB,13,18,31,1.7,3,18,12,84,6,0,0,6,77.5
8,Saquon Barkley,NYG,RB,13,39,86,2.2,5,13,9,58,3,0,0,5.6,73.4
9,Ezekiel Elliott,DAL,RB,13,35,97,2.8,5,15,10,59,2,1,0,5.2,67.6
10,Alex Collins,BAL,RB,10,21,94,4.5,7,4,2,11,1,1,1,6,59.5
11,Joe Mixon,CIN,RB,11,23,58,2.5,6,6,5,36,1,0,0,5.1,56.4
12,David Johnson,ARI,RB,13,24,74,3.1,6,8,5,17,1,0,0,4.3,56.1
13,Nick Chubb,CLE,RB,13,18,44,2.4,5,4,4,39,2,0,0,4.2,54.3
14,Derrick Henry,TEN,RB,13,29,108,3.7,7,1,1,-6,0,0,0,4.1,53.2
15,Phillip Lindsay,DEN,RB,13,25,71,2.8,6,5,4,23,0,0,0,3.8,49.4
16,Aaron Jones,GB,RB,11,18,88,4.9,6,4,2,9,0,0,0,4.3,47.7
17,Tevin Coleman,ATL,RB,13,15,36,2.4,1,9,8,51,4,0,0,3.6,46.7
18,Tarik Cohen,CHI,RB,13,11,51,4.6,1,11,8,54,3,0,0,3.6,46.54
19,Marlon Mack,IND,RB,9,21,73,3.5,5,2,2,11,0,0,0,4.9,44.4
20,Adrian Peterson,WAS,RB,13,27,46,1.7,5,2,2,15,1,1,1,3.3,43.1
21,Javorius Allen,BAL,RB,13,11,12,1.1,3,6,6,36,2,0,0,3.1,40.8
22,Chris Carson,SEA,RB,11,26,57,2.2,5,3,3,15,0,0,0,3.7,40.2
23,Jordan Howard,CHI,RB,13,24,76,3.2,5,3,2,5,0,1,1,3,39.1
24,Mark Ingram,NO,RB,9,21,77,3.7,5,1,1,1,0,0,0,4.3,38.8
25,Peyton Barber,TB,RB,13,29,53,1.8,4,5,2,12,1,1,1,2.9,37.5
26,Matt Breida,SF,RB,12,21,56,2.7,2,4,4,37,2,0,0,3.1,37.3
27,TJ Yeldon,JAX,RB,13,12,44,3.7,1,7,4,41,3,0,0,2.8,36.5
28,Leonard Fournette,JAX,RB,6,19,35,1.8,4,2,2,6,1,0,0,6,36.1
29,Kerryon Johnson,DET,RB,10,18,58,3.2,3,6,3,19,1,0,0,3.5,34.7
30,Carlos Hyde,JAX,RB,12,22,38,1.7,5,2,0,0,0,1,0,2.8,33.8
31,Sony Michel,NE,RB,10,36,80,2.2,4,1,1,7,0,0,0,3.4,33.7
32,Nyheim Hines,IND,RB,13,19,51,2.7,1,7,6,42,2,0,0,2.6,33.3
33,Ito Smith,ATL,RB,13,18,58,3.2,4,2,2,13,0,1,0,2.5,33.1
34,Mike Davis,SEA,RB,12,17,66,3.9,3,1,1,3,1,0,0,2.7,31.9
35,Kenyan Drake,MIA,RB,13,12,49,4.1,3,6,2,3,1,1,1,2.3,30.2
36,Duke Johnson,CLE,RB,13,3,1,0.3,0,6,4,38,3,0,0,2.3,29.9
37,Austin Ekeler,LAC,RB,13,15,43,2.9,2,5,4,28,1,0,0,2.2,29.1
38,Lamar Miller,HOU,RB,12,27,32,1.2,3,2,1,4,1,0,0,2.4,28.6
39,Royce Freeman,DEN,RB,11,16,43,2.7,4,0,0,0,0,0,0,2.6,28.3
39,Isaiah Crowell,NYJ,RB,13,16,43,2.7,4,1,0,0,0,0,0,2.2,28.3
41,Dion Lewis,TEN,RB,13,22,38,1.7,1,9,7,38,1,0,0,2,26.6
42,LeGarrette Blount,DET,RB,13,23,25,1.1,4,0,0,0,0,1,0,2,26.5
43,Latavius Murray,MIN,RB,13,14,31,2.2,3,2,2,10,0,0,0,2,26.1
44,James Develin,NE,RB,13,4,6,1.5,4,1,1,-1,0,0,0,2,25.5
45,Marshawn Lynch,OAK,RB,6,14,28,2,3,5,4,5,0,0,0,4.2,25.3
46,Doug Martin,OAK,RB,13,25,52,2.1,3,1,1,6,0,0,0,1.9,24.8
47,Jay Ajayi,PHI,RB,4,11,28,2.5,3,2,1,4,0,1,1,5.8,23.2
48,Corey Clement,PHI,RB,11,16,57,3.6,2,2,2,13,0,1,0,2.1,23
49,Giovani Bernard,CIN,RB,9,7,21,3,3,1,1,14,0,0,0,2.5,22.5
49,Wendell Smallwood,PHI,RB,13,11,27,2.5,1,5,3,28,1,0,0,1.7,22.5
51,Kapri Bibbs,WAS,RB,10,7,23,3.3,3,0,0,0,0,0,0,2,20.3
52,Damien Williams,KC,RB,11,2,5,2.5,1,5,5,23,1,0,0,1.8,19.8
53,Rashaad Penny,SEA,RB,13,9,52,5.8,2,1,1,4,0,0,0,1.4,18.6
54,Zach Line,NO,FB,13,1,-1,-1,0,6,5,14,2,0,0,1.4,18.3
55,Jaylen Samuels,PIT,FB,11,3,0,0,0,3,3,22,2,0,0,1.6,17.2
56,Darren Sproles,PHI,RB,3,3,19,6.3,1,2,2,9,1,0,0,5.6,16.8
57,Spencer Ware,KC,RB,13,12,21,1.8,2,2,1,4,0,0,0,1.2,15.5
58,Frank Gore,MIA,RB,13,13,41,3.2,0,3,3,22,1,0,0,1.2,15.3
59,Jordan Wilkins,IND,RB,13,4,25,6.2,1,6,5,17,0,0,0,1.2,15.2
60,Alfred Blue,HOU,RB,13,13,16,1.2,2,2,1,4,0,0,0,1.2,15
61,Chase Edmonds,ARI,RB,13,5,26,5.2,2,0,0,0,0,0,0,1.1,14.6
62,Theo Riddick,DET,RB,11,7,19,2.7,0,10,8,39,0,0,0,1.3,13.8
63,Devontae Booker,DEN,RB,13,2,17,8.5,1,5,3,21,0,0,0,1,12.8
64,Kenneth Dixon,BAL,RB,3,2,5,2.5,2,0,0,0,0,0,0,4.2,12.5
65,Malcolm Brown,LAR,RB,12,8,16,2,0,1,1,18,1,0,0,1,12.4
66,Alex Armah,CAR,RB,13,4,2,0.5,2,0,0,0,0,0,0,0.9,12.2
67,Jamaal Williams,GB,RB,13,7,5,0.7,1,3,2,12,0,0,0,0.9,11.7
68,Josh Adams,PHI,RB,10,15,36,2.4,1,0,0,0,0,0,0,1.2,11.6
69,Chris Thompson,WAS,RB,7,3,1,0.3,0,4,3,24,1,0,0,1.6,11.5
70,Gus Edwards,BAL,RB,8,10,32,3.2,1,0,0,0,0,0,0,1.4,11.2
71,LeSean McCoy,BUF,RB,12,19,35,1.8,1,1,1,3,0,0,0,0.9,10.8
72,Ty Montgomery,BAL,RB,11,6,28,4.7,1,3,0,0,0,0,0,0.8,8.8
72,Ronald Jones II,TB,RB,6,5,13,2.6,1,2,1,5,0,0,0,1.5,8.8
74,Justin Jackson,LAC,RB,6,2,23,11.5,1,0,0,0,0,0,0,1.4,8.3
75,Jalen Richard,OAK,RB,13,7,31,4.4,0,5,3,20,0,0,0,0.6,8.1
76,Taquan Mizzell,CHI,RB,6,1,0,0,0,2,1,10,1,0,0,1.3,8
76,Dalvin Cook,MIN,RB,8,10,4,0.4,0,2,2,6,1,1,1,1,8
78,Zach Zenner,DET,RB,5,3,15,5,1,0,0,0,0,0,0,1.5,7.5
79,Elijah McGuire,NYJ,RB,5,6,12,2,1,1,0,0,0,0,0,1.4,7.2
79,Alfred Morris,SF,RB,11,22,22,1,1,0,0,0,0,1,1,0.7,7.2
81,Chris Ivory,BUF,RB,12,9,7,0.8,1,0,0,0,0,0,0,0.6,6.7
82,Brandon Bolden,MIA,RB,13,1,6,6,1,0,0,0,0,0,0,0.5,6.6
83,Trenton Cannon,NYJ,RB,13,2,5,2.5,1,0,0,0,0,0,0,0.5,6.5
84,Stevan Ridley,PIT,RB,8,3,3,1,1,0,0,0,0,0,0,0.8,6.3
84,Jeffery Wilson,SF,RB,3,5,27,5.4,0,3,3,16,0,1,1,2.1,6.3
86,Kyle Juszczyk,SF,FB,13,3,2,0.7,0,6,3,19,0,0,0,0.4,5.1
87,Jacquizz Rodgers,TB,RB,13,3,11,3.7,0,4,3,18,0,1,1,0.4,4.9
88,Marcus Murphy,BUF,RB,10,7,14,2,0,2,2,5,0,0,0,0.4,3.9
89,Anthony Sherman,KC,FB,13,0,0,0,0,3,2,14,0,0,0,0.3,3.4
90,Corey Grant,JAX,RB,5,0,0,0,0,2,2,11,0,0,0,0.6,3.1
91,Deandre Washington,OAK,RB,7,7,21,3,0,0,0,0,0,0,0,0.3,2.1
92,Ameer Abdullah,MIN,RB,7,0,0,0,0,1,1,10,0,0,0,0.3,2
92,Nick Bellore,DET,RB,12,0,0,0,0,2,2,0,0,0,0,0.2,2
94,Wayne Gallman,NYG,RB,13,8,19,2.4,0,3,0,0,0,0,0,0.1,1.9
95,Rex Burkhead,NE,RB,5,1,1,1,0,5,1,6,0,0,0,0.3,1.7
95,Rod Smith,DAL,RB,13,4,7,1.8,0,1,1,0,0,0,0,0.1,1.7
95,Byron Marshall,WAS,RB,3,1,1,1,0,1,1,6,0,0,0,0.6,1.7
98,Shaun Wilson,TB,RB,5,0,0,0,0,3,1,5,0,0,0,0.3,1.5
99,Jamize Olawale,DAL,FB,13,0,0,0,0,1,1,3,0,0,0,0.1,1.3
99,Elijhaa Penny,NYG,RB,9,0,0,0,0,1,1,3,0,0,0,0.1,1.3
101,Keith Smith,OAK,FB,13,1,0,0,0,1,1,2,0,0,0,0.1,1.2
102,CJ Anderson,OAK,RB,9,3,11,3.7,0,0,0,0,0,0,0,0.1,1.1
103,Samaje Perine,WAS,RB,4,0,0,0,0,1,1,0,0,0,0,0.2,1
104,Mike Gillislee,NO,RB,4,2,8,4,0,0,0,0,0,0,0,0.2,0.8
104,Kenjon Barner,CAR,RB,7,3,8,2.7,0,0,0,0,0,0,0,0.1,0.8
