Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
106,Jeremy McNichols,IND,RB,1,1,7,7,0,0,0,0,0,0,0,0.7,0.7
107,Kalen Ballage,MIA,RB,9,1,-2,-2,0,1,1,-3,0,0,0,0.1,0.5
108,Devonta Freeman,ATL,RB,2,3,4,1.3,0,1,0,0,0,0,0,0.2,0.4
108,Bilal Powell,NYJ,RB,7,10,4,0.4,0,1,0,0,0,0,0,0.1,0.4
108,Brandon Wilds,JAX,RB,3,1,4,4,0,0,0,0,0,0,0,0.1,0.4
108,Mark Walton,CIN,RB,11,1,4,4,0,0,0,0,0,0,0,0,0.4
112,Detrez Newsome,LAC,RB,7,2,3,1.5,0,0,0,0,0,0,0,0,0.3
112,Robert Turbin,IND,RB,2,1,3,3,0,0,0,0,0,0,0,0.2,0.3
114,Roc Thomas,MIN,RB,5,2,2,1,0,2,0,0,0,0,0,0,0.2
115,Ricky Ortiz,ATL,RB,10,0,0,0,0,0,0,0,0,0,0,0,0
115,Jonathan Stewart,NYG,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
115,Taiwan Jones,BUF,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
115,Patrick DiMarco,BUF,FB,13,0,0,0,0,0,0,0,0,0,0,0,0
115,Tommy Bohanon,JAX,FB,13,1,0,0,0,1,0,0,0,0,0,0,0
115,Christine Michael,IND,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
115,Derrick Coleman,ARI,FB,13,0,0,0,0,1,0,0,0,0,0,0,0
115,David Fluellen,TEN,RB,7,0,0,0,0,0,0,0,0,0,0,0,0
115,Jeremy Hill,NE,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
115,Senorise Perry,MIA,RB,13,0,0,0,0,0,0,0,0,0,0,0,0
115,Roosevelt Nix,PIT,RB,13,0,0,0,0,0,0,0,0,0,0,0,0
115,Raheem Mostert,SF,RB,9,1,0,0,0,0,0,0,0,0,0,0,0
115,CJ Prosise,SEA,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
115,Tyler Ervin,HOU,RB,9,0,0,0,0,1,0,0,0,0,0,0,0
115,Andy Janovich,DEN,FB,13,0,0,0,0,0,0,0,0,0,0,0,0
115,Derek Watt,LAC,FB,13,1,0,0,0,0,0,0,0,0,0,0,0
115,Tre Madden,SEA,RB,11,0,0,0,0,0,0,0,0,0,0,0,0
115,Alan Cross,TB,FB,13,0,0,0,0,1,0,0,0,0,0,0,0
115,Rob Kelley,WAS,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
115,Tra Carson,GB,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
115,CJ Ham,MIN,RB,13,1,0,0,0,0,0,0,0,0,0,0,0
115,Patrick Ricard,BAL,FB,10,0,0,0,0,0,0,0,0,0,0,0,0
115,Shane Smith,NYG,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
115,Gregory Howell Jr.,HOU,RB,12,0,0,0,0,0,0,0,0,0,0,0,0
115,Benjamin Cunningham,CHI,RB,12,0,0,0,0,0,0,0,0,0,0,0,0
115,Michael Burton,CHI,FB,7,0,0,0,0,0,0,0,0,0,0,0,0
115,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
115,Justin Davis,LAR,RB,9,0,0,0,0,0,0,0,0,0,0,0,0
115,John Kelly,LAR,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
115,De'Lance Turner,BAL,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
115,Cameron Artis-Payne,CAR,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
115,Brian Hill,ATL,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
115,TJ Logan,ARI,RB,7,0,0,0,0,0,0,0,0,0,0,0,0
115,Mike Boone,MIN,RB,7,0,0,0,0,0,0,0,0,0,0,0,0
115,Dwayne Washington,NO,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
115,Thomas Rawls,CIN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
115,Jamaal Charles,JAX,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
115,Dan Vitale,GB,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
115,Dontrell Hilliard,CLE,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
115,David Williams,JAX,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
115,Darrel Williams,KC,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
115,Dare Ogunbowale,TB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
115,Matt Dayes,SF,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
115,JD McKissic,SEA,RB,2,0,0,0,0,1,0,0,0,0,0,0,0
115,Trey Edmunds,PIT,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
160,Jonathan Williams,IND,RB,3,1,-1,-1,0,0,0,0,0,0,0,0,-0.1
