Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Davante Adams,GB,WR,13,26,14,53.8,123,11,16,4.7,8.8,0,0,0,0,0,0,7.1,92.3
2,Michael Thomas,NO,WR,13,23,18,78.3,124,6,17,5.4,6.9,0,0,0,0,0,0,5.1,66.4
3,DeAndre Hopkins,HOU,WR,13,21,12,57.1,105,7,16,5,8.8,0,0,0,0,0,0,5,64.5
4,Adam Thielen,MIN,WR,13,19,14,73.7,84,6,15,4.4,6,0,0,0,0,1,1,4.6,59.4
5,Keenan Allen,LAC,WR,13,15,11,73.3,102,6,20,6.8,9.3,0,0,0,0,0,0,4.6,59.2
6,JuJu Smith-Schuster,PIT,WR,13,27,15,55.6,88,4,18,3.3,5.9,0,0,0,0,0,0,3.8,49.8
7,Tyreek Hill,KC,WR,13,14,10,71.4,51,5,14,3.6,5.1,1,4,4,0,0,0,3.5,45.5
8,Alshon Jeffery,PHI,WR,10,12,7,58.3,58,5,16,4.8,8.3,0,0,0,0,0,0,4.3,42.8
9,Odell Beckham Jr,NYG,WR,12,20,7,35,54,5,20,2.7,7.7,1,-1,-1,0,0,0,3.5,42.3
10,Jaron Brown,SEA,WR,12,6,6,100,60,5,18,10,10,0,0,0,0,0,0,3.5,42
11,Chris Godwin,TB,WR,13,13,5,38.5,43,5,13,3.3,8.6,0,0,0,0,0,0,3.2,41.3
11,Julian Edelman,NE,WR,9,17,12,70.6,98,3,17,5.8,8.2,1,15,15,0,0,0,4.6,41.3
13,Calvin Ridley,ATL,WR,13,7,6,85.7,58,5,18,8.3,9.7,0,0,0,0,1,1,3.1,40.8
14,Chris Conley,KC,WR,13,8,6,75,45,5,15,5.6,7.5,0,0,0,0,0,0,3.1,40.5
15,Brandin Cooks,LAR,WR,13,14,12,85.7,87,2,19,6.2,7.2,2,16,8,1,1,0,3.1,40.3
16,T.Y. Hilton,IND,WR,11,14,6,42.9,35,5,14,2.5,5.8,0,0,0,0,0,0,3.6,39.5
17,Larry Fitzgerald,ARI,WR,13,12,7,58.3,63,4,18,5.2,9,0,0,0,0,0,0,3,39.3
18,Demaryius Thomas,HOU,WR,13,10,9,90,59,4,12,5.9,6.6,0,0,0,0,0,0,3,38.9
19,Tyler Boyd,CIN,WR,13,8,8,100,66,4,14,8.2,8.2,0,0,0,0,0,0,3,38.6
20,Sterling Shepard,NYG,WR,13,18,9,50,35,4,7,1.9,3.9,0,0,0,0,1,0,3,38.5
21,Adam Humphries,TB,WR,13,11,9,81.8,73,3,16,6.6,8.1,1,7,7,0,0,0,2.7,35
22,AJ Green,CIN,WR,9,15,6,40,49,4,17,3.3,8.2,0,0,0,0,0,0,3.9,34.9
22,John Ross,CIN,WR,10,9,7,77.8,42,4,12,4.7,6,1,-3,-3,0,0,0,3.5,34.9
24,Curtis Samuel,CAR,WR,10,5,4,80,46,3,19,9.2,11.5,1,14,14,1,0,0,3.4,34
25,Anthony Miller,CHI,WR,12,10,6,60,40,4,18,4,6.7,1,-1,-1,0,0,0,2.8,33.9
26,Mike Williams,LAC,WR,13,9,5,55.6,44,4,20,4.9,8.8,1,3,3,0,0,0,2.6,33.7
27,Kenny Stills,MIA,WR,12,4,4,100,35,4,13,8.8,8.8,0,0,0,0,0,0,2.8,33.5
28,Robert Woods,LAR,WR,13,11,5,45.5,29,4,8,2.6,5.8,2,8,4,0,0,0,2.5,32.7
29,Zay Jones,BUF,WR,13,14,6,42.9,61,3,16,4.4,10.2,0,0,0,0,1,0,2.5,32.1
