Name,DraftKingsSalary,FantasyPointsDraftKings,DPointsAllowed,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentTimesSackedPercentage,QuarterbackHitsPercentage,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns,OpponentPasserRating,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,PassingAttempts,CompletionPercentage,PassingYards,TeamPassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PasserRating,Rank,Team,TargetsGame,RecGame,RecPercentage,RecYardsGame,RecTdGame,YardsTarget,RecYardsRec,RushesGame,RushYardsGame,YardAttempt,RushTdGame,PointsGame,RZTargetsGame,RZRecGame,RZRecPercentage,RZRecYardsGame,RZRecTdGame,RZYardsTarget,RZRecYardsRec,RZRushesGame,RZRushYardsGame,RZYardAttempt,RZRushTdGame,RZPointsGame,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointSnapPercentageDraftKings,PLSProjections,RFProjections
Ian Thomas,2700.0,6.54,15.32,26.0,72.0,412.75,5.7,24.5,13.416666666666666,37.9,3.4166666666666665,65.9,5.6,13.6,492,62.6,276.3333333333333,6.7,10.8,1.5833333333333333,83,False,-2.0,47.0,24.5,25.3,61.00296052631579,376.3375,6.2,22.220723684210526,10.735855263157895,40.3,3.661842105263158,68.2,30.04375,69.5,212.71973684210528,7.1,10.2,1.830921052631579,102,53.0,CAR,1.8333333333333333,1.3333333333333333,72.7,11.083333333333334,0.0,6.0,8.3,0.0,0.0,0.0,0.0,2.4,0.25,0.16666666666666666,66.7,1.25,0.0,5.0,7.5,0.0,0.0,0.0,0.0,0.3,23.2,36.6,0.0,7.9,5.7,7.9,10.5,5.707553678979985,2.867844869116021
Chris Manhertz,2500.0,0.8,15.32,26.0,72.0,412.75,5.7,24.5,13.416666666666666,37.9,3.4166666666666665,65.9,5.6,13.6,492,62.6,276.3333333333333,6.7,10.8,1.5833333333333333,83,False,-2.0,47.0,24.5,25.3,61.00296052631579,376.3375,6.2,22.220723684210526,10.735855263157895,40.3,3.661842105263158,68.2,30.04375,69.5,212.71973684210528,7.1,10.2,1.830921052631579,102,108.0,CAR,0.25,0.08333333333333333,33.3,0.16666666666666666,0.0,0.7,2.0,0.0,0.0,0.0,0.0,0.1,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,31.2,0.0,1.3,0.4,1.3,0.5,3.4998141737073825,1.6017141942353472
Greg Olsen,2500.0,0.0,15.32,26.0,72.0,412.75,5.7,24.5,13.416666666666666,37.9,3.4166666666666665,65.9,5.6,13.6,492,62.6,276.3333333333333,6.7,10.8,1.5833333333333333,83,False,-2.0,47.0,24.5,25.3,61.00296052631579,376.3375,6.2,22.220723684210526,10.735855263157895,40.3,3.661842105263158,68.2,30.04375,69.5,212.71973684210528,7.1,10.2,1.830921052631579,102,17.0,CAR,4.222222222222222,3.0,71.1,32.333333333333336,0.4444444444444444,7.7,10.8,0.0,0.0,0.0,0.0,8.9,0.6666666666666666,0.5555555555555556,83.3,3.888888888888889,0.4444444444444444,5.8,7.0,0.0,0.0,0.0,0.0,3.6,47.7,68.8,0.0,8.9,6.3,8.9,18.7,10.015052257617588,7.791130371497516
Trey Burton,3400.0,7.97,14.68,24.8,60.08590604026846,366.84026845637584,6.1,20.888590604026845,11.401342281879195,39.4,3.0791946308724834,62.2,7.5,17.9,408,65.2,248.5825503355705,7.3,11.2,2.163758389261745,97,True,3.0,52.5,24.75,28.7,63.90755813953488,351.99215116279066,5.5,21.525,12.431104651162789,39.6,3.420639534883721,65.9,29.951453488372092,66.3,214.91627906976743,7.2,10.8,1.8354651162790696,97,9.0,CHI,4.5,3.1666666666666665,70.4,37.333333333333336,0.4166666666666667,8.3,11.8,0.08333333333333333,0.16666666666666666,2.0,0.0,9.8,0.9166666666666666,0.6666666666666666,72.7,3.5,0.3333333333333333,3.8,5.2,0.08333333333333333,0.16666666666666666,2.0,0.0,3.2,54.9,81.3,0.2,8.2,5.9,8.3,17.8,9.111761875363763,9.794187886625885
Adam Shaheen,2500.0,2.71,14.68,24.8,60.08590604026846,366.84026845637584,6.1,20.888590604026845,11.401342281879195,39.4,3.0791946308724834,62.2,7.5,17.9,408,65.2,248.5825503355705,7.3,11.2,2.163758389261745,97,True,3.0,52.5,24.75,28.7,63.90755813953488,351.99215116279066,5.5,21.525,12.431104651162789,39.6,3.420639534883721,65.9,29.951453488372092,66.3,214.91627906976743,7.2,10.8,1.8354651162790696,97,89.0,CHI,2.0,2.0,100.0,5.0,1.0,2.5,2.5,0.0,0.0,0.0,0.0,8.5,1.0,1.0,100.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,7.2,24.0,17.1,0.0,8.3,8.3,8.3,35.4,2.0856714959679308,3.588833804580683
Ben Braunecker,2500.0,0.22,14.68,24.8,60.08590604026846,366.84026845637584,6.1,20.888590604026845,11.401342281879195,39.4,3.0791946308724834,62.2,7.5,17.9,408,65.2,248.5825503355705,7.3,11.2,2.163758389261745,97,True,3.0,52.5,24.75,28.7,63.90755813953488,351.99215116279066,5.5,21.525,12.431104651162789,39.6,3.420639534883721,65.9,29.951453488372092,66.3,214.91627906976743,7.2,10.8,1.8354651162790696,97,99.0,CHI,0.36363636363636365,0.18181818181818182,50.0,2.1818181818181817,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.4,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,10.2,0.0,4.8,2.4,4.8,5.3,2.6304207535687456,1.1553684391391676
CJ Uzomah,3500.0,7.52,10.89,20.8,61.14698795180723,335.7236947791165,5.5,19.7140562248996,12.613654618473896,39.7,3.17429718875502,50.0,6.5,15.2,417,63.8,231.47309236947794,6.6,10.4,1.5036144578313255,85,False,14.0,48.0,17.0,23.8,59.0006993006993,331.03636363636366,5.6,20.221678321678322,11.234265734265735,38.5,2.746153846153846,75.8,33.453146853146855,61.9,219.35944055944057,6.6,10.6,1.8307692307692307,88,18.0,CIN,4.166666666666667,2.8333333333333335,68.0,26.666666666666668,0.16666666666666666,6.4,9.4,0.0,0.0,0.0,0.0,6.5,0.3333333333333333,0.25,75.0,1.75,0.16666666666666666,5.2,7.0,0.0,0.0,0.0,0.0,1.4,52.3,83.3,0.0,8.0,5.4,8.0,12.4,8.79642789940055,6.609377032337346
Matt Lengel,2500.0,2.07,10.89,20.8,61.14698795180723,335.7236947791165,5.5,19.7140562248996,12.613654618473896,39.7,3.17429718875502,50.0,6.5,15.2,417,63.8,231.47309236947794,6.6,10.4,1.5036144578313255,85,False,14.0,48.0,17.0,23.8,59.0006993006993,331.03636363636366,5.6,20.221678321678322,11.234265734265735,38.5,2.746153846153846,75.8,33.453146853146855,61.9,219.35944055944057,6.6,10.6,1.8307692307692307,88,81.0,CIN,1.2,0.6,50.0,3.4,0.2,2.8,5.7,0.0,0.0,0.0,0.0,2.1,0.2,0.2,100.0,0.8,0.2,4.0,4.0,0.0,0.0,0.0,0.0,1.5,9.4,14.6,0.0,12.8,6.4,12.8,22.8,1.912718147925657,2.040446320008669
Jordan Franks,2500.0,0.4,10.89,20.8,61.14698795180723,335.7236947791165,5.5,19.7140562248996,12.613654618473896,39.7,3.17429718875502,50.0,6.5,15.2,417,63.8,231.47309236947794,6.6,10.4,1.5036144578313255,85,False,14.0,48.0,17.0,23.8,59.0006993006993,331.03636363636366,5.6,20.221678321678322,11.234265734265735,38.5,2.746153846153846,75.8,33.453146853146855,61.9,219.35944055944057,6.6,10.6,1.8307692307692307,88,96.0,CIN,1.0,0.6666666666666666,66.7,12.333333333333334,0.0,12.3,18.5,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,5.9,0.0,27.3,18.2,27.3,51.8,3.249208520909483,2.6735187404702905
Tyler Eifert,2500.0,0.0,10.89,20.8,61.14698795180723,335.7236947791165,5.5,19.7140562248996,12.613654618473896,39.7,3.17429718875502,50.0,6.5,15.2,417,63.8,231.47309236947794,6.6,10.4,1.5036144578313255,85,False,14.0,48.0,17.0,23.8,59.0006993006993,331.03636363636366,5.6,20.221678321678322,11.234265734265735,38.5,2.746153846153846,75.8,33.453146853146855,61.9,219.35944055944057,6.6,10.6,1.8307692307692307,88,40.0,CIN,4.75,3.75,78.9,44.75,0.25,9.4,11.9,0.0,0.0,0.0,0.0,9.7,0.5,0.25,50.0,3.75,0.25,7.5,15.0,0.0,0.0,0.0,0.0,2.1,33.0,49.1,0.0,14.4,11.4,14.4,29.5,9.695753117372886,7.895867000940641
David Njoku,3900.0,8.6,16.82,25.5,61.25,353.0,5.8,20.75,11.75,40.4,3.0833333333333335,73.0,6.4,13.7,423,66.9,256.75,7.3,10.9,2.25,99,True,2.0,47.0,22.5,22.2,66.34962406015038,360.87518796992475,5.4,20.030075187969924,13.68721804511278,33.5,3.0045112781954884,69.4,33.13308270676691,59.7,206.97744360902254,6.2,10.5,1.5857142857142856,83,12.0,CLE,5.75,3.6666666666666665,63.8,36.583333333333336,0.25,6.4,10.0,0.0,0.0,0.0,0.0,8.8,0.3333333333333333,0.25,75.0,1.8333333333333333,0.25,5.5,7.3,0.0,0.0,0.0,0.0,1.9,56.4,80.1,0.0,10.2,6.5,10.2,15.6,11.37468536028343,8.682221473225095
Seth DeValve,2500.0,1.91,16.82,25.5,61.25,353.0,5.8,20.75,11.75,40.4,3.0833333333333335,73.0,6.4,13.7,423,66.9,256.75,7.3,10.9,2.25,99,True,2.0,47.0,22.5,22.2,66.34962406015038,360.87518796992475,5.4,20.030075187969924,13.68721804511278,33.5,3.0045112781954884,69.4,33.13308270676691,59.7,206.97744360902254,6.2,10.5,1.5857142857142856,83,70.0,CLE,0.6666666666666666,0.4444444444444444,66.7,8.11111111111111,0.1111111111111111,12.2,18.2,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,9.6,0.0,10.0,6.7,10.0,28.8,2.631078412535762,2.8456516906949494
Darren Fells,2500.0,1.77,16.82,25.5,61.25,353.0,5.8,20.75,11.75,40.4,3.0833333333333335,73.0,6.4,13.7,423,66.9,256.75,7.3,10.9,2.25,99,True,2.0,47.0,22.5,22.2,66.34962406015038,360.87518796992475,5.4,20.030075187969924,13.68721804511278,33.5,3.0045112781954884,69.4,33.13308270676691,59.7,206.97744360902254,6.2,10.5,1.5857142857142856,83,55.0,CLE,0.6666666666666666,0.5833333333333334,87.5,8.0,0.16666666666666666,12.0,13.7,0.0,0.0,0.0,0.0,2.4,0.08333333333333333,0.08333333333333333,100.0,0.5,0.08333333333333333,6.0,6.0,0.0,0.0,0.0,0.0,0.6,27.2,38.7,0.0,2.4,2.1,2.4,8.7,2.787926300109016,2.417632705227891
Orson Charles,2500.0,0.18,16.82,25.5,61.25,353.0,5.8,20.75,11.75,40.4,3.0833333333333335,73.0,6.4,13.7,423,66.9,256.75,7.3,10.9,2.25,99,True,2.0,47.0,22.5,22.2,66.34962406015038,360.87518796992475,5.4,20.030075187969924,13.68721804511278,33.5,3.0045112781954884,69.4,33.13308270676691,59.7,206.97744360902254,6.2,10.5,1.5857142857142856,83,100.0,CLE,0.3333333333333333,0.16666666666666666,50.0,1.1666666666666667,0.0,3.5,7.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,20.0,0.0,2.4,1.2,2.4,2.0,2.032449984719053,1.5037376661106736
Blake Jarwin,2500.0,3.05,8.32,22.2,60.7578947368421,368.5533834586466,6.1,18.360902255639097,12.685714285714285,36.2,3.588721804511278,46.5,6.4,20.8,450,66.2,264.73082706766917,7.0,10.6,1.418796992481203,94,True,-3.5,44.0,23.75,20.6,62.13360323886641,332.102024291498,5.3,19.348987854251014,13.260728744939273,39.0,3.0858299595141703,48.6,28.10607287449393,65.0,183.06477732793525,6.5,10.0,1.0842105263157895,90,72.0,DAL,0.9166666666666666,0.5833333333333334,63.6,6.583333333333333,0.0,7.2,11.3,0.0,0.0,0.0,0.0,1.2,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,28.2,0.0,5.0,3.2,5.0,6.8,3.109035738609425,2.5335760328175714
Dalton Schultz,2500.0,2.91,8.32,22.2,60.7578947368421,368.5533834586466,6.1,18.360902255639097,12.685714285714285,36.2,3.588721804511278,46.5,6.4,20.8,450,66.2,264.73082706766917,7.0,10.6,1.418796992481203,94,True,-3.5,44.0,23.75,20.6,62.13360323886641,332.102024291498,5.3,19.348987854251014,13.260728744939273,39.0,3.0858299595141703,48.6,28.10607287449393,65.0,183.06477732793525,6.5,10.0,1.0842105263157895,90,86.0,DAL,1.1428571428571428,0.7142857142857143,62.5,5.571428571428571,0.0,4.9,7.8,0.0,0.0,0.0,0.0,1.3,0.2857142857142857,0.14285714285714285,50.0,-0.14285714285714285,0.0,-0.5,-1.0,0.0,0.0,0.0,0.0,0.1,20.9,31.5,0.0,5.5,3.4,5.5,6.1,3.0919255679975897,3.011696550438996
Rico Gathers,2500.0,1.73,8.32,22.2,60.7578947368421,368.5533834586466,6.1,18.360902255639097,12.685714285714285,36.2,3.588721804511278,46.5,6.4,20.8,450,66.2,264.73082706766917,7.0,10.6,1.418796992481203,94,True,-3.5,44.0,23.75,20.6,62.13360323886641,332.102024291498,5.3,19.348987854251014,13.260728744939273,39.0,3.0858299595141703,48.6,28.10607287449393,65.0,183.06477732793525,6.5,10.0,1.0842105263157895,90,93.0,DAL,0.5454545454545454,0.18181818181818182,33.3,4.181818181818182,0.0,7.7,23.0,0.0,0.0,0.0,0.0,0.6,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.3,0.0,5.5,1.8,5.5,6.0,2.9970018318197185,1.822201768260391
Geoff Swaim,2500.0,0.0,8.32,22.2,60.7578947368421,368.5533834586466,6.1,18.360902255639097,12.685714285714285,36.2,3.588721804511278,46.5,6.4,20.8,450,66.2,264.73082706766917,7.0,10.6,1.418796992481203,94,True,-3.5,44.0,23.75,20.6,62.13360323886641,332.102024291498,5.3,19.348987854251014,13.260728744939273,39.0,3.0858299595141703,48.6,28.10607287449393,65.0,183.06477732793525,6.5,10.0,1.0842105263157895,90,33.0,DAL,3.5555555555555554,2.888888888888889,81.2,26.88888888888889,0.1111111111111111,7.6,9.3,0.0,0.0,0.0,0.0,6.2,0.4444444444444444,0.3333333333333333,75.0,0.5555555555555556,0.1111111111111111,1.2,1.7,0.0,0.0,0.0,0.0,1.1,57.1,65.8,0.0,6.2,5.1,6.2,10.9,7.769629104909756,6.0064536279388765
