Name,DraftKingsSalary,FantasyPointsDraftKings,DPointsAllowed,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentTimesSackedPercentage,QuarterbackHitsPercentage,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns,OpponentPasserRating,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,PassingAttempts,CompletionPercentage,PassingYards,TeamPassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PasserRating,Rank,Team,TargetsGame,RecGame,RecPercentage,RecYardsGame,RecTdGame,YardsTarget,RecYardsRec,RushesGame,RushYardsGame,YardAttempt,RushTdGame,PointsGame,RZTargetsGame,RZRecGame,RZRecPercentage,RZRecYardsGame,RZRecTdGame,RZYardsTarget,RZRecYardsRec,RZRushesGame,RZRushYardsGame,RZYardAttempt,RZRushTdGame,RZPointsGame,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointSnapPercentageDraftKings,PLSProjections,RFProjections
Larry Fitzgerald,4700.0,11.98,40.2,28.2,63.469209809264306,386.5013623978202,6.1,23.512806539509537,12.140599455040872,51.3,3.3809264305177114,72.7,5.6,11.4,457,69.1,255.41362397820163,7.3,10.5,2.074659400544959,102,False,8.5,44.0,17.75,13.7,55.41573033707864,242.52078651685392,4.4,14.931460674157302,12.160674157303369,31.0,1.693258426966292,68.2,30.32471910112359,56.9,158.39662921348312,5.2,9.2,0.9235955056179774,64,32.0,ARI,6.615384615384615,4.0,60.5,43.30769230769231,0.38461538461538464,6.5,10.8,0.0,0.0,0.0,0.0,11.0,0.9230769230769231,0.5384615384615384,58.3,4.846153846153846,0.3076923076923077,5.2,9.0,0.0,0.0,0.0,0.0,3.0,53.0,91.3,0.0,12.5,7.5,12.5,20.8,12.049529806125078,12.37249715511329
Trent Sherfield,3400.0,5.44,40.2,28.2,63.469209809264306,386.5013623978202,6.1,23.512806539509537,12.140599455040872,51.3,3.3809264305177114,72.7,5.6,11.4,457,69.1,255.41362397820163,7.3,10.5,2.074659400544959,102,False,8.5,44.0,17.75,13.7,55.41573033707864,242.52078651685392,4.4,14.931460674157302,12.160674157303369,31.0,1.693258426966292,68.2,30.32471910112359,56.9,158.39662921348312,5.2,9.2,0.9235955056179774,64,144.0,ARI,1.3,0.8,61.5,11.0,0.0,8.5,13.8,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,27.9,0.0,7.1,4.4,7.1,10.4,2.5668548022676356,4.753211453641335
Chad Williams,3000.0,4.07,40.2,28.2,63.469209809264306,386.5013623978202,6.1,23.512806539509537,12.140599455040872,51.3,3.3809264305177114,72.7,5.6,11.4,457,69.1,255.41362397820163,7.3,10.5,2.074659400544959,102,False,8.5,44.0,17.75,13.7,55.41573033707864,242.52078651685392,4.4,14.931460674157302,12.160674157303369,31.0,1.693258426966292,68.2,30.32471910112359,56.9,158.39662921348312,5.2,9.2,0.9235955056179774,64,132.0,ARI,3.875,1.375,35.5,14.125,0.125,3.6,10.3,0.0,0.0,0.0,0.0,3.5,0.5,0.125,25.0,0.875,0.0,1.8,7.0,0.0,0.0,0.0,0.0,0.2,43.8,46.4,0.0,8.9,3.1,8.9,8.1,5.76238430146067,5.537592759634253
JJ Nelson,3400.0,3.05,40.2,28.2,63.469209809264306,386.5013623978202,6.1,23.512806539509537,12.140599455040872,51.3,3.3809264305177114,72.7,5.6,11.4,457,69.1,255.41362397820163,7.3,10.5,2.074659400544959,102,False,8.5,44.0,17.75,13.7,55.41573033707864,242.52078651685392,4.4,14.931460674157302,12.160674157303369,31.0,1.693258426966292,68.2,30.32471910112359,56.9,158.39662921348312,5.2,9.2,0.9235955056179774,64,153.0,ARI,1.4615384615384615,0.5384615384615384,36.8,4.923076923076923,0.0,3.4,9.1,0.3076923076923077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,26.2,2.0,9.6,5.6,11.6,6.8,2.7882852358963595,3.7022879009052785
Jalen Tolliver,3000.0,1.51,40.2,28.2,63.469209809264306,386.5013623978202,6.1,23.512806539509537,12.140599455040872,51.3,3.3809264305177114,72.7,5.6,11.4,457,69.1,255.41362397820163,7.3,10.5,2.074659400544959,102,False,8.5,44.0,17.75,13.7,55.41573033707864,242.52078651685392,4.4,14.931460674157302,12.160674157303369,31.0,1.693258426966292,68.2,30.32471910112359,56.9,158.39662921348312,5.2,9.2,0.9235955056179774,64,176.0,ARI,2.0,2.0,100.0,22.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.1,0.0,16.7,16.7,16.7,35.0,3.2521260079857823,5.188410477939059
Julio Jones,8400.0,19.08,34.68,25.2,67.2,350.9504587155963,5.2,21.96330275229358,13.023853211009174,37.3,3.236697247706422,61.9,8.4,17.0,425,68.0,211.23302752293577,6.4,9.5,1.310091743119266,93,True,-8.5,44.0,26.25,24.3,63.13386075949367,374.88132911392404,5.9,21.993037974683542,12.842088607594937,46.1,3.0759493670886076,65.0,39.21835443037975,70.4,293.753164556962,7.5,10.6,2.1531645569620252,105,4.0,ATL,11.076923076923077,7.230769230769231,65.3,109.92307692307692,0.38461538461538464,9.9,15.2,0.15384615384615385,0.9230769230769231,6.0,0.0,22.5,0.9230769230769231,0.38461538461538464,41.7,4.384615384615385,0.23076923076923078,4.8,11.4,0.0,0.0,0.0,0.0,2.1,54.7,81.9,0.3,20.3,13.5,20.5,41.2,20.446446902814017,19.657049062536156
Calvin Ridley,5000.0,11.51,34.68,25.2,67.2,350.9504587155963,5.2,21.96330275229358,13.023853211009174,37.3,3.236697247706422,61.9,8.4,17.0,425,68.0,211.23302752293577,6.4,9.5,1.310091743119266,93,True,-8.5,44.0,26.25,24.3,63.13386075949367,374.88132911392404,5.9,21.993037974683542,12.842088607594937,46.1,3.0759493670886076,65.0,39.21835443037975,70.4,293.753164556962,7.5,10.6,2.1531645569620252,105,22.0,ATL,5.769230769230769,3.923076923076923,68.0,50.53846153846154,0.6153846153846154,8.8,12.9,0.46153846153846156,2.076923076923077,4.5,0.0,13.0,0.5384615384615384,0.46153846153846156,85.7,4.461538461538462,0.38461538461538464,8.3,9.7,0.0,0.0,0.0,0.0,3.1,40.5,60.6,1.1,14.3,10.8,15.4,32.2,12.050279733092204,9.578059974089038
Mohamed Sanu,4600.0,10.34,34.68,25.2,67.2,350.9504587155963,5.2,21.96330275229358,13.023853211009174,37.3,3.236697247706422,61.9,8.4,17.0,425,68.0,211.23302752293577,6.4,9.5,1.310091743119266,93,True,-8.5,44.0,26.25,24.3,63.13386075949367,374.88132911392404,5.9,21.993037974683542,12.842088607594937,46.1,3.0759493670886076,65.0,39.21835443037975,70.4,293.753164556962,7.5,10.6,2.1531645569620252,105,38.0,ATL,5.384615384615385,3.923076923076923,72.9,49.0,0.23076923076923078,9.1,12.5,0.23076923076923078,0.15384615384615385,0.7,0.0,10.5,0.3076923076923077,0.23076923076923078,75.0,2.3076923076923075,0.07692307692307693,7.5,10.0,0.0,0.0,0.0,0.0,1.1,52.0,77.9,0.4,10.4,8.1,10.9,20.3,12.08600865694959,10.116697200008186
Justin Hardy,3000.0,2.45,34.68,25.2,67.2,350.9504587155963,5.2,21.96330275229358,13.023853211009174,37.3,3.236697247706422,61.9,8.4,17.0,425,68.0,211.23302752293577,6.4,9.5,1.310091743119266,93,True,-8.5,44.0,26.25,24.3,63.13386075949367,374.88132911392404,5.9,21.993037974683542,12.842088607594937,46.1,3.0759493670886076,65.0,39.21835443037975,70.4,293.753164556962,7.5,10.6,2.1531645569620252,105,135.0,ATL,1.3076923076923077,0.8461538461538461,64.7,8.0,0.07692307692307693,6.1,9.5,0.0,0.0,0.0,0.0,2.1,0.38461538461538464,0.23076923076923078,60.0,2.3076923076923075,0.07692307692307693,6.0,10.0,0.0,0.0,0.0,0.0,0.9,14.2,21.3,0.0,9.2,5.9,9.2,14.8,3.7362575979090424,3.7476497421486363
Marvin Hall,3000.0,1.92,34.68,25.2,67.2,350.9504587155963,5.2,21.96330275229358,13.023853211009174,37.3,3.236697247706422,61.9,8.4,17.0,425,68.0,211.23302752293577,6.4,9.5,1.310091743119266,93,True,-8.5,44.0,26.25,24.3,63.13386075949367,374.88132911392404,5.9,21.993037974683542,12.842088607594937,46.1,3.0759493670886076,65.0,39.21835443037975,70.4,293.753164556962,7.5,10.6,2.1531645569620252,105,128.0,ATL,1.0769230769230769,0.6923076923076923,64.3,10.692307692307692,0.07692307692307693,9.9,15.4,0.15384615384615385,0.0,0.0,0.0,2.2,0.15384615384615385,0.07692307692307693,50.0,0.5384615384615384,0.0,3.5,7.0,0.0,0.0,0.0,0.0,0.1,11.2,16.8,1.4,9.6,7.5,11.0,19.8,3.310382917934718,2.8110468151041075
