Name,DraftKingsSalary,FantasyPointsDraftKings,DPointsAllowed,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentTimesSackedPercentage,QuarterbackHitsPercentage,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns,OpponentPasserRating,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,PassingAttempts,CompletionPercentage,PassingYards,TeamPassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PasserRating,Rank,Team,TargetsGame,RecGame,RecPercentage,RecYardsGame,RecTdGame,YardsTarget,RecYardsRec,RushesGame,RushYardsGame,YardAttempt,RushTdGame,PointsGame,RZTargetsGame,RZRecGame,RZRecPercentage,RZRecYardsGame,RZRecTdGame,RZYardsTarget,RZRecYardsRec,RZRushesGame,RZRushYardsGame,RZYardAttempt,RZRushTdGame,RZPointsGame,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointSnapPercentageDraftKings,PLSProjections,RFProjections
Ricky Seals-Jones,2600.0,5.67,10.07,28.2,63.469209809264306,386.5013623978202,6.1,23.512806539509537,12.140599455040872,51.3,3.3809264305177114,72.7,5.6,11.4,457,69.1,255.41362397820163,7.3,10.5,2.074659400544959,102,False,8.5,44.0,17.75,13.7,55.41573033707864,242.52078651685392,4.4,14.931460674157302,12.160674157303369,31.0,1.693258426966292,68.2,30.32471910112359,56.9,158.39662921348312,5.2,9.2,0.9235955056179774,64,26.0,ARI,4.6923076923076925,2.3076923076923075,49.2,24.46153846153846,0.07692307692307693,5.2,10.6,0.0,0.0,0.0,0.0,5.2,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,63.0,0.0,12.8,6.3,12.8,14.2,8.505824203488253,7.248431795731352
Jermaine Gresham,2500.0,2.42,10.07,28.2,63.469209809264306,386.5013623978202,6.1,23.512806539509537,12.140599455040872,51.3,3.3809264305177114,72.7,5.6,11.4,457,69.1,255.41362397820163,7.3,10.5,2.074659400544959,102,False,8.5,44.0,17.75,13.7,55.41573033707864,242.52078651685392,4.4,14.931460674157302,12.160674157303369,31.0,1.693258426966292,68.2,30.32471910112359,56.9,158.39662921348312,5.2,9.2,0.9235955056179774,64,75.0,ARI,1.0,0.7272727272727273,72.7,7.090909090909091,0.0,7.1,9.8,0.0,0.0,0.0,0.0,1.3,0.18181818181818182,0.09090909090909091,50.0,1.0,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.2,31.9,53.4,0.0,3.1,2.3,3.1,4.2,3.2452477245256266,1.992699891432768
John Phillips,2500.0,0.27,10.07,28.2,63.469209809264306,386.5013623978202,6.1,23.512806539509537,12.140599455040872,51.3,3.3809264305177114,72.7,5.6,11.4,457,69.1,255.41362397820163,7.3,10.5,2.074659400544959,102,False,8.5,44.0,17.75,13.7,55.41573033707864,242.52078651685392,4.4,14.931460674157302,12.160674157303369,31.0,1.693258426966292,68.2,30.32471910112359,56.9,158.39662921348312,5.2,9.2,0.9235955056179774,64,110.0,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.9780060464960663,1.1971884280103455
Darrell Daniels,2500.0,0.03,10.07,28.2,63.469209809264306,386.5013623978202,6.1,23.512806539509537,12.140599455040872,51.3,3.3809264305177114,72.7,5.6,11.4,457,69.1,255.41362397820163,7.3,10.5,2.074659400544959,102,False,8.5,44.0,17.75,13.7,55.41573033707864,242.52078651685392,4.4,14.931460674157302,12.160674157303369,31.0,1.693258426966292,68.2,30.32471910112359,56.9,158.39662921348312,5.2,9.2,0.9235955056179774,64,110.0,ARI,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.8,0.0,1.4,0.0,1.4,0.0,0.7290648789761818,1.2607279478512354
Austin Hooper,4200.0,9.59,9.52,25.2,67.2,350.9504587155963,5.2,21.96330275229358,13.023853211009174,37.3,3.236697247706422,61.9,8.4,17.0,425,68.0,211.23302752293577,6.4,9.5,1.310091743119266,93,True,-8.5,44.0,26.25,24.3,63.13386075949367,374.88132911392404,5.9,21.993037974683542,12.842088607594937,46.1,3.0759493670886076,65.0,39.21835443037975,70.4,293.753164556962,7.5,10.6,2.1531645569620252,105,6.0,ATL,6.076923076923077,4.923076923076923,81.0,42.84615384615385,0.3076923076923077,7.1,8.7,0.0,0.0,0.0,0.0,11.2,0.9230769230769231,0.6923076923076923,75.0,3.769230769230769,0.3076923076923077,4.1,5.4,0.0,0.0,0.0,0.0,3.1,53.5,80.1,0.0,11.4,9.2,11.4,21.0,13.075619314331725,9.96955485552968
Logan Paulsen,2500.0,1.86,9.52,25.2,67.2,350.9504587155963,5.2,21.96330275229358,13.023853211009174,37.3,3.236697247706422,61.9,8.4,17.0,425,68.0,211.23302752293577,6.4,9.5,1.310091743119266,93,True,-8.5,44.0,26.25,24.3,63.13386075949367,374.88132911392404,5.9,21.993037974683542,12.842088607594937,46.1,3.0759493670886076,65.0,39.21835443037975,70.4,293.753164556962,7.5,10.6,2.1531645569620252,105,67.0,ATL,0.6666666666666666,0.6666666666666666,100.0,6.0,0.08333333333333333,9.0,9.0,0.0,0.0,0.0,0.0,1.8,0.16666666666666666,0.16666666666666666,100.0,1.8333333333333333,0.08333333333333333,11.0,11.0,0.0,0.0,0.0,0.0,0.8,24.4,33.8,0.0,2.7,2.7,2.7,7.2,3.5321493095711967,2.007821694097379
Eric Saubert,2500.0,0.88,9.52,25.2,67.2,350.9504587155963,5.2,21.96330275229358,13.023853211009174,37.3,3.236697247706422,61.9,8.4,17.0,425,68.0,211.23302752293577,6.4,9.5,1.310091743119266,93,True,-8.5,44.0,26.25,24.3,63.13386075949367,374.88132911392404,5.9,21.993037974683542,12.842088607594937,46.1,3.0759493670886076,65.0,39.21835443037975,70.4,293.753164556962,7.5,10.6,2.1531645569620252,105,86.0,ATL,0.6923076923076923,0.38461538461538464,55.6,3.6923076923076925,0.0,5.3,9.6,0.0,0.0,0.0,0.0,0.8,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,14.1,0.0,7.4,4.1,7.4,8.0,3.575300886493451,1.6989303793171633
Mark Andrews,2700.0,4.86,15.0,29.5,61.46475195822455,388.4295039164491,6.3,22.259791122715406,11.014360313315928,38.5,3.5430809399477807,82.6,7.2,17.5,441,72.8,268.88903394255874,7.9,10.9,2.2336814621409924,110,True,-8.0,47.0,27.5,24.7,71.40685358255452,369.7305295950156,5.2,23.39190031152648,14.466043613707164,46.8,3.616510903426791,63.8,37.47320872274143,60.4,235.22710280373832,6.3,10.4,1.2311526479750778,82,21.0,BAL,3.0,2.0,66.7,29.53846153846154,0.15384615384615385,9.8,14.8,0.0,0.0,0.0,0.0,5.9,0.46153846153846156,0.23076923076923078,50.0,1.3076923076923077,0.15384615384615385,2.8,5.7,0.0,0.0,0.0,0.0,1.3,26.0,34.7,0.0,11.5,7.7,11.5,22.6,8.57396891197775,4.786336387678815
Nick Boyle,2500.0,3.1,15.0,29.5,61.46475195822455,388.4295039164491,6.3,22.259791122715406,11.014360313315928,38.5,3.5430809399477807,82.6,7.2,17.5,441,72.8,268.88903394255874,7.9,10.9,2.2336814621409924,110,True,-8.0,47.0,27.5,24.7,71.40685358255452,369.7305295950156,5.2,23.39190031152648,14.466043613707164,46.8,3.616510903426791,63.8,37.47320872274143,60.4,235.22710280373832,6.3,10.4,1.2311526479750778,82,40.0,BAL,2.6923076923076925,1.6153846153846154,60.0,15.23076923076923,0.0,5.7,9.4,0.0,0.0,0.0,0.0,3.1,0.5384615384615384,0.15384615384615385,28.6,0.46153846153846156,0.0,0.9,3.0,0.0,0.0,0.0,0.0,0.2,42.6,56.9,0.0,6.3,3.8,6.3,7.4,8.402507431315763,3.878271709697368
Hayden Hurst,2500.0,2.0,15.0,29.5,61.46475195822455,388.4295039164491,6.3,22.259791122715406,11.014360313315928,38.5,3.5430809399477807,82.6,7.2,17.5,441,72.8,268.88903394255874,7.9,10.9,2.2336814621409924,110,True,-8.0,47.0,27.5,24.7,71.40685358255452,369.7305295950156,5.2,23.39190031152648,14.466043613707164,46.8,3.616510903426791,63.8,37.47320872274143,60.4,235.22710280373832,6.3,10.4,1.2311526479750778,82,67.0,BAL,1.5555555555555556,0.7777777777777778,50.0,9.11111111111111,0.1111111111111111,5.9,11.7,0.1111111111111111,0.0,0.0,0.0,2.4,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,31.4,0.5,6.8,3.9,7.2,10.2,6.709691778416472,2.6475211822132283
