Name,DraftKingsSalary,FantasyPointsDraftKings,DPointsAllowed,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentRushingYards,OpponentRushingYardsPerAttempt,TacklesForLossPercentage,OpponentRushingTouchdowns,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,OpponentTacklesForLossPercentage,Team,Rank,RushesGame,RushYardGame,YardAttempt,RushTdGame,TargetsGame,RecGame,RecYardsGame,RecTdGame,PointsGame,RZattemptsGame,RZyardsGame,RZYardAtt,RZTDGame,RZTarGame,RZRecGame,RZRecYarGame,RZRecTDGame,RZPointsGame,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointSnapPercentageDraftKings,PLSProjections,RFProjections
David Johnson,7100.0,17.61,31.78,28.2,63.469209809264306,386.5013623978202,6.1,23.512806539509537,12.140599455040872,51.3,3.3809264305177114,72.7,131.08773841961852,5.0,14.3,1.1525885558583107,False,8.5,44.0,17.75,13.7,55.41573033707864,242.52078651685392,4.4,14.931460674157302,12.160674157303369,31.0,1.693258426966292,68.2,25.4,ARI,12.0,16.923076923076923,62.30769230769231,3.7,0.46153846153846156,4.6923076923076925,3.3076923076923075,26.153846153846153,0.15384615384615385,15.9,1.8461538461538463,5.6923076923076925,3.1,0.46153846153846156,0.6153846153846154,0.38461538461538464,1.3076923076923077,0.07692307692307693,4.3,47.9,82.5,35.3,9.8,42.2,45.1,33.2,16.004756887622825,18.694448722862962
Chase Edmonds,3800.0,3.99,31.78,28.2,63.469209809264306,386.5013623978202,6.1,23.512806539509537,12.140599455040872,51.3,3.3809264305177114,72.7,131.08773841961852,5.0,14.3,1.1525885558583107,False,8.5,44.0,17.75,13.7,55.41573033707864,242.52078651685392,4.4,14.931460674157302,12.160674157303369,31.0,1.693258426966292,68.2,25.4,ARI,70.0,3.230769230769231,11.692307692307692,3.6,0.15384615384615385,1.3076923076923077,1.1538461538461537,5.846153846153846,0.0,3.8,0.38461538461538464,2.0,5.2,0.15384615384615385,0.0,0.0,0.0,0.0,1.1,11.1,19.1,29.2,11.8,39.6,41.0,34.6,4.335481409804576,5.190523976221133
TJ Logan,3000.0,0.31,31.78,28.2,63.469209809264306,386.5013623978202,6.1,23.512806539509537,12.140599455040872,51.3,3.3809264305177114,72.7,131.08773841961852,5.0,14.3,1.1525885558583107,False,8.5,44.0,17.75,13.7,55.41573033707864,242.52078651685392,4.4,14.931460674157302,12.160674157303369,31.0,1.693258426966292,68.2,25.4,ARI,116.0,0.14285714285714285,0.7142857142857143,5.0,0.0,0.42857142857142855,0.42857142857142855,2.7142857142857144,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.6,9.1,27.3,36.4,36.4,49.1,1.0216638320105629,2.9276623088920877
Derrick Coleman,3000.0,0.14,31.78,28.2,63.469209809264306,386.5013623978202,6.1,23.512806539509537,12.140599455040872,51.3,3.3809264305177114,72.7,131.08773841961852,5.0,14.3,1.1525885558583107,False,8.5,44.0,17.75,13.7,55.41573033707864,242.52078651685392,4.4,14.931460674157302,12.160674157303369,31.0,1.693258426966292,68.2,25.4,ARI,124.0,0.15384615384615385,0.23076923076923078,1.5,0.0,0.23076923076923078,0.15384615384615385,1.3076923076923077,0.0,0.3,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,4.8,8.2,3.2,4.8,6.5,8.1,6.5,0.3271868614616169,1.137587651913446
Tevin Coleman,4200.0,10.34,31.14,25.2,67.2,350.9504587155963,5.2,21.96330275229358,13.023853211009174,37.3,3.236697247706422,61.9,139.71743119266054,4.4,24.0,1.3871559633027524,True,-8.5,44.0,26.25,24.3,63.13386075949367,374.88132911392404,5.9,21.993037974683542,12.842088607594937,46.1,3.0759493670886076,65.0,33.7,ATL,20.0,10.615384615384615,43.0,4.1,0.15384615384615385,3.1538461538461537,2.3846153846153846,20.53846153846154,0.38461538461538464,12.2,1.1538461538461537,2.769230769230769,2.4,0.07692307692307693,0.6923076923076923,0.6153846153846154,3.923076923076923,0.3076923076923077,3.6,37.8,56.6,28.1,8.4,34.4,36.5,32.3,12.45523059958665,12.80099271325424
Ito Smith,3700.0,8.01,31.14,25.2,67.2,350.9504587155963,5.2,21.96330275229358,13.023853211009174,37.3,3.236697247706422,61.9,139.71743119266054,4.4,24.0,1.3871559633027524,True,-8.5,44.0,26.25,24.3,63.13386075949367,374.88132911392404,5.9,21.993037974683542,12.842088607594937,46.1,3.0759493670886076,65.0,33.7,ATL,45.0,6.230769230769231,21.615384615384617,3.5,0.3076923076923077,2.230769230769231,1.9230769230769231,11.307692307692308,0.0,7.1,1.3846153846153846,4.461538461538462,3.2,0.3076923076923077,0.15384615384615385,0.15384615384615385,1.0,0.0,2.5,21.6,32.4,28.8,10.3,37.7,39.1,32.7,9.06603108262819,8.460545361389558
Brian Hill,3000.0,0.17,31.14,25.2,67.2,350.9504587155963,5.2,21.96330275229358,13.023853211009174,37.3,3.236697247706422,61.9,139.71743119266054,4.4,24.0,1.3871559633027524,True,-8.5,44.0,26.25,24.3,63.13386075949367,374.88132911392404,5.9,21.993037974683542,12.842088607594937,46.1,3.0759493670886076,65.0,33.7,ATL,144.0,0.16666666666666666,0.8333333333333334,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,6.7,0.0,6.7,6.7,3.3,2.038768953889254,1.4702625069479434
Ricky Ortiz,3000.0,0.08,31.14,25.2,67.2,350.9504587155963,5.2,21.96330275229358,13.023853211009174,37.3,3.236697247706422,61.9,139.71743119266054,4.4,24.0,1.3871559633027524,True,-8.5,44.0,26.25,24.3,63.13386075949367,374.88132911392404,5.9,21.993037974683542,12.842088607594937,46.1,3.0759493670886076,65.0,33.7,ATL,129.0,0.0,0.0,0.0,0.0,0.3,0.2,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,11.9,0.0,2.9,1.9,2.9,2.6,1.8207057035109582,0.5757480499067023
Devonta Freeman,4600.0,0.0,31.14,25.2,67.2,350.9504587155963,5.2,21.96330275229358,13.023853211009174,37.3,3.236697247706422,61.9,139.71743119266054,4.4,24.0,1.3871559633027524,True,-8.5,44.0,26.25,24.3,63.13386075949367,374.88132911392404,5.9,21.993037974683542,12.842088607594937,46.1,3.0759493670886076,65.0,33.7,ATL,98.0,7.0,34.0,4.9,0.0,3.5,2.5,11.5,0.0,7.0,1.5,2.0,1.3,0.0,0.5,0.0,0.0,0.0,0.2,33.5,32.7,20.9,10.4,28.4,31.3,21.0,10.22056105189262,11.350054975120338
Gus Edwards,4400.0,12.22,30.82,29.5,61.46475195822455,388.4295039164491,6.3,22.259791122715406,11.014360313315928,38.5,3.5430809399477807,82.6,119.54046997389035,4.8,23.8,1.2323759791122717,True,-8.0,47.0,27.5,24.7,71.40685358255452,369.7305295950156,5.2,23.39190031152648,14.466043613707164,46.8,3.616510903426791,63.8,11.8,BAL,66.0,11.5,55.75,4.8,0.125,0.125,0.125,0.875,0.0,7.5,1.25,4.0,3.2,0.125,0.0,0.0,0.0,0.0,1.4,24.4,34.0,47.2,0.5,47.7,47.7,30.9,8.169018403515974,10.493567798688241
