Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Adam Thielen,MIN,WR,12,136,98,72.1,1166,9,68,8.6,11.9,2,20,10,0,1,1,24.9,298.6
2,Davante Adams,GB,WR,12,127,85,66.9,1115,11,57,8.8,13.1,0,0,0,0,0,0,22.9,274.5
3,Tyreek Hill,KC,WR,12,100,66,66,1119,11,75,11.2,17,15,118,7.9,0,0,0,22.8,273.7
4,Antonio Brown,PIT,WR,12,135,81,60,1028,12,78,7.6,12.7,0,0,0,0,0,0,22.3,267.8
5,Julio Jones,ATL,WR,12,133,86,64.7,1323,3,58,9.9,15.4,2,12,6,0,2,2,21.6,259.5
6,Michael Thomas,NO,WR,12,105,91,86.7,1120,8,72,10.7,12.3,0,0,0,0,2,2,21.5,258
7,DeAndre Hopkins,HOU,WR,12,114,80,70.2,1115,8,49,9.8,13.9,1,-7,-7,0,2,2,20.7,248.8
8,Odell Beckham Jr,NYG,WR,12,124,77,62.1,1052,6,51,8.5,13.7,5,19,3.8,0,2,1,20.5,246.34
9,JuJu Smith-Schuster,PIT,WR,12,119,83,69.7,1104,4,97,9.3,13.3,1,13,13,0,0,0,19.9,238.7
10,Mike Evans,TB,WR,12,105,66,62.9,1121,5,72,10.7,17,0,0,0,1,2,1,19.3,231.1
11,Keenan Allen,LAC,WR,12,113,83,73.5,996,5,54,8.8,12,8,75,9.4,0,3,1,19.2,230.1
12,Stefon Diggs,MIN,WR,11,121,84,69.4,839,6,75,6.9,10,8,48,6,0,0,0,20.2,222.7
13,Robert Woods,LAR,WR,12,98,64,65.3,971,5,36,9.9,15.2,15,122,8.1,0,0,0,17.7,212.3
14,Brandin Cooks,LAR,WR,12,90,63,70,1026,3,57,11.4,16.3,7,41,5.9,1,1,0,17.4,208.7
15,Tyler Boyd,CIN,WR,12,97,69,71.1,938,6,49,9.7,13.6,2,3,1.5,0,0,0,17.3,208.1
16,Emmanuel Sanders,DEN,WR,12,98,71,72.4,868,4,64,8.9,12.2,4,53,13.2,1,1,0,17.3,207.22
17,Tyler Lockett,SEA,WR,12,56,44,78.6,713,9,52,12.7,16.2,9,58,6.4,0,1,0,14.8,178.1
18,Kenny Golladay,DET,WR,12,92,55,59.8,854,5,60,9.3,15.5,1,8,8,0,1,0,14.8,177.2
19,T.Y. Hilton,IND,WR,10,86,53,61.6,787,6,68,9.2,14.8,0,0,0,0,0,0,17.7,176.7
20,Calvin Ridley,ATL,WR,12,71,50,70.4,647,8,75,9.1,12.9,6,27,4.5,0,2,1,14,167.4
21,Golden Tate,PHI,WR,11,96,62,64.6,699,4,67,7.3,11.3,4,34,8.5,0,2,0,15.2,167.3
22,Jarvis Landry,CLE,WR,12,120,66,55,733,2,39,6.1,11.1,0,0,0,0,0,0,13.5,162.3
23,Corey Davis,TEN,WR,12,91,52,57.1,744,4,51,8.2,14.3,4,54,13.5,0,1,0,13.5,161.8
24,DeSean Jackson,TB,WR,11,70,40,57.1,750,4,75,10.7,18.8,5,25,5,1,0,0,14.2,156.5
25,AJ Green,CIN,WR,9,77,46,59.7,694,6,38,9,15.1,0,0,0,0,2,1,17.4,156.4
26,Amari Cooper,DAL,WR,11,71,52,73.2,704,4,90,9.9,13.5,1,9,9,0,1,1,14.1,155.3
27,Chris Godwin,TB,WR,12,67,49,73.1,676,5,48,10.1,13.8,0,0,0,0,3,1,12.8,153.6
28,Adam Humphries,TB,WR,12,73,53,72.6,606,5,51,8.3,11.4,2,11,5.5,0,1,0,12.1,144.7
29,Sterling Shepard,NYG,WR,12,76,52,68.4,638,3,58,8.4,12.3,1,27,27,0,1,0,11.8,141.5
30,Cooper Kupp,LAR,WR,8,56,40,71.4,566,6,70,10.1,14.2,4,25,6.2,0,0,0,17.3,138.1
31,Julian Edelman,NE,WR,8,69,47,68.1,535,3,36,7.8,11.4,7,83,11.9,0,1,0,16.8,134.52
32,Dede Westbrook,JAX,WR,12,71,46,64.8,553,4,61,7.8,12,7,69,9.9,0,2,1,11.2,134.2
33,Larry Fitzgerald,ARI,WR,12,77,47,61,508,5,37,6.6,10.8,0,0,0,0,0,0,11.1,132.8
34,Demaryius Thomas,HOU,WR,12,70,46,65.7,533,5,45,7.6,11.6,0,0,0,0,0,0,11,132.3
35,John Brown,BAL,WR,12,79,36,45.6,649,4,71,8.2,18,3,4,1.3,0,0,0,10.9,131.3
36,D.J. Moore,CAR,WR,12,56,42,75,609,2,82,10.9,14.5,11,150,13.6,0,3,2,10.9,130.9
37,Taylor Gabriel,CHI,WR,12,76,54,71.1,544,2,54,7.2,10.1,8,53,6.6,0,1,1,10.9,130.7
38,Josh Gordon,NE,WR,10,60,35,58.3,622,4,55,10.4,17.8,0,0,0,0,0,0,12.7,127.2
39,Mohamed Sanu,ATL,WR,12,62,45,72.6,583,3,43,9.4,13,3,2,0.7,0,1,1,10.5,125.5
40,Allen Robinson,CHI,WR,10,71,41,57.7,573,4,39,8.1,14,0,0,0,0,0,0,12.5,125.3
41,Christian Kirk,ARI,WR,12,68,43,63.2,590,3,75,8.7,13.7,3,35,11.7,0,0,0,10.3,123.5
42,Sammy Watkins,KC,WR,10,55,40,72.7,519,3,50,9.4,13,5,52,10.4,0,1,0,12.1,121.1
43,Tyrell Williams,LAC,WR,12,44,29,65.9,533,5,75,12.1,18.4,2,15,7.5,0,1,0,10,119.8
