Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
82,Trey Quinn,WAS,WR,3,107,35.7,40.8,0.9,9.3,9.3,10.3,22.5,21
84,Mohamed Sanu,ATL,WR,12,619,51.6,77.7,0.5,10,7.9,10.7,125.5,20.3
85,Sterling Shepard,NYG,WR,12,706,58.8,92.4,0.1,10.8,7.5,10.9,141.5,20
85,Kenny Stills,MIA,WR,11,561,51,78.8,0,7.7,4.3,7.7,95.9,17.1
85,Martavis Bryant,OAK,WR,8,219,27.4,30.5,1.4,12.3,10,13.7,46.9,21.4
85,Russell Gage,ATL,WR,11,13,1.2,1.6,0,15.4,15.4,15.4,3.6,27.7
89,Kendrick Bourne,SF,WR,12,407,33.9,50.6,0,11.5,7.1,11.5,78.7,19.3
89,Cameron Meredith,NO,WR,6,126,21,30.7,0,7.9,7.1,7.9,25.4,20.2
91,Robby Anderson,NYJ,WR,10,463,46.3,61.2,0.4,11.7,6.3,12.1,86.8,18.7
92,Jarvis Landry,CLE,WR,12,745,62.1,88.2,0,16.1,8.9,16.1,162.3,21.8
92,Michael Crabtree,BAL,WR,12,610,50.8,67.6,0,14.6,7.9,14.6,119.6,19.6
92,Seth Roberts,OAK,WR,11,406,36.9,56.8,0.2,11.3,7.6,11.6,77.5,19.1
95,Phillip Dorsett,NE,WR,12,325,27.1,39,0,11.4,8.3,11.4,64.6,19.9
96,Cole Beasley,DAL,WR,12,510,42.5,65.3,0,12.5,9.6,12.7,109.8,21.5
97,Donte Moncrief,JAX,WR,12,628,52.3,78.3,0,11.1,5.9,11.1,112.7,17.9
98,Antonio Callaway,CLE,WR,12,585,48.8,69.2,0.3,10.6,6,10.9,99.9,17.1
99,Marquez Valdes-Scantling,GB,WR,12,518,43.2,65.2,0.4,9.8,5.6,10.2,91.1,17.6
100,Jarius Wright,CAR,WR,12,376,31.3,49.3,0.3,10.1,7.7,10.4,69.5,18.5
100,Jamison Crowder,WAS,WR,5,236,47.2,36.1,1.7,10.2,8.9,11.9,43,18.2
102,Bruce Ellington,DET,WR,6,246,41,44.6,0.4,15.4,11.8,16.3,53.9,21.9
102,Brandon LaFell,OAK,WR,6,233,38.8,45.6,0,6.9,5.2,6.9,37.5,16.1
104,Taylor Gabriel,CHI,WR,12,647,53.9,79.8,1.2,11.7,9.6,13,130.7,20.2
104,Danny Amendola,MIA,WR,11,537,48.8,75.4,0,11.5,9.1,11.7,106.02,19.7
106,Paul Richardson,WAS,WR,7,368,52.6,76.3,0.5,9.5,6,10.1,59.1,16.1
106,Torrey Smith,CAR,WR,8,293,36.6,38.5,0,9.2,5.5,9.2,47.1,16.1
108,Zay Jones,BUF,WR,12,687,57.2,86.7,0.1,10,6.1,10.2,112.9,16.4
108,Jordy Nelson,OAK,WR,11,617,56.1,78,0.2,8.3,5.8,8.4,102.8,16.7
108,Josh Reynolds,LAR,WR,12,368,30.7,44.9,0.5,6.8,4.6,7.3,53.5,14.5
111,Brandon Marshall,NO,WR,7,190,27.1,30.4,0,12.1,5.8,12.1,30.6,16.1
112,Chester Rogers,IND,WR,12,440,36.7,51.8,0.2,12.3,8.6,12.5,81.9,18.6
112,Travis Benjamin,LAC,WR,8,179,22.4,31.6,2.2,8.9,6.7,11.2,26.3,14.7
114,Randall Cobb,GB,WR,6,329,54.8,58,0,13.1,8.8,13.1,65.3,19.8
114,Dontrelle Inman,IND,WR,6,247,41.2,60.8,0,10.9,7.7,10.9,43.1,17.4
116,Quincy Enunwa,NYJ,WR,10,481,48.1,70.2,0.2,13.5,7.5,13.7,82.7,17.2
117,Willie Snead,BAL,WR,12,606,50.5,67.1,0.2,13.2,8.6,13.4,109,18
117,Doug Baldwin,SEA,WR,10,527,52.7,81.2,0,9.5,7,9.5,87.8,16.7
119,Chris Conley,KC,WR,12,567,47.2,72.1,0,6.7,4.4,6.7,78.8,13.9
119,Trent Taylor,SF,WR,10,237,23.7,31.7,0,13.1,8.4,13.1,42.1,17.8
119,Chad Beebe,MIN,WR,2,42,21,17,0,9.5,9.5,9.5,7.9,18.8
119,Jawill Davis,NYG,WR,4,29,7.2,5.8,0,20.7,6.9,20.7,4.7,16.2
123,Pierre Garcon,SF,WR,8,377,47.1,46.8,0,11.9,6.4,11.9,58.6,15.5
123,Deontay Burnett,NYJ,WR,3,76,25.3,20,0,10.5,6.6,10.5,12,15.8
125,Equanimeous St. Brown,GB,WR,9,243,27,37.4,0.4,10.3,5.8,10.7,35,14.4
126,Allen Hurns,DAL,WR,12,391,32.6,50.1,0,8.2,4.3,8.2,51.8,13.2
126,Tim Patrick,DEN,WR,12,164,13.7,21,0.6,6.7,3,7.3,18.6,11.3
128,Michael Gallup,DAL,WR,12,502,41.8,64.3,0,9.8,4.6,9.8,67,13.3
129,Austin Carr,NO,WR,12,249,20.8,31.4,0,5.2,3.6,5.2,30.7,12.3
129,Breshad Perriman,CLE,WR,6,120,20,31.5,2.5,10.8,9.2,13.3,18.4,15.3
131,Chris Hogan,NE,WR,12,605,50.4,72.6,0,6.6,4.5,6.6,79,13.1
132,Tajae Sharpe,TEN,WR,12,523,43.6,69.6,0.2,7.8,5,8,72.6,13.9
132,Damion Ratley,CLE,WR,9,169,18.8,28.5,0,11.8,7.7,11.8,27.4,16.2
134,Nelson Agholor,PHI,WR,12,735,61.2,89.3,0.4,10.7,7.5,11.3,113.1,15.4
135,Cody Core,CIN,WR,10,174,17.4,27.9,0,9.2,4,9.2,21.4,12.3
136,Josh Bellamy,CHI,WR,12,209,17.4,25.8,0,8.6,5.3,8.6,28.1,13.4
136,Marcell Ateman,OAK,WR,3,174,58,46.8,0,10.9,5.2,10.9,23.2,13.3
138,Kelvin Benjamin,BUF,WR,12,512,42.7,64.6,0,12.1,4.5,12.1,64.4,12.6
139,Josh Doctson,WAS,WR,11,639,58.1,88.5,0,9.7,5.5,9.7,85.5,13.4
140,Keelan Cole,JAX,WR,12,529,44.1,66,0,10,5.9,10,77.1,14.6
141,Ryan Grant,IND,WR,10,458,45.8,58.4,0,9.4,6.6,9.4,65.4,14.3
141,Demarcus Robinson,KC,WR,12,252,21,32.1,0,7.1,4.8,7.1,31.3,12.4
143,Maurice Harris,WAS,WR,10,397,39.7,56.4,0.5,11.1,7.3,11.6,60.1,15.1
144,Shelton Gibson,PHI,WR,12,64,5.3,7.8,0,4.7,1.6,4.7,5.8,9.1
145,Jermaine Kearse,NYJ,WR,11,502,45.6,72.1,0,12.9,6,12.9,65.7,13.1
145,Laquon Treadwell,MIN,WR,12,477,39.8,59.2,0,9.9,6.5,9.9,64.9,13.6
145,Darius Jennings,TEN,WR,12,89,7.4,11.9,0,7.9,6.7,9,17.34,19.5
148,Cody Latimer,NYG,WR,4,163,40.8,50.6,0,5.5,3.7,5.5,16.8,10.3
149,Deonte Thompson,BUF,WR,10,212,21.2,30,0,11.3,7.1,11.3,28.6,13.5
150,Malik Turner,SEA,WR,4,32,8,9.4,0,9.4,6.2,9.4,4,12.5
151,Richie James,SF,WR,9,123,13.7,20.1,0,6.5,4.1,6.5,13.4,10.9
152,Zach Pascal,IND,WR,12,365,30.4,42.9,0.5,8.2,5.2,8.8,38.7,10.6
153,Marcus Kemp,KC,WR,12,12,1,1.5,0,16.7,8.3,16.7,1.7,14.2
154,Andre Holmes,BUF,WR,12,282,23.5,35.6,0,8.2,4.3,8.2,27.7,9.8
154,Kevin White,CHI,WR,8,124,15.5,15.3,0,4,2.4,4,10,8.1
156,D.J. Chark,JAX,WR,10,279,27.9,34.8,0,10.8,5,10.8,30.4,10.9
156,Bennie Fowler,NYG,WR,6,186,31,48.9,0,8.1,4.8,8.1,19.3,10.4
158,Corey Coleman,NYG,WR,4,37,9.2,15,0,8.1,5.4,8.1,4,10.8
159,Andre Roberts,NYJ,WR,12,103,8.6,13.6,1.9,9.7,5.8,11.7,15.5,15
160,Chris Moore,BAL,WR,12,357,29.8,39.5,1.1,5,5.3,6.2,33.6,9.4
160,Noah Brown,DAL,WR,4,60,15,21.9,0,5,3.3,5,5.1,8.5
162,Cameron Batson,TEN,WR,7,162,23.1,37.2,0.6,6.8,5.6,7.4,16.3,10.1
163,Auden Tate,CIN,WR,3,40,13.3,23.3,0,22.5,7.5,22.5,5,12.5
164,Chad Williams,ARI,WR,8,350,43.8,51.1,0,8.9,3.1,8.9,28.3,8.1
165,Deandre Carter,HOU,WR,10,139,13.9,20.1,0,6.5,6.5,6.5,15.7,11.3
166,Terrance Williams,DAL,WR,3,39,13,21.9,0,7.7,5.1,7.7,3.8,9.7
167,Justin Hardy,ATL,WR,12,171,14.2,21.5,0,7.6,4.7,7.6,15.4,9
168,Brice Butler,MIA,WR,4,59,14.8,13.6,0,10.2,6.8,10.2,6.5,11
169,Kamar Aiken,PHI,WR,5,131,26.2,17.4,0,5.3,4.6,5.3,11.3,8.6
170,James Washington,PIT,WR,10,384,38.4,45.2,0,6.5,2.1,6.5,21.7,5.7
170,Neal Sterling,NYJ,WR,5,129,25.8,29.1,0,6.2,4.7,6.2,10.7,8.3
170,Charone Peake,NYJ,WR,9,70,7.8,12.3,0,4.3,2.9,4.3,4.5,6.4
173,Michael Floyd,WAS,WR,9,177,19.7,31.1,0,7.3,2.8,7.3,11.2,6.3
174,TJ Jones,DET,WR,11,300,27.3,37,0,4.3,3,4.3,19.3,6.4
175,Cam Phillips,BUF,WR,2,27,13.5,22.5,0,3.7,3.7,3.7,1.9,7
176,Daesean Hamilton,DEN,WR,10,191,19.1,24.5,0,4.2,2.6,4.2,11.1,5.8
176,Sammie Coates,HOU,WR,10,37,3.7,4.9,0,5.4,2.7,5.4,2.2,5.9
178,Vyncint Smith,HOU,WR,5,89,17.8,16.6,0,4.5,1.1,4.5,3.8,4.3
178,Khadarel Hodge,LAR,WR,9,55,6.1,8.7,0,3.6,3.6,3.6,3.7,6.7
180,Trent Sherfield,ARI,WR,9,117,13,20.1,0,5.1,2.6,5.1,6.3,5.4
181,Nick Williams,LAR,WR,4,69,17.2,11.9,0,5.8,2.9,5.8,3.7,5.4
182,Brandon Powell,DET,WR,3,26,8.7,6.3,0,11.5,3.8,11.5,1.6,6.2
183,Brian Quick,WAS,WR,6,82,13.7,11.6,0,3.7,3.7,3.7,4.8,5.9
184,Josh Malone,CIN,WR,7,59,8.4,8.5,0,6.8,1.7,6.8,2.2,3.7
185,Damiere Byrd,CAR,WR,8,44,5.5,7.8,0,4.5,2.3,4.5,1.8,4.1
186,JJ Nelson,ARI,WR,12,150,12.5,21.9,2,8,4.7,10,6.6,4.4
186,Justin Hunter,PIT,WR,5,123,24.6,19.2,0,10.6,2.4,10.6,5.1,4.1
186,J'mon Moore,GB,WR,8,58,7.2,9.8,0,1.7,1.7,1.7,2,3.4
189,Darrius Heyward-Bey,PIT,WR,10,55,5.5,7.7,0,3.6,1.8,3.6,1.9,3.5
189,Jeremy Kerley,BUF,WR,1,44,44,68.8,0,9.1,4.5,9.1,2.7,6.1
191,Alex Erickson,CIN,WR,12,233,19.4,30.9,0.9,6.9,4.7,7.7,13.4,5.8
191,Victor Bolden Jr.,SF,WR,4,65,16.2,23.3,0,6.2,1.5,6.2,2,3.1
193,Rashad Greene,JAX,WR,5,67,13.4,12.5,0,6,4.5,6,4.8,7.2
194,Andy Jones,DET,WR,3,40,13.3,19.2,0,7.5,2.5,7.5,1.4,3.5
195,Justin Watson,TB,WR,9,54,6,8.2,0,3.7,1.9,3.7,1.5,2.8
196,Rishard Matthews,NYJ,WR,6,137,22.8,27.5,0,5.1,2.2,5.1,4.1,3
197,Ray-Ray McCloud,BUF,WR,7,108,15.4,17.7,0.9,4.6,4.6,5.6,5.8,5.4
198,Justin Hardee,NO,WR,12,0,0,0,0,0,0,0,2,0
198,Mike Wallace,PHI,WR,2,73,36.5,48.3,0,4.1,0,4.1,0,0
198,Markus Wheaton,PHI,WR,1,2,2,2.8,0,0,0,0,0,0
198,Deante Burton,GB,WR,1,0,0,0,0,0,0,0,0,0
198,Matthew Slater,NE,WR,12,15,1.2,1.8,0,0,0,0,0,0
198,Freddie Martino,TB,WR,4,24,6,7.3,0,4.2,0,4.2,0,0
198,Tanner McEvoy,MIA,WR,2,0,0,0,0,0,0,0,0,0
198,Jaydon Mickens,JAX,WR,6,3,0.5,0.8,0,0,0,0,0,0
198,Stacy Coley,NYG,WR,3,19,6.3,7.1,0,5.3,0,5.3,0,0
198,Cam Sims,WAS,WR,1,0,0,0,0,0,0,0,0,0
198,Janarion Grant,BAL,WR,2,20,10,12.1,0,0,0,0,0,0
198,Bradley Marquez,DET,WR,1,7,7,10,0,0,0,0,0,0
198,Pharoh Cooper,LAR,WR,3,5,1.7,2.4,0,20,0,20,0,0
198,Mike Thomas,LAR,WR,1,0,0,0,0,0,0,0,0,0
198,Jehu Chesson,WAS,WR,4,1,0.2,0.4,0,100,0,100,0,0
198,Geremy Davis,LAC,WR,10,53,5.3,8,0,1.9,0,1.9,0,0
198,Jojo Natson,LAR,WR,9,19,2.1,3,0,0,0,0,0,0
198,Keenan Reynolds,SEA,WR,2,21,10.5,8,0,0,0,0,0,0
198,Daniel Brown,CHI,WR,11,16,1.5,2.2,0,0,0,0,0,0
198,Javon Wims,CHI,WR,3,9,3,2,0,11.1,0,11.1,0,0
198,Brandon Tate,NO,WR,1,0,0,0,0,0,0,0,0,0
198,Cayleb Jones,MIN,WR,1,0,0,0,0,0,0,0,0,0
198,Quadree Henderson,NYG,WR,5,0,0,0,0,0,0,0,0,0
198,Tony Lippett,NYG,WR,1,0,0,0,0,0,0,0,0,0
198,River Cracraft,DEN,WR,4,13,3.2,5.5,0,0,0,0,0,0
198,Lance Lenoir,DAL,WR,4,6,1.5,2.2,0,0,0,0,0,0
198,Trevor Davis,GB,WR,2,0,0,0,0,0,0,0,0,0
198,Saeed Blacknall,OAK,WR,1,16,16,23.5,0,0,0,0,0,0
198,Johnny Holton,OAK,WR,1,5,5,8.6,0,20,0,20,0,0
198,Isaiah Ford,MIA,WR,1,13,13,23.6,0,7.7,0,7.7,0,0
198,Jesus Wilson,TB,WR,1,12,12,18.5,0,0,0,0,0,0
198,Gehrig Dieter,KC,WR,1,7,7,9.9,0,14.3,0,14.3,0,0
198,Kaelin Clay,NYG,WR,2,0,0,0,0,0,0,0,-1,0
231,Rod Streater,CLE,WR,3,23,7.7,9.7,4.3,0,4.3,4.3,-1.1,-4.8
232,Riley McCarron,NE,WR,1,15,15,20,0,6.7,0,6.7,-1,-6.7
233,JJ Jones,LAC,WR,3,3,1,1,33.3,0,33.3,33.3,-1,-33.3
