Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Davante Adams,GB,WR,6,15,7,46.7,66,6,16,4.4,9.4,0,0,0,0,0,0,8.3,49.6
2,Michael Thomas,NO,WR,5,12,10,83.3,74,3,14,6.2,7.4,0,0,0,0,0,0,7.1,35.4
3,Calvin Ridley,ATL,WR,6,5,5,100,56,4,18,11.2,11.2,0,0,0,0,0,0,5.8,34.6
4,Chris Godwin,TB,WR,5,8,4,50,30,4,9,3.8,7.5,0,0,0,0,0,0,6.2,31
5,Tyler Boyd,CIN,WR,6,7,7,100,57,3,14,8.1,8.1,0,0,0,0,0,0,5.1,30.7
6,Juju Smith-Schuster,PIT,WR,6,16,9,56.2,66,2,18,4.1,7.3,0,0,0,0,0,0,4.9,29.6
7,Cooper Kupp,LAR,WR,6,11,7,63.6,42,3,19,3.8,6,2,1,0.5,0,0,0,4.9,29.3
8,Jordy Nelson,OAK,WR,6,5,4,80,35,3,19,7,8.8,0,0,0,0,0,0,4.6,27.5
8,Alshon Jeffery,PHI,WR,3,7,5,71.4,45,3,16,6.4,9,0,0,0,0,0,0,9.2,27.5
10,AJ Green,CIN,WR,6,12,5,41.7,32,3,13,2.7,6.4,0,0,0,0,0,0,4.4,26.2
11,Tyreek Hill,KC,WR,6,7,5,71.4,23,3,14,3.3,4.6,0,0,0,0,0,0,4.2,25.3
12,Adam Thielen,MIN,WR,6,9,6,66.7,34,2,13,3.8,5.7,0,0,0,0,0,0,3.6,21.4
13,DeAndre Hopkins,HOU,WR,6,10,5,50,39,2,13,3.9,7.8,0,0,0,0,0,0,3.5,20.9
14,Sterling Shepard,NYG,WR,6,9,5,55.6,18,2,7,2,3.6,0,0,0,0,1,0,3.5,20.8
15,Demaryius Thomas,DEN,WR,6,6,6,100,27,2,11,4.5,4.5,0,0,0,0,0,0,3.4,20.7
16,Cole Beasley,DAL,WR,6,5,4,80,43,2,17,8.6,10.8,0,0,0,0,0,0,3.4,20.3
17,Terrelle Pryor,NYJ,WR,6,4,3,75,44,2,20,11,14.7,0,0,0,0,0,0,3.2,19.4
18,Phillip Dorsett,NE,WR,6,5,4,80,27,2,14,5.4,6.8,0,0,0,0,0,0,3.1,18.7
19,Torrey Smith,CAR,WR,5,3,3,100,14,2,8,4.7,4.7,0,0,0,0,0,0,3.7,18.4
20,Mike Williams,LAC,WR,6,4,3,75,33,2,20,8.2,11,0,0,0,0,0,0,3,18.3
21,Tyler Lockett,SEA,WR,6,4,3,75,29,2,19,7.2,9.7,0,0,0,0,0,0,3,17.9
22,Jaron Brown,SEA,WR,6,3,3,100,28,2,16,9.3,9.3,0,0,0,0,0,0,3,17.8
23,Allen Robinson,CHI,WR,5,7,3,42.9,27,2,14,3.9,9,0,0,0,0,0,0,3.5,17.7
24,Aldrick Robinson,MIN,WR,4,3,2,66.7,33,2,17,11,16.5,0,0,0,0,0,0,4.3,17.3
25,Robert Woods,LAR,WR,6,5,3,60,14,2,6,2.8,4.7,1,6,6,0,0,0,2.8,17
26,Michael Crabtree,BAL,WR,6,6,3,50,17,2,12,2.8,5.7,0,0,0,0,0,0,2.8,16.7
26,Taylor Gabriel,CHI,WR,5,5,4,80,7,2,6,1.4,1.8,0,0,0,0,0,0,3.3,16.7
28,David Moore,SEA,WR,6,2,2,100,22,2,19,11,11,0,0,0,0,0,0,2.7,16.2
29,Chris Conley,KC,WR,6,3,2,66.7,19,2,15,6.3,9.5,0,0,0,0,0,0,2.6,15.9
30,Marvin Jones,DET,WR,5,8,2,25,13,2,8,1.6,6.5,0,0,0,0,0,0,3.1,15.3
31,Kenny Golladay,DET,WR,5,5,2,40,9,2,5,1.8,4.5,0,0,0,0,0,0,3,14.9
31,Will Fuller,HOU,WR,5,3,2,66.7,9,2,6,3,4.5,0,0,0,0,0,0,3,14.9
33,T.Y. Hilton,IND,WR,4,6,2,33.3,8,2,5,1.3,4,0,0,0,0,0,0,3.7,14.8
34,Kendrick Bourne,SF,WR,6,2,2,100,6,2,4,3,3,0,0,0,0,0,0,2.4,14.6
35,Mohamed Sanu,ATL,WR,6,3,3,100,30,1,15,10,10,0,0,0,0,0,0,2.3,14
36,Jamison Crowder,WAS,WR,4,4,4,100,38,1,13,9.5,9.5,0,0,0,0,0,0,3.4,13.8
37,Keenan Allen,LAC,WR,6,5,3,60,43,1,20,8.6,14.3,0,0,0,0,0,0,2.2,13.3
38,Chester Rogers,IND,WR,6,5,2,40,27,1,17,5.4,13.5,0,0,0,0,0,0,2.1,12.7
38,Sammy Watkins,KC,WR,6,7,3,42.9,38,1,16,5.4,12.7,1,-1,-1,0,0,0,2.1,12.7
40,Jarvis Landry,CLE,WR,6,9,3,33.3,14,1,12,1.6,4.7,0,0,0,0,0,0,2.1,12.4
41,Stefon Diggs,MIN,WR,6,4,3,75,11,1,6,2.8,3.7,0,0,0,0,0,0,2,12.1
41,Taywan Taylor,TEN,WR,6,4,3,75,31,1,18,7.8,10.3,0,0,0,0,0,0,2,12.1
43,Corey Davis,TEN,WR,6,6,3,50,26,1,15,4.3,8.7,0,0,0,0,0,0,1.9,11.6
44,Devin Funchess,CAR,WR,5,5,3,60,22,1,12,4.4,7.3,0,0,0,0,0,0,2.2,11.2
45,Josh Gordon,NE,WR,4,3,2,66.7,30,1,17,10,15,0,0,0,0,0,0,2.8,11
46,John Ross,CIN,WR,4,4,3,75,20,1,9,5,6.7,1,-3,-3,0,0,0,2.7,10.7
47,Ryan Grant,IND,WR,6,3,3,100,16,1,8,5.3,5.3,0,0,0,0,0,0,1.8,10.6
47,Trent Taylor,SF,WR,5,3,3,100,16,1,10,5.3,5.3,0,0,0,0,0,0,2.1,10.6
49,Nelson Agholor,PHI,WR,6,6,4,66.7,2,1,3,0.3,0.5,1,2,2,0,1,0,1.7,10.4
49,Brandin Cooks,LAR,WR,6,7,6,85.7,44,0,16,6.3,7.3,0,0,0,0,1,0,1.7,10.4
51,Julian Edelman,NE,WR,2,4,2,50,23,1,17,5.8,11.5,0,0,0,0,0,0,5.2,10.3
52,Amari Cooper,OAK,WR,6,4,2,50,13,1,8,3.2,6.5,1,9,9,0,0,0,1.7,10.2
53,Kenny Stills,MIA,WR,6,1,1,100,10,1,10,10,10,0,0,0,0,0,0,1.7,10
54,Ted Ginn,NO,WR,4,4,1,25,4,1,4,1,4,1,5,5,0,0,0,2.5,9.9
54,Bruce Ellington,HOU,WR,3,2,2,100,19,1,14,9.5,9.5,0,0,0,0,0,0,3.3,9.9
56,Willie Snead,BAL,WR,6,2,2,100,18,1,13,9,9,0,0,0,0,0,0,1.6,9.8
56,John Brown,BAL,WR,6,5,2,40,18,1,11,3.6,9,0,0,0,0,0,0,1.6,9.8
58,Marquez Valdes-Scantling,GB,WR,6,5,2,40,15,1,12,3,7.5,0,0,0,0,0,0,1.6,9.5
59,Mike Evans,TB,WR,5,3,2,66.7,13,1,9,4.3,6.5,0,0,0,0,0,0,1.9,9.3
60,Antonio Brown,PIT,WR,6,9,2,22.2,12,1,9,1.3,6,0,0,0,0,0,0,1.5,9.2
61,Demarcus Robinson,KC,WR,6,3,2,66.7,11,1,8,3.7,5.5,0,0,0,0,0,0,1.5,9.1
61,Keke Coutee,HOU,WR,3,3,3,100,1,1,1,0.3,0.3,0,0,0,0,0,0,3,9.1
63,Brandon Marshall,SEA,WR,6,3,1,33.3,20,1,20,6.7,20,0,0,0,0,0,0,1.5,9
63,Josh Bellamy,CHI,WR,5,1,1,100,20,1,20,20,20,0,0,0,0,0,0,1.8,9
63,Seth Roberts,OAK,WR,5,2,1,50,20,1,20,10,20,0,0,0,0,0,0,1.8,9
66,Rashard Higgins,CLE,WR,5,1,1,100,19,1,19,19,19,0,0,0,0,0,0,1.8,8.9
67,Jakeem Grant,MIA,WR,6,1,1,100,18,1,18,18,18,0,0,0,0,0,0,1.5,8.8
68,Zach Pascal,IND,WR,6,4,2,50,7,1,4,1.8,3.5,0,0,0,0,0,0,1.4,8.7
69,Zay Jones,BUF,WR,6,5,1,20,16,1,16,3.2,16,0,0,0,0,0,0,1.4,8.6
70,Laquon Treadwell,MIN,WR,6,2,1,50,14,1,14,7,14,0,0,0,0,0,0,1.4,8.4
70,James Washington,PIT,WR,6,2,1,50,14,1,14,7,14,0,0,0,0,0,0,1.4,8.4
72,Marquise Goodwin,SF,WR,4,1,1,100,11,1,11,11,11,0,0,0,0,0,0,2,8.1
72,Tajae Sharpe,TEN,WR,6,3,1,33.3,11,1,11,3.7,11,0,0,0,0,0,0,1.4,8.1
72,Cameron Meredith,NO,WR,3,2,1,50,11,1,11,5.5,11,0,0,0,0,0,0,2.7,8.1
75,Anthony Miller,CHI,WR,4,3,1,33.3,10,1,10,3.3,10,0,0,0,0,0,0,2,8
