Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
46,Theo Riddick,DET,RB,5,2,2,1,0,5,5,20,0,0,0,1.4,7.2
47,LeGarrette Blount,DET,RB,5,7,11,1.6,1,0,0,0,0,1,0,1.4,7.1
48,Alfred Morris,SF,RB,6,12,18,1.5,1,0,0,0,0,1,1,1.1,6.8
49,Ty Montgomery,GB,RB,6,3,7,2.3,1,1,0,0,0,0,0,1.1,6.7
50,Chris Ivory,BUF,RB,6,4,6,1.5,1,0,0,0,0,0,0,1.1,6.6
51,Jordan Wilkins,IND,RB,6,3,7,2.3,0,4,4,17,0,0,0,1.1,6.4
52,Kapri Bibbs,WAS,RB,3,3,3,1,1,0,0,0,0,0,0,2.1,6.3
53,Kenneth Dixon,BAL,RB,1,1,2,2,1,0,0,0,0,0,0,6.2,6.2
54,Alex Armah,CAR,RB,5,1,1,1,1,0,0,0,0,0,0,1.2,6.1
55,Duke Johnson,CLE,RB,6,1,0,0,0,2,1,3,0,0,0,0.9,5.3
56,Jamaal Williams,GB,RB,6,5,6,1.2,0,2,1,7,0,0,0,0.7,4.3
56,Jalen Richard,OAK,RB,6,1,4,4,0,3,2,19,0,0,0,0.7,4.3
58,Jacquizz Rodgers,TB,RB,5,1,7,7,0,2,2,13,0,0,0,0.8,4
59,Malcolm Brown,LAR,RB,6,7,15,2.1,0,0,0,0,0,0,0,0.6,3.5
60,Marlon Mack,IND,RB,2,6,20,3.3,0,1,1,4,0,0,0,1.7,3.4
60,Anthony Sherman,KC,FB,6,0,0,0,0,2,2,14,0,0,0,0.6,3.4
62,Kyle Juszczyk,SF,FB,6,0,0,0,0,4,2,13,0,0,0,0.6,3.3
63,Corey Grant,JAX,RB,5,0,0,0,0,2,2,11,0,0,0,0.6,3.1
64,Latavius Murray,MIN,RB,6,4,8,2,0,0,0,0,0,0,0,0.5,2.8
65,Derrick Henry,TEN,RB,6,10,20,2,0,1,1,-6,0,0,0,0.4,2.4
66,Spencer Ware,KC,RB,6,3,6,2,0,2,1,4,0,0,0,0.3,2
66,Ronald Jones II,TB,RB,2,1,5,5,0,2,1,5,0,0,0,1,2
68,Devontae Booker,DEN,RB,6,0,0,0,0,2,1,9,0,0,0,0.3,1.9
69,Darren Sproles,PHI,RB,1,2,5,2.5,0,1,1,3,0,0,0,1.8,1.8
70,Damien Williams,KC,RB,6,0,0,0,0,1,1,7,0,0,0,0.3,1.7
71,Shaun Wilson,TB,RB,3,0,0,0,0,1,1,5,0,0,0,0.5,1.5
72,LeSean McCoy,BUF,RB,5,7,14,2,0,0,0,0,0,0,0,0.3,1.4
73,Jamize Olawale,DAL,FB,6,0,0,0,0,1,1,3,0,0,0,0.2,1.3
74,Rod Smith,DAL,RB,6,2,2,1,0,1,1,0,0,0,0,0.2,1.2
74,Keith Smith,OAK,FB,6,1,0,0,0,1,1,2,0,0,0,0.2,1.2
76,CJ Anderson,CAR,RB,5,3,11,3.7,0,0,0,0,0,0,0,0.2,1.1
76,Doug Martin,OAK,RB,6,3,11,3.7,0,0,0,0,0,0,0,0.2,1.1
78,Leonard Fournette,JAX,RB,2,3,10,3.3,0,0,0,0,0,0,0,0.5,1
79,James Develin,NE,RB,6,0,0,0,0,1,1,-1,0,0,0,0.2,0.9
80,Mike Gillislee,NO,RB,4,2,8,4,0,0,0,0,0,0,0,0.2,0.8
81,Jeremy McNichols,IND,RB,1,1,7,7,0,0,0,0,0,0,0,0.7,0.7
82,Nick Chubb,CLE,RB,6,1,6,6,0,0,0,0,0,0,0,0.1,0.6
83,Dalvin Cook,MIN,RB,3,4,5,1.2,0,0,0,0,0,0,0,0.2,0.5
83,Wayne Gallman,NYG,RB,6,2,5,2.5,0,2,0,0,0,0,0,0.1,0.5
83,Nick Bellore,DET,RB,5,0,0,0,0,1,1,-5,0,0,0,0.1,0.5
86,Devonta Freeman,ATL,RB,2,3,4,1.3,0,1,0,0,0,0,0,0.2,0.4
86,Bilal Powell,NYJ,RB,6,10,4,0.4,0,1,0,0,0,0,0,0.1,0.4
86,Brandon Wilds,JAX,RB,3,1,4,4,0,0,0,0,0,0,0,0.1,0.4
86,Mark Walton,CIN,RB,4,1,4,4,0,0,0,0,0,0,0,0.1,0.4
90,Robert Turbin,IND,RB,2,1,3,3,0,0,0,0,0,0,0,0.2,0.3
91,Stevan Ridley,PIT,RB,5,1,2,2,0,0,0,0,0,0,0,0,0.2
91,Roc Thomas,MIN,RB,3,2,2,1,0,2,0,0,0,0,0,0.1,0.2
93,Marcus Murphy,BUF,RB,3,1,1,1,0,0,0,0,0,0,0,0,0.1
94,Ricky Ortiz,ATL,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
94,Jonathan Stewart,NYG,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
94,Taiwan Jones,BUF,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
94,Brandon Bolden,MIA,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
94,Patrick DiMarco,BUF,FB,6,0,0,0,0,0,0,0,0,0,0,0,0
94,Tommy Bohanon,JAX,FB,6,0,0,0,0,0,0,0,0,0,0,0,0
94,Rex Burkhead,NE,RB,3,0,0,0,0,3,0,0,0,0,0,0,0
94,Christine Michael,IND,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
94,Derrick Coleman,ARI,FB,6,0,0,0,0,0,0,0,0,0,0,0,0
94,David Fluellen,TEN,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
94,Jeremy Hill,NE,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
94,Senorise Perry,MIA,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
94,Roosevelt Nix,PIT,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
94,Raheem Mostert,SF,RB,6,1,0,0,0,0,0,0,0,0,0,0,0
94,CJ Prosise,SEA,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
94,Tyler Ervin,HOU,RB,6,0,0,0,0,1,0,0,0,0,0,0,0
94,Andy Janovich,DEN,FB,6,0,0,0,0,0,0,0,0,0,0,0,0
94,Derek Watt,LAC,FB,6,0,0,0,0,0,0,0,0,0,0,0,0
94,Tre Madden,SEA,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
94,Alan Cross,TB,FB,5,0,0,0,0,1,0,0,0,0,0,0,0
94,Rob Kelley,WAS,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
94,Tra Carson,CIN,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
94,CJ Ham,MIN,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
94,Patrick Ricard,BAL,FB,5,0,0,0,0,0,0,0,0,0,0,0,0
94,Shane Smith,NYG,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
94,Chase Edmonds,ARI,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
94,Jaylen Samuels,PIT,FB,4,0,0,0,0,0,0,0,0,0,0,0,0
94,Detrez Newsome,LAC,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
94,Gregory Howell Jr.,HOU,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
94,Benjamin Cunningham,CHI,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
94,Michael Burton,CHI,FB,3,0,0,0,0,0,0,0,0,0,0,0,0
94,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
94,Justin Davis,LAR,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
94,Trenton Cannon,NYJ,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
94,De'Lance Turner,BAL,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
94,Cameron Artis-Payne,CAR,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
94,Brian Hill,ATL,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
94,TJ Logan,ARI,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
94,Mike Boone,MIN,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
94,Josh Adams,PHI,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
94,Samaje Perine,WAS,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
94,Kalen Ballage,MIA,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
94,Dwayne Washington,NO,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
94,Kenjon Barner,NE,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
94,Ameer Abdullah,DET,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
94,Thomas Rawls,CIN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
94,Elijhaa Penny,NYG,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
94,Gus Edwards,BAL,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
94,Justin Jackson,LAC,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
94,Jamaal Charles,JAX,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
94,Dontrell Hilliard,CLE,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
145,Jonathan Williams,NO,RB,3,1,-1,-1,0,0,0,0,0,0,0,0,-0.1
146,Rashaad Penny,SEA,RB,6,1,-2,-2,0,0,0,0,0,0,0,0,-0.2
