Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Eric Ebron,IND,TE,6,14,6,42.9,54,5,18,3.9,9,1,-1,-1,0,0,0,6.9,41.3
2,Jared Cook,OAK,TE,6,11,9,81.8,53,2,13,4.8,5.9,0,0,0,0,0,0,4.4,26.3
3,Cameron Brate,TB,TE,5,4,3,75,35,3,16,8.8,11.7,0,0,0,0,0,0,4.9,24.5
4,Austin Hooper,ATL,TE,6,6,4,66.7,31,2,11,5.2,7.8,0,0,0,0,0,0,3.5,21.1
5,Zach Ertz,PHI,TE,6,11,5,45.5,36,2,10,3.3,7.2,0,0,0,0,0,0,3.4,20.6
6,Travis Kelce,KC,TE,6,9,4,44.4,39,2,19,4.3,9.8,0,0,0,0,0,0,3.3,19.9
7,Trey Burton,CHI,TE,5,4,3,75,27,2,15,6.8,9,1,2,2,0,0,0,3.6,17.9
8,Kyle Rudolph,MIN,TE,6,3,3,100,23,2,11,7.7,7.7,0,0,0,0,0,0,2.9,17.3
9,Erik Swoope,IND,TE,4,3,3,100,22,2,13,7.3,7.3,0,0,0,0,0,0,4.3,17.2
10,Will Dissly,SEA,TE,4,2,2,100,17,2,15,8.5,8.5,0,0,0,0,0,0,3.9,15.7
11,Virgil Green,LAC,TE,6,3,3,100,22,1,13,7.3,7.3,0,0,0,0,0,0,1.9,11.2
12,Jimmy Graham,GB,TE,6,5,3,60,20,1,13,4,6.7,0,0,0,0,0,0,1.8,11
13,Rhett Ellison,NYG,TE,5,2,1,50,16,1,16,8,16,0,0,0,0,0,0,2.1,10.6
14,OJ Howard,TB,TE,5,3,2,66.7,25,1,15,8.3,12.5,0,0,0,0,0,0,2.1,10.5
15,Dallas Goedert,PHI,TE,6,3,2,66.7,18,1,13,6,9,0,0,0,0,0,0,1.6,9.8
16,Antonio Gates,LAC,TE,6,3,1,33.3,5,1,5,1.7,5,0,0,0,0,0,0,1.6,9.5
17,AJ Derby,MIA,TE,3,1,1,100,19,1,19,19,19,0,0,0,0,0,0,3,8.9
17,Mark Andrews,BAL,TE,6,3,2,66.7,9,1,8,3,4.5,0,0,0,0,0,0,1.5,8.9
19,Evan Engram,NYG,TE,3,1,1,100,18,1,18,18,18,0,0,0,0,0,0,2.9,8.8
20,Logan Paulsen,ATL,TE,6,1,1,100,17,1,17,17,17,0,0,0,0,0,0,1.4,8.7
21,Tyler Eifert,CIN,TE,4,2,1,50,15,1,15,7.5,15,0,0,0,0,0,0,2.1,8.5
21,Michael Roberts,DET,TE,2,1,1,100,15,1,15,15,15,0,0,0,0,0,0,4.2,8.5
21,Lance Kendricks,GB,TE,6,2,2,100,5,1,4,2.5,2.5,0,0,0,0,0,0,1.4,8.5
