Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Travis Kelce,KC,TE,13,OAK,28,25,7000,17.96
2,Zach Ertz,PHI,TE,13,WAS,10,6,6600,15.92
3,George Kittle,SF,TE,13,SEA,11,3,5900,14.15
4,Eric Ebron,IND,TE,13,JAX,7,20,4200,13.09
5,Rob Gronkowski,NE,TE,13,MIN,5,13,5400,12.46
6,Jared Cook,OAK,TE,13,KC,29,31,4700,11.04
7,Greg Olsen,CAR,TE,13,TB,31,30,4100,10.37
8,Jordan Reed,WAS,TE,13,PHI,22,3,5300,10.29
9,Austin Hooper,ATL,TE,13,BAL,1,18,3900,9.56
10,Cameron Brate,TB,TE,13,CAR,24,32,3700,9.46
11,Kyle Rudolph,MIN,TE,13,NE,17,28,3600,9.24
12,David Njoku,CLE,TE,13,HOU,8,27,4300,9.02
13,Trey Burton,CHI,TE,13,NYG,19,16,3800,8.89
14,Vance McDonald,PIT,TE,13,LAC,4,12,3800,8.66
15,Jimmy Graham,GB,TE,13,ARI,15,7,4000,8.6
16,Chris Herndon IV,NYJ,TE,13,TEN,9,1,3200,7.44
17,CJ Uzomah,CIN,TE,13,DEN,20,23,3400,7.22
18,Evan Engram,NYG,TE,13,CHI,2,9,3800,7.18
19,Matt LaCosse,DEN,TE,13,CIN,32,29,2500,7.15
20,Jonnu Smith,TEN,TE,13,NYJ,18,10,3300,6.87
21,Gerald Everett,LAR,TE,13,DET,21,14,2900,6.54
22,Nick Vannett,SEA,TE,13,SF,23,15,2600,6.47
23,Tyler Higbee,LAR,TE,13,DET,21,14,2700,5.77
24,Benjamin Watson,NO,TE,13,DAL,6,22,3000,5.59
25,Vernon Davis,WAS,TE,13,PHI,22,3,2900,5.57
26,Michael Roberts,DET,TE,13,LAR,26,20,2600,5.43
27,James O'Shaughnessy,JAX,TE,13,IND,13,17,2600,5.4
28,Jesse James,PIT,TE,13,LAC,4,12,3200,5.38
29,Mark Andrews,BAL,TE,13,ATL,30,11,2500,5.37
30,Antonio Gates,LAC,TE,13,PIT,12,23,2800,5.31
31,Ricky Seals-Jones,ARI,TE,13,GB,14,5,2900,5.15
32,Charles Clay,BUF,TE,13,MIA,25,26,2500,4.9
33,Jason Croom,BUF,TE,13,MIA,25,26,2500,4.79
34,Ed Dickson,SEA,TE,13,SF,23,15,2500,4.27
35,Jordan Thomas,HOU,TE,13,CLE,27,19,2800,4.2
36,Rhett Ellison,NYG,TE,13,CHI,2,9,2600,4.15
37,Ryan Griffin,HOU,TE,13,CLE,27,19,2500,4.03
38,Virgil Green,LAC,TE,13,PIT,12,23,2500,3.77
39,Hayden Hurst,BAL,TE,13,ATL,30,11,2500,3.44
40,Blake Jarwin,DAL,TE,13,NO,16,2,2500,3.42
41,Josh Hill,NO,TE,13,DAL,6,22,2500,3.4
42,Anthony Firkser,TEN,TE,13,NYJ,18,10,2500,3.38
43,Lance Kendricks,GB,TE,13,ARI,15,7,2600,3.37
44,Erik Swoope,IND,TE,13,JAX,7,20,2500,3.35
45,Dallas Goedert,PHI,TE,13,WAS,10,6,2500,3.33
46,Jermaine Gresham,ARI,TE,13,GB,14,5,2500,3.24
47,Nick Boyle,BAL,TE,13,ATL,30,11,2500,3.23
48,Mike Gesicki,MIA,TE,13,BUF,3,8,2500,3.07
49,Dalton Schultz,DAL,TE,13,NO,16,2,2500,3.04
50,Luke Willson,DET,TE,13,LAR,26,20,2500,2.88
51,Mo Alie-Cox,IND,TE,13,JAX,7,20,2500,2.87
52,AJ Derby,MIA,TE,13,BUF,3,8,2500,2.65
53,Jordan Akins,HOU,TE,13,CLE,27,19,2500,2.56
54,Antony Auclair,TB,TE,13,CAR,24,32,2500,2.5
55,Demetrius Harris,KC,TE,13,OAK,28,25,2500,2.49
56,Maxx Williams,BAL,TE,13,ATL,30,11,2500,2.48
57,Jordan Leggett,NYJ,TE,13,TEN,9,1,2500,2.46
58,Nick O'Leary,MIA,TE,13,BUF,3,8,2500,2.32
59,Luke Stocker,TEN,TE,13,NYJ,18,10,2500,2.27
60,Rico Gathers,DAL,TE,13,NO,16,2,2500,2.22
61,Derek Carrier,OAK,TE,13,KC,29,31,2500,2.08
62,Brian Parker,DEN,TE,13,CIN,32,29,2500,2.06
63,Adam Shaheen,CHI,TE,13,NYG,19,16,2500,1.99
64,Logan Thomas,BUF,TE,13,MIA,25,26,2500,1.98
65,Logan Paulsen,ATL,TE,13,BAL,1,18,2500,1.94
66,Garrett Celek,SF,TE,13,SEA,11,3,2500,1.92
67,Ben Koyack,JAX,TE,13,IND,13,17,2500,1.91
68,Blake Bell,JAX,TE,13,IND,13,17,2500,1.88
69,Darren Fells,CLE,TE,13,HOU,8,27,2500,1.66
70,Marcedes Lewis,GB,TE,13,ARI,15,7,2500,1.49
71,Seth DeValve,CLE,TE,13,HOU,8,27,2600,1.33
72,Eric Tomlinson,NYJ,TE,13,TEN,9,1,2500,1.32
73,Dwayne Allen,NE,TE,13,MIN,5,13,2500,1.26
74,David Morgan,MIN,TE,13,NE,17,28,2500,1.18
75,Ian Thomas,CAR,TE,13,TB,31,30,2500,1.07
76,Sean Culkin,LAC,TE,13,PIT,12,23,2500,0.99
77,Jordan Franks,CIN,TE,13,DEN,20,23,2500,0.96
78,Matt Lengel,CIN,TE,13,DEN,20,23,2500,0.89
79,Lee Smith,OAK,TE,13,KC,29,31,2500,0.81
80,Eric Saubert,ATL,TE,13,BAL,1,18,2500,0.74
81,Richard Rodgers,PHI,TE,13,WAS,10,6,2500,0.73
82,Jacob Hollister,NE,TE,13,MIN,5,13,2500,0.66
83,Levine Toilolo,DET,TE,13,LAR,26,20,2500,0.6
84,Xavier Grimble,PIT,TE,13,LAC,4,12,2500,0.59
84,Chris Manhertz,CAR,TE,13,TB,31,30,2500,0.59
86,Ross Dwelley,SF,TE,13,SEA,11,3,2500,0.51
87,Dion Sims,CHI,TE,13,NYG,19,16,null,0.47
88,Tyler Conklin,MIN,TE,13,NE,17,28,2500,0.44
89,Orson Charles,CLE,TE,13,HOU,8,27,2500,0.42
90,Temarrick Hemingway,DEN,TE,13,CIN,32,29,null,0.4
91,Joshua Perkins,PHI,TE,13,WAS,10,6,null,0.32
92,Durham Smythe,MIA,TE,13,BUF,3,8,2500,0.29
93,Ben Braunecker,CHI,TE,13,NYG,19,16,2500,0.28
94,John Phillips,ARI,TE,13,GB,14,5,2500,0.27
95,Scott Simonson,NYG,TE,13,CHI,2,9,2500,0.26
96,MyCole Pruitt,TEN,TE,13,NYJ,18,10,2500,0.25
97,Jerell Adams,HOU,TE,13,CLE,27,19,null,0.2
98,Darrell Daniels,ARI,TE,13,GB,14,5,2500,0.17
98,Jeremy Sprinkle,WAS,TE,13,PHI,22,3,2500,0.17
100,Michael Hoomanawanui,NO,TE,13,DAL,6,22,null,0
100,Geoff Swaim,DAL,TE,13,NO,16,2,2500,0
100,Garrett Griffin,NO,TE,13,DAL,6,22,null,0
100,Dan Arnold,NO,TE,13,DAL,6,22,2500,0
100,Tyler Eifert,CIN,TE,13,DEN,20,23,2500,0
100,Tyler Kroft,CIN,TE,13,DEN,20,23,null,0
100,Jeff Heuerman,DEN,TE,13,CIN,32,29,3100,0
100,Jake Butt,DEN,TE,13,CIN,32,29,null,0
100,Mason Schreck,CIN,TE,13,DEN,20,23,null,0
100,Cethan Carter,CIN,TE,13,DEN,20,23,null,0
100,Troy Fumagalli,DEN,TE,13,CIN,32,29,null,0
100,Gabe Holmes,ARI,TE,13,GB,14,5,null,0
100,MarQueis Gray,MIA,TE,13,BUF,3,8,null,0
100,Garrett Dickerson,NYG,TE,13,CHI,2,9,2500,0
100,Bucky Hodges,PIT,TE,13,LAC,4,12,null,0
100,Ryan Malleck,PIT,TE,13,LAC,4,12,null,0
100,OJ Howard,TB,TE,13,CAR,24,32,null,0
100,Niles Paul,JAX,TE,13,IND,13,17,2500,0
100,Jack Doyle,IND,TE,13,JAX,7,20,4000,0
100,Austin Seferian-Jenkins,JAX,TE,13,IND,13,17,2500,0
100,Ross Travis,IND,TE,13,JAX,7,20,null,0
100,David Grinnage,JAX,TE,13,IND,13,17,null,0
100,Delanie Walker,TEN,TE,13,NYJ,18,10,2500,0
100,Alex Ellis,KC,TE,13,OAK,28,25,null,0
100,Ryan Izzo,NE,TE,13,MIN,5,13,null,0
100,Stephen Anderson,NE,TE,13,MIN,5,13,null,0
100,Cole Wick,SF,TE,13,SEA,11,3,null,0
100,Tyrone Swoopes,SEA,TE,13,SF,23,15,null,0
100,Will Dissly,SEA,TE,13,SF,23,15,2500,0
