Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Tyreek Hill,KC,WR,13,OAK,28,17,9100,19.69
2,Adam Thielen,MIN,WR,13,NE,17,13,8000,19.31
3,Antonio Brown,PIT,WR,13,LAC,4,8,7900,18.66
4,DeAndre Hopkins,HOU,WR,13,CLE,27,22,8200,18.55
5,Davante Adams,GB,WR,13,ARI,15,12,7900,18.47
6,Michael Thomas,NO,WR,13,DAL,6,2,8300,17.94
7,Julio Jones,ATL,WR,13,BAL,1,5,7700,17.72
8,Odell Beckham Jr,NYG,WR,13,CHI,2,15,7800,17.65
9,Robert Woods,LAR,WR,13,DET,21,19,6900,17.55
10,Keenan Allen,LAC,WR,13,PIT,12,10,7200,16.87
11,Stefon Diggs,MIN,WR,13,NE,17,13,7600,16.7
12,Mike Evans,TB,WR,13,CAR,24,18,8100,16.4
13,Brandin Cooks,LAR,WR,13,DET,21,19,7000,15.88
14,JuJu Smith-Schuster,PIT,WR,13,LAC,4,8,7500,15.87
15,Amari Cooper,DAL,WR,13,NO,16,32,6200,15.54
16,Kenny Golladay,DET,WR,13,LAR,26,28,6700,15.5
17,Julian Edelman,NE,WR,13,MIN,5,3,7100,15.4
18,Emmanuel Sanders,DEN,WR,13,CIN,32,20,6300,15.18
19,T.Y. Hilton,IND,WR,13,JAX,7,4,6000,14.56
20,Corey Davis,TEN,WR,13,NYJ,18,24,5500,13.99
21,D.J. Moore,CAR,WR,13,TB,31,27,5600,13.62
22,Josh Gordon,NE,WR,13,MIN,5,3,5900,13.44
23,Tyler Boyd,CIN,WR,13,DEN,20,16,6100,13.19
24,Tyler Lockett,SEA,WR,13,SF,23,25,5800,13.04
25,Alshon Jeffery,PHI,WR,13,WAS,10,23,5400,12.42
26,Doug Baldwin,SEA,WR,13,SF,23,25,5500,12.27
27,Allen Robinson,CHI,WR,13,NYG,19,9,5700,12.12
28,Larry Fitzgerald,ARI,WR,13,GB,14,29,5100,12.05
29,Adam Humphries,TB,WR,13,CAR,24,18,4200,11.95
30,Jarvis Landry,CLE,WR,13,HOU,8,6,5300,11.62
31,Chris Godwin,TB,WR,13,CAR,24,18,3900,11.25
32,Josh Reynolds,LAR,WR,13,DET,21,19,4900,11.19
33,Golden Tate,PHI,WR,13,WAS,10,23,4600,11.13
34,Christian Kirk,ARI,WR,13,GB,14,29,4600,11.08
35,Demaryius Thomas,HOU,WR,13,CLE,27,22,4300,10.78
35,Josh Doctson,WAS,WR,13,PHI,22,31,4500,10.78
37,Mohamed Sanu,ATL,WR,13,BAL,1,5,4300,10.73
38,Calvin Ridley,ATL,WR,13,BAL,1,5,5400,10.64
39,Quincy Enunwa,NYJ,WR,13,TEN,9,26,4100,10.57
40,Courtland Sutton,DEN,WR,13,CIN,32,20,4200,10.55
41,Sterling Shepard,NYG,WR,13,CHI,2,15,4600,10.34
42,Tre'Quan Smith,NO,WR,13,DAL,6,2,4700,10.24
43,David Moore,SEA,WR,13,SF,23,25,4300,10.08
44,Bruce Ellington,DET,WR,13,LAR,26,28,3500,10.05
45,DeSean Jackson,TB,WR,13,CAR,24,18,4800,10.04
46,Dede Westbrook,JAX,WR,13,IND,13,7,4500,9.83
47,Anthony Miller,CHI,WR,13,NYG,19,9,4500,9.8
48,Antonio Callaway,CLE,WR,13,HOU,8,6,4100,9.77
49,Devin Funchess,CAR,WR,13,TB,31,27,5000,9.72
50,Mike Williams,LAC,WR,13,PIT,12,10,3700,9.59
51,Taylor Gabriel,CHI,WR,13,NYG,19,9,4200,9.56
52,Marquise Goodwin,SF,WR,13,SEA,11,21,5200,9.55
53,Curtis Samuel,CAR,WR,13,TB,31,27,3900,9.38
53,Cole Beasley,DAL,WR,13,NO,16,32,3900,9.38
55,AJ Green,CIN,WR,13,DEN,20,16,7400,9.36
56,Donte Moncrief,JAX,WR,13,IND,13,7,4500,9.17
57,Marquez Valdes-Scantling,GB,WR,13,ARI,15,12,5200,9.16
58,Kenny Stills,MIA,WR,13,BUF,3,1,3800,8.98
59,Danny Amendola,MIA,WR,13,BUF,3,1,4100,8.72
60,John Ross,CIN,WR,13,DEN,20,16,3900,8.71
