Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
33,Nyheim Hines,IND,RB,13,JAX,7,4,4100,10.18
34,Jordan Howard,CHI,RB,13,NYG,19,22,4000,9.92
35,Carlos Hyde,JAX,RB,13,IND,13,18,3300,9.84
36,Jalen Richard,OAK,RB,13,KC,29,30,4300,9.61
37,Kerryon Johnson,DET,RB,13,LAR,26,15,5300,9.37
38,Peyton Barber,TB,RB,13,CAR,24,9,3700,9.21
39,Elijah McGuire,NYJ,RB,13,TEN,9,7,3600,9.14
40,Frank Gore,MIA,RB,13,BUF,3,23,3500,9.06
41,Isaiah Crowell,NYJ,RB,13,TEN,9,7,3800,8.78
42,Marlon Mack,IND,RB,13,JAX,7,4,5000,8.27
43,Derrick Henry,TEN,RB,13,NYJ,18,21,3800,8.26
44,Mike Davis,SEA,RB,13,SF,23,16,3800,7.91
45,LeGarrette Blount,DET,RB,13,LAR,26,15,3900,7.44
46,Ty Montgomery,BAL,RB,13,ATL,30,29,3600,7.22
47,Giovani Bernard,CIN,RB,13,DEN,20,20,4000,7.08
48,Chris Thompson,WAS,RB,13,PHI,22,13,4500,6.9
49,Justin Jackson,LAC,RB,13,PIT,12,10,3600,6.85
50,Ito Smith,ATL,RB,13,BAL,1,1,3400,6.63
51,Royce Freeman,DEN,RB,13,CIN,32,32,3600,6.58
52,Latavius Murray,MIN,RB,13,NE,17,12,3700,6.45
53,Corey Clement,PHI,RB,13,WAS,10,11,3300,5.93
54,Chris Ivory,BUF,RB,13,MIA,25,27,3400,5.61
55,Jeffery Wilson,SF,RB,13,SEA,11,19,3000,5.42
56,Alfred Blue,HOU,RB,13,CLE,27,26,3500,5.17
56,Jordan Wilkins,IND,RB,13,JAX,7,4,3300,5.17
58,Malcolm Brown,LAR,RB,13,DET,21,24,3800,4.73
59,Alex Collins,BAL,RB,13,ATL,30,29,3900,4.3
60,Jacquizz Rodgers,TB,RB,13,CAR,24,9,3200,4.29
61,Spencer Ware,KC,RB,13,OAK,28,28,4000,4.14
62,Rashaad Penny,SEA,RB,13,SF,23,16,3500,4.06
63,Kyle Juszczyk,SF,FB,13,SEA,11,19,3100,3.86
64,Rex Burkhead,NE,RB,13,MIN,5,5,3300,3.69
65,Kapri Bibbs,WAS,RB,13,PHI,22,13,3700,3.37
66,Wayne Gallman,NYG,RB,13,CHI,2,3,3600,3.33
67,Devontae Booker,DEN,RB,13,CIN,32,32,3400,3.17
68,Jamaal Williams,GB,RB,13,ARI,15,31,3500,3.02
69,Deandre Washington,OAK,RB,13,KC,29,30,3000,2.98
70,Wendell Smallwood,PHI,RB,13,WAS,10,11,3000,2.69
71,Alfred Morris,SF,RB,13,SEA,11,19,3300,2.68
72,Travaris Cadet,CAR,RB,13,TB,31,25,3000,2.21
73,Zach Zenner,DET,RB,13,LAR,26,15,3000,2.15
74,Chase Edmonds,ARI,RB,13,GB,14,17,3800,2.08
75,Trenton Cannon,NYJ,RB,13,TEN,9,7,3000,2.07
76,Rod Smith,DAL,RB,13,NO,16,2,4000,1.72
77,Anthony Sherman,KC,FB,13,OAK,28,28,3000,1.68
78,Darren Sproles,PHI,RB,13,WAS,10,11,3500,1.67
79,Ronald Jones II,TB,RB,13,CAR,24,9,3100,1.65
80,Jaylen Samuels,PIT,FB,13,LAC,4,14,3600,1.58
81,Cameron Artis-Payne,CAR,RB,13,TB,31,25,3000,1.47
82,Javorius Allen,BAL,RB,13,ATL,30,29,3200,1.44
83,Andy Janovich,DEN,FB,13,CIN,32,32,3000,1.26
84,Marcus Murphy,BUF,RB,13,MIA,25,27,3100,1.14
85,Alex Armah,CAR,RB,13,TB,31,25,3000,1.05
86,Taquan Mizzell,CHI,RB,13,NYG,19,22,3100,0.73
87,Tra Carson,GB,RB,13,ARI,15,31,3000,0.65
87,Rob Kelley,WAS,RB,13,PHI,22,13,3000,0.65
89,Detrez Newsome,LAC,RB,13,PIT,12,10,3000,0.59
90,James Develin,NE,RB,13,MIN,5,5,3000,0.56
91,Ameer Abdullah,MIN,RB,13,NE,17,12,3000,0.54
92,Kalen Ballage,MIA,RB,13,BUF,3,23,3000,0.51
93,Patrick DiMarco,BUF,FB,13,MIA,25,27,3000,0.47
94,Roosevelt Nix,PIT,RB,13,LAC,4,14,3000,0.46
95,Gregory Howell Jr.,HOU,RB,13,CLE,27,26,3000,0.44
96,D'Onta Foreman,HOU,RB,13,CLE,27,26,3500,0.43
97,De'Lance Turner,BAL,RB,13,ATL,30,29,null,0.42
97,Brandon Bolden,MIA,RB,13,BUF,3,23,3000,0.42
97,David Williams,JAX,RB,13,IND,13,18,3000,0.42
100,Stevan Ridley,PIT,RB,13,LAC,4,14,3400,0.41
101,Justin Davis,LAR,RB,13,DET,21,24,3000,0.35
102,Damien Williams,KC,RB,13,OAK,28,28,3000,0.33
102,Samaje Perine,WAS,RB,13,PHI,22,13,3000,0.33
104,Kenneth Dixon,BAL,RB,13,ATL,30,29,3000,0.32
105,Zach Line,NO,FB,13,DAL,6,6,3000,0.3
106,Elijhaa Penny,NYG,RB,13,CHI,2,3,3000,0.29
106,CJ Ham,MIN,RB,13,NE,17,12,3000,0.29
106,Matt Dayes,SF,RB,13,SEA,11,19,3000,0.29
109,Mark Walton,CIN,RB,13,DEN,20,20,3000,0.28
110,JD McKissic,SEA,RB,13,SF,23,16,3000,0.27
110,Tommy Bohanon,JAX,FB,13,IND,13,18,3000,0.27
110,Keith Smith,OAK,FB,13,KC,29,30,3000,0.27
113,Senorise Perry,MIA,RB,13,BUF,3,23,3000,0.26
114,Brian Hill,ATL,RB,13,BAL,1,1,3000,0.24
114,Shaun Wilson,TB,RB,13,CAR,24,9,null,0.24
114,Benjamin Cunningham,CHI,RB,13,NYG,19,22,3000,0.24
117,CJ Prosise,SEA,RB,13,SF,23,16,3000,0.23
118,TJ Logan,ARI,RB,13,GB,14,17,3000,0.22
119,Dwayne Washington,NO,RB,13,DAL,6,6,3000,0.21
120,Jamize Olawale,DAL,FB,13,NO,16,2,3000,0.2
120,Mike Boone,MIN,RB,13,NE,17,12,3000,0.2
122,Dontrell Hilliard,CLE,RB,13,HOU,8,8,3000,0.19
123,Derek Watt,LAC,FB,13,PIT,12,10,3000,0.18
124,Kenjon Barner,CAR,RB,13,TB,31,25,3000,0.16
124,David Fluellen,TEN,RB,13,NYJ,18,21,3000,0.16
126,Derrick Coleman,ARI,FB,13,GB,14,17,3000,0.15
127,Tre Madden,SEA,RB,13,SF,23,16,3000,0.14
128,Michael Burton,CHI,FB,13,NYG,19,22,3000,0.12
129,Ricky Ortiz,ATL,RB,13,BAL,1,1,3000,0.11
130,Taiwan Jones,BUF,RB,13,MIA,25,27,null,0.01
131,Daniel Lasco,NO,RB,13,DAL,6,6,null,0
131,Tyler Ervin,BAL,RB,13,ATL,30,29,null,0
131,Devonta Freeman,ATL,RB,13,BAL,1,1,3000,0
131,John Kelly,LAR,RB,13,DET,21,24,3800,0
131,Nick Bawden,DET,FB,13,LAR,26,15,null,0
131,DJ Foster,ARI,RB,13,GB,14,17,null,0
131,Joe Kerridge,GB,FB,13,ARI,15,31,null,0
131,Jonathan Stewart,NYG,RB,13,CHI,2,3,3000,0
131,Paul Perkins,NYG,RB,13,CHI,2,3,null,0
131,Trey Edmunds,PIT,RB,13,LAC,4,14,null,0
131,Le'Veon Bell,PIT,RB,13,LAC,4,14,3000,0
131,Melvin Gordon,LAC,RB,13,PIT,12,10,8500,0
131,Fozzy Whittaker,CAR,RB,13,TB,31,25,null,0
131,Alan Cross,TB,FB,13,CAR,24,9,2500,0
131,Elijah Hood,CAR,RB,13,TB,31,25,3000,0
131,Jamaal Charles,JAX,RB,13,IND,13,18,null,0
131,Jonathan Williams,IND,RB,13,JAX,7,4,3000,0
131,Bo Scarbrough,JAX,RB,13,IND,13,18,null,0
131,Robert Turbin,IND,RB,13,JAX,7,4,3000,0
131,Corey Grant,JAX,RB,13,IND,13,18,3000,0
131,Leonard Fournette,JAX,RB,13,IND,13,18,7200,0
131,Bilal Powell,NYJ,RB,13,TEN,9,7,3000,0
131,Dalyn Dawkins,TEN,RB,13,NYJ,18,21,3000,0
131,Jalston Fowler,TEN,RB,13,NYJ,18,21,null,0
131,De'Angelo Henderson,NYJ,RB,13,TEN,9,7,null,0
131,Marshawn Lynch,OAK,RB,13,KC,29,30,3000,0
131,Darrel Williams,KC,RB,13,OAK,28,28,3000,0
131,Chris Warren III,OAK,RB,13,KC,29,30,null,0
131,Jeremy Hill,NE,RB,13,MIN,5,5,null,0
131,Roc Thomas,MIN,RB,13,NE,17,12,null,0
131,Jerick McKinnon,SF,RB,13,SEA,11,19,null,0
131,Raheem Mostert,SF,RB,13,SEA,11,19,null,0
131,Jay Ajayi,PHI,RB,13,WAS,10,11,3000,0
131,Byron Marshall,WAS,RB,13,PHI,22,13,3000,0
131,Donnel Pumphrey,PHI,RB,13,WAS,10,11,null,0
131,Mack Brown,WAS,RB,13,PHI,22,13,null,0
