Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Christian McCaffrey,CAR,RB,13,TB,31,25,8800,23.11
2,Todd Gurley,LAR,RB,13,DET,21,24,9300,22.94
3,Saquon Barkley,NYG,RB,13,CHI,2,3,7900,22.07
4,Alvin Kamara,NO,RB,13,DAL,6,6,8400,20.85
5,Kareem Hunt,KC,RB,13,OAK,28,28,7800,20.7
6,Ezekiel Elliott,DAL,RB,13,NO,16,2,8000,19.89
7,James Conner,PIT,RB,13,LAC,4,14,7300,19.21
8,Aaron Jones,GB,RB,13,ARI,15,31,6700,17.6
9,David Johnson,ARI,RB,13,GB,14,17,7400,17.26
10,Austin Ekeler,LAC,RB,13,PIT,12,10,5400,15.75
11,Phillip Lindsay,DEN,RB,13,CIN,32,32,5400,15.6
12,Joe Mixon,CIN,RB,13,DEN,20,20,7300,15.51
13,Nick Chubb,CLE,RB,13,HOU,8,8,7000,15.35
14,James White,NE,RB,13,MIN,5,5,6500,14.18
15,Matt Breida,SF,RB,13,SEA,11,19,5800,13.97
16,Dalvin Cook,MIN,RB,13,NE,17,12,6200,13.78
17,Mark Ingram,NO,RB,13,DAL,6,6,5700,13.33
18,Lamar Miller,HOU,RB,13,CLE,27,26,4600,13.22
19,Chris Carson,SEA,RB,13,SF,23,16,5200,12.77
20,Dion Lewis,TEN,RB,13,NYJ,18,21,5300,12.57
21,Sony Michel,NE,RB,13,MIN,5,5,6100,12.22
21,Adrian Peterson,WAS,RB,13,PHI,22,13,5100,12.22
23,Tevin Coleman,ATL,RB,13,BAL,1,1,4500,12.21
24,Josh Adams,PHI,RB,13,WAS,10,11,4700,11.97
25,Tarik Cohen,CHI,RB,13,NYG,19,22,5600,11.95
26,LeSean McCoy,BUF,RB,13,MIA,25,27,4900,11.92
27,Kenyan Drake,MIA,RB,13,BUF,3,23,4600,11.9
28,Theo Riddick,DET,RB,13,LAR,26,15,4700,11.71
29,TJ Yeldon,JAX,RB,13,IND,13,18,4400,11.47
30,Gus Edwards,BAL,RB,13,ATL,30,29,4800,10.95
31,Doug Martin,OAK,RB,13,KC,29,30,4200,10.45
32,Duke Johnson,CLE,RB,13,HOU,8,8,4400,10.29
