Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,George Kittle,SF,TE,14,DEN,9,7,77.8,210,1,85,23.3,30,0,0,0,0,0,0,37,37
2,Rob Gronkowski,NE,TE,14,MIA,8,8,100,107,1,17,13.4,13.4,0,0,0,0,0,0,27.7,27.7
3,Jared Cook,OAK,TE,14,PIT,10,7,70,116,0,30,11.6,16.6,0,0,0,0,0,0,21.6,21.6
4,Travis Kelce,KC,TE,14,BAL,9,7,77.8,77,1,17,8.6,11,0,0,0,0,0,0,20.7,20.7
5,Ian Thomas,CAR,TE,14,CLE,11,9,81.8,77,0,16,7,8.6,0,0,0,0,0,0,16.7,16.7
6,Eric Ebron,IND,TE,14,HOU,8,4,50,65,1,23,8.1,16.2,0,0,0,0,0,0,16.5,16.5
7,Cameron Brate,TB,TE,14,NO,4,2,50,12,2,11,3,6,0,0,0,0,0,0,15.2,15.2
8,Dallas Goedert,PHI,TE,14,DAL,5,4,80,44,1,26,8.8,11,0,0,0,0,0,0,14.4,14.4
9,Ryan Griffin,HOU,TE,14,IND,5,5,100,80,0,47,16,16,0,0,0,0,0,0,13,13
10,Blake Jarwin,DAL,TE,14,PHI,7,7,100,56,0,22,8,8,0,0,0,0,0,0,12.6,12.6
11,Derek Carrier,OAK,TE,14,PIT,2,2,100,29,1,23,14.5,14.5,0,0,0,0,0,0,10.9,10.9
12,Evan Engram,NYG,TE,14,WAS,5,3,60,77,0,39,15.4,25.7,0,0,0,0,0,0,10.7,10.7
13,Vernon Davis,WAS,TE,14,NYG,4,4,100,31,0,11,7.8,7.8,0,0,0,0,0,0,9.1,9.1
14,Zach Ertz,PHI,TE,14,DAL,8,5,62.5,38,0,12,4.8,7.6,0,0,0,0,0,0,8.8,8.8
15,Maxx Williams,BAL,TE,14,KC,1,1,100,10,1,10,10,10,0,0,0,0,0,0,8,8
16,Austin Hooper,ATL,TE,14,GB,6,4,66.7,37,0,11,6.2,9.2,0,0,0,0,0,0,7.7,7.7
16,Vance McDonald,PIT,TE,14,OAK,4,4,100,37,0,19,9.2,9.2,0,0,0,0,0,0,7.7,7.7
18,Lee Smith,OAK,TE,14,PIT,1,1,100,3,1,3,3,3,0,0,0,0,0,0,7.3,7.3
19,Jordan Thomas,HOU,TE,14,IND,4,4,100,31,0,14,7.8,7.8,0,0,0,0,0,0,7.1,7.1
20,Gerald Everett,LAR,TE,14,CHI,7,4,57.1,29,0,9,4.1,7.2,0,0,0,0,0,0,6.9,6.9
21,CJ Uzomah,CIN,TE,14,LAC,3,3,100,37,0,24,12.3,12.3,0,0,0,0,0,0,6.7,6.7
21,Dalton Schultz,DAL,TE,14,PHI,3,3,100,37,0,16,12.3,12.3,0,0,0,0,0,0,6.7,6.7
23,David Njoku,CLE,TE,14,CAR,4,3,75,35,0,28,8.8,11.7,0,0,0,0,0,0,6.5,6.5
24,Ricky Seals-Jones,ARI,TE,14,DET,5,3,60,31,0,12,6.2,10.3,0,0,0,0,0,0,6.1,6.1
25,Jordan Akins,HOU,TE,14,IND,2,2,100,40,0,27,20,20,0,0,0,0,0,0,6,6
26,Demetrius Harris,KC,TE,14,BAL,3,3,100,28,0,15,9.3,9.3,0,0,0,0,0,0,5.8,5.8
