Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Amari Cooper,DAL,WR,14,PHI,13,10,76.9,217,3,75,16.7,21.7,0,0,0,0,0,0,52.7,52.7
2,JuJu Smith-Schuster,PIT,WR,14,OAK,12,8,66.7,130,2,43,10.8,16.2,0,0,0,0,0,0,36,36
3,Julio Jones,ATL,WR,14,GB,11,8,72.7,106,2,28,9.6,13.2,0,0,0,0,0,0,33.6,33.6
4,T.Y. Hilton,IND,WR,14,HOU,12,9,75,199,0,60,16.6,22.1,0,0,0,0,0,0,31.9,31.9
5,Kenny Stills,MIA,WR,14,NE,9,8,88.9,135,1,43,15,16.9,0,0,0,0,0,0,30.5,30.5
6,Tyreek Hill,KC,WR,14,BAL,14,8,57.1,139,0,48,9.9,17.4,1,6,6,0,0,0,25.5,25.5
7,Jarvis Landry,CLE,WR,14,CAR,4,3,75,57,1,51,14.2,19,2,54,27,1,1,1,25.1,25.1
8,Julian Edelman,NE,WR,14,MIA,12,9,75,86,1,20,7.2,9.6,0,0,0,0,0,0,23.6,23.6
9,Dede Westbrook,JAX,WR,14,TEN,10,7,70,88,1,23,8.8,12.6,0,0,0,0,0,0,21.8,21.8
10,Davante Adams,GB,WR,14,ATL,11,7,63.6,81,1,22,7.4,11.6,0,0,0,0,0,0,21.1,21.1
11,Michael Thomas,NO,WR,14,TB,13,11,84.6,98,0,20,7.5,8.9,0,0,0,0,0,0,20.8,20.8
12,Robert Foster,BUF,WR,14,NYJ,8,7,87.5,104,0,38,13,14.9,0,0,0,0,0,0,20.4,20.4
13,Keenan Allen,LAC,WR,14,CIN,9,5,55.6,78,1,37,8.7,15.6,1,0,0,0,0,0,18.8,18.8
14,Zach Pascal,IND,WR,14,HOU,6,5,83.3,68,1,28,11.3,13.6,0,0,0,0,0,0,17.8,17.8
15,Daesean Hamilton,DEN,WR,14,SF,9,7,77.8,47,1,18,5.2,6.7,0,0,0,0,0,0,17.7,17.7
16,Robby Anderson,NYJ,WR,14,BUF,7,4,57.1,76,1,37,10.9,19,0,0,0,0,0,0,17.6,17.6
17,Alshon Jeffery,PHI,WR,14,DAL,9,6,66.7,50,1,12,5.6,8.3,0,0,0,0,0,0,17,17
18,Isaiah McKenzie,BUF,WR,14,NYJ,7,4,57.1,47,0,19,6.7,11.8,4,22,5.5,1,0,0,16.9,16.9
19,Jamison Crowder,WAS,WR,14,NYG,7,2,28.6,87,1,79,12.4,43.5,0,0,0,0,0,0,16.7,16.7
20,Tim Patrick,DEN,WR,14,SF,10,7,70,85,0,21,8.5,12.1,1,11,11,0,1,0,16.6,16.6
21,Randall Cobb,GB,WR,14,ATL,6,5,83.3,43,1,24,7.2,8.6,0,0,0,0,0,0,15.3,15.3
22,Josh Gordon,NE,WR,14,MIA,8,5,62.5,96,0,29,12,19.2,0,0,0,0,0,0,14.6,14.6
23,Dante Pettis,SF,WR,14,DEN,7,3,42.9,49,1,31,7,16.3,0,0,0,0,0,0,13.9,13.9
24,DeAndre Hopkins,HOU,WR,14,IND,10,4,40,36,1,13,3.6,9,0,0,0,0,0,0,13.6,13.6
25,Cordarrelle Patterson,NE,WR,14,MIA,3,2,66.7,51,1,37,17,25.5,0,0,0,0,0,0,13.1,13.1
25,Robert Woods,LAR,WR,14,CHI,13,7,53.8,61,0,29,4.7,8.7,0,0,0,0,0,0,13.1,13.1
27,Adam Thielen,MIN,WR,14,SEA,7,5,71.4,70,0,35,10,14,1,8,8,0,0,0,12.8,12.8
28,Trent Sherfield,ARI,WR,14,DET,7,5,71.4,77,0,19,11,15.4,0,0,0,0,0,0,12.7,12.7
29,Mike Evans,TB,WR,14,NO,6,4,66.7,86,0,36,14.3,21.5,0,0,0,0,0,0,12.6,12.6
29,Seth Roberts,OAK,WR,14,PIT,7,5,71.4,76,0,39,10.9,15.2,0,0,0,0,0,0,12.6,12.6
31,Josh Doctson,WAS,WR,14,NYG,5,4,80,84,0,31,16.8,21,0,0,0,0,0,0,12.4,12.4
32,Stefon Diggs,MIN,WR,14,SEA,6,4,66.7,76,0,48,12.7,19,1,5,5,0,0,0,12.1,12.1
33,Justin Hardy,ATL,WR,14,GB,4,3,75,30,1,19,7.5,10,0,0,0,0,0,0,12,12
33,Curtis Samuel,CAR,WR,14,CLE,8,4,50,80,0,33,10,20,0,0,0,0,0,0,12,12
35,Taywan Taylor,TEN,WR,14,JAX,7,6,85.7,59,0,13,8.4,9.8,0,0,0,0,0,0,11.9,11.9
36,D.J. Moore,CAR,WR,14,CLE,8,5,62.5,67,0,40,8.4,13.4,1,0,0,0,0,0,11.7,11.7
37,Mohamed Sanu,ATL,WR,14,GB,8,6,75,54,0,11,6.8,9,0,0,0,0,0,0,11.4,11.4
38,Willie Snead,BAL,WR,14,KC,7,5,71.4,61,0,16,8.7,12.2,0,0,0,0,0,0,11.1,11.1
39,Tyler Lockett,SEA,WR,14,MIN,6,5,83.3,42,0,14,7,8.4,2,-3,-1.5,0,0,0,10.9,10.9
40,Jordy Nelson,OAK,WR,14,PIT,7,6,85.7,48,0,13,6.9,8,0,0,0,0,0,0,10.8,10.8
41,Larry Fitzgerald,ARI,WR,14,DET,9,5,55.6,55,0,14,6.1,11,0,0,0,0,0,0,10.5,10.5
42,John Brown,BAL,WR,14,KC,6,2,33.3,23,1,14,3.8,11.5,0,0,0,0,0,0,10.3,10.3
43,Breshad Perriman,CLE,WR,14,CAR,2,2,100,81,0,66,40.5,40.5,0,0,0,0,0,0,10.1,10.1
44,Sterling Shepard,NYG,WR,14,WAS,6,2,33.3,17,1,14,2.8,8.5,0,0,0,0,0,0,9.7,9.7
44,Donte Moncrief,JAX,WR,14,TEN,10,5,50,47,0,12,4.7,9.4,0,0,0,0,0,0,9.7,9.7
46,Brice Butler,MIA,WR,14,NE,1,1,100,23,1,23,23,23,0,0,0,0,0,0,9.3,9.3
47,Allen Robinson,CHI,WR,14,LAR,8,5,62.5,42,0,14,5.2,8.4,0,0,0,0,0,0,9.2,9.2
47,Demarcus Robinson,KC,WR,14,BAL,7,5,71.4,42,0,17,6,8.4,0,0,0,0,0,0,9.2,9.2
49,John Ross,CIN,WR,14,LAC,4,2,50,11,1,6,2.8,5.5,0,0,0,0,0,0,9.1,9.1
50,Demaryius Thomas,HOU,WR,14,IND,6,4,66.7,48,0,20,8,12,0,0,0,0,0,0,8.8,8.8
