Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
80,Latavius Murray,MIN,RB,14,SEA,3,4,1.3,0,0,0,0,0,0,0,0.4,0.4
81,Andy Janovich,DEN,FB,14,SF,1,3,3,0,0,0,0,0,0,0,0.3,0.3
81,Wendell Smallwood,PHI,RB,14,DAL,1,3,3,0,0,0,0,0,0,0,0.3,0.3
83,Anthony Sherman,KC,FB,14,BAL,1,2,2,0,1,0,0,0,0,0,0.2,0.2
84,LeSean McCoy,BUF,RB,14,NYJ,2,1,0.5,0,1,0,0,0,0,0,0.1,0.1
84,Taquan Mizzell,CHI,RB,14,LAR,1,1,1,0,0,0,0,0,0,0,0.1,0.1
86,Tommy Bohanon,JAX,FB,14,TEN,0,0,0,0,1,0,0,0,0,0,0,0
86,Patrick DiMarco,BUF,FB,14,NYJ,0,0,0,0,1,0,0,0,0,0,0,0
86,Benjamin Cunningham,CHI,RB,14,LAR,0,0,0,0,0,0,0,0,0,0,0,0
86,Michael Burton,CHI,FB,14,LAR,0,0,0,0,0,0,0,0,0,0,0,0
86,John Kelly,LAR,RB,14,CHI,0,0,0,0,0,0,0,0,0,0,0,0
86,Alex Armah,CAR,RB,14,CLE,1,0,0,0,0,0,0,0,0,0,0,0
86,Kenjon Barner,CAR,RB,14,CLE,0,0,0,0,0,0,0,0,0,0,0,0
86,Dan Vitale,GB,FB,14,ATL,0,0,0,0,0,0,0,0,0,0,0,0
86,Javorius Allen,BAL,RB,14,KC,0,0,0,0,0,0,0,0,0,0,0,0
86,Senorise Perry,MIA,RB,14,NE,0,0,0,0,0,0,0,0,0,0,0,0
86,Kalen Ballage,MIA,RB,14,NE,0,0,0,0,0,0,0,0,0,0,0,0
86,Ronald Jones II,TB,RB,14,NO,0,0,0,0,0,0,0,0,0,0,0,0
86,Alan Cross,TB,FB,14,NO,0,0,0,0,0,0,0,0,0,0,0,0
86,Gregory Howell Jr.,HOU,RB,14,IND,0,0,0,0,0,0,0,0,0,0,0,0
86,Jordan Wilkins,IND,RB,14,HOU,0,0,0,0,0,0,0,0,0,0,0,0
86,Mark Walton,CIN,RB,14,LAC,0,0,0,0,0,0,0,0,0,0,0,0
86,Detrez Newsome,LAC,RB,14,CIN,0,0,0,0,0,0,0,0,0,0,0,0
86,Matt Dayes,SF,RB,14,DEN,0,0,0,0,0,0,0,0,0,0,0,0
86,Jamize Olawale,DAL,FB,14,PHI,0,0,0,0,0,0,0,0,0,0,0,0
86,TJ Logan,ARI,RB,14,DET,0,0,0,0,0,0,0,0,0,0,0,0
86,Derrick Coleman,ARI,FB,14,DET,0,0,0,0,0,0,0,0,0,0,0,0
86,Nick Bellore,DET,RB,14,ARI,0,0,0,0,0,0,0,0,0,0,0,0
86,Keith Smith,OAK,FB,14,PIT,0,0,0,0,0,0,0,0,0,0,0,0
86,Roosevelt Nix,PIT,RB,14,OAK,0,0,0,0,0,0,0,0,0,0,0,0
86,Deandre Washington,OAK,RB,14,PIT,0,0,0,0,0,0,0,0,0,0,0,0
86,Trey Edmunds,PIT,RB,14,OAK,0,0,0,0,0,0,0,0,0,0,0,0
86,CJ Ham,MIN,RB,14,SEA,0,0,0,0,0,0,0,0,0,0,0,0
86,JD McKissic,SEA,RB,14,MIN,0,0,0,0,0,0,0,0,0,0,0,0
86,Ameer Abdullah,MIN,RB,14,SEA,0,0,0,0,0,0,0,0,0,0,0,0
115,Corey Clement,PHI,RB,14,DAL,1,-4,-4,0,0,0,0,0,0,0,-0.4,-0.4
116,Duke Johnson,CLE,RB,14,CAR,2,-6,-3,0,0,0,0,0,0,0,-0.6,-0.6
