Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Odell Beckham Jr,NYG,WR,11,TB,31,31,8400,25.48
2,Michael Thomas,NO,WR,11,PHI,12,27,8800,24.64
3,Julio Jones,ATL,WR,11,DAL,4,3,8500,23.98
4,Adam Thielen,MIN,WR,11,CHI,3,15,8200,20.24
5,Antonio Brown,PIT,WR,11,JAX,6,1,7800,20.22
6,DeAndre Hopkins,HOU,WR,11,WAS,11,25,7900,19.73
7,Tyreek Hill,KC,WR,11,LAR,18,19,8300,19.6
8,Robert Woods,LAR,WR,11,KC,27,8,7100,19.27
9,Davante Adams,GB,WR,11,SEA,9,20,7600,18.92
10,Brandin Cooks,LAR,WR,11,KC,27,8,7400,18.33
11,Keenan Allen,LAC,WR,11,DEN,19,14,6700,16.85
12,Mike Evans,TB,WR,11,NYG,16,6,7300,16.81
13,JuJu Smith-Schuster,PIT,WR,11,JAX,6,1,6800,16.28
14,Emmanuel Sanders,DEN,WR,11,LAC,10,11,6200,15.21
15,Alshon Jeffery,PHI,WR,11,NO,28,32,6300,14.68
16,Stefon Diggs,MIN,WR,11,CHI,3,15,6900,14.58
17,Tyler Boyd,CIN,WR,11,BAL,2,7,7000,14.41
18,Kenny Golladay,DET,WR,11,CAR,24,16,5800,14.24
19,T.Y. Hilton,IND,WR,11,TEN,1,21,6100,14.16
20,Amari Cooper,DAL,WR,11,ATL,30,30,5400,13.73
21,Corey Davis,TEN,WR,11,IND,20,9,5600,13.41
22,Sammy Watkins,KC,WR,11,LAR,18,19,5200,13.18
23,Devin Funchess,CAR,WR,11,DET,25,18,5100,12.75
24,Sterling Shepard,NYG,WR,11,TB,31,31,5300,12.7
25,Larry Fitzgerald,ARI,WR,11,OAK,29,23,5600,12.43
26,Calvin Ridley,ATL,WR,11,DAL,4,3,5700,12.31
27,Golden Tate,PHI,WR,11,NO,28,32,5500,12.12
28,Doug Baldwin,SEA,WR,11,GB,14,28,4700,11.56
29,Tyler Lockett,SEA,WR,11,GB,14,28,5300,11.54
30,Allen Robinson,CHI,WR,11,MIN,7,4,5700,11.53
31,Marquez Valdes-Scantling,GB,WR,11,SEA,9,20,5200,11.34
32,Michael Crabtree,BAL,WR,11,CIN,32,29,4800,11.2
33,DeSean Jackson,TB,WR,11,NYG,16,6,5000,11.11
34,Marvin Jones,DET,WR,11,CAR,24,16,5200,10.88
35,John Brown,BAL,WR,11,CIN,32,29,5900,10.83
36,Courtland Sutton,DEN,WR,11,LAC,10,11,4600,10.72
37,Demaryius Thomas,HOU,WR,11,WAS,11,25,4900,10.54
38,Christian Kirk,ARI,WR,11,OAK,29,23,4700,10.51
39,Chris Godwin,TB,WR,11,NYG,16,6,4300,10.5
40,Tyrell Williams,LAC,WR,11,DEN,19,14,4800,10.1
