Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Todd Gurley,LAR,RB,11,KC,27,32,9600,30.2
2,Saquon Barkley,NYG,RB,11,TB,31,24,8700,25.28
3,Alvin Kamara,NO,RB,11,PHI,12,5,8200,23.83
4,Melvin Gordon,LAC,RB,11,DEN,19,22,8900,22.87
5,Christian McCaffrey,CAR,RB,11,DET,25,25,8000,21.99
6,Kareem Hunt,KC,RB,11,LAR,18,16,8100,21.47
7,Ezekiel Elliott,DAL,RB,11,ATL,30,28,8500,21.06
8,David Johnson,ARI,RB,11,OAK,29,29,7500,20.27
9,James Conner,PIT,RB,11,JAX,6,7,7200,20.25
10,Leonard Fournette,JAX,RB,11,PIT,15,6,6900,15.52
11,Joe Mixon,CIN,RB,11,BAL,2,2,7100,15.48
12,Aaron Jones,GB,RB,11,SEA,9,13,5700,15.27
13,Kerryon Johnson,DET,RB,11,CAR,24,10,5800,15.11
14,Dion Lewis,TEN,RB,11,IND,20,19,4800,14.17
15,Tevin Coleman,ATL,RB,11,DAL,4,9,5300,14.04
16,Marlon Mack,IND,RB,11,TEN,1,1,6000,13.63
17,Mark Ingram,NO,RB,11,PHI,12,5,4700,13.23
18,Tarik Cohen,CHI,RB,11,MIN,7,8,5200,13.11
19,Dalvin Cook,MIN,RB,11,CHI,3,3,5600,13.02
20,Phillip Lindsay,DEN,RB,11,LAC,10,14,5200,12.86
21,Lamar Miller,HOU,RB,11,WAS,11,11,4600,12.48
22,Alex Collins,BAL,RB,11,CIN,32,31,4400,12.42
23,Adrian Peterson,WAS,RB,11,HOU,8,12,5500,12.03
24,Chris Carson,SEA,RB,11,GB,14,17,4400,11.79
25,Doug Martin,OAK,RB,11,ARI,13,30,4500,10.82
26,Jordan Howard,CHI,RB,11,MIN,7,8,4300,10.26
27,Theo Riddick,DET,RB,11,CAR,24,10,4000,9.86
28,Jalen Richard,OAK,RB,11,ARI,13,30,4300,9.48
29,Mike Davis,SEA,RB,11,GB,14,17,4400,9.41
30,Ito Smith,ATL,RB,11,DAL,4,9,3600,9.34
31,Austin Ekeler,LAC,RB,11,DEN,19,22,3800,8.88
32,Peyton Barber,TB,RB,11,NYG,16,23,3600,8.63
33,Chris Thompson,WAS,RB,11,HOU,8,12,5000,8.35
34,TJ Yeldon,JAX,RB,11,PIT,15,6,5100,8.28
35,Nyheim Hines,IND,RB,11,TEN,1,1,3700,7.94
36,Derrick Henry,TEN,RB,11,IND,20,19,4000,7.49
37,Royce Freeman,DEN,RB,11,LAC,10,14,3800,7.38
38,Wendell Smallwood,PHI,RB,11,NO,28,4,3600,7.08
39,Giovani Bernard,CIN,RB,11,BAL,2,2,4200,6.96
40,Javorius Allen,BAL,RB,11,CIN,32,31,3700,6.12
41,Latavius Murray,MIN,RB,11,CHI,3,3,4500,6.04
42,Jacquizz Rodgers,TB,RB,11,NYG,16,23,3300,5.8
43,Josh Adams,PHI,RB,11,NO,28,4,3300,5.73
44,Corey Clement,PHI,RB,11,NO,28,4,3200,5.63
45,Rashaad Penny,SEA,RB,11,GB,14,17,4300,5.62
46,Alfred Blue,HOU,RB,11,WAS,11,11,3600,5.58
47,Ty Montgomery,BAL,RB,11,CIN,32,31,3100,5.12
48,Devontae Booker,DEN,RB,11,LAC,10,14,3700,4.75
49,Spencer Ware,KC,RB,11,LAR,18,16,4000,4.66
50,Jamaal Williams,GB,RB,11,SEA,9,13,3500,4.52
51,LeGarrette Blount,DET,RB,11,CAR,24,10,3100,3.85
52,Wayne Gallman,NYG,RB,11,TB,31,24,3900,3.48
53,Malcolm Brown,LAR,RB,11,KC,27,32,4200,3.47
54,Ronald Jones II,TB,RB,11,NYG,16,23,3400,3.35
55,Chase Edmonds,ARI,RB,11,OAK,29,29,3900,3.03
56,Cameron Artis-Payne,CAR,RB,11,DET,25,25,3000,2.71
