Team,Home,PointSpread,OverUnder
SEA,TRUE,-2.5,49
HOU,FALSE,-2.5,42.5
NYG,TRUE,-2,52
CAR,FALSE,-3.5,51
IND,TRUE,-2,48
PIT,FALSE,-5,47.5
ATL,TRUE,-3.5,48
BAL,TRUE,-3,45
ARI,TRUE,-4,41
LAC,TRUE,-7.5,46.5
NO,TRUE,-7.5,54.5
CHI,TRUE,-2.5,45.5
LAR,TRUE,-3.5,63.5
GB,FALSE,2.5,49
WAS,TRUE,2.5,42.5
TB,FALSE,2,52
DET,TRUE,3.5,51
TEN,FALSE,2,48
JAX,TRUE,5,47.5
DAL,FALSE,3.5,48
CIN,FALSE,3,45
OAK,FALSE,4,41
DEN,FALSE,7.5,46.5
PHI,FALSE,7.5,54.5
MIN,FALSE,2.5,45.5
KC,FALSE,3.5,63.5
