Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
51,Kerryon Johnson,DET,RB,8,11,27,2.5,1,5,2,6,0,0,0,1.4,11.3
51,Zach Line,NO,FB,8,0,0,0,0,4,4,13,1,0,0,1.4,11.3
53,Jamaal Williams,GB,RB,8,6,7,1.2,1,2,1,7,0,0,0,1.3,10.4
54,Aaron Jones,GB,RB,6,7,38,5.4,1,2,0,0,0,0,0,1.6,9.8
55,Devontae Booker,DEN,RB,9,2,17,8.5,1,2,1,9,0,0,0,1.1,9.6
56,Ronald Jones II,TB,RB,4,5,13,2.6,1,2,1,5,0,0,0,2.2,8.8
57,Alfred Blue,HOU,RB,9,10,7,0.7,1,2,1,4,0,0,0,0.9,8.1
58,Theo Riddick,DET,RB,6,2,2,1,0,6,5,20,0,0,0,1.2,7.2
59,Chris Ivory,BUF,RB,9,7,7,1,1,0,0,0,0,0,0,0.7,6.7
59,Ty Montgomery,BAL,RB,7,3,7,2.3,1,1,0,0,0,0,0,1,6.7
59,Alfred Morris,SF,RB,9,19,17,0.9,1,0,0,0,0,1,1,0.7,6.7
62,Jordan Wilkins,IND,RB,8,3,7,2.3,0,4,4,17,0,0,0,0.8,6.4
63,Kenneth Dixon,BAL,RB,1,1,2,2,1,0,0,0,0,0,0,6.2,6.2
64,Jacquizz Rodgers,TB,RB,8,1,7,7,0,3,3,18,0,0,0,0.7,5.5
65,Jalen Richard,OAK,RB,8,1,4,4,0,4,3,20,0,0,0,0.7,5.4
66,Kyle Juszczyk,SF,FB,9,3,2,0.7,0,5,2,13,0,0,0,0.4,3.5
67,Anthony Sherman,KC,FB,9,0,0,0,0,2,2,14,0,0,0,0.4,3.4
68,Corey Grant,JAX,RB,5,0,0,0,0,2,2,11,0,0,0,0.6,3.1
69,Spencer Ware,KC,RB,9,7,14,2,0,2,1,4,0,0,0,0.3,2.8
70,Marcus Murphy,BUF,RB,6,2,2,1,0,2,2,5,0,0,0,0.4,2.7
71,Doug Martin,OAK,RB,8,7,21,3,0,0,0,0,0,0,0,0.3,2.1
72,Darren Sproles,PHI,RB,1,2,5,2.5,0,1,1,3,0,0,0,1.8,1.8
73,Damien Williams,KC,RB,7,0,0,0,0,1,1,7,0,0,0,0.2,1.7
74,Shaun Wilson,TB,RB,4,0,0,0,0,1,1,5,0,0,0,0.4,1.5
75,LeSean McCoy,BUF,RB,8,8,14,1.8,0,0,0,0,0,0,0,0.2,1.4
76,Jamize Olawale,DAL,FB,8,0,0,0,0,1,1,3,0,0,0,0.2,1.3
77,Rod Smith,DAL,RB,8,2,2,1,0,1,1,0,0,0,0,0.2,1.2
77,Rashaad Penny,SEA,RB,8,1,-2,-2,0,1,1,4,0,0,0,0.2,1.2
77,Keith Smith,OAK,FB,8,1,0,0,0,1,1,2,0,0,0,0.2,1.2
80,CJ Anderson,CAR,RB,8,3,11,3.7,0,0,0,0,0,0,0,0.1,1.1
81,Leonard Fournette,JAX,RB,2,3,10,3.3,0,0,0,0,0,0,0,0.5,1
81,Samaje Perine,WAS,RB,3,0,0,0,0,1,1,0,0,0,0,0.3,1
83,James Develin,NE,RB,9,0,0,0,0,1,1,-1,0,0,0,0.1,0.9
84,Mike Gillislee,NO,RB,4,2,8,4,0,0,0,0,0,0,0,0.2,0.8
84,Kenjon Barner,NE,RB,5,3,8,2.7,0,0,0,0,0,0,0,0.2,0.8
86,Jeremy McNichols,IND,RB,1,1,7,7,0,0,0,0,0,0,0,0.7,0.7
87,Dalvin Cook,MIN,RB,4,4,5,1.2,0,0,0,0,0,0,0,0.1,0.5
87,Nick Bellore,DET,RB,8,0,0,0,0,1,1,-5,0,0,0,0.1,0.5
89,Devonta Freeman,ATL,RB,2,3,4,1.3,0,1,0,0,0,0,0,0.2,0.4
89,Wayne Gallman,NYG,RB,8,3,4,1.3,0,2,0,0,0,0,0,0,0.4
89,Bilal Powell,NYJ,RB,7,10,4,0.4,0,1,0,0,0,0,0,0.1,0.4
89,Brandon Wilds,JAX,RB,3,1,4,4,0,0,0,0,0,0,0,0.1,0.4
89,Mark Walton,CIN,RB,6,1,4,4,0,0,0,0,0,0,0,0.1,0.4
94,Robert Turbin,IND,RB,2,1,3,3,0,0,0,0,0,0,0,0.2,0.3
95,Stevan Ridley,PIT,RB,6,1,2,2,0,0,0,0,0,0,0,0,0.2
95,Roc Thomas,MIN,RB,5,2,2,1,0,2,0,0,0,0,0,0,0.2
95,Josh Adams,PHI,RB,5,2,2,1,0,0,0,0,0,0,0,0,0.2
98,Ricky Ortiz,ATL,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
98,Jonathan Stewart,NYG,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
98,Taiwan Jones,BUF,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
98,Brandon Bolden,MIA,RB,9,0,0,0,0,0,0,0,0,0,0,0,0
98,Patrick DiMarco,BUF,FB,9,0,0,0,0,0,0,0,0,0,0,0,0
98,Tommy Bohanon,JAX,FB,8,0,0,0,0,0,0,0,0,0,0,0,0
98,Rex Burkhead,NE,RB,3,0,0,0,0,3,0,0,0,0,0,0,0
98,Christine Michael,IND,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
98,Derrick Coleman,ARI,FB,8,0,0,0,0,0,0,0,0,0,0,0,0
98,David Fluellen,TEN,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
98,Jeremy Hill,NE,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
98,Senorise Perry,MIA,RB,9,0,0,0,0,0,0,0,0,0,0,0,0
98,Roosevelt Nix,PIT,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
98,Raheem Mostert,SF,RB,9,1,0,0,0,0,0,0,0,0,0,0,0
98,CJ Prosise,SEA,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
98,Tyler Ervin,HOU,RB,9,0,0,0,0,1,0,0,0,0,0,0,0
98,Andy Janovich,DEN,FB,9,0,0,0,0,0,0,0,0,0,0,0,0
98,Derek Watt,LAC,FB,8,0,0,0,0,0,0,0,0,0,0,0,0
98,Tre Madden,SEA,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
98,Alan Cross,TB,FB,8,0,0,0,0,1,0,0,0,0,0,0,0
98,Rob Kelley,WAS,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
98,Tra Carson,GB,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
98,CJ Ham,MIN,RB,9,1,0,0,0,0,0,0,0,0,0,0,0
98,Patrick Ricard,BAL,FB,8,0,0,0,0,0,0,0,0,0,0,0,0
98,Shane Smith,NYG,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
98,Chase Edmonds,ARI,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
98,Jaylen Samuels,PIT,FB,6,0,0,0,0,0,0,0,0,0,0,0,0
98,Detrez Newsome,LAC,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
98,Gregory Howell Jr.,HOU,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
98,Benjamin Cunningham,CHI,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
98,Michael Burton,CHI,FB,4,0,0,0,0,0,0,0,0,0,0,0,0
98,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
98,Deandre Washington,OAK,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
98,Justin Davis,LAR,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
98,Trenton Cannon,NYJ,RB,9,0,0,0,0,0,0,0,0,0,0,0,0
98,De'Lance Turner,BAL,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
98,Cameron Artis-Payne,CAR,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
98,Brian Hill,ATL,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
98,TJ Logan,ARI,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
98,Mike Boone,MIN,RB,7,0,0,0,0,0,0,0,0,0,0,0,0
98,Kalen Ballage,MIA,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
98,Dwayne Washington,NO,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
98,Ameer Abdullah,DET,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
98,Thomas Rawls,CIN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
98,Elijhaa Penny,NYG,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
98,Gus Edwards,BAL,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
98,Justin Jackson,LAC,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
98,Jamaal Charles,JAX,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
98,Dontrell Hilliard,CLE,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
98,David Williams,JAX,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
98,Elijah McGuire,NYJ,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
98,Taquan Mizzell,CHI,RB,1,0,0,0,0,1,0,0,0,0,0,0,0
150,Jonathan Williams,NO,RB,3,1,-1,-1,0,0,0,0,0,0,0,0,-0.1
