Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Todd Gurley,LAR,RB,9,50,141,2.8,12,13,7,65,3,0,0,13.7,123.6
2,Alvin Kamara,NO,RB,8,33,96,2.9,8,19,15,101,3,0,0,13.1,104.7
3,Melvin Gordon,LAC,RB,7,16,94,5.9,6,10,6,33,3,2,0,11,76.7
4,Kareem Hunt,KC,RB,9,23,74,3.2,7,8,5,38,3,0,0,8.5,76.2
5,James White,NE,RB,9,15,26,1.7,3,14,10,69,6,0,0,8.2,73.5
6,James Conner,PIT,RB,8,23,60,2.6,6,6,5,30,1,1,0,7.5,60
7,Alex Collins,BAL,RB,9,18,81,4.5,6,4,2,11,1,1,1,5.8,52.2
8,Christian McCaffrey,CAR,RB,8,18,38,2.1,3,6,5,34,2,1,1,5.2,41.2
9,Javorius Allen,BAL,RB,9,11,12,1.1,3,6,6,36,2,0,0,4.5,40.8
10,Saquon Barkley,NYG,RB,8,16,30,1.9,3,9,6,39,1,0,0,4.9,38.9
11,Joe Mixon,CIN,RB,6,16,33,2.1,4,4,3,25,1,0,0,6.5,38.8
12,Jordan Howard,CHI,RB,8,20,61,3,5,3,2,5,0,1,1,4.7,37.6
13,Tevin Coleman,ATL,RB,8,8,30,3.8,1,7,6,41,3,0,0,4.6,37.1
14,David Johnson,ARI,RB,8,16,36,2.2,5,6,3,3,0,0,0,4.6,36.9
15,TJ Yeldon,JAX,RB,8,11,41,3.7,1,7,4,41,3,0,0,4.5,36.2
16,Carlos Hyde,JAX,RB,7,17,33,1.9,5,2,0,0,0,1,0,4.8,33.3
17,Ito Smith,ATL,RB,8,15,50,3.3,4,2,2,13,0,1,0,4,32.3
18,Adrian Peterson,WAS,RB,8,22,33,1.5,3,2,2,15,1,1,1,3.7,29.8
19,Ezekiel Elliott,DAL,RB,8,18,38,2.1,3,9,5,20,0,1,0,3.6,28.8
20,Nyheim Hines,IND,RB,8,11,33,3,1,5,4,32,2,0,0,3.6,28.5
21,Marlon Mack,IND,RB,4,16,58,3.6,3,1,1,4,0,0,0,6.8,27.2
22,Latavius Murray,MIN,RB,9,12,30,2.5,3,2,2,10,0,0,0,2.9,26
23,Marshawn Lynch,OAK,RB,6,14,28,2,3,5,4,5,0,0,0,4.2,25.3
24,Tarik Cohen,CHI,RB,8,7,37,5.3,0,8,5,35,2,0,0,3,24.2
25,Lamar Miller,HOU,RB,8,21,39,1.9,2,1,1,4,1,0,0,2.9,23.3
26,Jay Ajayi,PHI,RB,4,11,28,2.5,3,2,1,4,0,1,1,5.8,23.2
27,Sony Michel,NE,RB,6,21,49,2.3,3,0,0,0,0,0,0,3.8,22.9
28,Mike Davis,SEA,RB,7,10,46,4.6,3,0,0,0,0,0,0,3.2,22.6
29,Giovani Bernard,CIN,RB,4,6,20,3.3,3,1,1,14,0,0,0,5.6,22.4
30,Wendell Smallwood,PHI,RB,8,10,24,2.4,1,5,3,28,1,0,0,2.8,22.2
31,Isaiah Crowell,NYJ,RB,9,15,38,2.5,3,0,0,0,0,0,0,2.4,21.8
32,Matt Breida,SF,RB,9,16,39,2.4,1,3,3,26,1,0,0,2.4,21.5
33,Duke Johnson,CLE,RB,9,2,-3,-1.5,0,4,3,27,2,0,0,2.4,21.4
34,Phillip Lindsay,DEN,RB,9,16,39,2.4,2,4,3,17,0,0,0,2.3,20.6
35,Royce Freeman,DEN,RB,7,9,25,2.8,3,0,0,0,0,0,0,2.9,20.5
35,Dion Lewis,TEN,RB,8,13,26,2,1,3,3,29,1,0,0,2.6,20.5
37,Chris Carson,SEA,RB,7,13,38,2.9,2,2,2,13,0,0,0,2.7,19.1
38,Corey Clement,PHI,RB,6,13,56,4.3,2,1,1,0,0,0,0,3.1,18.6
39,Nick Chubb,CLE,RB,9,11,27,2.5,2,1,1,5,0,0,0,1.8,16.2
40,Derrick Henry,TEN,RB,8,14,28,2,2,1,1,-6,0,0,0,1.9,15.2
41,Kenyan Drake,MIA,RB,9,7,25,3.6,2,5,1,0,0,1,1,1.6,14.5
42,Austin Ekeler,LAC,RB,8,10,16,1.6,0,4,4,28,1,0,0,1.8,14.4
43,Peyton Barber,TB,RB,8,11,6,0.5,1,3,1,5,1,0,0,1.8,14.1
44,Mark Ingram,NO,RB,4,7,18,2.6,2,0,0,0,0,0,0,3.4,13.8
45,LeGarrette Blount,DET,RB,8,11,14,1.3,2,0,0,0,0,1,0,1.7,13.4
46,Kapri Bibbs,WAS,RB,6,4,6,1.5,2,0,0,0,0,0,0,2.1,12.6
47,Malcolm Brown,LAR,RB,9,7,15,2.1,0,1,1,18,1,0,0,1.4,12.3
48,Alex Armah,CAR,RB,8,2,2,1,2,0,0,0,0,0,0,1.5,12.2
49,Frank Gore,MIA,RB,9,9,23,2.6,0,2,2,12,1,0,0,1.3,11.5
49,Chris Thompson,WAS,RB,5,3,1,0.3,0,4,3,24,1,0,0,2.3,11.5
