Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Eric Ebron,IND,TE,8,15,7,46.7,74,6,20,4.9,10.6,1,-1,-1,0,0,0,6.3,50.3
2,Travis Kelce,KC,TE,9,14,8,57.1,78,5,19,5.6,9.8,0,0,0,0,0,0,5.1,45.8
3,Trey Burton,CHI,TE,8,8,7,87.5,40,4,15,5,5.7,1,2,2,0,0,0,4.4,35.2
4,OJ Howard,TB,TE,8,7,5,71.4,50,4,18,7.1,10,0,0,0,0,0,0,4.2,34
5,Zach Ertz,PHI,TE,8,14,7,50,50,3,10,3.6,7.1,0,0,0,0,0,0,3.8,30
6,Jared Cook,OAK,TE,8,11,9,81.8,53,2,13,4.8,5.9,0,0,0,0,0,0,3.3,26.3
7,Erik Swoope,IND,TE,5,4,4,100,39,3,17,9.8,9.8,0,0,0,0,0,0,5.2,25.9
8,Jordan Thomas,HOU,TE,9,5,4,80,30,3,13,6,7.5,0,0,0,0,0,0,2.8,25
9,George Kittle,SF,TE,9,10,6,60,46,2,10,4.6,7.7,0,0,0,0,0,0,2.7,24.6
10,Cameron Brate,TB,TE,8,4,3,75,35,3,16,8.8,11.7,0,0,0,0,0,0,3.1,24.5
11,Michael Roberts,DET,TE,5,5,3,60,34,3,15,6.8,11.3,0,0,0,0,0,0,4.9,24.4
12,Greg Olsen,CAR,TE,5,3,3,100,29,3,17,9.7,9.7,0,0,0,0,0,0,4.8,23.9
13,Chris Herndon IV,NYJ,TE,7,4,4,100,58,2,17,14.5,14.5,0,0,0,0,1,0,3.1,21.8
14,Austin Hooper,ATL,TE,8,6,4,66.7,31,2,11,5.2,7.8,0,0,0,0,0,0,2.6,21.1
15,Jimmy Graham,GB,TE,8,8,4,50,35,2,15,4.4,8.8,0,0,0,0,0,0,2.4,19.5
16,Benjamin Watson,NO,TE,8,6,4,66.7,27,2,13,4.5,6.8,0,0,0,0,0,0,2.3,18.7
17,Jeff Heuerman,DEN,TE,9,13,4,30.8,25,2,12,1.9,6.2,0,0,0,0,0,0,2.1,18.5
18,Kyle Rudolph,MIN,TE,9,7,3,42.9,23,2,11,3.3,7.7,0,0,0,0,0,0,1.9,17.3
19,Demetrius Harris,KC,TE,8,2,2,100,30,2,17,15,15,0,0,0,0,0,0,2.1,17
20,Dallas Goedert,PHI,TE,8,5,3,60,19,2,13,3.8,6.3,0,0,0,0,0,0,2.1,16.9
21,Mark Andrews,BAL,TE,9,6,3,50,17,2,8,2.8,5.7,0,0,0,0,0,0,1.9,16.7
22,Evan Engram,NYG,TE,5,4,2,50,20,2,18,5,10,0,0,0,0,0,0,3.2,16
23,Will Dissly,SEA,TE,4,2,2,100,17,2,15,8.5,8.5,0,0,0,0,0,0,3.9,15.7
24,David Njoku,CLE,TE,9,3,2,66.7,16,2,15,5.3,8,0,0,0,0,0,0,1.7,15.6
25,CJ Uzomah,CIN,TE,8,3,2,66.7,5,2,4,1.7,2.5,0,0,0,0,0,0,1.8,14.5
26,Rhett Ellison,NYG,TE,7,4,3,75,27,1,16,6.8,9,0,0,0,0,0,0,2,13.7
27,Jack Doyle,IND,TE,3,4,3,75,31,1,12,7.8,10.3,0,0,0,0,0,0,4,12.1
28,Virgil Green,LAC,TE,8,4,3,75,22,1,13,5.5,7.3,0,0,0,0,0,0,1.4,11.2
29,Antonio Gates,LAC,TE,8,4,1,25,5,1,5,1.2,5,0,0,0,0,0,0,1.2,9.5
30,Nick Vannett,SEA,TE,7,3,2,66.7,14,1,8,4.7,7,0,0,0,0,0,0,1.3,9.4
31,Jonnu Smith,TEN,TE,8,3,2,66.7,10,1,7,3.3,5,0,0,0,0,0,0,1.1,9
32,AJ Derby,MIA,TE,3,1,1,100,19,1,19,19,19,0,0,0,0,0,0,3,8.9
33,Logan Paulsen,ATL,TE,8,1,1,100,17,1,17,17,17,0,0,0,0,0,0,1.1,8.7
34,Tyler Eifert,CIN,TE,4,2,1,50,15,1,15,7.5,15,0,0,0,0,0,0,2.1,8.5
34,Lance Kendricks,GB,TE,8,2,2,100,5,1,4,2.5,2.5,0,0,0,0,0,0,1.1,8.5
36,Jordan Leggett,NYJ,TE,8,2,2,100,4,1,2,2,2,0,0,0,0,0,0,1,8.4
