Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Davante Adams,GB,WR,8,17,8,47.1,68,7,16,4,8.5,0,0,0,0,0,0,7.1,56.8
2,DeAndre Hopkins,HOU,WR,9,15,9,60,69,5,16,4.6,7.7,0,0,0,0,0,0,5.1,45.9
3,Michael Thomas,NO,WR,8,15,12,80,79,4,14,5.3,6.6,0,0,0,0,0,0,5.5,43.9
4,Adam Thielen,MIN,WR,9,15,11,73.3,59,4,15,3.9,5.4,0,0,0,0,1,1,4.4,39.9
5,Tyler Boyd,CIN,WR,8,8,8,100,66,4,14,8.2,8.2,0,0,0,0,0,0,4.8,38.6
6,Alshon Jeffery,PHI,WR,5,9,6,66.7,56,4,16,6.2,9.3,0,0,0,0,0,0,7.1,35.6
7,AJ Green,CIN,WR,8,15,6,40,49,4,17,3.3,8.2,0,0,0,0,0,0,4.4,34.9
8,Calvin Ridley,ATL,WR,8,5,5,100,56,4,18,11.2,11.2,0,0,0,0,0,0,4.3,34.6
9,Tyreek Hill,KC,WR,9,9,7,77.8,27,4,14,3,3.9,0,0,0,0,0,0,3.7,33.7
10,Chris Godwin,TB,WR,8,10,4,40,30,4,9,3,7.5,0,0,0,0,0,0,4.1,33
11,JuJu Smith-Schuster,PIT,WR,8,19,11,57.9,78,2,18,4.1,7.1,0,0,0,0,0,0,4.1,32.8
12,T.Y. Hilton,IND,WR,6,11,4,36.4,14,4,5,1.3,3.5,0,0,0,0,0,0,4.9,29.4
13,Cooper Kupp,LAR,WR,7,11,7,63.6,42,3,19,3.8,6,2,1,0.5,0,0,0,4.2,29.3
14,Sammy Watkins,KC,WR,9,10,5,50,61,3,16,6.1,12.2,2,1,0.5,0,0,0,3.2,29.2
15,Brandin Cooks,LAR,WR,9,10,9,90,69,2,19,6.9,7.7,1,7,7,0,1,0,3.2,28.6
