Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
33,Latavius Murray,MIN,RB,10,13,29,2.2,3,2,2,10,0,0,0,2.6,25.9
34,Chris Carson,SEA,RB,8,15,40,2.7,3,2,2,13,0,0,0,3.2,25.3
34,Marshawn Lynch,OAK,RB,6,14,28,2,3,5,4,5,0,0,0,4.2,25.3
36,Nick Chubb,CLE,RB,10,12,30,2.5,2,2,2,18,1,0,0,2.5,24.8
37,Lamar Miller,HOU,RB,9,23,39,1.7,2,2,1,4,1,0,0,2.6,23.3
38,Sony Michel,NE,RB,7,23,52,2.3,3,0,0,0,0,0,0,3.3,23.2
38,Jay Ajayi,PHI,RB,4,11,28,2.5,3,2,1,4,0,1,1,5.8,23.2
40,Giovani Bernard,CIN,RB,6,6,20,3.3,3,1,1,14,0,0,0,3.7,22.4
41,Wendell Smallwood,PHI,RB,10,10,24,2.4,1,5,3,28,1,0,0,2.2,22.2
42,Peyton Barber,TB,RB,10,18,24,1.3,2,3,1,5,1,0,0,2.2,21.9
43,Leonard Fournette,JAX,RB,4,10,12,1.2,2,2,2,6,1,0,0,5.4,21.8
44,Dion Lewis,TEN,RB,10,19,32,1.7,1,3,3,29,1,0,0,2.1,21.1
45,Corey Clement,PHI,RB,8,14,53,3.8,2,1,1,0,0,0,0,2.3,18.3
46,Kenyan Drake,MIA,RB,10,9,28,3.1,2,5,1,0,0,1,1,1.5,14.8
47,Austin Ekeler,LAC,RB,10,10,16,1.6,0,4,4,28,1,0,0,1.4,14.4
48,Jordan Wilkins,IND,RB,10,4,25,6.2,1,4,4,17,0,0,0,1.4,14.2
49,LeGarrette Blount,DET,RB,10,13,14,1.1,2,0,0,0,0,1,0,1.3,13.4
50,Frank Gore,MIA,RB,10,11,37,3.4,0,2,2,12,1,0,0,1.3,12.9
51,Kapri Bibbs,WAS,RB,8,4,6,1.5,2,0,0,0,0,0,0,1.6,12.6
52,Malcolm Brown,LAR,RB,11,8,16,2,0,1,1,18,1,0,0,1.1,12.4
53,Alex Armah,CAR,RB,10,3,2,0.7,2,0,0,0,0,0,0,1.2,12.2
54,Chris Thompson,WAS,RB,5,3,1,0.3,0,4,3,24,1,0,0,2.3,11.5
55,Zach Line,NO,FB,10,1,-1,-1,0,5,4,13,1,0,0,1.1,11.2
56,Rashaad Penny,SEA,RB,10,6,31,5.2,1,1,1,4,0,0,0,1,10.5
57,Jamaal Williams,GB,RB,10,6,7,1.2,1,2,1,7,0,0,0,1,10.4
58,Devontae Booker,DEN,RB,10,2,17,8.5,1,2,1,9,0,0,0,1,9.6
59,Gus Edwards,BAL,RB,5,2,13,6.5,1,0,0,0,0,0,0,1.9,9.3
60,Spencer Ware,KC,RB,11,8,17,2.1,1,2,1,4,0,0,0,0.8,9.1
61,Ronald Jones II,TB,RB,4,5,13,2.6,1,2,1,5,0,0,0,2.2,8.8
62,Theo Riddick,DET,RB,8,3,2,0.7,0,7,6,25,0,0,0,1.1,8.7
63,LeSean McCoy,BUF,RB,9,13,24,1.8,1,0,0,0,0,0,0,0.9,8.4
64,Alfred Blue,HOU,RB,10,10,7,0.7,1,2,1,4,0,0,0,0.8,8.1
65,Jaylen Samuels,PIT,FB,8,1,-1,-1,0,1,1,6,1,0,0,0.9,7.5
66,Ty Montgomery,BAL,RB,8,3,12,4,1,1,0,0,0,0,0,0.9,7.2
66,Alfred Morris,SF,RB,10,22,22,1,1,0,0,0,0,1,1,0.7,7.2
68,James Develin,NE,RB,10,1,1,1,1,1,1,-1,0,0,0,0.7,7
69,Chris Ivory,BUF,RB,9,7,7,1,1,0,0,0,0,0,0,0.7,6.7
70,Kenneth Dixon,BAL,RB,1,1,2,2,1,0,0,0,0,0,0,6.2,6.2
71,Jalen Richard,OAK,RB,10,2,5,2.5,0,5,3,20,0,0,0,0.6,5.5
72,Jacquizz Rodgers,TB,RB,10,3,11,3.7,0,4,3,18,0,1,1,0.5,4.9
73,Doug Martin,OAK,RB,10,10,27,2.7,0,1,1,6,0,0,0,0.4,4.3
74,Marcus Murphy,BUF,RB,7,6,12,2,0,2,2,5,0,0,0,0.5,3.7
75,Kyle Juszczyk,SF,FB,10,3,2,0.7,0,5,2,13,0,0,0,0.4,3.5
76,Anthony Sherman,KC,FB,11,0,0,0,0,2,2,14,0,0,0,0.3,3.4
77,Corey Grant,JAX,RB,5,0,0,0,0,2,2,11,0,0,0,0.6,3.1
78,Ameer Abdullah,MIN,RB,4,0,0,0,0,1,1,10,0,0,0,0.5,2
79,Darren Sproles,PHI,RB,1,2,5,2.5,0,1,1,3,0,0,0,1.8,1.8
79,Rod Smith,DAL,RB,10,3,8,2.7,0,1,1,0,0,0,0,0.2,1.8
81,Damien Williams,KC,RB,10,0,0,0,0,1,1,7,0,0,0,0.2,1.7
82,Shaun Wilson,TB,RB,5,0,0,0,0,3,1,5,0,0,0,0.3,1.5
83,Deandre Washington,OAK,RB,4,6,14,2.3,0,0,0,0,0,0,0,0.4,1.4
84,Jamize Olawale,DAL,FB,10,0,0,0,0,1,1,3,0,0,0,0.1,1.3
84,Elijhaa Penny,NYG,RB,6,0,0,0,0,1,1,3,0,0,0,0.2,1.3
86,Keith Smith,OAK,FB,10,1,0,0,0,1,1,2,0,0,0,0.1,1.2
87,CJ Anderson,CAR,RB,9,3,11,3.7,0,0,0,0,0,0,0,0.1,1.1
88,Samaje Perine,WAS,RB,4,0,0,0,0,1,1,0,0,0,0,0.2,1
89,Mike Gillislee,NO,RB,4,2,8,4,0,0,0,0,0,0,0,0.2,0.8
89,Kenjon Barner,CAR,RB,5,3,8,2.7,0,0,0,0,0,0,0,0.2,0.8
91,Jeremy McNichols,IND,RB,1,1,7,7,0,0,0,0,0,0,0,0.7,0.7
92,Wayne Gallman,NYG,RB,10,4,6,1.5,0,2,0,0,0,0,0,0.1,0.6
93,Chase Edmonds,ARI,RB,10,2,5,2.5,0,0,0,0,0,0,0,0,0.5
93,Josh Adams,PHI,RB,7,4,5,1.2,0,0,0,0,0,0,0,0.1,0.5
93,Nick Bellore,DET,RB,10,0,0,0,0,1,1,-5,0,0,0,0,0.5
96,Devonta Freeman,ATL,RB,2,3,4,1.3,0,1,0,0,0,0,0,0.2,0.4
96,Bilal Powell,NYJ,RB,7,10,4,0.4,0,1,0,0,0,0,0,0.1,0.4
96,Brandon Wilds,JAX,RB,3,1,4,4,0,0,0,0,0,0,0,0.1,0.4
96,Mark Walton,CIN,RB,8,1,4,4,0,0,0,0,0,0,0,0,0.4
100,Robert Turbin,IND,RB,2,1,3,3,0,0,0,0,0,0,0,0.2,0.3
101,Stevan Ridley,PIT,RB,7,1,2,2,0,0,0,0,0,0,0,0,0.2
101,Roc Thomas,MIN,RB,5,2,2,1,0,2,0,0,0,0,0,0,0.2
103,Byron Marshall,WAS,RB,1,1,1,1,0,0,0,0,0,0,0,0.1,0.1
104,Ricky Ortiz,ATL,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
104,Jonathan Stewart,NYG,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
104,Taiwan Jones,BUF,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
104,Brandon Bolden,MIA,RB,10,0,0,0,0,0,0,0,0,0,0,0,0
104,Patrick DiMarco,BUF,FB,10,0,0,0,0,0,0,0,0,0,0,0,0
104,Tommy Bohanon,JAX,FB,10,0,0,0,0,0,0,0,0,0,0,0,0
104,Rex Burkhead,NE,RB,3,0,0,0,0,3,0,0,0,0,0,0,0
104,Christine Michael,IND,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
104,Derrick Coleman,ARI,FB,10,0,0,0,0,0,0,0,0,0,0,0,0
104,David Fluellen,TEN,RB,7,0,0,0,0,0,0,0,0,0,0,0,0
104,Jeremy Hill,NE,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
104,Senorise Perry,MIA,RB,10,0,0,0,0,0,0,0,0,0,0,0,0
104,Roosevelt Nix,PIT,RB,10,0,0,0,0,0,0,0,0,0,0,0,0
104,Raheem Mostert,SF,RB,9,1,0,0,0,0,0,0,0,0,0,0,0
104,CJ Prosise,SEA,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
104,Tyler Ervin,HOU,RB,9,0,0,0,0,1,0,0,0,0,0,0,0
104,Andy Janovich,DEN,FB,10,0,0,0,0,0,0,0,0,0,0,0,0
104,Derek Watt,LAC,FB,10,1,0,0,0,0,0,0,0,0,0,0,0
104,Tre Madden,SEA,RB,10,0,0,0,0,0,0,0,0,0,0,0,0
104,Alan Cross,TB,FB,10,0,0,0,0,1,0,0,0,0,0,0,0
104,Rob Kelley,WAS,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
104,Tra Carson,GB,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
104,CJ Ham,MIN,RB,10,1,0,0,0,0,0,0,0,0,0,0,0
104,Patrick Ricard,BAL,FB,9,0,0,0,0,0,0,0,0,0,0,0,0
104,Shane Smith,NYG,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
104,Detrez Newsome,LAC,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
104,Gregory Howell Jr.,HOU,RB,9,0,0,0,0,0,0,0,0,0,0,0,0
104,Benjamin Cunningham,CHI,RB,10,0,0,0,0,0,0,0,0,0,0,0,0
104,Michael Burton,CHI,FB,5,0,0,0,0,0,0,0,0,0,0,0,0
104,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
104,Justin Davis,LAR,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
104,Trenton Cannon,NYJ,RB,10,0,0,0,0,0,0,0,0,0,0,0,0
104,De'Lance Turner,BAL,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
104,Cameron Artis-Payne,CAR,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
104,Brian Hill,ATL,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
104,TJ Logan,ARI,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
104,Mike Boone,MIN,RB,7,0,0,0,0,0,0,0,0,0,0,0,0
104,Kalen Ballage,MIA,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
104,Dwayne Washington,NO,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
104,Thomas Rawls,CIN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
104,Justin Jackson,LAC,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
104,Jamaal Charles,JAX,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
104,Dontrell Hilliard,CLE,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
104,David Williams,JAX,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
104,Elijah McGuire,NYJ,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
104,Taquan Mizzell,CHI,RB,3,1,0,0,0,1,0,0,0,0,0,0,0
104,Zach Zenner,DET,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
104,Dare Ogunbowale,TB,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
152,Jonathan Williams,NO,RB,3,1,-1,-1,0,0,0,0,0,0,0,0,-0.1
153,Dalvin Cook,MIN,RB,5,6,2,0.3,0,0,0,0,0,1,1,-0.2,-0.8
