Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Davante Adams,GB,WR,10,21,10,47.6,100,9,25,4.8,10,0,0,0,0,0,0,7.4,74
2,Michael Thomas,NO,WR,10,19,16,84.2,120,6,17,6.3,7.5,0,0,0,0,0,0,6.4,64
3,DeAndre Hopkins,HOU,WR,10,17,10,58.8,85,6,16,5,8.5,0,0,0,0,0,0,5.4,54.5
4,Tyreek Hill,KC,WR,11,11,9,81.8,45,5,14,4.1,5,0,0,0,0,0,0,4,43.5
5,Adam Thielen,MIN,WR,10,15,11,73.3,59,4,15,3.9,5.4,0,0,0,0,1,1,4.2,41.9
6,Larry Fitzgerald,ARI,WR,10,11,7,63.6,63,4,18,5.7,9,0,0,0,0,0,0,3.9,39.3
7,Brandin Cooks,LAR,WR,11,13,11,84.6,82,2,19,6.3,7.5,2,16,8,1,1,0,3.5,38.8
8,Tyler Boyd,CIN,WR,10,8,8,100,66,4,14,8.2,8.2,0,0,0,0,0,0,3.9,38.6
9,T.Y. Hilton,IND,WR,8,13,5,38.5,28,5,14,2.2,5.6,0,0,0,0,0,0,4.7,37.8
10,Alshon Jeffery,PHI,WR,7,10,6,60,56,4,16,5.6,9.3,0,0,0,0,0,0,5.1,35.6
11,Odell Beckham Jr,NYG,WR,10,18,6,33.3,53,4,20,2.9,8.8,1,-1,-1,0,0,0,3.5,35.2
12,AJ Green,CIN,WR,8,15,6,40,49,4,17,3.3,8.2,0,0,0,0,0,0,4.4,34.9
13,Calvin Ridley,ATL,WR,10,5,5,100,56,4,18,11.2,11.2,0,0,0,0,0,0,3.5,34.6
14,Chris Godwin,TB,WR,10,10,4,40,30,4,9,3,7.5,0,0,0,0,0,0,3.3,33
15,JuJu Smith-Schuster,PIT,WR,10,21,11,52.4,78,2,18,3.7,7.1,0,0,0,0,0,0,3.3,32.8
16,Keenan Allen,LAC,WR,10,9,7,77.8,70,3,20,7.8,10,0,0,0,0,0,0,3.2,32
17,Chris Conley,KC,WR,11,5,4,80,37,4,15,7.4,9.2,0,0,0,0,0,0,2.9,31.7
18,Kenny Golladay,DET,WR,10,9,4,44.4,33,4,19,3.7,8.2,0,0,0,0,0,0,3.1,31.3
19,Cooper Kupp,LAR,WR,8,12,8,66.7,40,3,19,3.3,5,2,1,0.5,0,0,0,3.8,30.1
20,Sterling Shepard,NYG,WR,10,14,7,50,27,3,7,1.9,3.9,0,0,0,0,1,0,3,29.7
21,Sammy Watkins,KC,WR,10,10,5,50,61,3,16,6.1,12.2,2,1,0.5,0,0,0,2.9,29.2
22,Stefon Diggs,MIN,WR,9,10,7,70,19,3,6,1.9,2.7,0,0,0,0,0,0,3.2,28.9
23,Josh Reynolds,LAR,WR,11,6,5,83.3,54,3,19,9,10.8,1,-2,-2,0,0,0,2.6,28.2
24,Marvin Jones,DET,WR,9,11,5,45.5,50,3,19,4.5,10,0,0,0,0,0,0,3.1,28
25,Jordy Nelson,OAK,WR,9,5,4,80,35,3,19,7,8.8,0,0,0,0,0,0,3.1,27.5
26,Anthony Miller,CHI,WR,9,8,5,62.5,39,3,18,4.9,7.8,1,-1,-1,0,0,0,3,26.8
