Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Travis Kelce,KC,TE,11,LAR,15,10,66.7,127,1,37,8.5,12.7,0,0,0,0,0,0,31.7,31.7
2,Jordan Reed,WAS,TE,11,HOU,11,7,63.6,71,1,24,6.5,10.1,0,0,0,0,0,0,20.1,20.1
3,Gerald Everett,LAR,TE,11,KC,4,3,75,49,2,40,12.2,16.3,0,0,0,0,0,0,19.9,19.9
4,Antonio Gates,LAC,TE,11,DEN,7,5,71.4,80,1,27,11.4,16,0,0,0,0,0,0,19,19
5,OJ Howard,TB,TE,11,NYG,6,5,83.3,78,0,24,13,15.6,0,0,0,0,0,0,12.8,12.8
6,Tyler Higbee,LAR,TE,11,KC,7,6,85.7,63,0,16,9,10.5,0,0,0,0,1,0,12.3,12.3
7,Jared Cook,OAK,TE,11,ARI,6,3,50,31,1,23,5.2,10.3,0,0,0,0,0,0,12.1,12.1
8,Vance McDonald,PIT,TE,11,JAX,6,3,50,27,1,11,4.5,9,0,0,0,0,0,0,11.7,11.7
9,Jonnu Smith,TEN,TE,11,IND,8,6,75,44,0,9,5.5,7.3,0,0,0,0,0,0,10.4,10.4
10,Greg Olsen,CAR,TE,11,DET,3,2,66.7,9,1,8,3,4.5,0,0,0,0,0,0,8.9,8.9
11,Evan Engram,NYG,TE,11,TB,2,2,100,66,0,54,33,33,0,0,0,0,0,0,8.6,8.6
12,Ed Dickson,SEA,TE,11,GB,1,1,100,15,1,15,15,15,0,0,0,0,0,0,8.5,8.5
13,Jack Doyle,IND,TE,11,TEN,4,4,100,43,0,16,10.8,10.8,0,0,0,0,0,0,8.3,8.3
14,Nick Boyle,BAL,TE,11,CIN,4,4,100,36,0,16,9,9,0,0,0,0,0,0,7.6,7.6
15,Matt Lengel,CIN,TE,11,BAL,1,1,100,4,1,4,4,4,0,0,0,0,0,0,7.4,7.4
15,Anthony Firkser,TEN,TE,11,IND,3,3,100,44,0,28,14.7,14.7,0,0,0,0,0,0,7.4,7.4
17,CJ Uzomah,CIN,TE,11,BAL,5,3,60,41,0,20,8.2,13.7,0,0,0,0,0,0,7.1,7.1
18,Austin Hooper,ATL,TE,11,DAL,8,4,50,27,0,9,3.4,6.8,0,0,0,0,0,0,6.7,6.7
19,Geoff Swaim,DAL,TE,11,ATL,5,4,80,24,0,12,4.8,6,0,0,0,0,0,0,6.4,6.4
20,Jordan Akins,HOU,TE,11,WAS,2,2,100,42,0,28,21,21,0,0,0,0,0,0,6.2,6.2
21,Jeff Heuerman,DEN,TE,11,LAC,5,4,80,20,0,6,4,5,0,0,0,0,0,0,6,6
22,Virgil Green,LAC,TE,11,DEN,4,2,50,27,0,26,6.8,13.5,0,0,0,0,0,0,4.7,4.7
23,Josh Hill,NO,TE,11,PHI,4,2,50,26,0,16,6.5,13,0,0,0,0,0,0,4.6,4.6
24,Logan Paulsen,ATL,TE,11,DAL,2,2,100,19,0,13,9.5,9.5,0,0,0,0,0,0,3.9,3.9
25,Luke Stocker,TEN,TE,11,IND,3,2,66.7,16,0,11,5.3,8,0,0,0,0,0,0,3.6,3.6
25,Cameron Brate,TB,TE,11,NYG,3,2,66.7,16,0,10,5.3,8,0,0,0,0,0,0,3.6,3.6
27,Zach Ertz,PHI,TE,11,NO,3,2,66.7,15,0,8,5,7.5,0,0,0,0,0,0,3.5,3.5
28,Kyle Rudolph,MIN,TE,11,CHI,5,2,40,13,0,7,2.6,6.5,0,0,0,0,0,0,3.3,3.3
29,Lance Kendricks,GB,TE,11,SEA,2,2,100,12,0,9,6,6,0,0,0,0,0,0,3.2,3.2
30,Mark Andrews,BAL,TE,11,CIN,1,1,100,19,0,19,19,19,0,0,0,0,0,0,2.9,2.9
30,MyCole Pruitt,TEN,TE,11,IND,1,1,100,19,0,19,19,19,0,0,0,0,0,0,2.9,2.9
32,Nick Vannett,SEA,TE,11,GB,2,1,50,17,0,17,8.5,17,0,0,0,0,0,0,2.7,2.7
33,Lee Smith,OAK,TE,11,ARI,2,2,100,6,0,4,3,3,0,0,0,0,0,0,2.6,2.6
34,Jimmy Graham,GB,TE,11,SEA,1,1,100,13,0,13,13,13,0,0,0,0,0,0,2.3,2.3
34,Levine Toilolo,DET,TE,11,CAR,1,1,100,13,0,13,13,13,0,0,0,0,0,0,2.3,2.3
36,Rhett Ellison,NYG,TE,11,TB,1,1,100,12,0,12,12,12,0,0,0,0,0,0,2.2,2.2
37,Jordan Thomas,HOU,TE,11,WAS,1,1,100,11,0,11,11,11,0,0,0,0,0,0,2.1,2.1
38,Matt LaCosse,DEN,TE,11,LAC,2,1,50,9,0,9,4.5,9,0,0,0,0,0,0,1.9,1.9
38,Trey Burton,CHI,TE,11,MIN,1,1,100,9,0,9,9,9,0,0,0,0,0,0,1.9,1.9
40,Jermaine Gresham,ARI,TE,11,OAK,2,1,50,8,0,8,4,8,0,0,0,0,0,0,1.8,1.8
41,Jordan Franks,CIN,TE,11,BAL,1,1,100,5,0,5,5,5,0,0,0,0,0,0,1.5,1.5
41,Ricky Seals-Jones,ARI,TE,11,OAK,3,1,33.3,5,0,5,1.7,5,0,0,0,0,0,0,1.5,1.5
43,James O'Shaughnessy,JAX,TE,11,PIT,2,1,50,4,0,4,2,4,0,0,0,0,0,0,1.4,1.4
43,Ben Braunecker,CHI,TE,11,MIN,1,1,100,4,0,4,4,4,0,0,0,0,0,0,1.4,1.4
45,Xavier Grimble,PIT,TE,11,JAX,1,1,100,3,0,3,3,3,0,0,0,0,0,0,1.3,1.3
45,Demetrius Harris,KC,TE,11,LAR,2,1,50,3,0,3,1.5,3,0,0,0,0,0,0,1.3,1.3
47,Marcedes Lewis,GB,TE,11,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Darrell Daniels,SEA,TE,11,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Hayden Hurst,BAL,TE,11,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Eric Ebron,IND,TE,11,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Mo Alie-Cox,IND,TE,11,TEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Rico Gathers,DAL,TE,11,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Eric Saubert,ATL,TE,11,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Blake Jarwin,DAL,TE,11,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Dalton Schultz,DAL,TE,11,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Luke Willson,DET,TE,11,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Chris Manhertz,CAR,TE,11,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Ian Thomas,CAR,TE,11,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Vernon Davis,WAS,TE,11,HOU,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Ryan Griffin,HOU,TE,11,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Jeremy Sprinkle,WAS,TE,11,HOU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Blake Bell,JAX,TE,11,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Jesse James,PIT,TE,11,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Ben Koyack,JAX,TE,11,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Nick Deluca,JAX,TE,11,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Scott Simonson,NYG,TE,11,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Antony Auclair,TB,TE,11,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Brian Parker,DEN,TE,11,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Sean Culkin,LAC,TE,11,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,John Phillips,ARI,TE,11,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Derek Carrier,OAK,TE,11,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Benjamin Watson,NO,TE,11,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Dallas Goedert,PHI,TE,11,NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
