Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Tyreek Hill,KC,WR,11,LAR,14,10,71.4,215,2,73,15.4,21.5,0,0,0,0,0,0,46.5,46.5
2,T.Y. Hilton,IND,WR,11,TEN,9,9,100,155,2,68,17.2,17.2,0,0,0,0,0,0,39.5,39.5
3,Tre'Quan Smith,NO,WR,11,PHI,13,10,76.9,157,1,38,12.1,15.7,0,0,0,0,0,0,34.7,34.7
4,Stefon Diggs,MIN,WR,11,CHI,18,13,72.2,126,1,25,7,9.7,0,0,0,0,0,0,34.6,34.6
5,Mike Evans,TB,WR,11,NYG,7,6,85.7,120,1,41,17.1,20,0,0,0,1,0,0,33,33
6,D.J. Moore,CAR,WR,11,DET,8,7,87.5,157,1,82,19.6,22.4,0,0,0,0,0,0,31.7,31.7
7,Davante Adams,GB,WR,11,SEA,12,10,83.3,166,0,57,13.8,16.6,0,0,0,0,0,0,29.6,29.6
8,Kenny Golladay,DET,WR,11,CAR,14,8,57.1,113,1,36,8.1,14.1,0,0,0,0,0,0,28.3,28.3
9,Julio Jones,ATL,WR,11,DAL,9,6,66.7,118,1,34,13.1,19.7,0,0,0,0,0,0,26.8,26.8
10,Chris Conley,KC,WR,11,LAR,8,7,87.5,74,2,27,9.2,10.6,0,0,0,0,0,0,26.4,26.4
11,Antonio Brown,PIT,WR,11,JAX,13,5,38.5,117,1,78,9,23.4,0,0,0,0,0,0,25.7,25.7
12,Keenan Allen,LAC,WR,11,DEN,12,9,75,89,1,27,7.4,9.9,1,1,1,0,0,0,24,24
13,Brandin Cooks,LAR,WR,11,KC,12,8,66.7,107,0,30,8.9,13.4,1,0,0,0,0,0,21.7,21.7
14,JuJu Smith-Schuster,PIT,WR,11,JAX,10,8,80,104,0,35,10.4,13,0,0,0,0,0,0,21.4,21.4
15,Josh Reynolds,LAR,WR,11,KC,8,6,75,80,1,27,10,13.3,0,0,0,0,0,0,20,20
16,Michael Thomas,NO,WR,11,PHI,4,4,100,92,1,30,23,23,0,0,0,0,0,0,19.2,19.2
17,Odell Beckham Jr,NYG,WR,11,TB,4,4,100,74,1,41,18.5,18.5,1,11,11,0,0,0,18.5,18.5
18,Doug Baldwin,SEA,WR,11,GB,10,7,70,52,1,16,5.2,7.4,0,0,0,0,0,0,18.2,18.2
19,Robert Woods,LAR,WR,11,KC,11,4,36.4,72,1,36,6.5,18,0,0,0,0,0,0,17.2,17.2
20,Christian Kirk,ARI,WR,11,OAK,4,3,75,77,1,59,19.2,25.7,0,0,0,0,0,0,16.7,16.7
21,Curtis Samuel,CAR,WR,11,DET,7,5,71.4,55,1,17,7.9,11,0,0,0,0,0,0,16.5,16.5
22,Larry Fitzgerald,ARI,WR,11,OAK,4,2,50,23,2,18,5.8,11.5,0,0,0,0,0,0,16.3,16.3
23,DeAndre Hopkins,HOU,WR,11,WAS,6,5,83.3,56,1,16,9.3,11.2,0,0,0,0,1,1,15.6,15.6
23,Adam Thielen,MIN,WR,11,CHI,12,7,58.3,66,0,13,5.5,9.4,0,0,0,0,0,0,15.6,15.6
25,Adam Humphries,TB,WR,11,NYG,5,3,60,60,1,39,12,20,0,0,0,0,0,0,15,15
26,Tajae Sharpe,TEN,WR,11,IND,7,5,71.4,37,1,19,5.3,7.4,0,0,0,0,0,0,14.7,14.7
27,Taylor Gabriel,CHI,WR,11,MIN,9,7,77.8,52,0,14,5.8,7.4,2,17,8.5,0,0,0,13.9,13.9
28,Dontrelle Inman,IND,WR,11,TEN,6,4,66.7,34,1,12,5.7,8.5,0,0,0,0,0,0,13.4,13.4
29,Keke Coutee,HOU,WR,11,WAS,9,5,55.6,77,0,40,8.6,15.4,0,0,0,0,0,0,12.7,12.7
30,Robert Tonyan Jr.,GB,WR,11,SEA,1,1,100,54,1,54,54,54,0,0,0,0,0,0,12.4,12.4
31,Tyler Lockett,SEA,WR,11,GB,5,5,100,71,0,34,14.2,14.2,1,1,1,0,0,0,12.2,12.2
32,Bruce Ellington,DET,WR,11,CAR,9,6,66.7,52,0,21,5.8,8.7,0,0,0,0,0,0,11.2,11.2
33,Tyler Boyd,CIN,WR,11,BAL,11,4,36.4,71,0,32,6.5,17.8,0,0,0,0,0,0,11.1,11.1
34,Brandon LaFell,OAK,WR,11,ARI,3,2,66.7,29,1,24,9.7,14.5,0,0,0,0,0,0,10.9,10.9
35,Courtland Sutton,DEN,WR,11,LAC,6,3,50,78,0,39,13,26,0,0,0,0,0,0,10.8,10.8
36,John Ross,CIN,WR,11,BAL,7,2,28.6,27,1,22,3.9,13.5,0,0,0,0,0,0,10.7,10.7
37,Aldrick Robinson,MIN,WR,11,CHI,2,2,100,24,1,13,12,12,0,0,0,0,0,0,10.4,10.4
37,Anthony Miller,CHI,WR,11,MIN,3,2,66.7,25,1,18,8.3,12.5,1,-1,-1,0,0,0,10.4,10.4
39,Emmanuel Sanders,DEN,WR,11,LAC,6,4,66.7,56,0,38,9.3,14,1,6,6,0,0,0,10.2,10.2
40,Willie Snead,BAL,WR,11,CIN,8,5,62.5,51,0,17,6.4,10.2,0,0,0,0,0,0,10.1,10.1
40,Cole Beasley,DAL,WR,11,ATL,7,5,71.4,51,0,19,7.3,10.2,0,0,0,0,0,0,10.1,10.1
42,Mohamed Sanu,ATL,WR,11,DAL,6,4,66.7,56,0,18,9.3,14,1,3,3,0,0,0,9.9,9.9
43,David Moore,SEA,WR,11,GB,8,4,50,57,0,27,7.1,14.2,0,0,0,0,1,0,9.7,9.7
44,Marcell Ateman,OAK,WR,11,ARI,5,4,80,50,0,32,10,12.5,0,0,0,0,0,0,9,9
44,Golden Tate,PHI,WR,11,NO,8,5,62.5,48,0,15,6,9.6,1,-8,-8,0,0,0,9,9
46,Trey Quinn,WAS,WR,11,HOU,4,4,100,49,0,15,12.2,12.2,1,0,0,0,0,0,8.9,8.9
47,Chris Godwin,TB,WR,11,NYG,3,3,100,50,0,19,16.7,16.7,0,0,0,0,0,0,8,8
48,DeSean Jackson,TB,WR,11,NYG,7,4,57.1,38,0,20,5.4,9.5,0,0,0,0,0,0,7.8,7.8
48,Seth Roberts,OAK,WR,11,ARI,7,4,57.1,38,0,20,5.4,9.5,0,0,0,0,0,0,7.8,7.8
50,Mike Williams,LAC,WR,11,DEN,3,2,66.7,56,0,29,18.7,28,0,0,0,0,0,0,7.6,7.6
51,Austin Carr,NO,WR,11,PHI,2,1,50,3,1,3,1.5,3,0,0,0,0,0,0,7.3,7.3
51,Alshon Jeffery,PHI,WR,11,NO,5,4,80,33,0,12,6.6,8.2,0,0,0,0,0,0,7.3,7.3
53,Jarius Wright,CAR,WR,11,DET,3,3,100,40,0,21,13.3,13.3,0,0,0,0,0,0,7,7
54,Allen Robinson,CHI,WR,11,MIN,7,3,42.9,39,0,17,5.6,13,0,0,0,0,0,0,6.9,6.9
55,Calvin Ridley,ATL,WR,11,DAL,4,3,75,32,0,14,8,10.7,1,5,5,0,0,0,6.7,6.7
55,Jordan Matthews,PHI,WR,11,NO,4,3,75,37,0,19,9.2,12.3,0,0,0,0,0,0,6.7,6.7
57,Amari Cooper,DAL,WR,11,ATL,5,3,60,36,0,17,7.2,12,0,0,0,0,0,0,6.6,6.6
