Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
31,Tarik Cohen,CHI,RB,11,MIN,7,27,3.9,0,4,3,23,0,1,1,7,7
33,Doug Martin,OAK,RB,11,ARI,10,52,5.2,0,1,1,6,0,0,0,6.8,6.8
34,Giovani Bernard,CIN,RB,11,BAL,2,5,2.5,0,4,4,20,0,0,0,6.5,6.5
35,Wayne Gallman,NYG,RB,11,TB,2,11,5.5,0,2,2,24,0,1,0,5.5,5.5
36,TJ Yeldon,JAX,RB,11,PIT,5,23,4.6,0,3,2,9,0,0,0,5.2,5.2
37,Rashaad Penny,SEA,RB,11,GB,8,46,5.8,0,0,0,0,0,0,0,4.6,4.6
37,Derrick Henry,TEN,RB,11,IND,9,46,5.1,0,0,0,0,0,0,0,4.6,4.6
37,Alfred Blue,HOU,RB,11,WAS,8,46,5.8,0,0,0,0,0,0,0,4.6,4.6
40,Carlos Hyde,JAX,RB,11,PIT,8,44,5.5,0,0,0,0,0,0,0,4.4,4.4
40,Nyheim Hines,IND,RB,11,TEN,5,14,2.8,0,3,1,20,0,1,0,4.4,4.4
42,Dion Lewis,TEN,RB,11,IND,10,24,2.4,0,2,1,8,0,0,0,4.2,4.2
42,Ito Smith,ATL,RB,11,DAL,6,10,1.7,0,2,2,12,0,0,0,4.2,4.2
44,Deandre Washington,OAK,RB,11,ARI,12,39,3.2,0,0,0,0,0,0,0,3.9,3.9
45,Corey Clement,PHI,RB,11,NO,2,11,5.5,0,2,2,4,0,0,0,3.5,3.5
46,Dalvin Cook,MIN,RB,11,CHI,9,12,1.3,0,3,3,-2,0,1,1,3,3
47,Rod Smith,DAL,RB,11,ATL,1,0,0,0,2,2,8,0,0,0,2.8,2.8
48,Kapri Bibbs,WAS,RB,11,HOU,1,0,0,0,3,2,6,0,0,0,2.6,2.6
49,Elijhaa Penny,NYG,RB,11,TB,0,0,0,0,2,2,4,0,0,0,2.4,2.4
50,Andy Janovich,DEN,FB,11,LAC,0,0,0,0,2,1,12,0,0,0,2.2,2.2
51,Ameer Abdullah,MIN,RB,11,CHI,0,0,0,0,1,1,10,0,0,0,2,2
52,Chase Edmonds,ARI,RB,11,OAK,5,17,3.4,0,0,0,0,0,0,0,1.7,1.7
53,Jacquizz Rodgers,TB,RB,11,NYG,3,15,5,0,3,0,0,0,0,0,1.5,1.5
53,Malcolm Brown,LAR,RB,11,KC,4,15,3.8,0,0,0,0,0,0,0,1.5,1.5
55,Devontae Booker,DEN,RB,11,LAC,0,0,0,0,1,1,4,0,0,0,1.4,1.4
56,Jamaal Williams,GB,RB,11,SEA,1,5,5,0,0,0,0,0,0,0,0.5,0.5
56,Ty Montgomery,BAL,RB,11,CIN,0,5,0,0,0,0,0,0,0,0,0.5,0.5
56,Byron Marshall,WAS,RB,11,HOU,2,5,2.5,0,1,0,0,0,0,0,0.5,0.5
56,Latavius Murray,MIN,RB,11,CHI,4,5,1.2,0,0,0,0,0,0,0,0.5,0.5
60,Javorius Allen,BAL,RB,11,CIN,1,2,2,0,0,0,0,0,0,0,0.2,0.2
61,LeGarrette Blount,DET,RB,11,CAR,7,1,0.1,0,0,0,0,0,0,0,0.1,0.1
61,Cameron Artis-Payne,CAR,RB,11,DET,1,1,1,0,0,0,0,0,0,0,0.1,0.1
63,Tre Madden,SEA,RB,11,GB,0,0,0,0,0,0,0,0,0,0,0,0
63,Tra Carson,GB,RB,11,SEA,0,0,0,0,0,0,0,0,0,0,0,0
63,Patrick Ricard,BAL,FB,11,CIN,0,0,0,0,0,0,0,0,0,0,0,0
63,Mark Walton,CIN,RB,11,BAL,0,0,0,0,0,0,0,0,0,0,0,0
63,Jamize Olawale,DAL,FB,11,ATL,0,0,0,0,0,0,0,0,0,0,0,0
63,Brian Hill,ATL,RB,11,DAL,0,0,0,0,0,0,0,0,0,0,0,0
63,Nick Bellore,DET,RB,11,CAR,0,0,0,0,0,0,0,0,0,0,0,0
63,Zach Zenner,DET,RB,11,CAR,0,0,0,0,0,0,0,0,0,0,0,0
63,Alex Armah,CAR,RB,11,DET,0,0,0,0,0,0,0,0,0,0,0,0
63,Gregory Howell Jr.,HOU,RB,11,WAS,0,0,0,0,0,0,0,0,0,0,0,0
63,Tommy Bohanon,JAX,FB,11,PIT,0,0,0,0,0,0,0,0,0,0,0,0
63,Roosevelt Nix,PIT,RB,11,JAX,0,0,0,0,0,0,0,0,0,0,0,0
63,Jaylen Samuels,PIT,FB,11,JAX,0,0,0,0,0,0,0,0,0,0,0,0
63,Alan Cross,TB,FB,11,NYG,0,0,0,0,0,0,0,0,0,0,0,0
63,Dare Ogunbowale,TB,RB,11,NYG,0,0,0,0,0,0,0,0,0,0,0,0
63,Derek Watt,LAC,FB,11,DEN,0,0,0,0,0,0,0,0,0,0,0,0
63,Derrick Coleman,ARI,FB,11,OAK,0,0,0,0,0,0,0,0,0,0,0,0
63,Keith Smith,OAK,FB,11,ARI,0,0,0,0,0,0,0,0,0,0,0,0
63,TJ Logan,ARI,RB,11,OAK,0,0,0,0,0,0,0,0,0,0,0,0
63,Benjamin Cunningham,CHI,RB,11,MIN,0,0,0,0,0,0,0,0,0,0,0,0
63,CJ Ham,MIN,RB,11,CHI,0,0,0,0,0,0,0,0,0,0,0,0
63,Anthony Sherman,KC,FB,11,LAR,0,0,0,0,0,0,0,0,0,0,0,0
63,Spencer Ware,KC,RB,11,LAR,0,0,0,0,0,0,0,0,0,0,0,0
63,Justin Davis,LAR,RB,11,KC,0,0,0,0,0,0,0,0,0,0,0,0
87,Zach Line,NO,FB,11,PHI,1,-1,-1,0,0,0,0,0,0,0,-0.1,-0.1
87,Taquan Mizzell,CHI,RB,11,MIN,1,-1,-1,0,0,0,0,0,0,0,-0.1,-0.1
89,Dwayne Washington,NO,RB,11,PHI,3,-3,-1,0,0,0,0,0,0,0,-0.3,-0.3
90,Wendell Smallwood,PHI,RB,11,NO,1,-4,-4,0,0,0,0,0,0,0,-0.4,-0.4
