Name,DraftKingsSalary,FantasyPointsDraftKings,DPointsAllowed,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentTimesSackedPercentage,QuarterbackHitsPercentage,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns,OpponentPasserRating,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,TimesSackedPercentage,OpponentQuarterbackHitsPercentage,Team,Rank,CompletionsGame,AttemptsGame,PassingCompletionPercentage,YardsGame,PassingYardsPerAttempt,PassingTouchdownsGame,InterceptionsGame,PassingRating,RushingAttemptsGame,RushingYardsGame,RushingYardsPerAttempt,RushingTouchdownsGame,PointsGame,RZCompletionsGame,RZAttemptsGame,RZPassingCompletionPercentage,RZYardsGame,RZPassingYardsPerAttempt,RZPassingTouchdownsGame,RZInterceptionsGame,RZPassingRating,RZRushingAttemptsGame,RZRushingYardsGame,RZRushingYardsPerAttempt,RZRushingTouchdownsGame,RZPointsGame,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointSnapPercentageDraftKings,PLSProjections,RFProjections
Philip Rivers,6200.0,17.38,16.08,18.1,61.597233201581034,290.6731225296443,4.7,18.171541501976286,13.378260869565219,34.2,2.7185770750988145,63.2,7.3,17.3,498,58.4,202.96324110671938,5.7,9.7,1.2877470355731226,81,True,-4.5,43.0,23.75,28.2,59.46987341772152,391.80151898734175,6.6,21.91746835443038,10.923037974683544,40.5,3.569620253164557,62.0,6.0,16.9,LAC,8.0,22.142857142857142,31.928571428571427,69.4,282.2142857142857,8.8,2.2142857142857144,0.5714285714285714,112.36,1.1428571428571428,0.42857142857142855,0.4,0.0,21.3,2.9285714285714284,4.714285714285714,62.1,19.857142857142858,4.2,1.5,0.14285714285714285,98.36,0.6428571428571429,-0.35714285714285715,-0.6,0.0,7.3,60.9,97.6,1.9,0.0,54.3,54.3,35.0,19.17300588127444,17.018300579177282
Geno Smith,4300.0,0.17,16.08,18.1,61.597233201581034,290.6731225296443,4.7,18.171541501976286,13.378260869565219,34.2,2.7185770750988145,63.2,7.3,17.3,498,58.4,202.96324110671938,5.7,9.7,1.2877470355731226,81,True,-4.5,43.0,23.75,28.2,59.46987341772152,391.80151898734175,6.6,21.91746835443038,10.923037974683544,40.5,3.569620253164557,62.0,6.0,16.9,LAC,59.0,0.25,1.0,25.0,2.0,2.0,0.0,0.0,39.58,1.5,1.0,0.7,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,39.58,0.0,0.0,0.0,0.0,0.0,5.5,2.5,27.3,0.0,45.5,45.5,3.3,8.659318042104003,2.2486383996520987
Jared Goff,6400.0,18.84,16.53,26.2,66.89209809264304,356.16294277929154,5.3,21.98801089918256,12.992915531335148,37.4,3.2839237057220707,60.9,8.2,16.3,461,67.5,211.38474114441416,6.4,9.5,1.3564032697547683,93,False,-14.0,44.5,29.25,32.0,65.85714285714286,421.42857142857144,6.4,24.285714285714285,11.857142857142858,42.2,5.071428571428571,54.9,5.7,12.5,LAR,5.0,23.571428571428573,36.5,64.6,305.2142857142857,8.4,1.9285714285714286,0.8571428571428571,98.57,2.857142857142857,7.285714285714286,2.6,0.07142857142857142,22.1,3.5714285714285716,6.428571428571429,55.6,25.571428571428573,4.0,1.4285714285714286,0.14285714285714285,95.28,0.42857142857142855,0.9285714285714286,2.2,0.07142857142857142,7.5,67.8,99.0,4.2,0.0,58.1,58.1,32.6,21.07326656932634,18.032969484472908
Sean Mannion,4300.0,0.17,16.53,26.2,66.89209809264304,356.16294277929154,5.3,21.98801089918256,12.992915531335148,37.4,3.2839237057220707,60.9,8.2,16.3,461,67.5,211.38474114441416,6.4,9.5,1.3564032697547683,93,False,-14.0,44.5,29.25,32.0,65.85714285714286,421.42857142857144,6.4,24.285714285714285,11.857142857142858,42.2,5.071428571428571,54.9,5.7,12.5,LAR,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,30.0,0.0,30.0,30.0,1.0,8.876395582511106,0.7184968471406827
Ryan Tannehill,4600.0,14.28,17.19,20.6,60.80207612456748,317.7674740484429,5.2,18.10519031141869,13.258131487889274,38.7,2.922491349480969,51.2,6.0,16.0,442,61.5,198.44429065743947,6.3,10.2,1.140484429065744,82,True,-4.0,38.5,21.25,21.1,55.3606779661017,302.55254237288136,5.5,16.021694915254237,11.801694915254238,30.9,2.0027118644067796,50.0,10.1,20.9,MIA,31.0,15.88888888888889,24.555555555555557,64.7,187.33333333333334,7.6,1.7777777777777777,0.6666666666666666,100.61,3.0,12.666666666666666,4.2,0.0,14.9,1.3333333333333333,2.3333333333333335,57.1,13.88888888888889,6.0,0.7777777777777778,0.1111111111111111,94.25,0.4444444444444444,0.6666666666666666,1.5,0.0,3.6,52.6,69.7,5.7,0.0,52.4,52.4,28.3,14.430110382625188,12.482077571211134
Brock Osweiler,4300.0,0.3,17.19,20.6,60.80207612456748,317.7674740484429,5.2,18.10519031141869,13.258131487889274,38.7,2.922491349480969,51.2,6.0,16.0,442,61.5,198.44429065743947,6.3,10.2,1.140484429065744,82,True,-4.0,38.5,21.25,21.1,55.3606779661017,302.55254237288136,5.5,16.021694915254237,11.801694915254238,30.9,2.0027118644067796,50.0,10.1,20.9,MIA,36.0,16.142857142857142,25.428571428571427,63.5,178.14285714285714,7.0,0.8571428571428571,0.5714285714285714,86.05,1.1428571428571428,3.0,2.6,0.0,10.9,1.0,2.142857142857143,46.7,4.571428571428571,2.1,0.42857142857142855,0.0,93.06,0.2857142857142857,0.2857142857142857,1.0,0.0,2.1,48.6,41.8,2.4,0.0,54.7,54.7,22.3,12.467959108539954,9.470904870624054
Kirk Cousins,6000.0,18.68,19.12,23.8,59.178378378378376,346.27927927927925,5.9,20.726726726726728,11.221021021021022,38.2,3.001801801801802,59.5,8.2,14.8,428,66.1,230.85285285285286,7.5,11.4,1.8582582582582583,103,False,-5.5,42.5,24.0,23.1,63.86470588235294,359.3730650154799,5.6,20.16780185758514,12.873065015479877,37.8,3.1467492260061922,54.5,5.9,14.9,MIN,10.0,27.428571428571427,38.92857142857143,70.5,279.5,7.2,1.8571428571428572,0.7142857142857143,98.97,3.0,8.214285714285714,2.7,0.07142857142857142,20.2,2.857142857142857,4.571428571428571,62.5,19.214285714285715,4.2,1.2142857142857142,0.0,111.26,0.42857142857142855,1.9285714285714286,4.5,0.07142857142857142,6.6,66.6,100.0,4.5,0.1,63.0,63.0,30.3,22.94592459728635,17.56977076538378
Tom Brady,5900.0,18.91,13.87,23.8,59.60720720720721,292.3897897897898,4.9,18.296696696696696,12.793393393393393,38.0,3.1447447447447447,72.7,6.7,17.0,435,64.6,187.54114114114114,6.0,9.3,1.4294294294294294,85,True,-13.0,45.0,29.0,26.7,66.82139037433156,394.78877005347596,5.9,22.91631016042781,12.707486631016042,41.6,3.5695187165775404,58.0,3.6,11.8,NE,12.0,24.142857142857142,36.642857142857146,65.9,284.2142857142857,7.8,1.7142857142857142,0.6428571428571429,97.59,1.6428571428571428,2.5,1.5,0.14285714285714285,19.7,3.0714285714285716,5.571428571428571,55.1,22.0,3.9,1.0,0.07142857142857142,98.72,0.42857142857142855,0.5714285714285714,1.3,0.14285714285714285,5.7,68.8,98.6,2.4,0.1,55.8,55.8,28.7,19.085520340270698,17.880825826760756
Brian Hoyer,4200.0,0.14,13.87,23.8,59.60720720720721,292.3897897897898,4.9,18.296696696696696,12.793393393393393,38.0,3.1447447447447447,72.7,6.7,17.0,435,64.6,187.54114114114114,6.0,9.3,1.4294294294294294,85,True,-13.0,45.0,29.0,26.7,66.82139037433156,394.78877005347596,5.9,22.91631016042781,12.707486631016042,41.6,3.5695187165775404,58.0,3.6,11.8,NE,64.0,0.3333333333333333,0.3333333333333333,100.0,2.3333333333333335,7.0,0.0,0.0,95.83,2.0,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.4,42.9,0.0,50.0,50.0,-0.1,8.015497377117882,1.5947639358358539
Drew Brees,6500.0,20.4,20.0,22.6,62.936708860759495,333.92215189873417,5.3,20.31139240506329,12.372784810126582,36.4,3.1468354430379746,56.8,8.4,18.8,502,64.3,236.94240506329115,6.6,10.3,1.859493670886076,95,True,-5.5,53.5,29.5,32.8,64.17080610021786,386.09673202614374,6.0,24.010457516339866,11.576470588235292,44.4,4.430501089324618,67.7,3.4,9.7,NO,6.0,24.071428571428573,32.142857142857146,74.9,261.85714285714283,8.1,2.2142857142857144,0.35714285714285715,116.77,2.142857142857143,1.6428571428571428,0.8,0.2857142857142857,22.1,4.357142857142857,6.214285714285714,70.1,25.785714285714285,4.1,1.5,0.0,117.39,0.42857142857142855,0.9285714285714286,2.2,0.2857142857142857,9.0,65.1,97.9,3.3,0.1,52.7,52.7,33.9,23.126270524540537,18.332775712111324
Taysom Hill,4000.0,1.74,20.0,22.6,62.936708860759495,333.92215189873417,5.3,20.31139240506329,12.372784810126582,36.4,3.1468354430379746,56.8,8.4,18.8,502,64.3,236.94240506329115,6.6,10.3,1.859493670886076,95,True,-5.5,53.5,29.5,32.8,64.17080610021786,386.09673202614374,6.0,24.010457516339866,11.576470588235292,44.4,4.430501089324618,67.7,3.4,9.7,NO,45.0,0.21428571428571427,0.42857142857142855,50.0,4.571428571428571,10.7,0.0,0.0,88.19,2.4285714285714284,13.214285714285714,5.4,0.07142857142857142,2.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,39.58,0.9285714285714286,3.4285714285714284,3.7,0.07142857142857142,0.7,11.6,17.5,20.9,3.7,25.8,28.2,17.3,13.90472006103863,1.315495705588171
Teddy Bridgewater,4400.0,0.1,20.0,22.6,62.936708860759495,333.92215189873417,5.3,20.31139240506329,12.372784810126582,36.4,3.1468354430379746,56.8,8.4,18.8,502,64.3,236.94240506329115,6.6,10.3,1.859493670886076,95,True,-5.5,53.5,29.5,32.8,64.17080610021786,386.09673202614374,6.0,24.010457516339866,11.576470588235292,44.4,4.430501089324618,67.7,3.4,9.7,NO,69.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,39.58,1.75,-1.75,-1.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,-0.75,-1.0,0.0,-0.1,4.8,2.0,36.8,0.0,42.1,42.1,-3.7,11.828164490441656,0.7517074907588603
Eli Manning,4800.0,15.32,18.05,21.4,63.343999999999994,341.0446666666666,5.4,20.116,12.768666666666666,41.3,2.7819999999999996,51.3,7.3,14.5,480,71.0,237.6113333333333,6.9,9.8,1.3553333333333333,93,False,10.0,47.0,18.5,21.9,60.991856677524424,346.9758957654723,5.7,18.190553745928337,12.769055374592833,34.6,3.2100977198697067,46.7,8.3,16.6,NYG,17.0,23.642857142857142,35.857142857142854,65.9,263.5,7.3,1.2857142857142858,0.6428571428571429,92.13,0.8571428571428571,1.2857142857142858,1.5,0.0,15.9,2.5714285714285716,5.642857142857143,45.6,17.142857142857142,3.0,1.2142857142857142,0.07142857142857142,87.03,0.35714285714285715,0.7142857142857143,2.0,0.0,5.8,62.5,98.0,1.4,0.0,58.7,58.7,25.4,18.05233218009405,13.860372897270159
Kyle Lauletta,4000.0,0.11,18.05,21.4,63.343999999999994,341.0446666666666,5.4,20.116,12.768666666666666,41.3,2.7819999999999996,51.3,7.3,14.5,480,71.0,237.6113333333333,6.9,9.8,1.3553333333333333,93,False,10.0,47.0,18.5,21.9,60.991856677524424,346.9758957654723,5.7,18.190553745928337,12.769055374592833,34.6,3.2100977198697067,46.7,8.3,16.6,NYG,70.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.0,-2.0,0.0,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,5.6,0.0,33.3,33.3,-6.7,6.444920760849154,5.265445383383742
Sam Darnold,4900.0,16.03,18.34,23.6,63.31359516616315,349.22296072507555,5.5,20.177643504531723,13.332930513595167,36.9,3.422356495468278,58.3,8.2,14.0,459,63.4,225.09123867069488,6.9,10.8,1.711178247734139,95,True,3.0,46.0,21.5,20.9,61.48321917808219,299.04178082191777,4.9,15.961301369863012,13.59931506849315,32.6,2.71986301369863,44.7,6.3,14.0,NYJ,28.0,18.09090909090909,31.90909090909091,56.7,214.27272727272728,6.7,1.2727272727272727,1.3636363636363635,72.8,3.6363636363636362,9.636363636363637,2.6,0.09090909090909091,14.0,1.7272727272727273,3.090909090909091,55.9,15.909090909090908,5.1,0.7272727272727273,0.09090909090909091,97.43,0.9090909090909091,1.3636363636363635,1.5,0.09090909090909091,4.1,63.0,78.3,5.8,0.0,56.4,56.4,22.2,18.596031816730047,15.005271486884489
Josh McCown,4300.0,0.26,18.34,23.6,63.31359516616315,349.22296072507555,5.5,20.177643504531723,13.332930513595167,36.9,3.422356495468278,58.3,8.2,14.0,459,63.4,225.09123867069488,6.9,10.8,1.711178247734139,95,True,3.0,46.0,21.5,20.9,61.48321917808219,299.04178082191777,4.9,15.961301369863012,13.59931506849315,32.6,2.71986301369863,44.7,6.3,14.0,NYJ,46.0,15.0,27.5,54.5,134.75,4.9,0.25,1.0,55.83,1.25,8.0,6.4,0.0,6.2,1.0,2.75,36.4,8.5,3.1,0.25,0.0,75.57,0.0,0.0,0.0,0.0,1.3,48.0,21.7,2.6,0.0,59.9,59.9,12.9,15.215931429809187,11.265881444278701
Derek Carr,4900.0,15.65,18.82,21.4,65.13043478260869,378.83010033444816,5.8,20.39799331103679,13.383946488294313,39.0,2.791304347826087,56.4,7.8,16.6,499,64.1,258.3745819397993,7.2,11.3,1.7892976588628762,90,True,2.5,44.5,21.0,18.6,62.45307692307693,344.3861538461539,5.5,18.88615384615385,12.447692307692309,36.8,2.9330769230769236,53.7,8.8,15.8,OAK,16.0,24.142857142857142,35.285714285714285,68.4,264.07142857142856,7.5,1.3571428571428572,0.5714285714285714,96.36,1.4285714285714286,3.5714285714285716,2.5,0.07142857142857142,16.8,2.857142857142857,4.571428571428571,62.5,16.785714285714285,3.7,1.0714285714285714,0.14285714285714285,96.03,0.14285714285714285,0.5,3.5,0.07142857142857142,5.4,64.6,98.7,2.2,0.1,56.9,56.9,26.0,21.655940628751342,16.152325604380405
AJ McCarron,4200.0,0.08,18.82,21.4,65.13043478260869,378.83010033444816,5.8,20.39799331103679,13.383946488294313,39.0,2.791304347826087,56.4,7.8,16.6,499,64.1,258.3745819397993,7.2,11.3,1.7892976588628762,90,True,2.5,44.5,21.0,18.6,62.45307692307693,344.3861538461539,5.5,18.88615384615385,12.447692307692309,36.8,2.9330769230769236,53.7,8.8,15.8,OAK,60.0,0.5,1.5,33.3,4.0,2.7,0.0,0.0,42.36,1.5,-1.0,-0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.3,25.0,0.0,50.0,50.0,1.0,10.872454255195262,3.1643329528158306
Nick Foles,4700.0,16.96,18.81,20.1,64.5202846975089,347.06476868327405,5.4,19.098576512455516,14.162989323843417,39.9,2.718149466192171,73.7,7.0,15.5,516,64.9,258.65338078291813,7.0,10.8,1.716725978647687,90,True,-2.5,46.0,24.25,22.2,63.74469453376206,354.4861736334405,5.6,21.12926045016077,12.491961414790996,38.3,3.711897106109325,57.7,6.5,16.7,PHI,42.0,26.0,37.666666666666664,69.0,240.33333333333334,6.4,0.3333333333333333,0.6666666666666666,81.77,2.0,4.0,2.0,0.0,12.2,2.6666666666666665,4.666666666666667,57.1,13.333333333333334,2.9,0.3333333333333333,0.3333333333333333,56.25,0.6666666666666666,1.3333333333333333,2.0,0.0,1.7,71.7,22.9,2.8,0.5,55.8,55.8,17.0,17.539325446183494,14.66650783767222
Carson Wentz,5000.0,0.0,18.81,20.1,64.5202846975089,347.06476868327405,5.4,19.098576512455516,14.162989323843417,39.9,2.718149466192171,73.7,7.0,15.5,516,64.9,258.65338078291813,7.0,10.8,1.716725978647687,90,True,-2.5,46.0,24.25,22.2,63.74469453376206,354.4861736334405,5.6,21.12926045016077,12.491961414790996,38.3,3.711897106109325,57.7,6.5,16.7,PHI,18.0,25.363636363636363,36.45454545454545,69.6,279.45454545454544,7.7,1.9090909090909092,0.6363636363636364,102.19,3.090909090909091,8.454545454545455,2.7,0.0,20.2,3.090909090909091,5.2727272727272725,58.6,21.272727272727273,4.0,1.6363636363636365,0.09090909090909091,100.14,0.45454545454545453,0.0,0.0,0.0,7.5,65.8,83.5,4.7,0.1,60.2,60.2,30.6,21.485106675676384,18.313332147304752
Ben Roethlisberger,6700.0,22.5,22.2,20.9,60.05171232876712,342.2732876712329,5.7,20.184246575342463,11.666780821917808,40.5,3.006164383561644,61.9,8.4,16.2,493,67.5,262.96780821917804,7.5,11.0,1.7893835616438354,96,False,5.5,53.5,24.0,27.4,65.7171875,405.36302083333334,6.2,23.832291666666666,12.130208333333332,45.3,3.0682291666666663,76.7,3.3,9.1,PIT,3.0,27.714285714285715,41.42857142857143,66.9,318.7142857142857,7.7,2.142857142857143,1.0714285714285714,96.35,1.8571428571428572,6.5,3.5,0.21428571428571427,24.0,3.2857142857142856,5.642857142857143,58.2,20.571428571428573,3.6,1.2142857142857142,0.2857142857142857,84.28,0.35714285714285715,1.7857142857142858,5.0,0.21428571428571427,7.3,67.4,96.9,2.8,0.1,64.3,64.3,35.6,23.359880614490955,19.37394498804088
Joshua Dobbs,4500.0,0.12,22.2,20.9,60.05171232876712,342.2732876712329,5.7,20.184246575342463,11.666780821917808,40.5,3.006164383561644,61.9,8.4,16.2,493,67.5,262.96780821917804,7.5,11.0,1.7893835616438354,96,False,5.5,53.5,24.0,27.4,65.7171875,405.36302083333334,6.2,23.832291666666666,12.130208333333332,45.3,3.0682291666666663,76.7,3.3,9.1,PIT,55.0,1.2,2.4,50.0,8.6,3.6,0.0,0.2,23.96,0.8,2.2,2.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.1,13.3,0.0,53.3,53.3,6.1,13.241985839740815,2.8127279299847805
Russell Wilson,6100.0,20.38,23.27,27.1,69.105,408.7821052631579,5.9,26.24421052631579,12.052368421052632,40.8,3.708421052631579,73.1,7.5,15.3,570,63.9,282.05394736842106,6.9,10.9,1.9255263157894738,90,True,2.5,53.0,25.25,25.9,62.502479338842974,349.4716253443526,5.6,20.12066115702479,12.84297520661157,38.9,3.2820936639118456,65.2,10.0,19.6,SEA,13.0,17.857142857142858,26.928571428571427,66.3,216.07142857142858,8.0,2.2142857142857144,0.42857142857142855,111.56,4.071428571428571,22.928571428571427,5.6,0.0,19.6,2.4285714285714284,4.071428571428571,59.6,20.571428571428573,5.1,1.5714285714285714,0.14285714285714285,97.81,0.5,1.2142857142857142,2.4,0.0,7.2,66.1,100.0,6.2,0.1,47.0,47.0,29.6,23.415117933498376,21.09629857281228
Nick Mullens,4700.0,14.23,15.77,18.9,64.28863636363636,311.5636363636363,4.8,17.969318181818178,13.888636363636362,34.5,2.5772727272727267,52.8,7.6,15.1,544,61.6,227.8022727272727,5.8,9.5,1.5034090909090907,71,True,4.0,42.5,19.25,21.5,63.642857142857146,364.2142857142857,5.7,21.928571428571427,12.0,37.5,3.0714285714285716,41.9,8.7,22.2,SF,34.0,21.833333333333332,33.833333333333336,64.5,292.3333333333333,8.6,1.6666666666666667,1.0,95.97,2.8333333333333335,-2.3333333333333335,-0.8,0.0,18.1,2.6666666666666665,3.8333333333333335,69.6,17.333333333333332,4.5,1.0,0.16666666666666666,100.36,0.3333333333333333,0.16666666666666666,0.5,0.0,4.5,67.0,100.0,4.2,0.0,54.7,54.7,27.1,17.326002973260007,14.974788170353238
CJ Beathard,4400.0,0.32,15.77,18.9,64.28863636363636,311.5636363636363,4.8,17.969318181818178,13.888636363636362,34.5,2.5772727272727267,52.8,7.6,15.1,544,61.6,227.8022727272727,5.8,9.5,1.5034090909090907,71,True,4.0,42.5,19.25,21.5,63.642857142857146,364.2142857142857,5.7,21.928571428571427,12.0,37.5,3.0714285714285716,41.9,8.7,22.2,SF,35.0,17.0,28.166666666666668,60.4,208.66666666666666,7.4,1.3333333333333333,1.1666666666666667,81.77,3.1666666666666665,11.5,3.6,0.16666666666666666,14.7,1.8333333333333333,3.3333333333333335,55.0,11.666666666666666,3.5,0.6666666666666666,0.16666666666666666,81.25,0.6666666666666666,1.5,2.2,0.16666666666666666,4.1,56.7,36.2,5.6,0.0,55.3,55.3,25.9,14.31897236374769,14.120885533416354
Jimmy Garoppolo,4000.0,0.0,15.77,18.9,64.28863636363636,311.5636363636363,4.8,17.969318181818178,13.888636363636362,34.5,2.5772727272727267,52.8,7.6,15.1,544,61.6,227.8022727272727,5.8,9.5,1.5034090909090907,71,True,4.0,42.5,19.25,21.5,63.642857142857146,364.2142857142857,5.7,21.928571428571427,12.0,37.5,3.0714285714285716,41.9,8.7,22.2,SF,38.0,17.666666666666668,29.666666666666668,59.6,239.33333333333334,8.1,1.6666666666666667,1.0,90.0,2.6666666666666665,11.0,4.1,0.0,17.0,3.0,5.333333333333333,56.2,25.333333333333332,4.8,1.0,0.0,108.33,1.6666666666666667,6.666666666666667,4.0,0.0,6.3,65.7,99.5,4.1,0.0,49.2,49.2,25.9,18.29908291963573,15.687934659708624
Jameis Winston,5500.0,18.36,17.28,19.2,59.88401486988847,317.19256505576203,5.3,18.700371747211893,12.34795539033457,42.8,2.8550185873605947,50.0,7.2,17.8,453,68.2,223.90483271375462,6.9,10.2,1.3561338289962823,94,False,7.5,47.5,20.0,24.6,66.07674418604651,417.0558139534884,6.3,24.242441860465117,11.727906976744187,47.6,3.718604651162791,59.6,6.4,17.4,TB,26.0,20.88888888888889,32.77777777777778,63.7,256.77777777777777,7.8,1.5555555555555556,1.4444444444444444,85.29,4.777777777777778,27.11111111111111,5.7,0.1111111111111111,19.3,2.6666666666666665,4.333333333333333,61.5,23.22222222222222,5.4,1.2222222222222223,0.2222222222222222,93.91,0.7777777777777778,3.111111111111111,4.0,0.1111111111111111,6.6,60.8,70.4,7.9,0.0,61.8,61.8,31.8,21.334315348075933,17.662768264840185
Ryan Fitzpatrick,4500.0,0.92,17.28,19.2,59.88401486988847,317.19256505576203,5.3,18.700371747211893,12.34795539033457,42.8,2.8550185873605947,50.0,7.2,17.8,453,68.2,223.90483271375462,6.9,10.2,1.3561338289962823,94,False,7.5,47.5,20.0,24.6,66.07674418604651,417.0558139534884,6.3,24.242441860465117,11.727906976744187,47.6,3.718604651162791,59.6,6.4,17.4,TB,24.0,20.5,30.75,66.7,295.75,9.6,2.125,1.5,100.42,4.5,19.0,4.2,0.25,23.9,1.875,4.75,39.5,12.375,2.6,1.125,0.25,65.13,1.5,4.0,2.7,0.25,6.8,53.5,43.9,8.4,0.0,65.9,65.9,44.6,20.59381711204785,17.450966005455737
Marcus Mariota,5500.0,15.04,20.05,22.1,62.02258064516129,356.66548387096776,5.8,20.31774193548387,12.190645161290323,42.7,3.208064516129032,51.1,7.7,16.2,478,66.1,240.31967741935483,7.1,10.7,1.6396774193548387,90,True,-10.5,37.0,23.75,19.1,59.72313432835821,317.0742537313433,5.3,18.38731343283582,13.184701492537314,41.1,3.0645522388059705,53.5,10.3,15.9,TEN,25.0,16.76923076923077,24.46153846153846,68.6,186.0,7.6,0.8461538461538461,0.6153846153846154,91.94,4.846153846153846,26.923076923076923,5.6,0.15384615384615385,14.4,2.076923076923077,3.8461538461538463,54.0,11.692307692307692,3.0,0.6153846153846154,0.07692307692307693,91.0,0.9230769230769231,1.5384615384615385,1.7,0.15384615384615385,3.9,57.5,84.9,8.4,0.1,51.1,51.1,25.0,20.366343783056116,16.010825900887557
Blaine Gabbert,4200.0,0.29,20.05,22.1,62.02258064516129,356.66548387096776,5.8,20.31774193548387,12.190645161290323,42.7,3.208064516129032,51.1,7.7,16.2,478,66.1,240.31967741935483,7.1,10.7,1.6396774193548387,90,True,-10.5,37.0,23.75,19.1,59.72313432835821,317.0742537313433,5.3,18.38731343283582,13.184701492537314,41.1,3.0645522388059705,53.5,10.3,15.9,TEN,47.0,6.0,10.166666666666666,59.0,60.0,5.9,0.3333333333333333,0.3333333333333333,73.12,1.0,0.0,0.0,0.0,3.4,0.6666666666666666,0.8333333333333334,80.0,8.833333333333334,10.6,0.3333333333333333,0.0,150.42,0.0,0.0,0.0,0.0,1.7,22.2,16.4,4.5,0.0,50.4,50.4,15.3,12.03544291536575,5.877551424222656
Josh Johnson,5100.0,14.14,16.59,18.1,61.99606299212599,328.2228346456693,5.3,18.313779527559056,12.684251968503938,34.8,2.7078740157480317,42.1,7.0,16.0,475,63.2,218.19763779527563,6.4,10.2,1.2114173228346459,86,False,10.5,37.0,13.25,18.9,61.62113207547169,314.8098113207547,5.1,18.186792452830186,13.051698113207546,36.6,2.7101886792452827,52.6,7.7,17.7,WAS,40.0,13.5,20.5,65.9,173.0,8.4,1.0,0.5,98.22,8.0,47.0,5.9,0.5,20.1,1.5,3.5,42.9,10.5,3.0,0.5,0.5,50.3,1.0,3.0,3.0,0.5,7.2,48.5,74.6,16.5,0.0,58.8,58.8,41.5,16.671494814330625,14.831621602522285
Mark Sanchez,4200.0,0.19,16.59,18.1,61.99606299212599,328.2228346456693,5.3,18.313779527559056,12.684251968503938,34.8,2.7078740157480317,42.1,7.0,16.0,475,63.2,218.19763779527563,6.4,10.2,1.2114173228346459,86,False,10.5,37.0,13.25,18.9,61.62113207547169,314.8098113207547,5.1,18.186792452830186,13.051698113207546,36.6,2.7101886792452827,52.6,7.7,17.7,WAS,53.0,9.5,17.5,54.3,69.0,3.9,0.0,1.5,28.04,0.5,4.0,8.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,27.3,1.5,0.0,55.4,55.4,5.1,9.685819833221087,8.085195670007316
Colt McCoy,4000.0,0.0,16.59,18.1,61.99606299212599,328.2228346456693,5.3,18.313779527559056,12.684251968503938,34.8,2.7078740157480317,42.1,7.0,16.0,475,63.2,218.19763779527563,6.4,10.2,1.2114173228346459,86,False,10.5,37.0,13.25,18.9,61.62113207547169,314.8098113207547,5.1,18.186792452830186,13.051698113207546,36.6,2.7101886792452827,52.6,7.7,17.7,WAS,44.0,11.333333333333334,18.0,63.0,124.0,6.9,1.0,1.0,78.63,3.3333333333333335,21.0,6.3,0.0,10.1,1.3333333333333333,2.3333333333333335,57.1,11.0,4.7,0.6666666666666666,0.0,108.93,0.3333333333333333,1.3333333333333333,4.0,0.0,3.2,33.3,11.0,10.0,0.0,64.0,64.0,30.2,11.468406999794162,10.2793612890154
