Name,DraftKingsSalary,FantasyPointsDraftKings,DPointsAllowed,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentTimesSackedPercentage,QuarterbackHitsPercentage,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns,OpponentPasserRating,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,PassingAttempts,CompletionPercentage,PassingYards,TeamPassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PasserRating,Rank,Team,TargetsGame,RecGame,RecPercentage,RecYardsGame,RecTdGame,YardsTarget,RecYardsRec,RushesGame,RushYardsGame,YardAttempt,RushTdGame,PointsGame,RZTargetsGame,RZRecGame,RZRecPercentage,RZRecYardsGame,RZRecTdGame,RZYardsTarget,RZRecYardsRec,RZRushesGame,RZRushYardsGame,RZYardAttempt,RZRushTdGame,RZPointsGame,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointSnapPercentageDraftKings,PLSProjections,RFProjections
Larry Fitzgerald,5200.0,12.68,37.38,24.5,60.642857142857146,363.07142857142856,6.0,20.357142857142858,11.857142857142858,39.2,3.2142857142857144,60.0,6.8,16.9,469,65.2,239.78571428571428,7.2,11.0,1.9285714285714286,92,True,14.0,44.5,15.25,13.7,56.01302083333333,242.88958333333332,4.3,15.127083333333333,12.2015625,30.4,1.7125,70.8,30.682291666666664,57.4,160.61822916666665,5.2,9.1,0.9276041666666667,64,30.0,ARI,6.714285714285714,4.214285714285714,62.8,46.07142857142857,0.35714285714285715,6.9,10.9,0.0,0.0,0.0,0.0,11.3,0.8571428571428571,0.5,58.3,4.5,0.2857142857142857,5.2,9.0,0.0,0.0,0.0,0.0,2.8,53.9,91.6,0.0,12.5,7.8,12.5,21.0,13.084609237195547,11.338782625247077
Trent Sherfield,3400.0,7.05,37.38,24.5,60.642857142857146,363.07142857142856,6.0,20.357142857142858,11.857142857142858,39.2,3.2142857142857144,60.0,6.8,16.9,469,65.2,239.78571428571428,7.2,11.0,1.9285714285714286,92,True,14.0,44.5,15.25,13.7,56.01302083333333,242.88958333333332,4.3,15.127083333333333,12.2015625,30.4,1.7125,70.8,30.682291666666664,57.4,160.61822916666665,5.2,9.1,0.9276041666666667,64,136.0,ARI,1.6363636363636365,1.0,61.1,11.363636363636363,0.09090909090909091,6.9,11.4,0.0,0.0,0.0,0.0,2.7,0.09090909090909091,0.09090909090909091,100.0,0.6363636363636364,0.09090909090909091,7.0,7.0,0.0,0.0,0.0,0.0,0.7,22.5,34.3,0.0,7.3,4.5,7.3,11.9,3.4183252501366814,4.24992137169662
Chad Williams,3000.0,3.94,37.38,24.5,60.642857142857146,363.07142857142856,6.0,20.357142857142858,11.857142857142858,39.2,3.2142857142857144,60.0,6.8,16.9,469,65.2,239.78571428571428,7.2,11.0,1.9285714285714286,92,True,14.0,44.5,15.25,13.7,56.01302083333333,242.88958333333332,4.3,15.127083333333333,12.2015625,30.4,1.7125,70.8,30.682291666666664,57.4,160.61822916666665,5.2,9.1,0.9276041666666667,64,139.0,ARI,3.875,1.375,35.5,14.125,0.125,3.6,10.3,0.0,0.0,0.0,0.0,3.5,0.5,0.125,25.0,0.875,0.0,1.8,7.0,0.0,0.0,0.0,0.0,0.2,43.8,42.5,0.0,8.9,3.1,8.9,8.1,6.310669216225391,5.8521849693813754
Jalen Tolliver,3000.0,3.09,37.38,24.5,60.642857142857146,363.07142857142856,6.0,20.357142857142858,11.857142857142858,39.2,3.2142857142857144,60.0,6.8,16.9,469,65.2,239.78571428571428,7.2,11.0,1.9285714285714286,92,True,14.0,44.5,15.25,13.7,56.01302083333333,242.88958333333332,4.3,15.127083333333333,12.2015625,30.4,1.7125,70.8,30.682291666666664,57.4,160.61822916666665,5.2,9.1,0.9276041666666667,64,181.0,ARI,1.5,1.0,66.7,11.0,0.0,7.3,11.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,39.6,0.0,5.5,3.6,5.5,7.6,4.184803715185746,4.732382268617194
JJ Nelson,3200.0,2.64,37.38,24.5,60.642857142857146,363.07142857142856,6.0,20.357142857142858,11.857142857142858,39.2,3.2142857142857144,60.0,6.8,16.9,469,65.2,239.78571428571428,7.2,11.0,1.9285714285714286,92,True,14.0,44.5,15.25,13.7,56.01302083333333,242.88958333333332,4.3,15.127083333333333,12.2015625,30.4,1.7125,70.8,30.682291666666664,57.4,160.61822916666665,5.2,9.1,0.9276041666666667,64,155.0,ARI,1.3571428571428572,0.5,36.8,4.571428571428571,0.0,3.4,9.1,0.2857142857142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,25.8,1.9,8.9,5.2,10.8,6.3,3.4165443379745506,2.7673672681406614
Pharoh Cooper,3000.0,0.17,37.38,24.5,60.642857142857146,363.07142857142856,6.0,20.357142857142858,11.857142857142858,39.2,3.2142857142857144,60.0,6.8,16.9,469,65.2,239.78571428571428,7.2,11.0,1.9285714285714286,92,True,14.0,44.5,15.25,13.7,56.01302083333333,242.88958333333332,4.3,15.127083333333333,12.2015625,30.4,1.7125,70.8,30.682291666666664,57.4,160.61822916666665,5.2,9.1,0.9276041666666667,64,203.0,LAR,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.7,0.0,16.7,0.0,16.7,0.0,1.1253245551050526,1.7623594479156341
Julio Jones,8700.0,18.69,39.46,24.6,60.71337209302326,352.5523255813954,5.8,20.166279069767445,11.65639534883721,39.9,3.0034883720930234,71.4,6.2,13.1,481,67.4,250.57674418604654,7.3,10.8,2.002325581395349,98,False,-3.5,43.5,23.5,25.4,63.214606741573036,378.85955056179773,6.0,22.046629213483147,12.842696629213483,45.6,3.1393258426966293,63.6,38.9561797752809,69.8,288.24719101123594,7.4,10.6,2.140449438202247,105,3.0,ATL,10.857142857142858,7.142857142857143,65.8,107.92857142857143,0.42857142857142855,9.9,15.1,0.14285714285714285,0.8571428571428571,6.0,0.0,22.4,0.9285714285714286,0.42857142857142855,46.2,4.142857142857143,0.21428571428571427,4.5,9.7,0.0,0.0,0.0,0.0,2.0,53.1,79.5,0.3,20.5,13.7,20.7,42.2,21.089905990547727,20.278711842770598
Calvin Ridley,5100.0,11.75,39.46,24.6,60.71337209302326,352.5523255813954,5.8,20.166279069767445,11.65639534883721,39.9,3.0034883720930234,71.4,6.2,13.1,481,67.4,250.57674418604654,7.3,10.8,2.002325581395349,98,False,-3.5,43.5,23.5,25.4,63.214606741573036,378.85955056179773,6.0,22.046629213483147,12.842696629213483,45.6,3.1393258426966293,63.6,38.9561797752809,69.8,288.24719101123594,7.4,10.6,2.140449438202247,105,22.0,ATL,5.857142857142857,4.0,68.3,49.92857142857143,0.5714285714285714,8.5,12.5,0.42857142857142855,1.9285714285714286,4.5,0.0,12.8,0.5,0.42857142857142855,85.7,4.142857142857143,0.35714285714285715,8.3,9.7,0.0,0.0,0.0,0.0,2.9,40.7,61.0,1.1,14.4,10.9,15.4,31.3,13.129498206371556,11.151961096512121
Mohamed Sanu,4400.0,10.58,39.46,24.6,60.71337209302326,352.5523255813954,5.8,20.166279069767445,11.65639534883721,39.9,3.0034883720930234,71.4,6.2,13.1,481,67.4,250.57674418604654,7.3,10.8,2.002325581395349,98,False,-3.5,43.5,23.5,25.4,63.214606741573036,378.85955056179773,6.0,22.046629213483147,12.842696629213483,45.6,3.1393258426966293,63.6,38.9561797752809,69.8,288.24719101123594,7.4,10.6,2.140449438202247,105,38.0,ATL,5.428571428571429,3.857142857142857,71.1,47.642857142857146,0.21428571428571427,8.8,12.4,0.2857142857142857,0.9285714285714286,3.2,0.0,10.3,0.35714285714285715,0.2857142857142857,80.0,2.7857142857142856,0.07142857142857142,7.8,9.8,0.0,0.0,0.0,0.0,1.1,52.6,78.7,0.5,10.3,8.0,11.0,19.6,13.154603155331378,11.401199434930415
Justin Hardy,3000.0,2.75,39.46,24.6,60.71337209302326,352.5523255813954,5.8,20.166279069767445,11.65639534883721,39.9,3.0034883720930234,71.4,6.2,13.1,481,67.4,250.57674418604654,7.3,10.8,2.002325581395349,98,False,-3.5,43.5,23.5,25.4,63.214606741573036,378.85955056179773,6.0,22.046629213483147,12.842696629213483,45.6,3.1393258426966293,63.6,38.9561797752809,69.8,288.24719101123594,7.4,10.6,2.140449438202247,105,122.0,ATL,1.4285714285714286,1.0,70.0,9.5,0.14285714285714285,6.6,9.5,0.0,0.0,0.0,0.0,2.8,0.42857142857142855,0.2857142857142857,66.7,2.5,0.14285714285714285,5.8,8.8,0.0,0.0,0.0,0.0,1.4,13.9,20.9,0.0,10.3,7.2,10.3,20.2,4.912021730662437,3.9651576015695986
Marvin Hall,3000.0,1.49,39.46,24.6,60.71337209302326,352.5523255813954,5.8,20.166279069767445,11.65639534883721,39.9,3.0034883720930234,71.4,6.2,13.1,481,67.4,250.57674418604654,7.3,10.8,2.002325581395349,98,False,-3.5,43.5,23.5,25.4,63.214606741573036,378.85955056179773,6.0,22.046629213483147,12.842696629213483,45.6,3.1393258426966293,63.6,38.9561797752809,69.8,288.24719101123594,7.4,10.6,2.140449438202247,105,131.0,ATL,1.2142857142857142,0.7142857142857143,58.8,10.642857142857142,0.07142857142857142,8.8,14.9,0.14285714285714285,0.0,0.0,0.0,2.2,0.14285714285714285,0.07142857142857142,50.0,0.5,0.0,3.5,7.0,0.0,0.0,0.0,0.0,0.1,11.7,17.5,1.2,10.4,7.3,11.6,18.8,4.556262576925048,2.9237341761096918
Russell Gage,3000.0,0.79,39.46,24.6,60.71337209302326,352.5523255813954,5.8,20.166279069767445,11.65639534883721,39.9,3.0034883720930234,71.4,6.2,13.1,481,67.4,250.57674418604654,7.3,10.8,2.002325581395349,98,False,-3.5,43.5,23.5,25.4,63.214606741573036,378.85955056179773,6.0,22.046629213483147,12.842696629213483,45.6,3.1393258426966293,63.6,38.9561797752809,69.8,288.24719101123594,7.4,10.6,2.140449438202247,105,166.0,ATL,0.46153846153846156,0.3076923076923077,66.7,3.769230769230769,0.0,8.2,12.2,0.0,0.0,0.0,0.0,0.7,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.2,0.0,15.4,10.3,15.4,22.8,3.1346375079744657,1.7445305253832626
Willie Snead,4300.0,8.46,32.59,21.3,60.540604026845635,329.36375838926176,5.4,19.798993288590605,12.436912751677852,40.8,3.216442953020134,55.6,6.6,15.0,478,64.4,225.57986577181208,6.6,10.2,1.501006711409396,87,False,4.5,43.0,19.25,24.4,71.69736070381231,370.29325513196477,5.2,23.469794721407624,14.59706744868035,47.5,3.7208211143695014,61.5,36.49266862170088,60.4,228.1865102639296,6.3,10.4,1.2164222873900292,82,44.0,BAL,6.642857142857143,4.357142857142857,65.6,44.714285714285715,0.07142857142857142,6.7,10.3,0.07142857142857142,0.9285714285714286,13.0,0.0,9.4,0.5,0.35714285714285715,71.4,2.7857142857142856,0.07142857142857142,5.6,7.8,0.0,0.0,0.0,0.0,1.1,51.1,68.1,0.1,13.0,8.7,13.1,18.3,9.943615265185121,8.89698322183137
Michael Crabtree,3800.0,7.13,32.59,21.3,60.540604026845635,329.36375838926176,5.4,19.798993288590605,12.436912751677852,40.8,3.216442953020134,55.6,6.6,15.0,478,64.4,225.57986577181208,6.6,10.2,1.501006711409396,87,False,4.5,43.0,19.25,24.4,71.69736070381231,370.29325513196477,5.2,23.469794721407624,14.59706744868035,47.5,3.7208211143695014,61.5,36.49266862170088,60.4,228.1865102639296,6.3,10.4,1.2164222873900292,82,48.0,BAL,6.714285714285714,3.642857142857143,54.3,40.5,0.21428571428571427,6.0,11.1,0.0,0.0,0.0,0.0,9.0,0.6428571428571429,0.35714285714285715,55.6,2.0,0.21428571428571427,3.1,5.6,0.0,0.0,0.0,0.0,1.8,50.4,67.2,0.0,13.3,7.2,13.3,17.8,9.825632453293467,8.319047512396864
