Name,DraftKingsSalary,FantasyPointsDraftKings,DPointsAllowed,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentTimesSackedPercentage,QuarterbackHitsPercentage,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns,OpponentPasserRating,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,PassingAttempts,CompletionPercentage,PassingYards,TeamPassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PasserRating,Rank,Team,TargetsGame,RecGame,RecPercentage,RecYardsGame,RecTdGame,YardsTarget,RecYardsRec,RushesGame,RushYardsGame,YardAttempt,RushTdGame,PointsGame,RZTargetsGame,RZRecGame,RZRecPercentage,RZRecYardsGame,RZRecTdGame,RZYardsTarget,RZRecYardsRec,RZRushesGame,RZRushYardsGame,RZYardAttempt,RZRushTdGame,RZPointsGame,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointSnapPercentageDraftKings,PLSProjections,RFProjections
John Brown,4000.0,5.71,32.59,21.3,60.540604026845635,329.36375838926176,5.4,19.798993288590605,12.436912751677852,40.8,3.216442953020134,55.6,6.6,15.0,478,64.4,225.57986577181208,6.6,10.2,1.501006711409396,87,False,4.5,43.0,19.25,24.4,71.69736070381231,370.29325513196477,5.2,23.469794721407624,14.59706744868035,47.5,3.7208211143695014,61.5,36.49266862170088,60.4,228.1865102639296,6.3,10.4,1.2164222873900292,82,39.0,BAL,6.285714285714286,2.7857142857142856,44.3,48.642857142857146,0.35714285714285715,7.7,17.5,0.21428571428571427,0.2857142857142857,1.3,0.0,10.2,0.9285714285714286,0.35714285714285715,38.5,3.2857142857142856,0.21428571428571427,3.5,9.2,0.0,0.0,0.0,0.0,2.0,49.1,65.4,0.4,12.8,6.1,13.2,20.9,10.181680687799455,9.576182227843704
Chris Moore,3000.0,2.75,32.59,21.3,60.540604026845635,329.36375838926176,5.4,19.798993288590605,12.436912751677852,40.8,3.216442953020134,55.6,6.6,15.0,478,64.4,225.57986577181208,6.6,10.2,1.501006711409396,87,False,4.5,43.0,19.25,24.4,71.69736070381231,370.29325513196477,5.2,23.469794721407624,14.59706744868035,47.5,3.7208211143695014,61.5,36.49266862170088,60.4,228.1865102639296,6.3,10.4,1.2164222873900292,82,118.0,BAL,1.5,1.1428571428571428,76.2,12.071428571428571,0.07142857142857142,8.0,10.6,0.35714285714285715,1.2142857142857142,3.4,0.0,2.9,0.07142857142857142,0.07142857142857142,100.0,0.35714285714285715,0.07142857142857142,5.0,5.0,0.0,0.0,0.0,0.0,0.5,29.0,38.6,1.2,5.2,5.2,6.4,10.0,2.593910583318751,3.9878387024146633
Robert Foster,4900.0,11.11,37.35,22.1,63.3058064516129,371.99290322580646,5.9,21.101935483870967,12.261935483870968,40.7,3.065483870967742,62.8,4.6,15.7,536,62.3,256.00354838709677,6.7,10.8,1.9961290322580645,87,False,13.0,45.0,16.0,15.4,63.677209302325586,294.24744186046513,4.6,17.62046511627907,13.752558139534884,31.8,2.292093023255814,56.2,30.94325581395349,54.2,169.18511627906977,5.5,10.1,0.6446511627906977,58,76.0,BUF,2.909090909090909,1.7272727272727273,59.4,42.54545454545455,0.18181818181818182,14.6,24.6,0.0,0.0,0.0,0.0,7.9,0.18181818181818182,0.09090909090909091,50.0,0.18181818181818182,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.1,29.9,45.4,0.0,9.7,5.8,9.7,26.4,5.5904250808697755,7.884339630716466
Isaiah McKenzie,3900.0,9.22,37.35,22.1,63.3058064516129,371.99290322580646,5.9,21.101935483870967,12.261935483870968,40.7,3.065483870967742,62.8,4.6,15.7,536,62.3,256.00354838709677,6.7,10.8,1.9961290322580645,87,False,13.0,45.0,16.0,15.4,63.677209302325586,294.24744186046513,4.6,17.62046511627907,13.752558139534884,31.8,2.292093023255814,56.2,30.94325581395349,54.2,169.18511627906977,5.5,10.1,0.6446511627906977,58,109.0,BUF,3.6666666666666665,2.8333333333333335,77.3,28.5,0.0,7.8,10.1,1.6666666666666667,11.0,6.6,2.0,8.6,0.16666666666666666,0.16666666666666666,100.0,0.16666666666666666,0.0,1.0,1.0,0.6666666666666666,4.166666666666667,6.2,0.3333333333333333,2.6,28.7,41.0,5.8,12.8,15.7,18.6,30.1,6.379304349449448,11.44511332248467
Zay Jones,3700.0,8.68,37.35,22.1,63.3058064516129,371.99290322580646,5.9,21.101935483870967,12.261935483870968,40.7,3.065483870967742,62.8,4.6,15.7,536,62.3,256.00354838709677,6.7,10.8,1.9961290322580645,87,False,13.0,45.0,16.0,15.4,63.677209302325586,294.24744186046513,4.6,17.62046511627907,13.752558139534884,31.8,2.292093023255814,56.2,30.94325581395349,54.2,169.18511627906977,5.5,10.1,0.6446511627906977,58,54.0,BUF,6.0,3.2142857142857144,53.6,35.142857142857146,0.2857142857142857,5.9,10.9,0.07142857142857142,0.0,0.0,0.0,8.6,1.0,0.42857142857142855,42.9,4.357142857142857,0.21428571428571427,4.4,10.2,0.0,0.0,0.0,0.0,2.3,58.7,87.8,0.1,10.2,5.7,10.5,14.6,10.666494037326462,9.24422552399577
Deonte Thompson,3000.0,3.24,37.35,22.1,63.3058064516129,371.99290322580646,5.9,21.101935483870967,12.261935483870968,40.7,3.065483870967742,62.8,4.6,15.7,536,62.3,256.00354838709677,6.7,10.8,1.9961290322580645,87,False,13.0,45.0,16.0,15.4,63.677209302325586,294.24744186046513,4.6,17.62046511627907,13.752558139534884,31.8,2.292093023255814,56.2,30.94325581395349,54.2,169.18511627906977,5.5,10.1,0.6446511627906977,58,130.0,BUF,2.3333333333333335,1.3333333333333333,57.1,12.5,0.0,5.4,9.4,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28.2,0.0,11.7,6.7,11.7,12.9,3.273308868537838,3.1784802081026764
Ray-Ray McCloud,3000.0,1.22,37.35,22.1,63.3058064516129,371.99290322580646,5.9,21.101935483870967,12.261935483870968,40.7,3.065483870967742,62.8,4.6,15.7,536,62.3,256.00354838709677,6.7,10.8,1.9961290322580645,87,False,13.0,45.0,16.0,15.4,63.677209302325586,294.24744186046513,4.6,17.62046511627907,13.752558139534884,31.8,2.292093023255814,56.2,30.94325581395349,54.2,169.18511627906977,5.5,10.1,0.6446511627906977,58,173.0,BUF,0.5555555555555556,0.4444444444444444,80.0,3.4444444444444446,0.0,6.2,7.8,0.2222222222222222,0.4444444444444444,2.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.5,1.7,4.3,5.1,6.0,5.6,0.8812095878108588,1.596737789178392
D.J. Moore,5600.0,11.09,39.16,27.2,63.60944881889763,377.15905511811025,5.9,23.130708661417323,12.20787401574803,49.1,3.2839895013123357,73.9,6.5,12.3,493,68.8,251.08241469816272,7.1,10.4,1.9989501312335958,99,True,3.5,43.5,20.0,23.8,61.393993993993995,368.93573573573576,6.0,21.584384384384386,11.292492492492492,40.5,3.5735735735735736,64.0,34.02042042042042,67.9,234.28348348348348,6.9,10.1,1.7867867867867868,93,36.0,CAR,4.785714285714286,3.5,73.1,49.142857142857146,0.14285714285714285,10.3,14.0,0.9285714285714286,12.285714285714286,13.2,0.0,10.5,0.35714285714285715,0.21428571428571427,60.0,1.3571428571428572,0.07142857142857142,3.8,6.3,0.35714285714285715,3.2857142857142856,9.2,0.0,1.1,41.9,65.7,2.2,11.4,10.6,13.6,25.0,12.752042051171458,10.79808661258735
Curtis Samuel,4500.0,9.58,39.16,27.2,63.60944881889763,377.15905511811025,5.9,23.130708661417323,12.20787401574803,49.1,3.2839895013123357,73.9,6.5,12.3,493,68.8,251.08241469816272,7.1,10.4,1.9989501312335958,99,True,3.5,43.5,20.0,23.8,61.393993993993995,368.93573573573576,6.0,21.584384384384386,11.292492492492492,40.5,3.5735735735735736,64.0,34.02042042042042,67.9,234.28348348348348,6.9,10.1,1.7867867867867868,93,61.0,CAR,4.363636363636363,2.727272727272727,62.5,34.63636363636363,0.36363636363636365,7.9,12.7,0.7272727272727273,7.636363636363637,10.5,2.0,10.1,0.45454545454545453,0.36363636363636365,80.0,4.181818181818182,0.2727272727272727,9.2,11.5,0.09090909090909091,1.2727272727272727,14.0,0.09090909090909091,3.1,31.6,45.8,2.3,13.8,10.9,16.1,32.0,11.28138014958233,10.441024587589066
Jarius Wright,3100.0,5.22,39.16,27.2,63.60944881889763,377.15905511811025,5.9,23.130708661417323,12.20787401574803,49.1,3.2839895013123357,73.9,6.5,12.3,493,68.8,251.08241469816272,7.1,10.4,1.9989501312335958,99,True,3.5,43.5,20.0,23.8,61.393993993993995,368.93573573573576,6.0,21.584384384384386,11.292492492492492,40.5,3.5735735735735736,64.0,34.02042042042042,67.9,234.28348348348348,6.9,10.1,1.7867867867867868,93,82.0,CAR,3.357142857142857,2.4285714285714284,72.3,25.571428571428573,0.07142857142857142,7.6,10.5,0.14285714285714285,2.7857142857142856,19.5,0.0,5.8,0.2857142857142857,0.14285714285714285,50.0,0.35714285714285715,0.07142857142857142,1.2,2.5,0.0,0.0,0.0,0.0,0.8,32.1,50.3,0.4,10.4,8.0,10.9,18.2,8.237123832453873,6.347654192993522
Devin Funchess,4200.0,4.52,39.16,27.2,63.60944881889763,377.15905511811025,5.9,23.130708661417323,12.20787401574803,49.1,3.2839895013123357,73.9,6.5,12.3,493,68.8,251.08241469816272,7.1,10.4,1.9989501312335958,99,True,3.5,43.5,20.0,23.8,61.393993993993995,368.93573573573576,6.0,21.584384384384386,11.292492492492492,40.5,3.5735735735735736,64.0,34.02042042042042,67.9,234.28348348348348,6.9,10.1,1.7867867867867868,93,56.0,CAR,5.769230769230769,3.230769230769231,56.0,40.46153846153846,0.3076923076923077,7.0,12.5,0.0,0.0,0.0,0.0,9.1,0.8461538461538461,0.5384615384615384,63.6,4.0,0.23076923076923078,4.7,7.4,0.0,0.0,0.0,0.0,2.3,46.2,67.1,0.0,12.5,7.0,12.5,19.8,12.091894262813875,8.95391759235252
Torrey Smith,3100.0,2.57,39.16,27.2,63.60944881889763,377.15905511811025,5.9,23.130708661417323,12.20787401574803,49.1,3.2839895013123357,73.9,6.5,12.3,493,68.8,251.08241469816272,7.1,10.4,1.9989501312335958,99,True,3.5,43.5,20.0,23.8,61.393993993993995,368.93573573573576,6.0,21.584384384384386,11.292492492492492,40.5,3.5735735735735736,64.0,34.02042042042042,67.9,234.28348348348348,6.9,10.1,1.7867867867867868,93,111.0,CAR,3.0,1.7777777777777777,59.3,19.0,0.2222222222222222,6.3,10.7,0.0,0.0,0.0,0.0,5.2,0.3333333333333333,0.3333333333333333,100.0,1.5555555555555556,0.2222222222222222,4.7,4.7,0.0,0.0,0.0,0.0,2.0,32.8,33.0,0.0,9.2,5.4,9.2,16.0,6.56138303862754,5.1379397070554615
Allen Robinson,5400.0,12.52,39.55,26.6,63.6117962466488,345.4434316353888,5.4,20.609651474530832,13.47828418230563,38.1,3.5656836461126007,64.0,6.6,16.6,484,62.4,233.55227882037536,6.8,10.8,2.1394101876675604,101,False,-4.0,42.5,23.25,27.4,63.671018276762396,346.6135770234987,5.4,21.03289817232376,12.519582245430808,39.4,3.433942558746736,64.6,32.69399477806788,65.9,226.4971279373368,6.9,10.5,1.931592689295039,93,40.0,CHI,7.166666666666667,4.083333333333333,57.0,55.75,0.3333333333333333,7.8,13.7,0.0,0.0,0.0,0.0,11.9,1.0833333333333333,0.3333333333333333,30.8,2.9166666666666665,0.16666666666666666,2.7,8.8,0.0,0.0,0.0,0.0,1.6,60.0,76.4,0.0,11.9,6.8,11.9,19.8,14.679603148185887,11.52114010753157
Taylor Gabriel,4400.0,8.44,39.55,26.6,63.6117962466488,345.4434316353888,5.4,20.609651474530832,13.47828418230563,38.1,3.5656836461126007,64.0,6.6,16.6,484,62.4,233.55227882037536,6.8,10.8,2.1394101876675604,101,False,-4.0,42.5,23.25,27.4,63.671018276762396,346.6135770234987,5.4,21.03289817232376,12.519582245430808,39.4,3.433942558746736,64.6,32.69399477806788,65.9,226.4971279373368,6.9,10.5,1.931592689295039,93,41.0,CHI,6.142857142857143,4.285714285714286,69.8,42.785714285714285,0.14285714285714285,7.0,10.0,0.5714285714285714,3.7857142857142856,6.6,0.0,10.2,0.5714285714285714,0.35714285714285715,62.5,0.9285714285714286,0.14285714285714285,1.6,2.6,0.07142857142857142,0.0,0.0,0.0,1.3,53.6,79.6,1.1,11.5,9.1,12.5,19.0,13.313946697913991,10.229720951171506
Anthony Miller,4100.0,7.57,39.55,26.6,63.6117962466488,345.4434316353888,5.4,20.609651474530832,13.47828418230563,38.1,3.5656836461126007,64.0,6.6,16.6,484,62.4,233.55227882037536,6.8,10.8,2.1394101876675604,101,False,-4.0,42.5,23.25,27.4,63.671018276762396,346.6135770234987,5.4,21.03289817232376,12.519582245430808,39.4,3.433942558746736,64.6,32.69399477806788,65.9,226.4971279373368,6.9,10.5,1.931592689295039,93,63.0,CHI,3.923076923076923,2.3076923076923075,58.8,30.692307692307693,0.46153846153846156,7.8,13.3,0.23076923076923078,1.1538461538461537,5.0,0.0,8.5,0.7692307692307693,0.46153846153846156,60.0,3.076923076923077,0.3076923076923077,4.0,6.7,0.07692307692307693,-0.07692307692307693,-1.0,0.0,2.6,41.8,61.7,0.6,9.4,6.2,10.1,20.4,9.84740830806328,8.090314557620111
Josh Bellamy,3000.0,1.65,39.55,26.6,63.6117962466488,345.4434316353888,5.4,20.609651474530832,13.47828418230563,38.1,3.5656836461126007,64.0,6.6,16.6,484,62.4,233.55227882037536,6.8,10.8,2.1394101876675604,101,False,-4.0,42.5,23.25,27.4,63.671018276762396,346.6135770234987,5.4,21.03289817232376,12.519582245430808,39.4,3.433942558746736,64.6,32.69399477806788,65.9,226.4971279373368,6.9,10.5,1.931592689295039,93,131.0,CHI,1.4285714285714286,0.8571428571428571,60.0,7.785714285714286,0.07142857142857142,5.4,9.1,0.0,0.0,0.0,0.0,2.2,0.07142857142857142,0.07142857142857142,100.0,1.4285714285714286,0.07142857142857142,20.0,20.0,0.0,0.0,0.0,0.0,0.8,17.3,25.7,0.0,8.3,5.0,8.3,12.8,4.465141012699187,4.005052900245326
