Name,DraftKingsSalary,FantasyPointsDraftKings,DPointsAllowed,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentTimesSackedPercentage,QuarterbackHitsPercentage,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns,OpponentPasserRating,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,PassingAttempts,CompletionPercentage,PassingYards,TeamPassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PasserRating,Rank,Team,TargetsGame,RecGame,RecPercentage,RecYardsGame,RecTdGame,YardsTarget,RecYardsRec,RushesGame,RushYardsGame,YardAttempt,RushTdGame,PointsGame,RZTargetsGame,RZRecGame,RZRecPercentage,RZRecYardsGame,RZRecTdGame,RZYardsTarget,RZRecYardsRec,RZRushesGame,RZRushYardsGame,RZYardAttempt,RZRushTdGame,RZPointsGame,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointSnapPercentageDraftKings,PLSProjections,RFProjections
Nick Vannett,2500.0,4.63,16.61,27.1,69.105,408.7821052631579,5.9,26.24421052631579,12.052368421052632,40.8,3.708421052631579,73.1,7.5,15.3,570,63.9,282.05394736842106,6.9,10.9,1.9255263157894738,90,True,2.5,53.0,25.25,25.9,62.502479338842974,349.4716253443526,5.6,20.12066115702479,12.84297520661157,38.9,3.2820936639118456,65.2,26.898898071625343,66.3,194.78512396694214,7.2,10.9,2.211845730027548,108,32.0,SEA,2.923076923076923,1.9230769230769231,65.8,18.53846153846154,0.15384615384615385,6.3,9.6,0.0,0.0,0.0,0.0,4.7,0.38461538461538464,0.3076923076923077,80.0,3.0,0.15384615384615385,7.8,9.8,0.0,0.0,0.0,0.0,1.5,35.5,53.5,0.0,8.2,5.4,8.2,13.3,8.423006059802386,4.994574161260091
Ed Dickson,2500.0,4.1,16.61,27.1,69.105,408.7821052631579,5.9,26.24421052631579,12.052368421052632,40.8,3.708421052631579,73.1,7.5,15.3,570,63.9,282.05394736842106,6.9,10.9,1.9255263157894738,90,True,2.5,53.0,25.25,25.9,62.502479338842974,349.4716253443526,5.6,20.12066115702479,12.84297520661157,38.9,3.2820936639118456,65.2,26.898898071625343,66.3,194.78512396694214,7.2,10.9,2.211845730027548,108,59.0,SEA,1.25,1.125,90.0,15.5,0.25,12.4,13.8,0.0,0.0,0.0,0.0,4.2,0.5,0.375,75.0,4.375,0.25,8.8,11.7,0.0,0.0,0.0,0.0,2.3,31.6,46.6,0.0,4.0,3.6,4.0,13.2,6.031978343010702,3.9397850751965375
Will Dissly,2500.0,0.0,16.61,27.1,69.105,408.7821052631579,5.9,26.24421052631579,12.052368421052632,40.8,3.708421052631579,73.1,7.5,15.3,570,63.9,282.05394736842106,6.9,10.9,1.9255263157894738,90,True,2.5,53.0,25.25,25.9,62.502479338842974,349.4716253443526,5.6,20.12066115702479,12.84297520661157,38.9,3.2820936639118456,65.2,26.898898071625343,66.3,194.78512396694214,7.2,10.9,2.211845730027548,108,46.0,SEA,3.5,2.0,57.1,39.0,0.5,11.1,19.5,0.0,0.0,0.0,0.0,9.6,0.5,0.5,100.0,4.25,0.5,8.5,8.5,0.0,0.0,0.0,0.0,3.9,31.8,49.2,0.0,11.0,6.3,11.0,30.4,9.66330604842444,5.97795857915922
George Kittle,6000.0,14.06,10.01,18.9,64.28863636363636,311.5636363636363,4.8,17.969318181818178,13.888636363636362,34.5,2.5772727272727267,52.8,7.6,15.1,544,61.6,227.8022727272727,5.8,9.5,1.5034090909090907,71,True,4.0,42.5,19.25,21.5,63.642857142857146,364.2142857142857,5.7,21.928571428571427,12.0,37.5,3.0714285714285716,41.9,32.92857142857143,62.0,240.78571428571428,7.3,11.8,1.6428571428571428,86,3.0,SF,7.857142857142857,5.142857142857143,65.5,82.42857142857143,0.2857142857142857,10.5,16.0,0.07142857142857142,0.7142857142857143,10.0,0.0,16.0,0.8571428571428571,0.5714285714285714,66.7,3.857142857142857,0.14285714285714285,4.5,6.8,0.0,0.0,0.0,0.0,2.0,58.1,86.6,0.1,13.5,9.0,13.7,27.5,18.369896367478002,12.34375235064648
Garrett Celek,2500.0,2.39,10.01,18.9,64.28863636363636,311.5636363636363,4.8,17.969318181818178,13.888636363636362,34.5,2.5772727272727267,52.8,7.6,15.1,544,61.6,227.8022727272727,5.8,9.5,1.5034090909090907,71,True,4.0,42.5,19.25,21.5,63.642857142857146,364.2142857142857,5.7,21.928571428571427,12.0,37.5,3.0714285714285716,41.9,32.92857142857143,62.0,240.78571428571428,7.3,11.8,1.6428571428571428,86,65.0,SF,0.5714285714285714,0.35714285714285715,62.5,6.428571428571429,0.14285714285714285,11.2,18.0,0.0,0.0,0.0,0.0,1.9,0.14285714285714285,0.07142857142857142,50.0,0.7857142857142857,0.07142857142857142,5.5,11.0,0.0,0.0,0.0,0.0,0.6,19.5,29.1,0.0,2.9,1.8,2.9,9.5,2.631727750311151,2.5850532910278345
Ross Dwelley,2500.0,0.92,10.01,18.9,64.28863636363636,311.5636363636363,4.8,17.969318181818178,13.888636363636362,34.5,2.5772727272727267,52.8,7.6,15.1,544,61.6,227.8022727272727,5.8,9.5,1.5034090909090907,71,True,4.0,42.5,19.25,21.5,63.642857142857146,364.2142857142857,5.7,21.928571428571427,12.0,37.5,3.0714285714285716,41.9,32.92857142857143,62.0,240.78571428571428,7.3,11.8,1.6428571428571428,86,109.0,SF,0.125,0.125,100.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.2,0.125,0.125,100.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.2,2.9,4.4,0.0,4.3,4.3,4.3,7.8,0.08768832539643068,1.5418179950595179
Cameron Brate,3900.0,8.16,14.23,19.2,59.88401486988847,317.19256505576203,5.3,18.700371747211893,12.34795539033457,42.8,2.8550185873605947,50.0,7.2,17.8,453,68.2,223.90483271375462,6.9,10.2,1.3561338289962823,94,False,7.5,47.5,20.0,24.6,66.07674418604651,417.0558139534884,6.3,24.242441860465117,11.727906976744187,47.6,3.718604651162791,59.6,38.7593023255814,64.9,319.22790697674424,8.2,12.7,2.2168604651162793,90,19.0,TB,3.0,1.8571428571428572,61.9,17.285714285714285,0.42857142857142855,5.8,9.3,0.0,0.0,0.0,0.0,6.1,0.7857142857142857,0.5714285714285714,72.7,5.142857142857143,0.42857142857142855,6.5,9.0,0.0,0.0,0.0,0.0,3.7,31.5,45.2,0.0,9.5,5.9,9.5,19.3,6.015988161561817,4.368574754605678
Antony Auclair,2500.0,1.25,14.23,19.2,59.88401486988847,317.19256505576203,5.3,18.700371747211893,12.34795539033457,42.8,2.8550185873605947,50.0,7.2,17.8,453,68.2,223.90483271375462,6.9,10.2,1.3561338289962823,94,False,7.5,47.5,20.0,24.6,66.07674418604651,417.0558139534884,6.3,24.242441860465117,11.727906976744187,47.6,3.718604651162791,59.6,38.7593023255814,64.9,319.22790697674424,8.2,12.7,2.2168604651162793,90,85.0,TB,0.5,0.5,100.0,3.4285714285714284,0.0,6.9,6.9,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28.7,0.0,2.5,2.5,2.5,4.2,2.0526099567514584,1.9656648873107372
Anthony Firkser,3500.0,4.89,9.87,22.1,62.02258064516129,356.66548387096776,5.8,20.31774193548387,12.190645161290323,42.7,3.208064516129032,51.1,7.7,16.2,478,66.1,240.31967741935483,7.1,10.7,1.6396774193548387,90,True,-10.5,37.0,23.75,19.1,59.72313432835821,317.0742537313433,5.3,18.38731343283582,13.184701492537314,41.1,3.0645522388059705,53.5,27.29589552238806,67.4,186.5813432835821,6.8,10.1,0.9977611940298508,88,42.0,TEN,2.0,2.0,100.0,25.125,0.125,12.6,12.6,0.0,0.0,0.0,0.0,5.3,0.375,0.375,100.0,3.75,0.125,10.0,10.0,0.0,0.0,0.0,0.0,1.5,13.6,22.5,0.0,14.7,14.7,14.7,38.6,4.214867276977048,4.806102206952324
Luke Stocker,2500.0,2.86,9.87,22.1,62.02258064516129,356.66548387096776,5.8,20.31774193548387,12.190645161290323,42.7,3.208064516129032,51.1,7.7,16.2,478,66.1,240.31967741935483,7.1,10.7,1.6396774193548387,90,True,-10.5,37.0,23.75,19.1,59.72313432835821,317.0742537313433,5.3,18.38731343283582,13.184701492537314,41.1,3.0645522388059705,53.5,27.29589552238806,67.4,186.5813432835821,6.8,10.1,0.9977611940298508,88,57.0,TEN,1.2857142857142858,1.0,77.8,10.214285714285714,0.07142857142857142,7.9,10.2,0.07142857142857142,0.0,0.0,0.0,2.4,0.14285714285714285,0.07142857142857142,50.0,0.07142857142857142,0.07142857142857142,0.5,1.0,0.07142857142857142,0.0,0.0,0.0,0.5,29.9,47.4,0.2,4.3,3.6,4.5,8.2,4.8996299536237755,2.5423376712526498
MyCole Pruitt,2500.0,2.69,9.87,22.1,62.02258064516129,356.66548387096776,5.8,20.31774193548387,12.190645161290323,42.7,3.208064516129032,51.1,7.7,16.2,478,66.1,240.31967741935483,7.1,10.7,1.6396774193548387,90,True,-10.5,37.0,23.75,19.1,59.72313432835821,317.0742537313433,5.3,18.38731343283582,13.184701492537314,41.1,3.0645522388059705,53.5,27.29589552238806,67.4,186.5813432835821,6.8,10.1,0.9977611940298508,88,91.0,TEN,0.46153846153846156,0.38461538461538464,83.3,3.6153846153846154,0.0,7.8,9.4,0.0,0.0,0.0,0.0,0.7,0.15384615384615385,0.15384615384615385,100.0,1.6153846153846154,0.0,10.5,10.5,0.0,0.0,0.0,0.0,0.3,10.4,16.6,0.0,4.4,3.7,4.4,7.2,1.0986861985607357,1.564579247315634
Cole Wick,2500.0,0.0,9.87,22.1,62.02258064516129,356.66548387096776,5.8,20.31774193548387,12.190645161290323,42.7,3.208064516129032,51.1,7.7,16.2,478,66.1,240.31967741935483,7.1,10.7,1.6396774193548387,90,True,-10.5,37.0,23.75,19.1,59.72313432835821,317.0742537313433,5.3,18.38731343283582,13.184701492537314,41.1,3.0645522388059705,53.5,27.29589552238806,67.4,186.5813432835821,6.8,10.1,0.9977611940298508,88,111.0,SF,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.1,0.0,9.1,0.0,9.1,0.0,1.4989025372583065,1.6861187583745259
