Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
46,Kapri Bibbs,WAS,RB,10,160,16,23.1,12.5,11.2,20.6,23.8,57.3,35.8
47,Frank Gore,MIA,RB,13,324,24.9,42.6,46.6,4.9,50.3,51.5,104.2,32.2
48,Gus Edwards,BAL,RB,8,195,24.4,34,47.2,0.5,47.7,47.7,60.3,30.9
49,Mike Davis,SEA,RB,12,298,24.8,37.6,31.2,10.1,39.3,41.3,106.7,35.8
49,David Fluellen,TEN,RB,7,6,0.9,0.9,66.7,0,66.7,66.7,1.6,26.7
51,Taquan Mizzell,CHI,RB,6,44,7.3,11.2,15.9,15.9,27.3,31.8,16.6,37.7
52,De'Lance Turner,BAL,RB,4,8,2,2.5,12.5,25,37.5,37.5,4.1,51.2
53,Jeremy Hill,NE,RB,1,12,12,16,33.3,8.3,41.7,41.7,4.1,34.2
54,David Johnson,ARI,RB,13,623,47.9,82.5,35.3,9.8,42.2,45.1,207,33.2
55,Tevin Coleman,ATL,RB,13,491,37.8,56.6,28.1,8.4,34.4,36.5,158.6,32.3
56,Carlos Hyde,JAX,RB,12,327,27.2,37.6,47.1,4.3,49.5,51.4,90.8,27.8
57,Lamar Miller,HOU,RB,12,544,45.3,60.5,34.9,6.1,39.2,41,171.2,31.5
58,Corey Clement,PHI,RB,11,238,21.6,29.9,28.6,10.5,37.8,39.1,81.1,34.1
59,Chase Edmonds,ARI,RB,13,144,11.1,19.1,29.2,11.8,39.6,41,49.8,34.6
60,TJ Yeldon,JAX,RB,13,489,37.6,56,20.7,15.3,31.7,36,172,35.2
60,Spencer Ware,KC,RB,13,247,19,28.3,20.6,9.3,28.7,30,79,32
62,Ito Smith,ATL,RB,13,281,21.6,32.4,28.8,10.3,37.7,39.1,91.8,32.7
62,Bilal Powell,NYJ,RB,7,207,29.6,41.3,38.6,8.7,44,47.3,61.3,29.6
64,Stevan Ridley,PIT,RB,8,50,6.2,5.5,46,8,52,54,15.8,31.6
65,Wendell Smallwood,PHI,RB,13,261,20.1,29.8,24.5,9.6,31.4,34.1,80.3,30.8
66,Damien Williams,KC,RB,11,94,8.5,10.8,17,10.6,26.6,27.7,30.4,32.3
67,Jordan Wilkins,IND,RB,13,183,14.1,20,31.1,8.2,38.8,39.3,57.2,31.3
68,Latavius Murray,MIN,RB,13,415,31.9,48,27.5,5.8,32.3,33.3,115.5,27.8
69,TJ Logan,ARI,RB,7,11,1.6,2.6,9.1,27.3,36.4,36.4,5.4,49.1
70,Jordan Howard,CHI,RB,13,509,39.2,57.7,38.7,4.1,41.8,42.8,130.1,25.6
71,Giovani Bernard,CIN,RB,9,268,29.8,41.8,17.5,14.6,28.4,32.1,85.2,31.8
72,Dwayne Washington,NO,RB,5,22,4.4,6.4,72.7,0,72.7,72.7,4.6,20.9
73,Chris Ivory,BUF,RB,12,269,22.4,31,37.5,7.4,42,45,67.9,25.2
74,Alfred Morris,SF,RB,11,206,18.7,23.5,46.1,6.3,49.5,52.4,50.6,24.6
75,Trenton Cannon,NYJ,RB,13,124,9.5,15.3,21.8,14.5,32.3,36.3,38.5,31
76,Peyton Barber,TB,RB,13,502,38.6,54.3,36.5,4.6,39.2,41,121,24.1
77,Jalen Richard,OAK,RB,13,343,26.4,40,12.8,19.8,29.4,32.7,128.1,37.3
78,Jeremy McNichols,IND,RB,1,2,2,2.2,100,0,100,100,0.4,20
79,Duke Johnson,CLE,RB,13,364,28,40.6,8.2,12.9,18.1,21.2,106.7,29.3
80,Chris Thompson,WAS,RB,7,228,32.6,29.4,14,19.3,28.9,33.3,78.1,34.3
81,Dalvin Cook,MIN,RB,8,349,43.6,58.6,24.9,11.2,34.1,36.1,100.9,28.9
82,Javorius Allen,BAL,RB,13,308,23.7,31.6,13.3,14,24.7,27.3,94.6,30.7
83,LeSean McCoy,BUF,RB,12,427,35.6,53.3,34,9.4,40.7,43.3,112.9,26.4
83,Alfred Blue,HOU,RB,13,367,28.2,40.8,36.5,4.6,39.8,41.1,81.4,22.2
83,Ty Montgomery,BAL,RB,11,233,21.2,27.5,16.7,15.5,27,32.2,69.1,29.7
86,Elijah McGuire,NYJ,RB,5,168,33.6,54.4,25,11.9,31.5,36.9,41.8,24.9
87,Nyheim Hines,IND,RB,13,433,33.3,47.2,17.6,15,29.6,32.6,130.3,30.1
88,Jeffery Wilson,SF,RB,3,142,47.3,67,31.7,8.5,38.7,40.1,36.1,25.4
89,Roc Thomas,MIN,RB,5,29,5.8,6.2,27.6,13.8,34.5,41.4,7.1,24.5
90,Dion Lewis,TEN,RB,13,530,40.8,65.4,27.4,10.6,36.8,37.9,143.5,27.1
90,Rex Burkhead,NE,RB,5,93,18.6,27.4,37.6,10.8,44.1,48.4,22.3,24
92,Kenjon Barner,CAR,RB,7,42,6,5.5,45.2,0,45.2,45.2,7.1,16.9
93,Devontae Booker,DEN,RB,13,242,18.6,28.3,10.7,14.9,22.3,25.6,69.5,28.7
93,Brandon Wilds,JAX,RB,3,9,3,3.5,66.7,0,66.7,66.7,1.5,16.7
95,Corey Grant,JAX,RB,5,65,13,18.5,20,18.5,33.8,38.5,19.7,30.3
96,Ronald Jones II,TB,RB,6,85,14.2,11.7,27.1,8.2,34.1,35.3,19.8,23.3
97,Anthony Sherman,KC,FB,13,87,6.7,10,1.1,8,8,9.2,19.9,22.9
97,Darrel Williams,KC,RB,2,5,2.5,1.2,0,20,20,20,1.8,36
99,Shaun Wilson,TB,RB,5,22,4.4,3.9,27.3,22.7,40.9,50,6.4,29.1
100,Wayne Gallman,NYG,RB,13,135,10.4,16.3,31.9,15.6,41.5,47.4,34.3,25.4
101,Dontrell Hilliard,CLE,RB,8,47,5.9,9.3,0,19.1,19.1,21.3,16,34
102,Alex Armah,CAR,RB,13,91,7,10.9,8.8,0,8.8,8.8,13.4,14.7
103,Jamaal Williams,GB,RB,13,339,26.1,39.4,25.4,7.1,29.5,32.4,62.1,18.3
104,Rod Smith,DAL,RB,13,93,7.2,10.6,29,9.7,36.6,38.7,20.1,21.6
105,Theo Riddick,DET,RB,11,337,30.6,41.8,7.4,19.6,23.7,27,102,30.3
106,Marcus Murphy,BUF,RB,10,177,17.7,25.9,23.2,10.7,29.4,33.9,35.1,19.8
106,Devonta Freeman,ATL,RB,2,67,33.5,32.7,20.9,10.4,28.4,31.3,14.1,21
106,Detrez Newsome,LAC,RB,7,11,1.6,2.6,45.5,0,45.5,45.5,1.5,13.6
109,Deandre Washington,OAK,RB,7,56,8,10.9,42.9,1.8,44.6,44.6,9.4,16.8
110,Mike Gillislee,NO,RB,4,25,6.2,7.2,64,4,68,68,5.2,20.8
111,Mike Boone,MIN,RB,7,39,5.6,5.4,28.2,7.7,33.3,35.9,6.8,17.4
112,Samaje Perine,WAS,RB,4,25,6.2,4,20,16,32,36,6,24
113,Kalen Ballage,MIA,RB,9,26,2.9,5,30.8,19.2,50,50,7.9,30.4
114,Jacquizz Rodgers,TB,RB,13,298,22.9,32.2,9.4,12.1,19.1,21.5,65.7,22
115,Jonathan Stewart,NYG,RB,3,17,5.7,8.5,35.3,0,35.3,35.3,1.7,10
115,Cameron Artis-Payne,CAR,RB,6,6,1,1,33.3,0,33.3,33.3,0.6,10
117,James Develin,NE,RB,13,315,24.2,34.4,1.9,4.8,4.8,6.7,37.9,12
118,Rob Kelley,WAS,RB,2,9,4.5,5.9,44.4,0,44.4,44.4,0.8,8.9
119,Elijhaa Penny,NYG,RB,9,75,8.3,14.7,8,9.3,16,17.3,12.2,16.3
120,Zach Line,NO,FB,13,183,14.1,21.3,2.2,4.9,4.9,7.1,20,10.9
121,Mark Walton,CIN,RB,11,93,8.5,13.5,15.1,8.6,20.4,23.7,12.5,13.4
122,CJ Ham,MIN,RB,13,119,9.2,13.8,4.2,12.6,13.4,16.8,20.2,17
123,Jamaal Charles,JAX,RB,2,20,10,3.8,30,15,40,45,3.4,17
124,Kyle Juszczyk,SF,FB,13,543,41.8,61.9,1.1,6.8,6.3,7.9,65.7,12.1
125,Tre Madden,SEA,RB,11,59,5.4,6.9,5.1,5.1,8.5,10.2,5.8,9.8
126,CJ Prosise,SEA,RB,5,30,6,5.1,3.3,10,13.3,13.3,4.9,16.3
127,Byron Marshall,WAS,RB,3,36,12,14.7,8.3,11.1,16.7,19.4,5.2,14.4
128,Benjamin Cunningham,CHI,RB,12,29,2.4,3.3,13.8,6.9,17.2,20.7,2.7,9.3
129,Ameer Abdullah,MIN,RB,7,16,2.3,3.1,6.2,25,25,31.2,4.9,30.6
130,Patrick DiMarco,BUF,FB,13,114,8.8,13.1,0,3.5,2.6,3.5,9.2,8.1
131,Tyler Ervin,HOU,RB,9,77,8.6,12.4,0,5.2,3.9,5.2,6.5,8.4
132,Andy Janovich,DEN,FB,13,200,15.4,23.4,1,3.5,3.5,4.5,12.6,6.3
132,Roosevelt Nix,PIT,RB,13,95,7.3,10.4,0,4.2,3.2,4.2,6.6,6.9
134,Brian Hill,ATL,RB,6,15,2.5,2.5,6.7,0,6.7,6.7,0.5,3.3
134,David Williams,JAX,RB,1,6,6,8.8,16.7,0,16.7,16.7,0.2,3.3
136,Derrick Coleman,ARI,FB,13,62,4.8,8.2,3.2,4.8,6.5,8.1,4,6.5
137,Tommy Bohanon,JAX,FB,13,132,10.2,15.1,0.8,6.1,4.5,6.8,8.4,6.4
138,Keith Smith,OAK,FB,13,125,9.6,14.6,0.8,4,4,4.8,6.2,5
139,Jamize Olawale,DAL,FB,13,90,6.9,10.2,0,2.2,2.2,2.2,3.3,3.7
139,Michael Burton,CHI,FB,7,43,6.1,6.5,0,2.3,2.3,2.3,1.6,3.7
141,Alan Cross,TB,FB,13,100,7.7,10.8,0,5,2,5,2.9,2.9
142,Nick Bellore,DET,RB,12,90,7.5,10.3,1.1,3.3,4.4,4.4,3.7,4.1
143,Ricky Ortiz,ATL,RB,10,103,10.3,11.9,0,2.9,1.9,2.9,2.7,2.6
144,Jonathan Williams,IND,RB,3,18,6,3.7,16.7,5.6,22.2,22.2,1.1,6.1
145,Derek Watt,LAC,FB,13,116,8.9,14.5,2.6,0.9,3.4,3.4,1.5,1.3
146,Taiwan Jones,BUF,RB,6,2,0.3,0.2,0,100,0,100,0,0
146,Senorise Perry,MIA,RB,13,0,0,0,0,0,0,0,0,0
146,Tra Carson,GB,RB,6,5,0.8,0.8,0,0,0,0,0,0
146,Patrick Ricard,BAL,FB,10,96,9.6,10.7,0,0,0,0,0,0
146,Shane Smith,NYG,FB,2,9,4.5,6.5,0,0,0,0,0,0
146,Gregory Howell Jr.,HOU,RB,12,2,0.2,0.2,0,0,0,0,0,0
146,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0
146,John Kelly,LAR,RB,1,0,0,0,0,0,0,0,0,0
146,Thomas Rawls,CIN,RB,1,2,2,1.7,0,0,0,0,0,0
146,Dan Vitale,GB,FB,2,5,2.5,1.8,0,0,0,0,0,0
146,Dare Ogunbowale,TB,RB,2,2,1,1,0,0,0,0,0,0
146,Matt Dayes,SF,RB,3,0,0,0,0,0,0,0,0,0
146,JD McKissic,SEA,RB,2,3,1.5,2.4,0,33.3,0,33.3,0,0
146,Trey Edmunds,PIT,RB,1,0,0,0,0,0,0,0,0,0
160,Robert Turbin,IND,RB,2,22,11,3.9,18.2,9.1,22.7,27.3,1.3,5.9
