Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Adam Thielen,MIN,WR,13,143,103,72,1236,9,68,8.6,12,3,28,9.3,0,1,1,24,311.4
2,Tyreek Hill,KC,WR,13,114,74,64.9,1258,11,75,11,17,16,124,7.8,0,0,0,23,299.2
3,Davante Adams,GB,WR,13,138,92,66.7,1196,12,57,8.7,13,0,0,0,0,0,0,22.7,295.6
4,Julio Jones,ATL,WR,13,144,94,65.3,1429,5,58,9.9,15.2,2,12,6,0,2,2,22.5,293.1
5,Michael Thomas,NO,WR,13,118,102,86.4,1218,8,72,10.3,11.9,0,0,0,0,2,2,21.4,278.8
6,Antonio Brown,PIT,WR,13,142,86,60.6,1063,12,78,7.5,12.4,0,0,0,0,0,0,21.3,276.3
7,JuJu Smith-Schuster,PIT,WR,13,131,91,69.5,1234,6,97,9.4,13.6,1,13,13,0,0,0,21.1,274.7
8,DeAndre Hopkins,HOU,WR,13,124,84,67.7,1151,9,49,9.3,13.7,1,-7,-7,0,2,2,20.2,262.4
9,Keenan Allen,LAC,WR,13,122,88,72.1,1074,6,54,8.8,12.2,9,75,8.3,0,3,1,19.1,248.9
10,Odell Beckham Jr,NYG,WR,12,124,77,62.1,1052,6,51,8.5,13.7,5,19,3.8,0,2,1,20.5,246.34
11,Mike Evans,TB,WR,13,111,70,63.1,1207,5,72,10.9,17.2,0,0,0,1,2,1,18.7,243.7
12,Stefon Diggs,MIN,WR,12,127,88,69.3,915,6,75,7.2,10.4,9,53,5.9,0,0,0,19.6,234.8
13,Robert Woods,LAR,WR,13,111,71,64,1032,5,36,9.3,14.5,15,122,8.1,0,0,0,17.3,225.4
14,Tyler Boyd,CIN,WR,13,103,72,69.9,990,6,49,9.6,13.8,2,3,1.5,0,0,0,16.6,216.3
15,Brandin Cooks,LAR,WR,13,97,66,68,1048,3,57,10.8,15.9,7,41,5.9,1,1,0,16.5,213.9
16,T.Y. Hilton,IND,WR,11,98,62,63.3,986,6,68,10.1,15.9,0,0,0,0,0,0,19,208.6
17,Amari Cooper,DAL,WR,12,84,62,73.8,921,7,90,11,14.9,1,9,9,0,1,1,17.3,208
18,Emmanuel Sanders,DEN,WR,12,98,71,72.4,868,4,64,8.9,12.2,4,53,13.2,1,1,0,17.3,207.22
19,Tyler Lockett,SEA,WR,13,62,49,79,755,9,52,12.2,15.4,11,55,5,0,1,0,14.5,189
20,Jarvis Landry,CLE,WR,13,124,69,55.6,790,3,51,6.4,11.4,2,54,27,1,1,1,14.4,187.4
21,Kenny Golladay,DET,WR,13,96,57,59.4,859,5,60,8.9,15.1,1,8,8,0,1,0,13.8,179.7
22,Calvin Ridley,ATL,WR,13,75,51,68,657,8,75,8.8,12.9,6,27,4.5,0,2,1,13,169.4
23,Golden Tate,PHI,WR,12,99,63,63.6,706,4,67,7.1,11.2,4,34,8.5,0,2,0,14.1,169
24,Corey Davis,TEN,WR,13,94,54,57.4,765,4,51,8.1,14.2,5,54,10.8,0,1,0,12.8,165.9
25,Julian Edelman,NE,WR,9,81,56,69.1,621,4,36,7.7,11.1,7,83,11.9,0,1,0,17.6,158.12
26,DeSean Jackson,TB,WR,11,70,40,57.1,750,4,75,10.7,18.8,5,25,5,1,0,0,14.2,156.5
27,AJ Green,CIN,WR,9,77,46,59.7,694,6,38,9,15.1,0,0,0,0,2,1,17.4,156.4
28,Dede Westbrook,JAX,WR,13,81,53,65.4,641,5,61,7.9,12.1,7,69,9.9,0,2,1,12,156
29,Chris Godwin,TB,WR,13,77,50,64.9,689,5,48,8.9,13.8,0,0,0,0,4,1,12,155.9
30,Adam Humphries,TB,WR,13,81,57,70.4,648,5,51,8,11.4,2,11,5.5,0,1,0,11.8,152.9
31,Sterling Shepard,NYG,WR,13,82,54,65.9,655,4,58,8,12.1,1,27,27,0,1,0,11.6,151.2
32,Larry Fitzgerald,ARI,WR,13,86,52,60.5,563,5,37,6.5,10.8,0,0,0,0,0,0,11,143.3
33,D.J. Moore,CAR,WR,13,64,47,73.4,676,2,82,10.6,14.4,12,150,12.5,0,3,2,11,142.6
34,Josh Gordon,NE,WR,11,68,40,58.8,718,4,55,10.6,18,0,0,0,0,0,0,12.9,141.8
35,John Brown,BAL,WR,13,85,38,44.7,672,5,71,7.9,17.7,3,4,1.3,0,0,0,10.9,141.6
36,Demaryius Thomas,HOU,WR,13,76,50,65.8,581,5,45,7.6,11.6,0,0,0,0,0,0,10.9,141.1
37,Cooper Kupp,LAR,WR,8,56,40,71.4,566,6,70,10.1,14.2,4,25,6.2,0,0,0,17.3,138.1
38,Mohamed Sanu,ATL,WR,13,70,51,72.9,637,3,43,9.1,12.5,3,2,0.7,0,1,1,10.5,136.9
39,Alshon Jeffery,PHI,WR,10,74,49,66.2,542,5,31,7.3,11.1,0,0,0,0,1,0,13.6,136.2
40,Taylor Gabriel,CHI,WR,13,83,57,68.7,566,2,54,6.8,9.9,8,53,6.6,0,1,1,10.5,135.9
41,Allen Robinson,CHI,WR,11,79,46,58.2,615,4,39,7.8,13.4,0,0,0,0,0,0,12.2,134.5
42,Kenny Stills,MIA,WR,12,52,32,61.5,504,6,75,9.7,15.8,0,0,0,0,1,0,10.5,126.4
43,Michael Crabtree,BAL,WR,13,93,51,54.8,567,3,27,6.1,11.1,0,0,0,0,0,0,9.7,125.7
44,Mike Williams,LAC,WR,13,48,30,62.5,516,7,55,10.8,17.2,4,16,4,0,0,0,9.6,125.2
45,Tyrell Williams,LAC,WR,13,47,32,68.1,547,5,75,11.6,17.1,2,15,7.5,0,1,0,9.6,124.2
46,Christian Kirk,ARI,WR,12,68,43,63.2,590,3,75,8.7,13.7,3,35,11.7,0,0,0,10.3,123.5
47,Donte Moncrief,JAX,WR,13,80,42,52.5,604,3,80,7.6,14.4,0,0,0,0,1,1,9.4,122.4
48,Sammy Watkins,KC,WR,10,55,40,72.7,519,3,50,9.4,13,5,52,10.4,0,1,0,12.1,121.1
49,Willie Snead,BAL,WR,13,87,56,64.4,568,1,26,6.5,10.1,1,13,13,0,0,0,9.2,120.1
50,Nelson Agholor,PHI,WR,13,82,53,64.6,572,1,58,7,10.8,3,32,10.7,0,1,0,9.2,120
51,Marvin Jones,DET,WR,9,62,35,56.5,508,5,39,8.2,14.5,0,0,0,0,0,0,13.2,118.8
52,Devin Funchess,CAR,WR,12,74,42,56.8,526,4,27,7.1,12.5,0,0,0,0,0,0,9.9,118.6
53,Zay Jones,BUF,WR,13,78,44,56.4,481,4,57,6.2,10.9,1,0,0,0,1,0,9.1,118.1
54,Will Fuller,HOU,WR,7,45,32,71.1,503,4,73,11.2,15.7,0,0,0,0,0,0,16.5,115.3
55,Jordy Nelson,OAK,WR,12,58,41,70.7,498,3,66,8.6,12.1,1,-2,-2,0,1,0,9.5,113.6
55,Cole Beasley,DAL,WR,13,68,50,73.5,486,2,21,7.1,9.7,0,0,0,0,0,0,8.7,113.6
57,Anthony Miller,CHI,WR,12,51,30,58.8,399,6,55,7.8,13.3,3,15,5,0,0,0,9.2,110.72
58,Danny Amendola,MIA,WR,12,63,49,77.8,479,1,39,7.6,9.8,0,0,0,0,1,0,9,108.02
59,Curtis Samuel,CAR,WR,10,44,29,65.9,364,4,33,8.3,12.6,6,76,12.7,2,1,1,10.8,108
60,Courtland Sutton,DEN,WR,13,65,30,46.2,572,3,42,8.8,19.1,1,-1,-1,0,0,0,8.1,105.1
61,Robby Anderson,NYJ,WR,11,61,31,50.8,492,4,76,8.1,15.9,2,-8,-4,0,2,2,9.5,104.4
62,Antonio Callaway,CLE,WR,13,63,34,54,472,3,71,7.5,13.9,2,7,3.5,0,1,1,7.8,100.9
63,Albert Wilson,MIA,WR,7,35,26,74.3,391,4,75,11.2,15,8,16,2,0,0,0,14.3,99.78
64,Josh Doctson,WAS,WR,12,67,39,58.2,469,2,32,7,12,0,0,0,0,0,0,8.2,97.9
65,David Moore,SEA,WR,13,43,22,51.2,413,5,54,9.6,18.8,1,5,5,0,2,0,7.4,96.8
