Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Travis Kelce,KC,TE,13,123,86,69.9,1159,10,43,9.4,13.5,0,0,0,0,2,1,21.2,275.9
2,Zach Ertz,PHI,TE,13,129,98,76,1016,6,34,7.9,10.4,0,0,0,0,0,0,19,247.6
3,George Kittle,SF,TE,13,102,69,67.6,1103,4,85,10.8,16,1,10,10,0,0,0,16.6,215.3
4,Eric Ebron,IND,TE,13,96,58,60.4,654,12,53,6.8,11.3,3,-8,-2.7,1,1,1,15.6,202.6
5,Jared Cook,OAK,TE,13,88,61,69.3,825,6,45,9.4,13.5,0,0,0,0,0,0,14.7,191.5
6,Austin Hooper,ATL,TE,13,79,64,81,557,4,36,7.1,8.7,0,0,0,0,0,0,11.2,145.7
7,Rob Gronkowski,NE,TE,10,62,43,69.4,637,3,42,10.3,14.8,0,0,0,0,1,1,13,129.7
8,Trey Burton,CHI,TE,13,59,40,67.8,470,5,47,8,11.8,1,2,2,0,1,1,9.3,121.2
9,Jordan Reed,WAS,TE,13,84,54,64.3,558,2,34,6.6,10.3,0,0,0,0,1,1,9.3,120.8
10,OJ Howard,TB,TE,10,48,34,70.8,565,5,75,11.8,16.6,0,0,0,0,0,0,12,120.5
11,Jimmy Graham,GB,TE,13,77,46,59.7,549,2,54,7.1,11.9,0,0,0,0,0,0,8.9,115.9
12,Vance McDonald,PIT,TE,12,60,44,73.3,509,3,75,8.5,11.6,0,0,0,0,2,1,9.6,114.9
13,David Njoku,CLE,TE,13,73,47,64.4,474,3,28,6.5,10.1,0,0,0,0,0,0,8.6,112.4
14,Kyle Rudolph,MIN,TE,13,64,48,75,470,2,25,7.3,9.8,0,0,0,0,0,0,8.2,107
15,Jesse James,PIT,TE,13,37,29,78.4,414,2,51,11.2,14.3,0,0,0,0,0,0,6.6,85.4
16,CJ Uzomah,CIN,TE,13,53,37,69.8,357,2,29,6.7,9.6,0,0,0,0,0,0,6.5,84.7
17,Cameron Brate,TB,TE,13,40,25,62.5,233,6,21,5.8,9.3,0,0,0,0,1,1,6.4,83.3
18,Chris Herndon IV,NYJ,TE,11,42,29,69,359,3,32,8.5,12.4,0,0,0,0,1,0,7.5,82.9
19,Greg Olsen,CAR,TE,9,38,27,71.1,291,4,23,7.7,10.8,0,0,0,0,0,0,8.9,80.1
20,Benjamin Watson,NO,TE,13,39,31,79.5,337,2,32,8.6,10.9,0,0,0,0,0,0,5.9,76.7
21,Mark Andrews,BAL,TE,13,39,26,66.7,384,2,74,9.8,14.8,0,0,0,0,0,0,5.9,76.4
22,Dallas Goedert,PHI,TE,13,36,25,69.4,265,4,32,7.4,10.6,0,0,0,0,0,0,5.8,75.5
23,Evan Engram,NYG,TE,8,38,26,68.4,334,2,54,8.8,12.8,1,10,10,0,0,0,9,72.4
24,Vernon Davis,WAS,TE,13,33,23,69.7,351,2,53,10.6,15.3,0,0,0,0,0,0,5.5,72.1
25,Jeff Heuerman,DEN,TE,11,48,31,64.6,281,2,36,5.9,9.1,0,0,0,0,0,0,6.5,71.1
26,Ricky Seals-Jones,ARI,TE,13,61,30,49.2,318,1,40,5.2,10.6,0,0,0,0,0,0,5.2,67.8
27,Gerald Everett,LAR,TE,13,37,23,62.2,246,3,40,6.6,10.7,0,0,0,0,0,0,5.2,67.6
28,Jonnu Smith,TEN,TE,13,31,20,64.5,258,3,61,8.3,12.9,0,0,0,0,1,0,4.9,63.8
29,Antonio Gates,LAC,TE,13,34,21,61.8,258,2,27,7.6,12.3,0,0,0,0,0,0,4.8,62.8
30,Jordan Thomas,HOU,TE,13,24,18,75,207,4,39,8.6,11.5,0,0,0,0,0,0,4.8,62.7
31,Jack Doyle,IND,TE,6,33,26,78.8,245,2,20,7.4,9.4,0,0,0,0,1,1,10.2,61.5
32,Nick Vannett,SEA,TE,12,37,25,67.6,241,2,32,6.5,9.6,0,0,0,0,1,0,5.1,61.1
33,Rhett Ellison,NYG,TE,12,31,23,74.2,254,1,29,8.2,11,0,0,0,0,0,0,4.7,56.4
34,Geoff Swaim,DAL,TE,9,32,26,81.2,242,1,43,7.6,9.3,0,0,0,0,0,0,6.2,56.2
